equipment_age_years,operating_hours_total,hours_since_last_maintenance,vibration_level_mm_s,temperature_bearing_celsius,oil_pressure_psi,coolant_flow_rate,power_output_mw,load_factor_pct,ambient_temperature,num_previous_failures,manufacturer,equipment_type,last_maintenance_type,humidity_pct,startup_count_last_month,operating_mode,alarm_count_last_week,efficiency_rating,thermal_image_anomaly_score,target
14.8,107421.0,1505.0,3.98,97.3,41.8,94.3,439.2,56.9,25.7,2.0,0.0,3.0,2.0,49.9,6.0,1.0,1.0,72.2,0.22,1
7.9,64982.0,28.0,2.06,62.2,59.2,140.6,304.0,84.6,20.8,1.0,2.0,0.0,1.0,73.6,5.0,2.0,1.0,84.0,0.121,0
23.6,197434.0,441.0,1.48,72.9,39.1,169.4,322.9,37.5,22.2,1.0,0.0,3.0,2.0,65.6,3.0,1.0,1.0,78.2,0.299,0
2.1,16390.0,5.0,5.45,100.8,41.9,143.9,166.4,47.2,34.0,1.0,3.0,0.0,2.0,68.6,4.0,1.0,1.0,86.4,0.192,0
18.4,114849.0,757.0,3.73,70.8,40.6,127.0,338.3,64.2,5.0,2.0,3.0,0.0,0.0,89.3,4.0,2.0,2.0,78.5,0.041,0
8.5,48549.0,41.0,3.64,91.2,56.7,151.6,338.3,36.3,28.6,0.0,1.0,0.0,2.0,44.0,3.0,0.0,0.0,83.8,0.455,0
19.7,150616.0,521.0,4.26,87.9,34.9,144.5,415.4,80.9,33.2,1.0,1.0,3.0,1.0,70.8,3.0,0.0,4.0,92.3,0.014,0
1.2,6153.0,216.0,1.52,82.9,37.3,94.5,393.5,82.0,36.3,0.0,3.0,2.0,0.0,72.3,7.0,0.0,1.0,89.6,0.25,0
0.5,3795.0,1121.0,2.58,68.3,60.3,135.8,398.1,58.4,19.9,2.0,3.0,2.0,0.0,62.7,2.0,1.0,0.0,78.1,0.472,0
1.0,6016.0,384.0,5.69,82.9,24.5,126.6,386.2,95.7,19.8,0.0,2.0,0.0,1.0,64.2,2.0,2.0,1.0,80.2,0.775,0
19.2,123121.0,370.0,2.86,90.6,44.3,134.8,329.5,71.7,12.8,0.0,3.0,2.0,1.0,58.2,0.0,0.0,1.0,68.6,0.179,0
0.6,5421.0,1901.0,6.54,78.3,34.9,127.5,357.8,48.8,20.9,2.0,4.0,2.0,2.0,52.6,2.0,0.0,1.0,83.9,0.109,0
3.6,18238.0,404.0,4.89,65.9,50.8,161.0,397.3,60.1,12.2,0.0,3.0,1.0,1.0,93.5,3.0,1.0,0.0,94.2,0.966,0
0.7,4817.0,172.0,2.09,77.1,35.1,81.8,317.1,81.8,37.3,1.0,2.0,0.0,0.0,49.2,4.0,0.0,0.0,73.0,0.888,0
3.9,33116.0,275.0,2.02,70.8,37.8,142.3,364.2,93.0,26.1,0.0,3.0,0.0,0.0,89.3,5.0,2.0,3.0,95.3,0.343,0
1.9,13570.0,1491.0,1.57,80.3,37.4,137.1,396.9,81.1,10.2,1.0,4.0,1.0,2.0,48.3,6.0,2.0,0.0,89.4,0.062,0
2.9,17295.0,524.0,4.71,82.1,45.0,110.1,470.1,63.0,40.7,1.0,0.0,3.0,1.0,52.0,6.0,1.0,1.0,86.8,0.082,0
2.1,11565.0,1425.0,3.31,49.1,43.1,127.6,453.1,83.7,16.2,1.0,0.0,0.0,2.0,54.1,3.0,0.0,4.0,100.0,0.041,0
1.4,11394.0,3271.0,3.6,81.6,39.2,104.0,287.9,74.9,34.6,0.0,1.0,3.0,1.0,83.9,3.0,2.0,2.0,86.7,0.107,0
1.7,10418.0,229.0,2.12,62.1,44.2,111.4,297.0,70.2,27.4,1.0,1.0,2.0,0.0,38.1,2.0,0.0,0.0,79.0,0.041,0
3.9,25197.0,1707.0,4.48,91.4,47.4,130.1,471.6,61.4,39.2,2.0,1.0,0.0,1.0,87.2,7.0,2.0,2.0,100.0,0.184,0
0.5,2593.0,980.0,2.51,82.3,46.0,168.4,252.0,88.1,32.5,2.0,0.0,0.0,2.0,58.6,6.0,1.0,2.0,90.3,0.129,0
5.8,33740.0,855.0,2.89,68.7,44.3,107.2,362.1,60.5,21.5,1.0,4.0,0.0,0.0,91.0,4.0,1.0,2.0,100.0,0.769,0
30.8,165192.0,422.0,1.66,59.7,43.5,134.0,386.1,57.3,16.8,1.0,4.0,1.0,1.0,22.9,3.0,0.0,3.0,91.0,0.053,0
27.9,192417.0,194.0,2.72,92.6,39.1,114.0,299.5,87.7,28.5,3.0,3.0,1.0,2.0,93.1,3.0,1.0,3.0,81.8,0.023,0
1.6,10818.0,480.0,4.38,86.6,54.6,159.6,318.3,87.6,2.9,0.0,4.0,2.0,1.0,53.4,3.0,2.0,1.0,90.9,0.434,0
1.1,6014.0,242.0,12.43,65.9,52.4,150.5,347.2,73.3,34.7,3.0,4.0,3.0,1.0,41.9,7.0,1.0,2.0,83.5,0.497,1
3.4,24390.0,1471.0,3.97,105.7,52.6,180.2,218.0,86.9,23.9,2.0,4.0,3.0,0.0,81.5,1.0,2.0,1.0,90.1,1.108,0
5.6,46194.0,171.0,3.01,85.8,39.0,125.6,333.9,76.0,11.1,1.0,1.0,2.0,0.0,91.8,3.0,0.0,2.0,83.9,0.078,0
0.5,3097.0,786.0,4.09,79.0,40.3,109.0,497.9,38.3,30.8,1.0,2.0,1.0,1.0,39.8,3.0,1.0,0.0,86.8,0.229,0
3.7,18827.0,667.0,4.37,55.3,48.1,138.9,435.8,62.8,33.8,2.0,1.0,0.0,1.0,58.5,3.0,1.0,2.0,72.8,0.151,0
13.2,111907.0,115.0,2.04,78.4,36.0,80.9,419.5,48.8,28.0,0.0,2.0,1.0,2.0,81.4,4.0,2.0,3.0,86.7,0.62,0
6.5,51361.0,1506.0,1.63,68.3,47.5,93.2,323.5,58.7,17.4,1.0,0.0,3.0,2.0,81.6,7.0,0.0,1.0,82.3,0.146,0
6.9,46754.0,808.0,2.92,74.7,36.8,147.6,290.3,61.9,33.5,0.0,1.0,2.0,2.0,22.3,4.0,0.0,2.0,87.7,0.083,0
0.8,5135.0,432.0,5.39,81.9,40.2,132.0,484.9,76.3,16.6,1.0,1.0,0.0,0.0,26.8,2.0,2.0,1.0,84.2,0.055,0
19.6,139454.0,432.0,1.62,65.3,52.9,111.3,350.2,92.3,20.2,2.0,1.0,1.0,2.0,26.2,1.0,0.0,1.0,86.9,0.776,0
9.6,52262.0,924.0,1.14,74.8,40.1,103.5,205.2,68.8,34.7,1.0,1.0,2.0,0.0,47.3,5.0,2.0,2.0,70.1,0.282,0
3.3,26723.0,2990.0,1.54,69.9,44.5,128.8,458.0,82.8,16.4,1.0,4.0,1.0,0.0,82.3,5.0,1.0,2.0,80.6,0.303,0
11.2,75579.0,467.0,1.48,76.1,48.5,94.2,346.1,48.4,48.9,1.0,1.0,2.0,1.0,46.3,4.0,1.0,1.0,93.0,0.187,0
16.6,121414.0,363.0,2.25,67.4,41.7,122.7,286.5,46.4,22.4,1.0,1.0,2.0,0.0,39.1,2.0,0.0,1.0,93.3,0.525,0
1.7,10639.0,1470.0,2.71,76.9,52.2,126.4,177.0,74.8,25.7,0.0,3.0,3.0,0.0,74.7,5.0,0.0,1.0,95.7,0.036,0
12.7,71169.0,442.0,3.48,73.3,51.6,111.1,237.3,75.2,27.2,3.0,3.0,2.0,0.0,21.4,1.0,2.0,3.0,80.4,0.187,1
3.2,19730.0,1405.0,1.53,63.2,37.3,164.1,364.1,79.7,25.9,0.0,1.0,2.0,1.0,89.9,2.0,0.0,1.0,95.6,0.119,0
4.5,22634.0,433.0,0.91,69.4,35.9,103.1,454.7,57.3,8.7,1.0,3.0,0.0,2.0,54.4,5.0,0.0,2.0,82.3,0.074,0
3.4,20717.0,1634.0,3.55,67.0,38.4,109.3,267.6,86.1,28.1,0.0,4.0,0.0,2.0,93.6,0.0,1.0,1.0,95.0,0.19,0
9.8,49795.0,453.0,1.01,92.2,46.2,106.4,287.2,69.1,18.5,1.0,0.0,2.0,1.0,54.5,2.0,1.0,1.0,88.1,0.377,0
0.5,4065.0,754.0,3.95,49.9,48.6,115.2,318.4,76.0,25.0,0.0,4.0,0.0,0.0,53.1,3.0,2.0,1.0,84.6,0.173,0
10.1,85472.0,304.0,4.69,78.9,46.7,140.5,327.5,87.3,21.6,2.0,2.0,0.0,1.0,60.1,3.0,1.0,0.0,70.8,0.106,0
4.9,41729.0,1087.0,2.38,68.1,45.4,101.7,399.0,97.1,19.3,0.0,3.0,2.0,1.0,69.8,3.0,2.0,4.0,88.9,0.468,0
15.9,94132.0,1499.0,1.82,59.0,30.9,137.9,330.0,72.3,34.4,1.0,4.0,0.0,0.0,32.5,2.0,0.0,0.0,81.5,0.006,0
4.6,26917.0,760.0,1.56,52.3,50.9,87.6,406.0,82.2,8.5,2.0,2.0,3.0,2.0,51.9,3.0,1.0,1.0,82.1,0.113,0
17.8,110991.0,1107.0,2.03,99.8,44.7,126.8,360.9,64.5,19.1,1.0,0.0,3.0,0.0,46.3,2.0,1.0,2.0,86.9,0.297,0
21.3,129774.0,435.0,1.79,73.6,40.7,123.8,277.2,86.0,25.0,1.0,4.0,3.0,1.0,38.6,1.0,0.0,4.0,90.6,0.207,0
40.0,317798.0,792.0,4.89,46.5,46.1,89.2,328.2,80.6,15.1,1.0,1.0,1.0,2.0,51.5,2.0,2.0,2.0,78.6,0.327,0
7.3,56117.0,1199.0,6.28,77.0,47.5,103.7,414.1,91.1,9.6,1.0,3.0,0.0,0.0,64.4,3.0,2.0,2.0,87.1,0.452,0
1.4,9973.0,362.0,8.33,76.6,34.5,147.0,213.2,84.5,4.5,0.0,4.0,2.0,1.0,52.8,4.0,1.0,2.0,74.0,0.94,0
22.4,181472.0,219.0,11.41,90.3,42.7,114.8,394.3,73.7,20.7,1.0,4.0,1.0,2.0,73.7,6.0,2.0,1.0,100.0,0.011,0
8.5,68514.0,104.0,6.39,80.6,45.4,114.0,344.9,67.3,29.6,1.0,2.0,1.0,0.0,25.6,2.0,0.0,1.0,89.5,0.089,0
3.7,22492.0,13.0,3.32,58.5,43.7,93.8,502.9,86.9,9.8,1.0,0.0,3.0,0.0,92.7,2.0,0.0,0.0,84.2,0.149,0
2.6,13231.0,409.0,1.74,96.5,45.0,156.4,511.1,80.3,14.9,1.0,2.0,0.0,2.0,59.7,5.0,2.0,2.0,85.4,0.006,0
18.1,109829.0,1302.0,4.16,88.1,33.5,100.2,359.3,36.3,24.3,1.0,0.0,3.0,0.0,66.8,3.0,1.0,4.0,89.0,0.371,0
9.4,52379.0,177.0,3.25,74.9,34.2,124.9,471.0,73.4,22.7,0.0,3.0,1.0,0.0,73.2,3.0,1.0,1.0,78.1,0.086,0
7.6,48829.0,2134.0,3.16,59.2,45.6,127.4,178.1,83.2,36.1,1.0,0.0,1.0,1.0,63.4,2.0,1.0,1.0,92.9,0.751,0
8.7,66642.0,7.0,1.06,88.3,69.5,126.4,401.8,55.6,47.3,0.0,2.0,3.0,0.0,36.6,3.0,2.0,0.0,74.5,0.237,0
0.5,3743.0,148.0,3.49,67.2,37.0,92.5,265.2,49.3,24.6,0.0,1.0,3.0,0.0,64.7,0.0,0.0,1.0,89.3,0.496,0
4.3,32278.0,931.0,2.53,79.9,37.6,127.1,260.1,53.9,21.2,0.0,4.0,2.0,1.0,35.6,3.0,2.0,1.0,88.2,0.067,0
0.8,6533.0,341.0,4.23,93.4,39.5,112.0,354.2,80.3,32.1,0.0,0.0,1.0,2.0,23.1,7.0,0.0,1.0,94.7,0.016,0
24.1,164028.0,947.0,2.25,85.2,47.2,121.8,381.9,80.4,33.3,1.0,3.0,1.0,1.0,86.0,5.0,0.0,1.0,76.5,0.398,0
3.5,20403.0,49.0,6.22,69.9,46.3,98.3,235.3,69.6,23.6,1.0,1.0,1.0,2.0,67.3,1.0,0.0,1.0,85.2,0.352,0
2.2,16016.0,1192.0,1.35,81.6,46.2,108.4,356.5,55.1,35.5,2.0,3.0,3.0,0.0,65.7,0.0,2.0,2.0,87.1,0.132,0
4.1,29234.0,35.0,2.6,82.0,44.9,103.7,296.0,84.3,10.5,1.0,4.0,0.0,0.0,92.1,3.0,1.0,6.0,76.5,1.487,0
4.9,26722.0,291.0,4.73,84.1,26.3,133.9,152.5,80.8,30.4,1.0,3.0,0.0,1.0,88.8,8.0,2.0,2.0,86.5,0.044,0
1.8,11657.0,324.0,3.27,82.7,38.5,140.6,375.9,63.1,31.7,1.0,2.0,0.0,2.0,59.9,1.0,1.0,0.0,80.1,0.325,0
13.6,103826.0,839.0,2.11,41.5,41.2,107.5,233.3,76.9,50.3,1.0,0.0,2.0,0.0,23.1,0.0,0.0,1.0,79.1,0.036,0
12.4,89975.0,701.0,2.77,81.8,33.4,161.4,302.9,56.0,26.9,0.0,4.0,1.0,0.0,79.0,1.0,2.0,1.0,93.0,0.24,0
19.5,125014.0,2873.0,1.72,103.7,47.1,130.9,421.5,76.2,6.6,1.0,4.0,1.0,0.0,50.6,3.0,1.0,2.0,93.9,0.036,0
9.8,81083.0,963.0,2.74,67.1,50.3,143.1,278.8,65.8,24.0,2.0,4.0,1.0,2.0,70.6,1.0,1.0,0.0,85.0,0.349,0
3.4,17509.0,3739.0,6.25,85.6,57.9,104.3,353.3,47.7,32.7,2.0,3.0,1.0,1.0,46.3,2.0,2.0,1.0,95.4,0.265,0
10.4,78807.0,1004.0,2.57,106.8,69.8,104.9,366.2,34.9,29.2,1.0,1.0,3.0,1.0,75.3,2.0,1.0,3.0,93.0,0.206,0
0.5,3379.0,55.0,1.19,59.4,49.3,111.8,263.2,80.2,5.6,0.0,1.0,2.0,2.0,53.7,2.0,1.0,2.0,78.7,0.057,0
0.5,4254.0,372.0,1.78,80.0,52.2,115.4,399.9,58.2,22.8,1.0,0.0,1.0,0.0,91.0,5.0,1.0,3.0,88.2,0.476,0
2.4,12560.0,33.0,2.43,57.5,44.5,121.8,335.1,84.3,12.0,1.0,3.0,2.0,0.0,71.7,4.0,2.0,1.0,75.7,0.455,0
5.6,29276.0,309.0,1.33,94.1,52.4,90.4,199.1,96.4,38.2,2.0,3.0,0.0,0.0,58.6,3.0,1.0,2.0,94.3,0.024,0
22.7,164299.0,602.0,4.18,76.9,38.2,138.4,443.1,55.2,25.0,0.0,1.0,1.0,1.0,69.3,3.0,2.0,0.0,78.1,0.133,0
20.2,165767.0,95.0,2.82,75.7,39.1,144.6,404.6,63.2,37.0,2.0,0.0,2.0,1.0,61.8,3.0,2.0,2.0,91.5,0.077,0
8.1,51020.0,713.0,3.19,53.8,50.1,117.1,437.2,38.1,6.9,0.0,1.0,1.0,1.0,20.8,3.0,1.0,2.0,96.3,0.206,0
10.9,73103.0,127.0,2.05,83.4,41.3,162.7,373.5,66.7,8.5,1.0,2.0,3.0,2.0,24.5,2.0,2.0,1.0,90.3,1.034,0
2.2,17524.0,15.0,1.65,53.3,38.7,131.6,355.6,67.3,10.8,1.0,3.0,2.0,1.0,84.1,0.0,0.0,0.0,100.0,0.708,0
27.5,153834.0,383.0,4.94,80.5,49.0,123.6,489.2,70.2,18.1,0.0,0.0,1.0,0.0,50.8,4.0,2.0,1.0,75.7,0.595,0
4.9,27511.0,122.0,1.93,88.8,40.0,131.5,197.6,79.6,22.5,0.0,0.0,0.0,2.0,35.7,5.0,2.0,1.0,78.6,0.035,0
17.1,94477.0,575.0,3.09,53.3,42.9,123.8,249.8,80.4,23.1,1.0,1.0,0.0,0.0,60.0,5.0,1.0,0.0,94.5,0.144,0
0.9,4751.0,1223.0,3.86,91.7,44.6,88.3,377.7,81.8,19.5,2.0,3.0,3.0,2.0,47.9,6.0,2.0,1.0,87.3,0.166,0
7.0,51044.0,327.0,4.09,68.6,37.0,156.0,368.3,76.4,36.2,0.0,1.0,1.0,0.0,46.2,5.0,2.0,4.0,95.1,0.037,0
8.8,67152.0,36.0,1.02,87.8,50.9,139.4,265.6,85.3,21.3,1.0,2.0,3.0,1.0,38.0,0.0,1.0,2.0,69.5,0.597,0
34.4,218936.0,1327.0,2.28,54.2,44.6,110.6,413.8,64.6,31.8,1.0,4.0,2.0,0.0,67.6,6.0,0.0,4.0,100.0,0.349,1
4.5,32566.0,595.0,2.38,83.8,38.1,97.6,380.5,34.8,23.2,1.0,2.0,0.0,1.0,91.6,5.0,2.0,2.0,84.3,1.206,1
11.3,61785.0,700.0,2.85,59.9,48.4,110.3,296.5,93.0,52.1,1.0,1.0,0.0,1.0,51.4,3.0,0.0,3.0,80.9,0.38,0
1.0,8647.0,361.0,2.5,78.7,61.4,117.8,279.9,68.2,22.4,1.0,2.0,3.0,1.0,37.8,3.0,0.0,0.0,71.5,0.442,0
10.7,77747.0,1151.0,2.23,46.6,55.4,99.8,282.5,75.3,31.8,0.0,2.0,0.0,0.0,42.9,3.0,1.0,1.0,90.4,0.39,0
27.4,161945.0,123.0,3.13,106.3,56.1,129.1,346.1,60.7,25.0,1.0,2.0,2.0,1.0,80.8,2.0,1.0,3.0,89.4,0.033,0
3.3,22288.0,1090.0,3.19,51.8,46.0,117.0,296.7,95.3,33.3,2.0,2.0,0.0,2.0,74.0,8.0,1.0,0.0,83.9,0.059,0
0.8,5046.0,355.0,6.13,60.7,44.4,132.8,287.5,69.5,21.1,0.0,3.0,2.0,2.0,65.9,4.0,1.0,0.0,88.6,0.241,0
7.5,54959.0,2273.0,3.23,79.7,56.8,122.6,424.3,81.3,14.3,1.0,1.0,1.0,2.0,45.5,0.0,1.0,0.0,82.9,0.037,0
12.7,74205.0,271.0,2.48,74.6,37.4,133.4,390.9,89.5,4.5,0.0,1.0,3.0,0.0,70.8,2.0,2.0,1.0,98.1,0.179,0
15.2,129469.0,225.0,2.28,74.9,45.6,129.9,333.1,97.6,29.8,0.0,3.0,3.0,1.0,74.3,3.0,2.0,1.0,81.8,0.128,0
7.6,55815.0,431.0,2.6,52.4,40.6,125.3,467.9,89.2,50.8,0.0,3.0,2.0,0.0,37.6,4.0,2.0,1.0,76.5,0.96,0
8.1,48703.0,722.0,3.34,60.6,54.9,106.3,390.5,38.3,19.2,0.0,3.0,2.0,0.0,73.3,2.0,1.0,2.0,90.3,0.03,0
0.9,7205.0,636.0,1.5,79.3,42.0,98.1,289.7,62.8,30.5,1.0,3.0,2.0,1.0,54.2,1.0,0.0,2.0,87.6,0.167,0
9.2,64142.0,742.0,2.69,87.5,40.2,125.9,455.9,83.0,29.1,0.0,2.0,3.0,2.0,51.2,2.0,2.0,2.0,83.4,0.72,0
10.7,71072.0,1384.0,1.84,63.7,32.8,157.0,353.0,68.4,31.3,1.0,3.0,0.0,2.0,81.4,3.0,1.0,3.0,90.1,0.033,0
24.7,155268.0,205.0,1.28,83.9,41.3,83.1,242.6,84.1,12.4,0.0,3.0,0.0,1.0,58.7,1.0,2.0,0.0,79.8,0.261,0
1.6,11780.0,1375.0,3.46,61.4,31.8,154.9,392.7,57.7,16.8,3.0,1.0,0.0,1.0,89.9,4.0,1.0,3.0,98.1,0.375,0
19.6,166127.0,77.0,4.14,60.2,48.8,133.9,419.9,78.0,19.5,0.0,2.0,2.0,2.0,27.2,1.0,2.0,1.0,89.0,0.014,0
9.0,46737.0,988.0,1.84,97.7,58.6,109.3,367.6,82.0,28.1,1.0,4.0,1.0,1.0,50.8,1.0,2.0,2.0,80.4,0.013,0
1.0,5402.0,765.0,1.34,72.2,56.9,114.1,281.5,75.0,30.5,0.0,4.0,2.0,2.0,62.4,1.0,0.0,4.0,90.6,0.014,0
1.4,8985.0,602.0,4.19,85.2,49.4,89.0,301.5,72.2,41.7,6.0,4.0,3.0,1.0,52.3,3.0,2.0,2.0,75.0,0.219,0
9.7,59649.0,493.0,4.07,46.4,43.9,133.1,385.7,92.1,23.1,1.0,2.0,0.0,0.0,63.6,5.0,1.0,0.0,80.4,0.305,0
1.7,12961.0,998.0,3.01,76.5,54.0,86.5,441.2,94.2,22.0,0.0,4.0,3.0,2.0,54.2,2.0,2.0,1.0,95.5,0.197,0
1.4,9010.0,660.0,3.05,75.7,43.5,108.2,301.1,85.2,12.8,1.0,3.0,2.0,1.0,76.7,5.0,1.0,1.0,86.9,1.487,0
11.8,83968.0,99.0,3.54,94.5,52.8,94.5,247.9,74.8,13.5,0.0,2.0,3.0,2.0,94.3,4.0,1.0,2.0,96.1,0.156,0
9.5,69751.0,66.0,2.97,67.4,56.5,100.2,394.9,57.2,14.8,0.0,4.0,0.0,2.0,45.3,5.0,1.0,1.0,91.9,1.23,0
27.4,167657.0,1743.0,2.35,72.7,47.5,118.9,352.1,96.7,20.0,0.0,4.0,2.0,2.0,71.4,2.0,1.0,1.0,85.7,0.645,1
22.9,181442.0,230.0,1.73,103.7,48.9,149.7,380.9,61.1,20.2,0.0,4.0,3.0,0.0,53.7,2.0,0.0,2.0,70.6,0.047,0
11.6,74247.0,523.0,2.11,52.1,52.9,124.6,276.6,47.2,28.3,0.0,4.0,0.0,0.0,82.4,1.0,1.0,1.0,70.0,0.514,0
8.4,68500.0,60.0,4.92,71.7,50.9,147.9,274.7,55.1,18.1,2.0,1.0,3.0,2.0,51.4,4.0,2.0,1.0,92.5,0.325,0
11.3,65705.0,676.0,5.07,113.9,45.9,103.3,419.5,83.4,15.5,1.0,3.0,0.0,0.0,85.2,3.0,1.0,3.0,64.1,0.2,0
4.7,24006.0,2828.0,3.65,96.3,39.1,139.4,284.1,46.9,4.0,0.0,1.0,3.0,2.0,26.8,4.0,1.0,0.0,90.2,0.15,0
7.8,48157.0,1025.0,2.16,83.8,38.7,75.6,370.8,71.3,21.0,1.0,0.0,1.0,0.0,63.5,3.0,1.0,4.0,100.0,1.008,0
0.5,3868.0,218.0,2.24,84.5,34.4,95.3,342.7,72.1,8.9,0.0,1.0,2.0,2.0,42.1,3.0,0.0,1.0,95.5,1.035,0
5.0,26575.0,1687.0,3.44,105.9,51.3,144.2,273.3,76.2,27.0,2.0,4.0,2.0,2.0,74.5,1.0,0.0,1.0,84.1,0.229,0
3.7,24997.0,137.0,1.8,71.3,30.5,134.7,299.3,87.6,8.7,0.0,0.0,0.0,1.0,35.0,4.0,1.0,1.0,88.7,0.427,0
5.9,40895.0,132.0,2.55,62.9,36.0,123.3,497.5,33.6,22.1,0.0,2.0,1.0,1.0,28.2,0.0,0.0,0.0,79.5,0.365,0
15.4,127313.0,716.0,3.08,81.8,59.9,152.4,356.5,59.1,23.0,0.0,1.0,1.0,1.0,33.5,2.0,1.0,1.0,93.5,0.085,0
0.5,2921.0,682.0,1.96,55.8,38.4,132.9,345.1,45.3,16.5,0.0,4.0,3.0,1.0,43.3,5.0,0.0,0.0,77.0,0.308,0
26.3,204905.0,686.0,3.07,90.6,44.9,138.8,262.9,53.0,38.4,1.0,3.0,2.0,2.0,50.4,3.0,0.0,2.0,91.5,0.392,0
0.8,6098.0,1315.0,1.26,63.7,41.3,132.8,289.4,61.4,39.3,3.0,3.0,2.0,0.0,45.2,4.0,2.0,0.0,87.0,0.288,0
14.1,112004.0,1071.0,2.41,74.7,58.1,103.5,382.2,81.2,28.2,2.0,4.0,3.0,2.0,65.6,2.0,0.0,4.0,100.0,0.063,0
5.6,40953.0,636.0,4.41,79.4,32.6,99.0,291.2,59.3,44.4,0.0,0.0,1.0,2.0,94.6,6.0,1.0,2.0,82.0,1.101,0
10.3,73587.0,315.0,1.24,68.1,45.4,128.1,324.0,82.7,12.7,0.0,1.0,2.0,0.0,58.8,3.0,0.0,1.0,79.5,0.039,0
4.9,32646.0,69.0,1.56,52.4,55.5,152.2,296.7,78.6,7.8,1.0,4.0,3.0,0.0,71.4,5.0,0.0,0.0,86.6,0.049,0
5.3,35692.0,1082.0,5.68,60.1,52.5,106.8,328.9,89.7,22.6,2.0,1.0,2.0,0.0,94.5,6.0,0.0,3.0,79.0,0.309,0
7.4,51375.0,143.0,2.0,69.5,53.1,61.5,255.7,82.5,26.1,1.0,2.0,2.0,1.0,78.7,2.0,1.0,2.0,84.7,1.974,0
19.7,149127.0,94.0,4.98,76.1,46.4,133.9,276.0,86.8,24.6,2.0,1.0,1.0,0.0,90.8,3.0,0.0,3.0,74.1,0.368,0
3.4,24973.0,270.0,2.44,86.1,31.4,98.0,229.2,76.9,38.0,0.0,2.0,2.0,2.0,41.9,2.0,1.0,0.0,100.0,0.212,0
10.1,80200.0,546.0,1.43,94.2,56.6,98.8,460.0,76.5,32.0,0.0,3.0,2.0,1.0,76.6,2.0,2.0,1.0,74.0,0.138,0
4.6,23248.0,270.0,1.91,64.1,39.6,137.3,444.1,75.0,53.7,0.0,1.0,1.0,0.0,36.4,7.0,1.0,0.0,87.3,0.452,0
8.4,69438.0,3506.0,3.28,88.4,53.4,78.7,460.2,43.9,43.5,2.0,0.0,1.0,2.0,74.5,9.0,0.0,0.0,82.8,0.634,1
8.6,52275.0,14.0,3.52,40.5,45.1,126.2,347.8,88.0,20.0,1.0,1.0,1.0,2.0,28.0,3.0,2.0,2.0,100.0,0.219,0
1.8,13928.0,558.0,3.77,58.4,47.7,107.8,333.0,78.6,15.2,1.0,4.0,2.0,0.0,69.2,4.0,2.0,1.0,77.1,0.002,0
0.8,5615.0,18.0,1.28,83.4,49.1,94.5,422.5,53.1,9.7,2.0,2.0,0.0,2.0,71.3,2.0,1.0,1.0,91.1,0.169,0
9.8,53052.0,81.0,1.79,40.0,35.5,99.4,269.4,54.4,23.4,0.0,1.0,2.0,0.0,29.1,2.0,0.0,0.0,88.4,0.552,0
0.9,4704.0,907.0,5.08,84.5,60.6,119.2,320.5,88.2,30.7,0.0,4.0,2.0,1.0,69.7,0.0,2.0,2.0,88.6,0.543,0
0.5,2681.0,154.0,1.35,79.4,48.5,133.9,276.8,72.6,18.3,2.0,2.0,1.0,2.0,22.5,5.0,1.0,4.0,76.2,0.316,0
3.7,25439.0,1301.0,1.98,58.0,33.1,121.0,449.4,61.8,31.2,2.0,4.0,1.0,2.0,49.0,2.0,0.0,2.0,87.9,0.077,0
7.1,59436.0,910.0,2.8,59.4,43.9,150.9,361.6,69.4,34.3,1.0,2.0,3.0,0.0,73.6,7.0,0.0,2.0,87.8,0.144,0
1.0,7833.0,370.0,1.09,72.5,48.4,126.6,428.8,56.1,16.2,1.0,1.0,0.0,0.0,29.0,1.0,0.0,0.0,88.7,1.284,0
0.8,5860.0,1328.0,2.87,80.2,42.4,102.2,371.8,59.0,31.1,0.0,3.0,3.0,1.0,50.8,2.0,2.0,0.0,86.7,0.065,0
5.6,30309.0,537.0,0.83,75.4,28.6,143.7,331.1,58.7,27.8,1.0,0.0,0.0,2.0,46.3,3.0,2.0,2.0,91.5,0.153,0
2.1,10846.0,803.0,1.72,77.8,46.2,130.4,393.6,59.5,21.5,0.0,4.0,1.0,0.0,22.4,1.0,0.0,2.0,64.1,0.11,0
17.5,129431.0,1093.0,2.86,69.0,49.9,114.1,356.3,59.5,28.3,2.0,3.0,0.0,0.0,86.1,3.0,0.0,2.0,72.8,0.562,1
7.0,50591.0,658.0,2.14,77.3,52.0,127.5,287.5,80.9,20.9,0.0,4.0,0.0,0.0,87.0,5.0,2.0,1.0,100.0,1.088,0
11.3,80104.0,539.0,2.43,93.2,47.7,142.9,491.9,73.6,33.7,1.0,0.0,3.0,1.0,45.8,1.0,1.0,2.0,77.2,0.114,0
20.5,130680.0,515.0,1.6,101.4,37.3,107.3,195.3,71.9,25.7,1.0,3.0,1.0,2.0,72.2,1.0,2.0,2.0,82.4,0.211,0
9.8,71795.0,2142.0,3.04,93.6,50.0,146.5,281.4,83.1,34.0,1.0,1.0,2.0,2.0,56.0,3.0,2.0,3.0,86.4,0.274,1
3.7,19987.0,2345.0,0.82,67.1,35.7,108.9,367.2,87.6,5.1,1.0,1.0,1.0,1.0,88.0,2.0,0.0,0.0,88.7,0.329,0
0.6,3110.0,191.0,3.85,81.0,44.9,130.1,286.3,66.6,14.6,0.0,3.0,0.0,0.0,45.4,4.0,1.0,0.0,81.8,2.447,0
