property_age_years,property_value,square_footage,num_stories,roof_age_years,roof_material,heating_type,has_security_system,has_fire_alarm,distance_to_fire_station_miles,distance_to_coast_miles,flood_zone_risk,wildfire_risk_score,crime_rate_index,num_prior_claims,years_as_customer,credit_score,num_occupants,has_pool,has_trampoline,dog_breed_risk,tree_coverage_pct,target
23.8,162646.0,1529.0,2.0,23.8,0.0,2.0,0.0,0.0,2.4,79.3,0.0,0.58,3.17,2.0,7.8,715.0,4.0,0.0,0.0,2.0,70.3,0
36.0,114077.0,2063.0,1.0,8.1,3.0,1.0,0.0,1.0,1.0,52.4,3.0,3.73,8.1,0.0,10.7,722.0,1.0,0.0,0.0,0.0,67.1,0
5.3,50000.0,1995.0,2.0,0.6,0.0,0.0,0.0,1.0,3.6,3.3,2.0,1.09,3.62,0.0,2.4,753.0,4.0,0.0,0.0,0.0,38.3,0
13.3,140957.0,808.0,1.0,10.1,3.0,0.0,0.0,1.0,1.5,109.1,0.0,3.12,2.37,0.0,11.5,707.0,2.0,0.0,0.0,0.0,67.5,0
10.4,156815.0,2071.0,2.0,7.6,1.0,0.0,0.0,1.0,3.4,33.6,3.0,1.85,1.4,0.0,3.9,786.0,2.0,0.0,0.0,0.0,29.4,0
33.7,173639.0,2331.0,2.0,1.0,1.0,0.0,1.0,1.0,20.7,6.5,1.0,0.61,1.3,0.0,5.5,746.0,2.0,0.0,0.0,0.0,15.5,0
73.8,179104.0,938.0,1.0,0.8,2.0,0.0,1.0,1.0,0.6,7.3,1.0,3.31,5.59,0.0,3.2,712.0,1.0,0.0,0.0,0.0,70.0,0
33.2,445322.0,2122.0,1.0,9.9,1.0,0.0,1.0,1.0,1.0,51.9,1.0,0.66,1.1,1.0,0.8,728.0,3.0,0.0,0.0,0.0,41.5,0
5.6,365868.0,2004.0,1.0,5.6,4.0,1.0,1.0,1.0,5.6,47.7,1.0,1.65,0.3,1.0,5.3,712.0,2.0,0.0,0.0,1.0,63.8,0
36.0,105824.0,877.0,1.0,15.9,4.0,0.0,1.0,0.0,0.5,54.2,1.0,2.53,1.93,0.0,3.5,729.0,1.0,1.0,0.0,0.0,31.4,0
19.9,86086.0,653.0,1.0,3.9,2.0,0.0,0.0,1.0,1.0,26.2,1.0,2.16,5.92,1.0,7.8,731.0,6.0,0.0,0.0,1.0,25.8,0
12.5,141141.0,2245.0,1.0,12.5,3.0,1.0,0.0,1.0,3.4,27.7,1.0,3.06,2.93,0.0,4.7,777.0,4.0,0.0,1.0,0.0,56.8,0
51.9,345332.0,2734.0,1.0,1.5,3.0,1.0,0.0,1.0,1.6,1.7,1.0,1.9,3.3,0.0,15.0,731.0,1.0,0.0,0.0,0.0,55.1,0
20.1,223276.0,1141.0,2.0,1.9,0.0,1.0,0.0,1.0,0.2,7.8,1.0,2.18,0.96,0.0,7.0,695.0,1.0,0.0,1.0,1.0,49.4,0
6.9,205498.0,1620.0,2.0,6.9,3.0,2.0,1.0,1.0,0.6,24.0,4.0,2.09,1.62,0.0,2.3,634.0,7.0,0.0,0.0,1.0,36.8,0
8.9,132580.0,1111.0,2.0,8.0,1.0,0.0,0.0,1.0,0.3,44.8,0.0,2.37,3.91,1.0,1.1,714.0,2.0,0.0,0.0,0.0,34.5,0
4.2,166118.0,1324.0,2.0,4.2,0.0,0.0,1.0,1.0,4.6,61.4,1.0,3.13,3.44,0.0,2.5,635.0,6.0,0.0,0.0,0.0,34.0,1
2.4,278730.0,1429.0,3.0,2.4,0.0,0.0,1.0,1.0,7.9,60.4,0.0,2.76,1.85,0.0,0.9,739.0,1.0,0.0,0.0,0.0,19.6,0
29.7,183591.0,806.0,2.0,14.3,0.0,1.0,0.0,1.0,13.4,19.8,0.0,4.57,4.16,0.0,1.0,732.0,2.0,0.0,0.0,2.0,40.9,1
31.5,176210.0,1928.0,1.0,29.8,2.0,1.0,1.0,0.0,0.3,9.5,1.0,1.42,3.36,0.0,7.7,708.0,3.0,0.0,0.0,3.0,60.7,0
4.1,131697.0,1551.0,1.0,3.1,1.0,3.0,0.0,1.0,3.2,27.0,0.0,3.0,1.48,0.0,23.1,762.0,2.0,0.0,0.0,0.0,74.8,0
50.0,142983.0,890.0,2.0,2.4,0.0,1.0,1.0,1.0,11.2,80.0,1.0,3.63,5.0,1.0,8.9,643.0,1.0,0.0,0.0,0.0,48.1,0
31.6,124223.0,1035.0,3.0,3.3,0.0,3.0,1.0,1.0,7.7,63.9,1.0,1.45,5.36,1.0,7.1,726.0,4.0,0.0,0.0,3.0,70.2,0
69.7,241344.0,1451.0,2.0,19.0,1.0,0.0,0.0,0.0,1.8,44.9,2.0,0.47,1.62,0.0,2.5,756.0,3.0,0.0,0.0,0.0,57.1,0
8.0,114578.0,857.0,2.0,8.0,1.0,1.0,1.0,1.0,2.9,78.3,0.0,4.05,2.83,0.0,2.6,681.0,1.0,0.0,0.0,0.0,76.9,0
0.5,95388.0,1419.0,2.0,0.5,0.0,0.0,0.0,1.0,3.1,0.5,3.0,3.18,4.04,0.0,13.4,721.0,1.0,0.0,0.0,0.0,44.0,0
29.8,187339.0,725.0,3.0,11.6,1.0,0.0,0.0,1.0,2.4,103.8,0.0,0.59,3.61,0.0,10.3,631.0,1.0,0.0,0.0,2.0,32.9,0
48.0,74721.0,978.0,2.0,2.5,0.0,1.0,0.0,1.0,2.4,25.7,0.0,4.19,1.48,0.0,0.7,830.0,2.0,0.0,0.0,0.0,35.3,0
6.9,163266.0,1739.0,3.0,0.6,0.0,0.0,1.0,1.0,7.5,36.9,0.0,0.61,5.68,0.0,3.9,664.0,4.0,0.0,0.0,1.0,37.5,0
7.8,169576.0,2326.0,3.0,7.8,3.0,2.0,1.0,1.0,0.2,55.7,1.0,0.25,5.86,0.0,1.6,688.0,2.0,0.0,0.0,0.0,65.6,0
46.3,164389.0,1238.0,3.0,5.0,3.0,1.0,0.0,0.0,2.3,19.9,1.0,2.5,2.2,0.0,4.6,668.0,2.0,1.0,0.0,2.0,25.4,0
43.8,188626.0,1890.0,2.0,40.0,1.0,0.0,1.0,1.0,4.3,49.5,0.0,2.01,1.6,1.0,1.1,653.0,3.0,0.0,1.0,1.0,24.2,0
3.8,201292.0,3123.0,1.0,3.8,3.0,1.0,0.0,1.0,1.3,1.4,0.0,1.84,4.03,1.0,1.2,762.0,4.0,0.0,0.0,2.0,45.1,0
1.7,234569.0,1473.0,3.0,1.7,4.0,2.0,0.0,1.0,2.6,10.2,0.0,1.16,2.16,0.0,18.3,649.0,2.0,1.0,0.0,1.0,32.0,0
29.7,295001.0,2054.0,1.0,14.3,1.0,0.0,0.0,1.0,1.6,25.1,1.0,3.84,1.8,0.0,8.6,712.0,2.0,0.0,0.0,0.0,77.3,0
28.2,287028.0,1733.0,2.0,6.8,1.0,1.0,1.0,1.0,0.8,67.4,2.0,1.17,4.64,0.0,12.0,660.0,1.0,1.0,0.0,1.0,76.5,0
37.1,133568.0,3070.0,1.0,37.1,2.0,2.0,0.0,1.0,4.0,16.4,2.0,0.98,5.03,1.0,0.2,790.0,5.0,0.0,0.0,0.0,50.3,1
25.8,252609.0,1894.0,1.0,8.0,3.0,0.0,0.0,1.0,0.2,88.1,1.0,4.42,0.47,0.0,1.5,736.0,2.0,0.0,0.0,0.0,51.5,0
16.3,228955.0,747.0,1.0,4.7,0.0,1.0,0.0,1.0,4.3,62.9,0.0,3.09,1.47,0.0,2.5,827.0,3.0,0.0,0.0,0.0,30.0,0
21.6,274249.0,1117.0,2.0,2.2,0.0,0.0,1.0,1.0,1.9,0.9,0.0,1.88,4.34,1.0,13.2,709.0,2.0,1.0,0.0,0.0,47.9,0
22.0,190240.0,2023.0,2.0,5.7,0.0,2.0,0.0,1.0,1.1,49.8,2.0,2.03,0.87,1.0,0.2,789.0,5.0,0.0,0.0,0.0,41.2,0
33.7,99625.0,1107.0,2.0,32.4,0.0,0.0,0.0,1.0,4.3,51.8,1.0,1.84,5.65,1.0,2.1,717.0,1.0,0.0,0.0,0.0,67.7,1
16.2,330710.0,1285.0,1.0,13.2,1.0,2.0,0.0,0.0,0.2,39.2,0.0,2.0,4.11,0.0,5.8,693.0,2.0,0.0,0.0,3.0,58.9,0
29.5,249981.0,750.0,1.0,29.5,1.0,0.0,0.0,0.0,12.4,91.8,1.0,1.01,2.46,1.0,1.5,829.0,4.0,0.0,0.0,0.0,68.4,1
47.2,229966.0,1154.0,2.0,5.1,3.0,3.0,0.0,1.0,2.3,2.8,3.0,1.04,1.3,1.0,10.3,680.0,2.0,1.0,0.0,0.0,38.0,0
33.3,203048.0,1275.0,2.0,2.3,3.0,3.0,1.0,1.0,2.7,15.6,0.0,6.23,1.46,0.0,17.4,753.0,1.0,0.0,0.0,0.0,54.4,0
2.4,109255.0,2170.0,1.0,2.4,2.0,2.0,0.0,1.0,3.7,23.6,1.0,1.93,3.85,1.0,1.0,681.0,2.0,0.0,0.0,0.0,54.2,0
17.4,95541.0,1137.0,2.0,7.2,2.0,1.0,0.0,1.0,0.4,98.1,3.0,1.55,1.22,0.0,29.8,674.0,4.0,1.0,0.0,0.0,44.8,0
70.8,111549.0,974.0,2.0,4.8,3.0,3.0,0.0,1.0,10.1,10.1,0.0,0.75,5.0,1.0,13.8,727.0,4.0,0.0,0.0,0.0,29.2,1
11.0,238649.0,2243.0,2.0,1.7,1.0,0.0,0.0,1.0,5.3,111.2,2.0,1.19,3.9,1.0,14.0,741.0,2.0,0.0,0.0,0.0,42.1,0
11.3,550263.0,1615.0,3.0,9.4,4.0,3.0,0.0,0.0,2.6,181.0,0.0,1.31,1.3,2.0,4.3,680.0,2.0,0.0,0.0,1.0,65.1,0
1.1,315811.0,600.0,2.0,1.1,3.0,1.0,1.0,1.0,0.2,40.2,1.0,0.66,2.88,0.0,1.7,757.0,3.0,0.0,0.0,0.0,23.9,0
65.6,91070.0,1813.0,2.0,2.6,0.0,0.0,1.0,1.0,1.2,12.1,4.0,1.07,3.59,0.0,2.3,776.0,6.0,0.0,0.0,0.0,27.5,0
12.7,197534.0,1452.0,1.0,12.7,3.0,1.0,0.0,1.0,1.0,3.4,2.0,1.77,3.43,1.0,2.4,721.0,3.0,1.0,0.0,0.0,63.0,0
47.9,204639.0,1590.0,3.0,15.2,2.0,2.0,0.0,1.0,1.3,21.5,2.0,1.94,4.05,1.0,1.6,658.0,3.0,0.0,0.0,1.0,68.1,0
2.9,159702.0,1485.0,1.0,2.9,0.0,2.0,1.0,1.0,1.7,21.3,1.0,1.82,3.99,2.0,1.9,654.0,4.0,0.0,0.0,0.0,58.6,0
11.8,123484.0,2161.0,1.0,10.2,0.0,1.0,1.0,1.0,0.4,80.8,0.0,3.43,0.77,1.0,40.0,699.0,1.0,0.0,1.0,0.0,47.7,0
11.2,190376.0,3657.0,1.0,8.2,0.0,1.0,1.0,1.0,0.9,110.1,2.0,1.94,1.66,0.0,2.8,615.0,4.0,0.0,0.0,0.0,34.8,0
25.1,65792.0,1601.0,2.0,4.1,1.0,0.0,0.0,0.0,3.0,7.9,1.0,3.06,0.37,1.0,11.9,790.0,2.0,1.0,0.0,1.0,44.1,0
10.8,271736.0,1371.0,2.0,3.8,0.0,1.0,0.0,1.0,2.5,33.4,0.0,3.16,2.81,0.0,2.7,808.0,2.0,0.0,0.0,0.0,60.6,0
4.2,151874.0,601.0,2.0,4.2,4.0,1.0,1.0,1.0,5.4,42.5,0.0,0.65,3.53,0.0,6.9,821.0,1.0,1.0,1.0,0.0,55.9,0
78.5,165336.0,2503.0,2.0,15.9,1.0,1.0,1.0,1.0,5.3,33.5,2.0,1.43,2.34,0.0,1.2,781.0,1.0,0.0,0.0,1.0,56.7,0
73.6,190087.0,829.0,2.0,1.4,0.0,3.0,0.0,1.0,9.3,16.8,3.0,3.26,2.91,0.0,0.2,676.0,4.0,1.0,0.0,0.0,47.2,1
2.5,182833.0,876.0,2.0,2.5,2.0,0.0,0.0,1.0,1.1,34.2,4.0,1.03,5.14,1.0,10.5,692.0,3.0,0.0,0.0,1.0,54.2,0
42.2,178391.0,1252.0,2.0,10.7,0.0,1.0,0.0,1.0,1.8,2.7,1.0,2.41,0.96,1.0,30.5,633.0,2.0,1.0,0.0,0.0,7.3,0
32.2,547609.0,1489.0,2.0,28.4,0.0,3.0,0.0,1.0,5.2,138.1,1.0,0.39,4.35,0.0,3.4,737.0,5.0,0.0,0.0,0.0,70.3,0
23.0,153486.0,913.0,2.0,5.1,0.0,3.0,1.0,1.0,0.4,79.2,2.0,1.2,0.6,1.0,3.1,745.0,5.0,0.0,0.0,0.0,28.3,0
53.3,306725.0,1580.0,1.0,1.4,0.0,2.0,0.0,0.0,0.6,146.5,0.0,0.62,5.35,0.0,4.8,737.0,2.0,0.0,0.0,0.0,65.6,0
38.7,166426.0,1480.0,3.0,0.3,0.0,1.0,1.0,1.0,4.1,93.5,0.0,1.37,2.42,0.0,4.0,635.0,3.0,0.0,0.0,0.0,47.6,0
6.5,164710.0,1644.0,1.0,6.5,1.0,2.0,1.0,1.0,1.2,337.8,0.0,1.15,3.31,2.0,13.3,682.0,1.0,1.0,0.0,3.0,52.6,0
44.9,92480.0,1148.0,3.0,2.1,3.0,0.0,0.0,1.0,2.3,11.0,0.0,4.71,2.97,2.0,14.8,720.0,1.0,0.0,0.0,2.0,15.1,0
14.5,422087.0,1869.0,2.0,0.0,1.0,2.0,0.0,1.0,6.2,27.0,1.0,4.64,2.22,3.0,1.2,630.0,1.0,0.0,0.0,1.0,56.6,0
2.7,180202.0,1299.0,2.0,2.7,1.0,1.0,1.0,1.0,0.7,20.1,0.0,1.75,1.0,0.0,9.1,700.0,3.0,0.0,0.0,0.0,45.0,0
32.3,146713.0,1377.0,2.0,5.4,1.0,0.0,0.0,1.0,7.0,138.8,1.0,3.43,3.03,0.0,16.0,708.0,1.0,1.0,0.0,1.0,68.9,0
64.3,109664.0,983.0,2.0,13.6,1.0,0.0,0.0,1.0,4.8,6.3,0.0,0.87,2.87,0.0,10.9,744.0,2.0,0.0,0.0,0.0,36.2,0
98.3,132926.0,2024.0,1.0,5.4,0.0,0.0,0.0,1.0,7.2,87.7,0.0,2.48,1.07,1.0,8.4,731.0,4.0,1.0,0.0,2.0,13.9,1
9.5,76528.0,1280.0,3.0,5.1,3.0,1.0,0.0,0.0,3.3,36.4,2.0,2.52,3.49,1.0,6.0,836.0,3.0,1.0,0.0,0.0,59.3,0
25.9,118878.0,1195.0,2.0,25.9,0.0,0.0,0.0,1.0,7.0,132.9,2.0,1.03,3.7,1.0,9.4,637.0,2.0,0.0,0.0,0.0,30.3,0
3.9,230367.0,2047.0,1.0,3.9,2.0,0.0,1.0,1.0,3.4,9.0,0.0,4.6,4.19,0.0,0.6,691.0,4.0,0.0,0.0,0.0,41.6,0
10.2,58231.0,1294.0,1.0,7.8,4.0,0.0,1.0,1.0,1.5,245.0,0.0,4.18,1.46,0.0,20.4,744.0,2.0,0.0,0.0,0.0,12.4,0
34.6,179504.0,1619.0,2.0,18.9,0.0,0.0,0.0,1.0,1.1,19.2,0.0,1.91,2.99,1.0,3.0,759.0,3.0,0.0,0.0,0.0,41.5,0
58.6,183086.0,1961.0,1.0,1.0,1.0,0.0,0.0,1.0,4.6,19.7,1.0,2.64,3.98,1.0,1.4,728.0,2.0,0.0,0.0,0.0,37.2,0
9.3,223315.0,2265.0,2.0,7.2,2.0,0.0,1.0,1.0,9.6,83.6,1.0,1.2,4.12,1.0,3.3,732.0,1.0,0.0,0.0,0.0,42.0,0
82.3,228537.0,1225.0,2.0,21.4,0.0,0.0,0.0,0.0,0.6,84.8,2.0,2.25,0.48,0.0,11.3,775.0,1.0,0.0,0.0,0.0,43.7,0
1.4,123665.0,2269.0,2.0,1.4,1.0,0.0,0.0,1.0,0.2,88.5,1.0,0.24,0.94,0.0,3.1,728.0,3.0,0.0,0.0,0.0,57.9,0
9.7,190108.0,1837.0,1.0,9.7,3.0,0.0,0.0,1.0,5.3,13.3,0.0,2.33,0.45,0.0,13.9,751.0,4.0,0.0,0.0,1.0,39.0,0
15.0,131581.0,767.0,1.0,10.0,2.0,0.0,0.0,1.0,0.2,12.0,1.0,2.08,2.19,1.0,11.7,717.0,2.0,0.0,0.0,0.0,70.6,0
2.8,228507.0,740.0,1.0,2.8,0.0,0.0,0.0,1.0,0.2,7.6,1.0,4.38,2.92,1.0,2.5,683.0,7.0,0.0,0.0,0.0,43.1,0
11.9,417686.0,789.0,2.0,6.3,1.0,1.0,0.0,1.0,0.2,52.8,1.0,3.16,0.63,1.0,10.0,730.0,1.0,0.0,0.0,1.0,40.6,1
19.7,178051.0,2214.0,2.0,19.7,1.0,2.0,0.0,0.0,1.1,32.0,1.0,1.58,3.45,1.0,4.4,767.0,2.0,0.0,0.0,0.0,24.1,0
0.8,242444.0,1040.0,2.0,0.8,0.0,0.0,1.0,1.0,1.1,23.3,3.0,3.5,4.28,0.0,20.0,621.0,5.0,1.0,0.0,3.0,71.2,0
23.0,86096.0,993.0,2.0,10.2,2.0,1.0,1.0,1.0,2.7,23.7,0.0,1.21,1.15,1.0,9.1,694.0,2.0,0.0,0.0,0.0,76.1,0
8.9,104304.0,2131.0,2.0,8.9,1.0,3.0,0.0,1.0,12.0,56.7,1.0,0.4,4.23,0.0,2.0,669.0,3.0,0.0,0.0,0.0,58.9,0
0.7,109585.0,2025.0,2.0,0.7,4.0,3.0,1.0,1.0,0.6,16.5,0.0,3.7,5.49,0.0,2.0,763.0,4.0,0.0,0.0,0.0,44.8,0
29.1,112229.0,1090.0,3.0,26.2,0.0,1.0,1.0,1.0,3.9,7.9,1.0,2.76,1.84,1.0,5.2,612.0,2.0,0.0,0.0,3.0,35.7,1
2.0,612307.0,2718.0,2.0,2.0,3.0,0.0,1.0,1.0,1.9,3.9,0.0,1.5,6.92,0.0,7.1,662.0,5.0,0.0,0.0,0.0,30.0,0
4.5,131751.0,2021.0,1.0,4.5,2.0,1.0,1.0,1.0,0.2,39.0,1.0,0.71,1.86,1.0,18.5,785.0,3.0,0.0,0.0,1.0,68.8,0
27.6,309300.0,2169.0,1.0,8.9,4.0,0.0,0.0,1.0,7.5,12.5,1.0,4.35,5.72,0.0,3.1,786.0,2.0,0.0,0.0,0.0,38.6,1
24.5,123258.0,769.0,1.0,1.6,2.0,0.0,0.0,1.0,7.8,86.9,3.0,6.01,5.33,0.0,0.7,776.0,1.0,0.0,0.0,0.0,54.6,0
23.0,174113.0,891.0,2.0,5.9,2.0,0.0,0.0,1.0,0.2,5.7,1.0,1.44,1.71,0.0,32.7,688.0,4.0,0.0,0.0,1.0,23.1,0
120.0,77513.0,1194.0,2.0,6.2,2.0,2.0,0.0,1.0,9.8,36.4,0.0,2.01,3.19,0.0,1.4,672.0,1.0,0.0,0.0,0.0,50.0,0
44.7,100434.0,1319.0,2.0,18.8,2.0,0.0,1.0,1.0,1.5,60.1,1.0,3.1,5.11,0.0,5.9,758.0,1.0,0.0,0.0,0.0,41.5,0
56.2,77006.0,873.0,1.0,2.2,1.0,0.0,1.0,1.0,2.1,97.7,4.0,1.0,2.2,0.0,12.0,763.0,2.0,0.0,0.0,0.0,40.6,0
7.4,407183.0,1243.0,1.0,7.4,2.0,3.0,0.0,0.0,1.5,55.5,0.0,1.69,3.01,0.0,10.0,663.0,3.0,0.0,0.0,0.0,29.5,0
21.6,209054.0,1434.0,2.0,21.6,1.0,1.0,1.0,1.0,0.8,13.0,2.0,1.14,3.26,0.0,3.7,761.0,7.0,0.0,0.0,3.0,56.1,0
28.7,212016.0,1581.0,1.0,28.7,1.0,2.0,1.0,0.0,4.3,66.8,3.0,2.73,5.02,0.0,2.6,622.0,1.0,0.0,0.0,1.0,27.9,1
8.7,263246.0,2968.0,2.0,3.5,1.0,2.0,0.0,1.0,12.1,154.3,0.0,1.82,6.15,1.0,1.6,610.0,1.0,0.0,0.0,0.0,52.7,0
32.0,220758.0,811.0,1.0,6.9,3.0,0.0,0.0,0.0,3.5,37.3,0.0,1.15,1.42,0.0,15.6,710.0,1.0,1.0,0.0,0.0,79.8,0
30.9,238755.0,1894.0,1.0,30.9,1.0,3.0,1.0,1.0,6.0,22.6,0.0,2.47,2.65,0.0,0.2,622.0,1.0,0.0,0.0,1.0,16.4,0
10.6,62199.0,1397.0,2.0,10.6,0.0,2.0,1.0,1.0,4.0,81.9,3.0,4.01,0.2,0.0,22.5,714.0,4.0,0.0,0.0,0.0,58.0,0
13.2,265661.0,1302.0,1.0,13.2,3.0,1.0,1.0,1.0,0.7,113.3,2.0,2.35,1.88,3.0,0.0,773.0,3.0,0.0,1.0,1.0,47.2,0
14.2,119528.0,1000.0,2.0,5.0,0.0,2.0,0.0,1.0,0.3,10.8,2.0,0.49,0.09,1.0,0.3,750.0,8.0,0.0,0.0,1.0,21.5,0
31.0,146601.0,1639.0,1.0,3.0,1.0,3.0,1.0,1.0,0.3,9.1,3.0,2.21,4.05,1.0,15.2,686.0,4.0,1.0,0.0,1.0,33.4,0
27.2,411758.0,930.0,2.0,9.3,3.0,0.0,1.0,1.0,8.8,106.9,4.0,0.96,2.23,1.0,0.2,750.0,3.0,0.0,0.0,1.0,75.2,0
8.2,228192.0,2114.0,2.0,7.1,0.0,1.0,0.0,1.0,0.2,30.8,0.0,0.43,6.91,2.0,0.1,757.0,2.0,0.0,0.0,3.0,84.7,0
8.3,222890.0,1417.0,1.0,8.3,4.0,0.0,0.0,0.0,15.6,5.5,3.0,0.44,6.44,1.0,15.8,736.0,3.0,1.0,0.0,0.0,62.5,1
22.8,245241.0,1288.0,2.0,15.6,0.0,3.0,0.0,1.0,9.3,9.1,3.0,2.22,1.76,2.0,2.7,683.0,1.0,0.0,0.0,0.0,18.6,1
30.7,491955.0,1596.0,2.0,4.5,3.0,1.0,0.0,1.0,4.4,42.4,0.0,1.19,5.2,0.0,1.0,708.0,3.0,0.0,0.0,1.0,64.6,0
9.6,95644.0,2488.0,2.0,8.4,1.0,1.0,0.0,0.0,9.2,119.9,3.0,2.88,2.1,0.0,20.6,690.0,5.0,0.0,1.0,0.0,78.5,0
7.2,173979.0,976.0,1.0,7.2,3.0,1.0,0.0,1.0,0.2,22.4,1.0,2.95,3.28,0.0,14.6,785.0,2.0,1.0,0.0,2.0,49.1,0
65.1,81666.0,1090.0,2.0,19.2,1.0,1.0,0.0,0.0,2.0,80.6,3.0,1.01,1.72,1.0,0.6,679.0,4.0,1.0,0.0,0.0,73.7,0
1.6,226554.0,1372.0,1.0,1.5,1.0,1.0,0.0,1.0,3.4,35.3,1.0,3.76,0.37,1.0,2.3,700.0,1.0,0.0,0.0,0.0,48.6,0
42.0,687777.0,1109.0,1.0,12.3,2.0,0.0,0.0,1.0,0.2,0.8,0.0,3.14,3.32,0.0,7.3,713.0,4.0,0.0,0.0,0.0,29.3,0
20.8,218820.0,1588.0,1.0,13.4,1.0,0.0,0.0,1.0,0.6,81.4,3.0,0.62,6.0,0.0,2.2,698.0,2.0,0.0,0.0,0.0,75.3,0
31.0,392647.0,706.0,2.0,7.6,3.0,3.0,0.0,0.0,3.1,16.5,2.0,4.06,1.44,0.0,15.0,772.0,1.0,0.0,0.0,3.0,76.8,0
8.0,321052.0,1547.0,3.0,0.7,3.0,0.0,0.0,0.0,0.4,23.2,2.0,5.21,3.06,0.0,2.0,724.0,3.0,0.0,0.0,0.0,34.4,0
28.0,197241.0,1622.0,3.0,0.6,0.0,1.0,1.0,1.0,0.2,108.2,1.0,1.21,1.03,0.0,1.8,730.0,2.0,0.0,0.0,0.0,25.4,0
16.3,423953.0,1349.0,1.0,3.7,0.0,1.0,1.0,0.0,2.3,44.5,0.0,0.39,2.13,0.0,40.0,680.0,1.0,0.0,0.0,0.0,78.4,0
34.9,369498.0,1061.0,3.0,34.9,1.0,0.0,0.0,1.0,2.6,13.4,1.0,2.68,5.09,0.0,4.2,713.0,1.0,0.0,0.0,1.0,47.2,1
15.7,221526.0,1735.0,2.0,8.1,1.0,0.0,0.0,1.0,1.8,4.8,1.0,1.23,2.79,0.0,1.1,729.0,3.0,0.0,0.0,1.0,34.1,0
15.9,166660.0,1026.0,2.0,2.3,4.0,1.0,0.0,1.0,4.9,42.8,2.0,2.85,2.19,1.0,2.1,711.0,5.0,0.0,0.0,0.0,54.2,0
9.7,205780.0,1776.0,1.0,4.9,0.0,2.0,0.0,1.0,1.8,29.6,0.0,0.27,0.74,2.0,0.7,751.0,2.0,0.0,0.0,1.0,67.2,0
4.5,133210.0,900.0,3.0,4.5,2.0,2.0,0.0,1.0,8.2,19.6,1.0,1.39,2.39,0.0,12.1,685.0,3.0,0.0,0.0,0.0,54.7,0
21.1,110245.0,1615.0,1.0,21.1,2.0,0.0,1.0,1.0,3.0,24.2,1.0,2.93,1.55,1.0,1.6,619.0,1.0,0.0,0.0,0.0,53.7,0
5.4,121245.0,1662.0,2.0,5.4,2.0,0.0,0.0,0.0,0.3,31.9,4.0,3.62,2.74,0.0,7.8,694.0,1.0,1.0,0.0,0.0,63.9,0
16.6,175579.0,2452.0,1.0,16.6,3.0,1.0,0.0,1.0,5.7,9.1,4.0,0.83,2.96,0.0,0.4,801.0,4.0,0.0,0.0,1.0,53.7,0
31.8,321449.0,725.0,2.0,2.0,0.0,2.0,0.0,1.0,4.6,3.4,0.0,0.66,5.12,1.0,27.6,704.0,6.0,0.0,0.0,0.0,50.7,0
61.5,204975.0,2679.0,1.0,37.4,1.0,1.0,1.0,0.0,3.8,43.6,1.0,2.42,2.75,0.0,26.0,760.0,6.0,1.0,0.0,1.0,65.3,1
11.5,114579.0,1358.0,2.0,11.5,1.0,1.0,0.0,1.0,6.7,201.8,3.0,2.57,2.35,0.0,3.3,796.0,1.0,0.0,0.0,0.0,81.0,0
10.7,122007.0,3917.0,1.0,7.0,0.0,0.0,0.0,1.0,1.1,178.7,0.0,2.61,1.26,0.0,10.1,747.0,2.0,0.0,1.0,2.0,59.5,0
0.7,162420.0,1400.0,1.0,0.7,4.0,3.0,0.0,0.0,1.3,18.9,2.0,0.21,2.79,0.0,5.6,753.0,2.0,0.0,0.0,3.0,44.2,0
10.0,141969.0,1654.0,2.0,4.7,3.0,0.0,1.0,1.0,0.5,50.1,2.0,1.52,6.49,0.0,22.3,794.0,4.0,0.0,0.0,0.0,30.2,0
7.8,75942.0,694.0,2.0,1.7,1.0,0.0,1.0,1.0,3.8,54.1,3.0,1.02,4.44,1.0,4.5,772.0,3.0,0.0,0.0,0.0,41.5,0
0.7,100109.0,1069.0,1.0,0.7,2.0,0.0,1.0,1.0,1.0,16.4,1.0,0.85,4.07,1.0,9.7,737.0,1.0,0.0,0.0,2.0,44.4,0
44.2,339022.0,1532.0,2.0,26.9,1.0,1.0,1.0,1.0,7.4,183.5,0.0,2.28,3.03,0.0,1.5,665.0,2.0,0.0,0.0,0.0,61.3,0
3.4,76594.0,2609.0,1.0,1.2,2.0,1.0,1.0,1.0,2.4,272.2,0.0,3.15,4.25,0.0,5.7,749.0,2.0,0.0,0.0,1.0,60.5,0
2.3,196844.0,1094.0,2.0,2.3,0.0,2.0,1.0,1.0,4.6,77.0,0.0,2.97,1.36,0.0,2.5,713.0,3.0,0.0,0.0,1.0,77.0,0
59.3,159365.0,2796.0,3.0,10.9,2.0,0.0,0.0,1.0,3.3,13.2,0.0,0.53,1.5,2.0,10.4,716.0,3.0,0.0,0.0,0.0,74.3,0
105.7,191207.0,1546.0,3.0,3.3,2.0,0.0,1.0,1.0,1.4,69.8,4.0,1.43,1.76,0.0,0.8,612.0,2.0,1.0,0.0,0.0,89.0,0
1.2,130533.0,1261.0,1.0,1.2,3.0,0.0,0.0,1.0,6.0,3.2,0.0,1.45,1.22,0.0,4.4,802.0,3.0,0.0,0.0,0.0,55.1,0
