packet_size_bytes,connection_duration_sec,num_packets,bytes_sent,bytes_received,protocol_type,service_type,flag_type,src_port_ephemeral,dst_port_wellknown,num_failed_logins,is_guest_login,num_access_files,num_outbound_commands,count_connections_same_host,serror_rate,rerror_rate,same_service_rate,diff_host_rate,dst_host_count,target
233,43.2,49,2693,15537,0,6,2,1,1,0,1,0,0,10,0.1093,0.0899,0.5128,0.4209,21,1
608,27.77,47,812,1267,1,11,2,0,0,0,0,1,0,9,0.0434,0.0734,0.638,0.3831,23,0
2745,105.04,54,37792,51683,1,9,3,0,1,0,0,3,1,3,0.1148,0.2082,0.6247,0.0331,23,0
100,19.93,64,506,3464,1,3,2,0,1,0,0,2,0,9,0.0401,0.0428,0.5931,0.2335,40,0
141,44.4,47,4604,629,3,3,3,1,1,0,0,2,0,5,0.076,0.0688,0.5783,0.2223,32,0
100,89.64,38,461,9002,0,10,5,1,1,0,0,3,0,10,0.0654,0.0491,0.4586,0.1339,31,0
157,30.37,43,93712,103249,3,8,2,1,1,0,0,3,0,16,0.0492,0.0581,0.7685,0.1646,26,0
1825,32.17,39,956,48720,1,3,4,0,1,0,1,0,0,10,0.0781,0.1497,0.7906,0.2974,34,1
1141,105.8,67,78707,84112,3,3,0,1,1,0,0,0,1,10,0.0965,0.0252,0.5284,0.1191,31,0
2501,51.93,48,4293,713,1,8,0,0,1,1,0,3,0,4,0.1905,0.0401,0.9161,0.3914,33,1
3960,51.57,50,1886,1248,2,4,5,1,0,0,0,3,1,8,0.0169,0.085,0.8778,0.101,32,0
156,42.44,46,28187,2116,3,10,2,0,0,0,0,2,1,5,0.0093,0.0346,0.7232,0.1176,22,0
189,25.78,51,76436,14044,2,2,0,0,0,1,0,2,0,6,0.0664,0.053,0.8562,0.3635,26,0
241,62.5,42,2991,7322,1,10,4,1,1,0,0,3,0,18,0.0559,0.0263,0.755,0.1994,32,0
363,10.16,72,12083,579,1,7,3,1,0,0,0,3,0,11,0.1357,0.0163,0.6347,0.22,30,0
100,43.08,50,2286,6360,3,0,2,1,1,0,0,0,2,22,0.0969,0.005,0.4038,0.6401,21,0
4275,22.83,56,29595,2407,1,5,0,0,1,0,0,0,0,7,0.0175,0.0411,0.523,0.1671,32,0
100,36.48,45,1586,712,3,3,4,1,1,0,0,2,2,8,0.0095,0.0536,0.733,0.2732,24,0
159,17.5,49,787,9850,3,6,3,0,1,0,0,3,0,6,0.1619,0.0981,0.6181,0.066,22,0
100,26.62,49,10288,625,0,3,5,1,1,1,0,2,0,9,0.0324,0.0532,0.9345,0.0094,38,0
5906,16.5,51,36333,219,2,9,4,0,1,0,0,1,3,11,0.1028,0.0623,0.7669,0.0545,24,0
5346,23.74,58,181,4458,0,11,3,1,1,0,0,1,2,11,0.3114,0.0342,0.6416,0.5319,26,1
298,11.18,53,1158,5491,3,5,3,0,0,0,1,3,4,11,0.0216,0.0627,0.7251,0.3415,33,1
1706,29.84,62,44549,3927,3,6,1,1,1,0,0,3,0,11,0.0174,0.0605,0.8283,0.0972,27,0
100,85.82,40,685,103,2,0,3,0,1,0,0,2,0,12,0.014,0.0034,0.9037,0.403,23,0
575,10.02,45,511,4531,1,4,3,1,0,1,0,4,0,6,0.0954,0.1184,0.5368,0.1307,25,0
1205,6.21,53,2129,2840,3,10,3,0,1,0,0,1,0,14,0.0273,0.1525,0.5326,0.4429,33,0
100,77.1,45,88957,4188,1,2,2,1,0,1,0,2,1,8,0.0105,0.2722,0.3944,0.1393,30,0
4048,19.59,47,408,13983,2,10,1,1,1,1,0,3,0,11,0.1676,0.0312,0.8847,0.0566,23,1
100,37.39,58,5972,77841,2,2,5,1,1,1,0,0,1,9,0.4046,0.1914,0.3734,0.4312,37,1
435,0.11,57,21873,978,3,1,3,0,1,0,0,1,0,3,0.0818,0.0395,0.8431,0.1274,30,0
2649,6.46,53,9253,2267,3,10,0,1,1,1,1,5,0,10,0.1196,0.1027,0.421,0.2242,29,0
801,5.14,52,1341,2898,2,9,3,1,1,0,0,3,0,14,0.0281,0.0033,0.7717,0.2624,33,0
737,50.57,38,1859,16391,1,7,4,1,1,1,0,1,1,14,0.1059,0.1464,0.5744,0.4214,31,1
340,77.02,44,1545,3554,3,4,2,1,1,0,0,3,0,11,0.2364,0.0298,0.449,0.1546,24,0
761,38.47,49,100,275,3,2,5,1,0,0,0,1,0,12,0.0163,0.0262,0.6926,0.1302,33,0
4728,23.42,40,23221,1766,2,8,4,1,1,0,0,1,0,5,0.0828,0.1467,0.8422,0.1416,21,0
198,15.87,56,6034,4913,3,1,4,1,1,1,1,5,2,13,0.1157,0.0295,0.7947,0.1649,31,0
582,12.0,41,100,105378,2,9,5,1,0,1,0,4,0,6,0.2758,0.019,0.8633,0.0646,27,1
100,1.07,48,855,4845,0,6,3,1,0,0,0,1,0,9,0.0283,0.0687,0.6658,0.1266,29,0
132,63.99,43,115,8677,3,0,0,0,0,0,0,1,2,11,0.1617,0.12,0.7186,0.2588,36,0
307,1.26,46,463,68898,0,1,5,0,0,0,0,4,0,8,0.0491,0.0237,0.9202,0.1799,36,1
267,0.45,53,491089,100,0,10,5,0,1,0,0,2,0,14,0.1428,0.2473,0.7375,0.3372,27,0
824,5.49,60,19983,24248,3,3,5,0,1,0,0,1,0,11,0.0403,0.0392,0.6307,0.0716,30,0
282,25.43,36,5676,477,2,5,1,1,0,0,0,0,1,10,0.0281,0.029,0.6781,0.1245,29,0
113,20.02,60,21798,250,0,3,2,0,1,0,0,2,1,13,0.0402,0.052,0.7535,0.2466,27,0
2315,15.97,42,202357,32797,3,2,1,1,1,0,0,1,2,6,0.0837,0.0133,0.5291,0.0671,41,0
535,5.71,50,10241,14161,2,7,5,1,1,0,0,2,0,11,0.1145,0.0413,0.5088,0.0857,31,0
1000,14.39,54,6754,24025,1,2,5,0,1,0,0,1,0,9,0.1311,0.0939,0.4494,0.2251,29,0
2167,32.7,66,2001,446,1,1,3,0,0,1,0,2,0,7,0.2786,0.1841,0.4458,0.1891,33,1
732,69.64,46,7524,6018,0,1,2,0,0,1,0,2,0,6,0.0814,0.2326,0.8874,0.1684,30,0
364,0.83,53,1660,7896,2,2,5,1,1,0,0,1,2,16,0.1992,0.0203,0.7159,0.1352,26,0
511,34.78,53,27071,5430,0,10,0,1,1,1,0,0,0,15,0.0465,0.055,0.6965,0.4311,37,0
329,4.05,42,2901,44385,2,8,0,1,0,1,0,3,0,9,0.0476,0.0336,0.8424,0.3039,43,0
111,39.94,65,9661,2671,3,6,2,1,0,1,0,3,0,11,0.0542,0.0163,0.5956,0.1896,28,0
734,81.42,53,16798,273,0,3,4,0,0,1,0,1,1,12,0.0143,0.077,0.889,0.2428,30,0
390,42.69,51,160,1349,3,4,4,1,1,1,0,2,1,6,0.0044,0.0571,0.7347,0.112,33,0
130,71.3,43,2410,139961,1,2,5,0,1,0,0,1,1,10,0.0207,0.1926,0.713,0.12,36,0
428,31.71,45,5061,345,1,3,0,1,1,0,0,2,0,6,0.2194,0.047,0.7856,0.0604,32,0
165,5.02,69,312,583,0,4,4,1,1,0,0,3,0,8,0.045,0.0167,0.6275,0.3165,33,0
147,6.81,43,491,1566,2,6,5,1,0,0,0,3,3,11,0.0246,0.0565,0.6183,0.3662,28,1
2551,84.4,40,7148,2644,0,9,0,1,0,0,0,0,0,11,0.1054,0.0031,0.7067,0.0747,28,0
3495,6.51,52,10982,16349,1,5,5,1,1,0,0,3,0,10,0.0161,0.1333,0.6383,0.0369,39,0
100,16.85,52,466,9946,3,8,2,1,0,0,0,0,0,6,0.0138,0.0903,0.5077,0.1567,32,0
100,17.61,49,28789,535,0,6,0,1,0,0,0,2,2,4,0.1805,0.064,0.7761,0.2654,33,0
3104,5.75,54,6127,100,3,4,0,1,0,0,0,2,0,11,0.0212,0.0071,0.8628,0.1833,30,0
1462,19.08,36,3922,10301,0,11,4,1,1,2,1,1,0,11,0.0331,0.0062,0.8153,0.3836,24,1
4273,30.41,57,4496,14651,3,9,1,1,1,0,0,0,1,11,0.0487,0.0164,0.8851,0.2148,37,0
265,11.41,51,6696,230,3,2,2,0,0,1,0,0,2,5,0.0394,0.0172,0.7958,0.3074,26,0
21491,2.32,45,100960,5532,0,2,1,1,1,2,0,2,0,9,0.1066,0.0059,0.4169,0.2644,31,0
523,36.42,62,66772,444,0,2,5,1,0,0,0,2,0,5,0.0683,0.109,0.9001,0.2131,37,0
146,15.26,58,603,3156,1,5,2,1,1,0,0,1,1,7,0.0877,0.0894,0.8607,0.5273,27,1
100,83.68,46,316,12912,2,7,3,1,1,1,0,4,1,4,0.0519,0.0564,0.8646,0.0583,33,0
1614,14.23,46,282,7826,0,9,2,0,1,0,0,1,0,8,0.0586,0.0161,0.769,0.1868,37,0
2842,84.47,40,6178,229,2,5,2,0,1,1,0,3,0,10,0.0614,0.0107,0.7859,0.286,29,0
122,10.06,55,198,32052,2,10,4,1,1,0,0,6,0,8,0.0011,0.2011,0.6534,0.2386,31,0
367,9.99,51,2528,1642,3,9,5,1,1,1,0,2,0,15,0.1136,0.0114,0.7551,0.3341,25,0
1964,5.61,50,3372,1413,0,0,1,1,1,1,0,3,0,7,0.0585,0.0191,0.9522,0.1787,31,0
10678,25.2,59,10369,22811,2,10,0,1,1,0,0,3,1,8,0.093,0.1012,0.8824,0.2909,27,0
100,14.91,63,545,49735,3,11,5,0,0,1,0,1,0,8,0.0073,0.0278,0.8004,0.1799,33,0
100,0.55,41,6246,4774,3,10,2,1,0,0,0,1,0,7,0.1014,0.0276,0.5695,0.1176,35,0
1186,7.18,46,6526,49685,2,3,5,0,0,0,0,1,2,7,0.0474,0.2309,0.7452,0.2448,31,0
1701,5.05,51,165969,1557,2,9,2,0,0,0,0,3,0,9,0.0671,0.0638,0.9062,0.0872,41,0
290,70.16,54,3872,1919,3,0,3,0,1,0,0,4,1,14,0.1717,0.0429,0.8393,0.1086,25,0
100,8.12,47,2279,12335,2,7,5,0,0,1,0,1,0,15,0.0041,0.0246,0.846,0.1299,42,0
489,5.15,47,5479,214,0,8,0,1,1,0,0,4,1,12,0.3193,0.0107,0.7264,0.4989,32,1
451,18.49,47,3918,288,0,10,0,0,1,0,0,1,1,10,0.1641,0.0055,0.9679,0.1026,24,0
1122,44.15,46,41537,23976,3,5,1,1,1,1,0,3,0,12,0.0534,0.138,0.5301,0.1483,25,0
256,26.03,40,5859,496,0,11,1,0,0,0,0,4,0,9,0.0184,0.2279,0.8037,0.023,31,0
399,8.92,46,1143,106,0,3,5,1,1,0,0,2,1,8,0.1171,0.0155,0.8649,0.6229,26,1
266,2.53,55,1088,16775,1,1,3,1,1,0,0,3,1,12,0.1496,0.009,0.8433,0.1476,38,0
100,27.33,59,361,283,0,5,1,1,0,1,0,5,0,13,0.3371,0.0541,0.7947,0.0401,31,1
496,34.1,54,997,174,3,11,3,0,1,1,0,2,0,10,0.012,0.0537,0.6818,0.1201,44,0
445,16.12,55,43104,98300,3,7,0,1,0,0,0,4,1,11,0.2401,0.1335,0.4898,0.0972,32,0
307,57.48,37,100,10492,0,8,0,1,1,0,0,4,1,11,0.023,0.0352,0.9331,0.0423,27,0
720,25.88,55,2287,272,3,2,0,0,1,0,0,4,0,11,0.0137,0.0951,0.633,0.1761,28,0
100,12.05,54,1580,110,2,9,1,1,1,0,0,3,1,11,0.0908,0.0258,0.4222,0.1809,26,0
100,35.63,42,3151,4121,1,4,4,1,0,0,0,4,0,7,0.0155,0.0791,0.7716,0.0838,25,0
100,47.82,45,1840,487,3,1,5,1,1,0,0,1,2,13,0.0944,0.0094,0.6833,0.1195,33,0
6325,33.39,49,2937,100,2,1,4,1,0,0,0,0,0,7,0.0539,0.0499,0.6276,0.1082,39,0
100,8.54,47,336,7888,1,4,4,0,1,1,0,7,0,7,0.0433,0.029,0.8449,0.3253,21,0
1143,75.88,43,49943,714,0,7,4,0,0,1,0,1,0,8,0.1753,0.0024,0.816,0.3163,39,1
307,50.54,51,2229,921,0,4,2,1,1,0,0,2,3,12,0.1608,0.0079,0.5926,0.0648,30,0
100,69.88,54,2228,21314,2,8,2,0,1,0,0,4,0,10,0.1791,0.0025,0.7852,0.1365,34,0
461,0.31,55,1384,390,2,11,1,1,1,0,0,3,1,8,0.0212,0.0103,0.4438,0.3852,30,0
4790,43.53,44,9094,152018,2,3,2,1,0,0,0,2,1,13,0.1768,0.0651,0.4258,0.3154,25,0
210,9.35,49,3252,16886,1,6,0,1,0,0,0,2,0,5,0.0203,0.0451,0.8754,0.3407,36,0
729,68.67,49,1071,14191,2,4,1,0,1,1,0,5,0,10,0.0141,0.021,0.7104,0.0871,33,0
687,44.99,53,91168,1320,2,10,4,1,1,0,0,1,0,10,0.0057,0.1713,0.818,0.1182,38,0
350,43.37,56,513,3148,0,10,3,1,0,0,0,2,1,8,0.2114,0.0885,0.3605,0.184,28,0
524,25.55,42,4726,500000,1,3,4,1,1,0,0,2,1,12,0.0708,0.1154,0.8693,0.1065,42,0
2539,9.27,57,1371,530,3,5,5,0,1,0,0,1,0,9,0.1317,0.0109,0.5939,0.2485,29,0
281,6.11,54,9502,1844,3,9,4,1,1,0,0,2,1,9,0.0351,0.0946,0.9656,0.3407,32,0
1185,41.81,55,110427,2315,3,2,3,0,0,0,0,0,1,8,0.0956,0.1421,0.9437,0.1638,32,0
446,0.75,70,51946,11309,0,2,1,0,1,1,0,2,1,8,0.0339,0.2042,0.5296,0.0891,32,0
100,40.48,61,12459,12898,0,4,2,0,0,0,0,3,1,8,0.0318,0.0426,0.658,0.0262,28,0
120,14.94,72,4766,5609,2,8,0,1,1,1,0,0,0,14,0.1714,0.0019,0.4932,0.0312,23,1
874,24.86,45,214,3508,1,8,3,0,0,0,0,1,0,8,0.2294,0.0798,0.5896,0.504,41,0
1614,30.24,47,1135,11827,0,8,3,1,1,0,0,5,0,11,0.0919,0.1401,0.6875,0.1562,31,0
31975,77.83,53,29917,20740,3,9,1,1,1,2,0,0,0,7,0.0743,0.0952,0.8747,0.1083,37,0
5136,117.17,55,299061,3293,2,1,4,0,0,0,0,2,0,12,0.0013,0.0465,0.8556,0.2511,32,0
3189,37.43,46,100,32672,1,10,5,1,0,0,0,2,1,8,0.0302,0.0207,0.3738,0.4527,18,0
1699,3.02,52,395,1034,2,5,3,1,0,1,0,0,0,15,0.0551,0.0488,0.6581,0.0902,35,0
2369,6.73,54,3576,1176,1,4,2,1,0,0,0,1,1,9,0.0398,0.0275,0.8343,0.2821,32,0
3516,31.49,56,100,9024,2,9,2,1,1,0,0,1,0,19,0.0482,0.1583,0.6936,0.0985,37,0
209,45.02,49,31221,494,1,0,0,0,1,1,0,1,0,6,0.111,0.0438,0.7502,0.0965,34,0
100,83.36,46,10905,760,3,0,5,0,0,1,0,3,0,10,0.0686,0.0626,0.6216,0.164,26,0
1445,6.59,41,19118,3125,1,5,5,1,0,0,0,4,1,7,0.0575,0.0073,0.8509,0.1915,25,1
269,7.03,55,667,756,0,2,3,0,1,0,0,1,0,11,0.0915,0.0115,0.9384,0.0978,31,0
212,97.67,41,9380,186,2,6,1,0,1,0,0,5,1,10,0.1014,0.0081,0.3364,0.2511,33,0
228,14.74,39,138020,6153,0,0,1,1,1,0,0,6,0,7,0.1571,0.005,0.9491,0.0754,21,0
100,63.59,42,1544,10036,3,10,5,1,0,0,0,1,0,5,0.0372,0.0263,0.7536,0.0972,32,0
297,4.53,62,57487,1641,3,9,3,1,1,0,1,6,2,9,0.0094,0.0262,0.6469,0.2612,38,1
213,0.2,49,4859,5711,1,4,5,1,1,0,0,5,0,11,0.1489,0.0275,0.8725,0.0734,33,0
400,3.49,61,100,660,1,8,0,1,1,0,0,4,0,13,0.0295,0.0298,0.8721,0.1936,40,0
387,0.41,52,29410,53910,2,9,2,0,0,1,0,2,0,11,0.2854,0.1701,0.4988,0.5114,36,1
1933,21.97,36,1243,28146,2,0,5,1,0,0,0,0,0,12,0.0556,0.0871,0.7117,0.2289,24,0
139,14.69,59,192,8159,2,2,5,1,0,1,0,1,1,11,0.0204,0.0098,0.8736,0.2243,30,0
100,10.4,60,4118,10061,3,7,3,0,0,1,0,1,0,13,0.078,0.0314,0.8596,0.0906,29,0
679,32.27,51,182590,1631,3,11,0,1,0,1,0,3,0,11,0.0812,0.0028,0.552,0.1192,31,0
316,32.94,44,123305,379,3,3,3,1,0,1,0,2,1,13,0.2214,0.0972,0.8406,0.1476,38,1
7923,16.87,55,11497,147,2,2,0,0,1,0,0,2,2,11,0.1356,0.0364,0.809,0.0925,29,0
1475,15.89,46,26367,258,3,0,0,1,1,0,0,2,0,17,0.1541,0.0769,0.57,0.128,21,0
232,2.02,50,2276,1216,1,2,4,1,1,0,0,3,0,15,0.146,0.0161,0.7172,0.1725,29,0
275,19.11,45,605,226,1,9,3,0,1,0,0,3,3,9,0.0124,0.0141,0.8484,0.3106,36,0
1308,1.69,51,6077,3895,2,3,4,0,1,0,1,1,3,15,0.2506,0.0351,0.6879,0.4719,39,1
4211,3.67,42,1214,60221,0,2,0,0,1,1,0,5,2,5,0.1147,0.03,0.818,0.096,27,0
133,24.84,56,45492,14731,0,1,3,1,0,0,0,2,1,13,0.028,0.0549,0.9046,0.2538,22,0
889,215.21,46,4335,351,2,11,5,1,1,0,1,4,1,7,0.0385,0.0684,0.4868,0.3574,30,1
318,121.94,47,12073,777,0,6,1,1,1,0,1,2,0,11,0.1408,0.0567,0.797,0.0995,18,0
21164,3.07,46,86532,1101,1,3,0,1,1,1,0,1,0,14,0.3287,0.0045,0.9016,0.3907,36,1
258,5.27,48,4130,42635,3,5,3,1,1,0,0,2,0,10,0.1599,0.0119,0.4705,0.3673,30,0
6239,5.4,52,1508,932,2,11,5,1,0,0,1,1,1,10,0.1553,0.2959,0.3043,0.1978,47,0
322,41.36,47,3367,814,2,10,5,1,0,0,0,3,0,12,0.0182,0.052,0.755,0.1552,30,0
650,19.45,61,1636,6420,3,10,5,1,1,0,0,2,0,15,0.162,0.1056,0.5028,0.1821,27,0
1767,3.01,43,5011,520,2,4,3,1,0,1,0,1,0,10,0.0152,0.0475,0.7968,0.1113,23,0
297,8.98,55,7405,17883,1,11,3,1,0,0,0,2,1,4,0.1634,0.0226,0.7129,0.094,32,0
113,14.57,50,525,2045,2,0,0,0,0,0,0,3,0,6,0.0166,0.035,0.5425,0.4627,25,0
1137,50.5,51,1551,5658,0,7,2,0,1,1,0,2,0,6,0.0449,0.0154,0.587,0.1441,35,0
412,72.41,55,12809,740,3,0,3,1,1,0,0,2,1,17,0.0086,0.1522,0.8286,0.1778,30,0
1851,8.21,50,4831,5979,3,10,4,0,0,0,0,3,0,9,0.0537,0.0749,0.7923,0.2642,26,0
844,8.49,49,120,7518,3,2,5,1,1,0,0,2,0,10,0.0488,0.078,0.7512,0.0677,26,0
237,0.44,54,10728,503,0,7,0,0,0,1,0,2,0,5,0.0435,0.0845,0.7692,0.3144,21,0
249,1.81,49,961,14823,1,7,0,1,1,0,1,1,1,9,0.006,0.0374,0.8308,0.1129,36,0
318,19.18,49,22560,4879,1,4,1,1,1,0,0,1,0,8,0.0914,0.0139,0.552,0.1832,29,0
2787,14.55,49,96572,1441,3,8,4,1,1,1,0,1,1,9,0.0148,0.0586,0.8648,0.2036,24,0
622,54.03,48,225,100,3,4,1,1,1,1,0,0,0,8,0.0249,0.0158,0.8687,0.2672,24,0
1580,0.77,49,4489,239,3,4,3,1,1,1,0,5,0,17,0.0229,0.0119,0.8263,0.1867,27,0
6070,25.81,67,2333,8465,0,9,5,1,0,0,0,2,0,11,0.0517,0.0268,0.9743,0.0639,29,0
4318,7.54,33,14172,551,1,7,2,1,1,0,0,1,2,11,0.0407,0.0211,0.8066,0.3648,29,0
4380,10.71,48,7710,18267,1,3,4,1,1,0,0,1,0,11,0.0061,0.0781,0.293,0.2702,38,0
262,7.25,49,5368,9516,2,9,5,0,1,1,0,1,0,8,0.1265,0.1141,0.7028,0.2881,28,0
892,23.59,59,3135,2214,0,0,4,0,1,0,0,2,0,6,0.1123,0.1214,0.7319,0.0469,30,0
134,124.17,43,16456,20017,1,0,2,1,1,0,0,2,0,7,0.1818,0.0167,0.7801,0.0239,22,0
2482,12.22,59,6426,27099,3,8,5,1,0,0,0,1,1,10,0.2456,0.0191,0.7045,0.3909,22,0
757,15.45,50,1655,12409,2,1,1,1,1,1,0,2,1,15,0.0728,0.068,0.6788,0.176,34,0
1599,69.93,45,79196,5209,1,6,3,1,1,0,0,2,1,12,0.2267,0.0887,0.9072,0.0223,26,0
3259,15.3,55,458,1633,0,10,1,1,0,1,0,0,0,11,0.0192,0.041,0.8063,0.0685,28,0
905,90.24,49,430,170,0,8,4,0,0,0,0,2,0,19,0.0159,0.0132,0.8677,0.1239,20,0
840,12.32,41,2089,2507,2,5,1,1,0,0,0,4,2,14,0.1054,0.0295,0.7449,0.1639,36,0
159,35.46,46,511,10203,3,2,4,1,1,0,0,4,0,8,0.0049,0.0789,0.4541,0.3177,31,0
118,56.49,41,815,37752,2,2,2,1,0,0,0,1,0,11,0.0711,0.0384,0.7145,0.1211,42,0
434,21.23,49,5781,433,0,8,0,0,1,0,0,2,0,5,0.1075,0.0364,0.5721,0.1547,18,0
451,19.8,55,70734,100,2,10,2,1,1,0,0,1,0,8,0.122,0.004,0.9404,0.3669,36,0
170,3.37,48,20753,90989,1,8,3,1,1,0,0,1,0,11,0.0855,0.0115,0.7329,0.1654,32,0
197,0.49,51,672,85316,1,4,1,0,1,0,0,3,0,12,0.0171,0.0064,0.7721,0.0765,26,0
718,71.29,54,100,2527,2,3,4,0,0,1,0,2,0,18,0.0966,0.0098,0.8173,0.1943,28,0
100,8.95,53,345,13856,0,2,2,1,0,0,0,1,0,8,0.034,0.0045,0.356,0.1492,30,0
1096,8.02,51,30515,193,1,1,4,0,0,0,0,0,1,12,0.3229,0.0354,0.9,0.1274,27,1
209,7.2,48,13386,158,2,2,0,0,1,1,0,1,0,10,0.2048,0.1502,0.7345,0.223,28,0
369,28.81,48,1677,1076,3,8,1,1,0,0,0,2,0,6,0.0626,0.0533,0.4888,0.5836,26,0
676,2.86,49,15929,133,1,1,3,1,0,0,0,1,1,8,0.0146,0.0123,0.7051,0.0764,43,0
100,80.69,47,14618,328,0,7,0,1,0,0,0,0,0,10,0.0468,0.0885,0.8993,0.4243,26,1
889,36.83,47,2317,100,3,4,0,1,0,0,0,2,1,16,0.4199,0.1148,0.643,0.1393,28,0
1194,12.09,49,196,142,0,2,4,1,1,2,0,1,1,5,0.0229,0.0909,0.3487,0.1753,24,0
100,59.73,55,3405,596,0,5,1,1,1,0,0,0,0,10,0.0263,0.0514,0.5151,0.2678,35,0
290,70.11,47,3039,1232,1,3,3,1,0,0,0,1,2,17,0.0485,0.1388,0.9277,0.2466,32,0
889,4.41,51,3400,33007,0,9,3,1,1,0,0,5,0,14,0.0074,0.0851,0.818,0.2177,29,0
100,41.54,51,2582,533,0,5,2,1,1,2,0,3,0,10,0.0212,0.0003,0.9673,0.3829,30,1
658,13.31,59,5031,580,3,9,4,1,1,0,0,1,1,13,0.0383,0.1033,0.6952,0.2202,41,0
1675,5.54,51,5036,9263,1,2,4,1,0,0,0,3,1,8,0.0862,0.0485,0.8344,0.2,21,0
100,12.99,50,12708,45895,0,7,4,1,0,0,0,1,0,7,0.0542,0.0374,0.8784,0.4094,31,0
170,3.69,46,13233,190,1,8,2,1,0,1,0,2,0,8,0.0521,0.0884,0.6252,0.0428,29,0
959,0.11,45,411239,34916,3,3,5,0,0,1,0,0,0,8,0.0695,0.016,0.9539,0.2216,24,0
434,16.39,50,2317,11262,3,8,0,1,1,3,0,4,1,12,0.2858,0.0037,0.95,0.4851,37,1
145,6.99,56,53666,4523,1,4,0,1,1,0,0,2,0,11,0.1253,0.0257,0.861,0.158,30,0
3099,12.29,59,1119,3449,1,11,5,0,1,0,0,2,0,5,0.0178,0.0032,0.493,0.1258,35,0
741,6.27,60,8552,277,1,6,0,1,1,1,0,2,0,10,0.1426,0.0589,0.7207,0.3888,27,0
165,33.77,47,2043,1186,0,0,1,1,1,0,0,3,2,6,0.0309,0.0277,0.7317,0.0163,30,0
1323,79.89,47,4895,153,2,4,3,1,1,0,0,2,0,13,0.0076,0.0968,0.7973,0.0503,33,0
1105,10.61,39,1295,909,3,8,5,0,0,1,0,2,0,9,0.045,0.0771,0.7609,0.2971,35,0
2353,9.51,59,1563,817,1,9,4,1,0,0,0,7,2,13,0.0032,0.1165,0.8214,0.283,31,0
1700,48.25,42,490,63319,3,8,2,1,1,0,1,2,1,10,0.0821,0.0123,0.9438,0.3186,30,1
100,22.64,50,1715,3651,3,7,3,1,0,0,0,1,0,5,0.0068,0.0724,0.1821,0.0972,28,0
423,32.08,56,39496,6631,0,6,0,1,1,1,0,3,0,16,0.0345,0.0005,0.8752,0.064,33,0
4295,3.62,45,4796,2871,1,1,2,1,1,1,0,1,0,12,0.1679,0.023,0.6326,0.2044,32,0
1051,16.94,36,2738,14814,1,7,4,1,1,0,0,4,1,11,0.0703,0.016,0.651,0.0464,32,0
176,8.5,45,7710,254,2,7,1,1,1,1,0,2,0,4,0.0231,0.088,0.8281,0.4345,31,0
115,82.0,65,549,9685,3,9,4,0,0,0,0,3,2,10,0.191,0.0614,0.5475,0.07,34,0
1737,15.41,67,282,7345,1,2,3,0,1,0,0,1,0,14,0.1506,0.0083,0.4105,0.0875,37,0
839,12.32,48,3923,204,2,1,2,1,0,0,0,4,0,7,0.1001,0.0429,0.7411,0.3643,30,1
124,45.23,43,2236,15579,3,3,5,1,0,0,0,0,1,8,0.0351,0.0024,0.5124,0.2202,33,0
100,11.44,58,25397,26839,2,3,0,1,1,1,0,0,3,10,0.1453,0.0716,0.7747,0.1373,33,0
100,13.8,62,46251,22560,1,1,3,1,1,0,0,2,1,10,0.2786,0.0139,0.9617,0.2103,38,0
950,0.68,34,569,4177,0,11,4,1,0,0,0,4,0,18,0.1901,0.0915,0.4821,0.1024,26,0
118,0.35,42,4874,293,1,5,3,1,1,1,1,1,4,9,0.0794,0.0398,0.7495,0.2322,28,1
233,15.36,49,26151,6495,1,6,1,1,1,0,0,3,0,3,0.0185,0.0225,0.6973,0.4299,31,0
128,50.99,52,7056,1019,3,3,3,1,0,0,0,0,0,13,0.0031,0.1092,0.4882,0.3206,40,0
13233,65.18,44,3112,196,0,11,2,0,1,0,0,3,1,10,0.1149,0.1211,0.8274,0.1577,25,0
1089,104.16,51,495,207356,1,2,1,0,0,0,0,3,1,9,0.0815,0.0096,0.861,0.1627,28,0
1603,11.41,56,305,1212,0,9,1,1,1,1,0,2,1,12,0.0623,0.0158,0.7325,0.3457,22,0
1239,4.13,34,4508,772,1,0,0,1,0,0,0,1,0,9,0.1056,0.0032,0.8767,0.4395,30,0
163,23.95,51,2694,25611,2,1,1,1,0,0,0,0,0,12,0.0241,0.044,0.9163,0.1583,42,0
100,46.66,50,5049,14272,2,0,0,0,0,1,0,5,0,10,0.0002,0.0603,0.2584,0.128,27,0
571,82.92,40,30007,8022,3,8,5,0,1,0,0,1,0,11,0.0188,0.1341,0.4472,0.352,34,0
598,5.64,54,103449,2163,1,4,5,0,1,1,0,0,0,10,0.0886,0.1538,0.8229,0.1677,35,0
688,6.59,48,15722,17151,0,11,3,0,0,0,0,2,0,7,0.1872,0.0572,0.5819,0.1942,30,0
100,6.82,50,7333,2129,0,11,2,1,0,1,0,2,1,13,0.1425,0.0046,0.779,0.2224,25,0
100,0.96,43,19317,398,3,6,1,1,1,1,0,4,0,11,0.0142,0.0122,0.5919,0.265,32,0
1147,80.5,46,100,7514,2,2,0,0,1,0,0,2,1,5,0.0117,0.0005,0.4435,0.0541,30,0
434,10.04,60,12226,23528,1,0,3,1,1,0,0,0,0,8,0.123,0.0072,0.6428,0.1284,28,0
