transaction_amount,merchant_category,time_since_last_transaction,distance_from_home,is_online,transaction_hour,day_of_week,card_age_days,avg_daily_transactions,amount_vs_avg_ratio,num_transactions_last_hour,is_international,merchant_risk_score,customer_age,account_balance,credit_limit_utilization,num_declined_last_month,velocity_score,target
18.95,0,0.05,80.6,0,23,6,2088,2.14,0.18,0,0,0.5495,49,3651.42,0.2138,0,20.3815,1
17.2,9,24.48,1.0,0,21,4,3131,6.61,0.13,2,0,0.1391,46,1383.12,0.2311,1,1.7321,0
269.78,1,1.92,10.9,0,13,4,1651,1.0,2.43,0,1,0.2179,49,14922.79,0.1586,0,1.1178,0
12.1,8,1.78,5.0,0,5,3,751,6.77,0.25,1,0,0.8733,35,2231.76,0.0447,1,1.9132,0
41.6,5,23.55,2.8,1,13,3,1269,6.31,0.25,1,0,0.1082,50,1533.42,0.3249,0,0.3351,0
28.69,1,7.08,27.1,0,13,4,1611,5.15,0.49,3,0,0.7397,35,562.41,0.454,0,2.4552,0
52.6,7,1.93,9.5,0,21,1,678,13.29,0.56,1,0,0.4181,26,1732.48,0.301,0,1.7609,0
4.16,9,24.9,1.8,0,0,2,1968,0.54,0.04,1,0,0.3306,67,1964.9,0.2588,0,0.7281,0
33.11,3,10.47,17.4,1,1,2,1137,9.18,0.32,2,0,0.1285,57,4697.99,0.6455,2,0.862,0
77.68,4,14.31,6.8,0,22,0,2146,5.03,0.56,1,0,0.8563,58,1161.44,0.1346,2,0.885,0
124.88,3,10.58,11.9,0,4,6,2881,4.56,3.5,2,1,0.5161,40,3348.43,0.1149,2,0.632,0
13.29,7,7.46,13.6,1,6,6,2281,13.03,0.19,2,0,0.5634,56,11992.99,0.3099,0,1.5185,0
60.71,5,8.06,13.3,0,9,1,1049,5.38,2.05,1,0,0.4934,33,1419.93,0.2664,0,0.5153,0
8.41,8,1.0,21.1,0,7,3,1716,6.17,0.31,0,0,0.2894,56,1314.81,0.6283,1,2.2817,0
26.63,4,1.21,41.0,1,18,6,1514,10.38,0.24,1,0,0.0901,28,15165.95,0.191,1,2.2803,0
50.83,9,1.69,12.0,0,15,5,2731,1.66,0.42,4,0,0.8278,67,694.08,0.4432,0,4.0509,0
67.58,1,4.22,14.7,0,20,6,3061,13.6,1.1,3,0,0.4365,65,395.72,0.483,1,2.0577,0
29.28,9,10.55,25.6,0,9,0,1126,14.55,0.31,1,0,0.1909,24,54763.51,0.1821,0,0.6603,0
11.65,9,7.87,29.9,0,1,2,1442,3.22,0.07,0,0,0.6716,26,4627.58,0.3875,0,0.2039,0
4.23,7,11.37,28.5,0,10,0,436,13.46,0.03,1,0,0.0411,48,6502.03,0.3057,0,1.0435,0
27.28,7,4.32,10.0,0,11,3,709,2.99,0.25,1,1,0.7676,48,1283.07,0.408,0,1.3838,0
72.31,5,5.54,4.0,0,2,5,2348,0.8,0.78,2,0,0.3226,38,8651.76,0.1471,1,2.1934,0
6.58,4,4.59,2.6,0,21,2,2804,11.17,0.09,1,0,0.1555,40,16757.78,0.3452,0,1.2155,0
42.83,9,2.07,6.4,1,13,3,2255,7.53,0.24,2,0,0.9435,49,5834.11,0.3069,0,2.5519,0
11.77,2,1.81,1.1,0,1,0,2385,4.74,0.06,0,0,0.84,44,1121.84,0.2981,1,1.4355,0
5.03,6,3.71,9.7,0,15,2,263,4.84,0.03,4,0,0.3981,45,3042.99,0.1192,0,3.4046,0
82.72,8,8.5,16.3,0,11,5,2650,11.88,0.66,3,0,0.1985,59,352.09,0.4605,0,1.9491,0
29.36,4,42.55,2.4,1,0,6,2636,3.96,0.37,1,0,0.4212,59,3573.67,0.2275,0,0.4324,0
18.99,3,14.14,12.2,0,7,2,333,4.9,0.26,2,0,0.5486,40,9602.82,0.0412,0,1.2133,0
13.23,0,1.26,17.5,1,10,4,3502,10.49,0.08,3,0,0.1459,47,632.67,0.1458,0,4.5125,0
23.68,0,5.27,1.9,0,2,3,3032,5.6,0.17,1,0,0.8429,36,3584.86,0.4935,0,1.0423,0
118.63,7,1.86,5.8,0,20,1,2579,13.46,1.25,2,0,0.761,24,4510.49,0.2767,0,2.8068,0
507.61,2,2.43,23.6,0,8,5,1346,5.1,2.87,1,0,0.142,29,13921.52,0.579,0,2.169,0
61.02,1,8.73,10.5,1,15,2,2438,1.5,0.42,1,1,0.0215,53,4959.19,0.1127,0,0.7349,0
46.49,4,10.09,0.1,1,4,6,1993,7.47,0.37,0,1,0.7358,60,2296.27,0.1817,1,0.1605,1
19.61,2,28.56,29.6,1,7,0,1818,14.52,0.1,1,0,0.2731,51,440.51,0.2273,0,1.1647,0
96.73,5,30.46,32.7,0,10,0,94,14.82,1.23,1,0,0.3721,64,19143.09,0.3553,0,0.4001,0
3.88,4,2.1,11.1,0,18,6,1209,4.43,0.02,1,0,0.5198,33,2307.06,0.2159,0,2.0164,0
9.99,2,10.32,0.9,0,16,0,1336,4.28,0.08,1,0,0.2549,59,4321.54,0.5008,0,0.8889,0
5.28,3,11.31,7.4,0,3,0,3287,4.01,0.08,1,0,0.96,42,4672.79,0.1895,1,0.7367,0
85.56,3,7.18,16.7,0,8,5,3521,4.02,1.48,2,0,0.4478,59,2631.05,0.2852,0,1.5415,0
76.85,1,1.17,4.5,0,12,1,2363,11.82,0.57,1,0,0.5509,36,6398.25,0.3718,0,2.7553,0
20.9,0,1.43,9.9,1,10,5,1991,8.66,0.11,1,0,0.6647,58,3201.37,0.2272,0,2.3444,0
25.31,7,1.59,61.3,0,19,3,2853,5.22,0.9,3,0,0.5192,57,889.88,0.4476,0,3.6413,0
144.27,6,0.82,17.4,1,5,1,1961,13.18,2.54,1,0,0.798,32,6176.38,0.6337,0,3.9276,1
262.82,0,1.08,3.8,0,1,4,2222,12.79,3.33,0,0,0.5099,73,1199.99,0.1089,2,2.0515,0
40.85,6,12.75,1.3,0,22,5,1510,1.48,0.44,0,0,0.863,42,707.68,0.4617,0,0.4837,0
13.51,1,0.64,13.8,1,22,4,2114,14.57,0.1,3,0,0.9121,49,2648.04,0.1848,0,6.2682,0
52.11,1,14.08,13.8,0,14,0,2861,9.32,0.4,3,1,0.5917,18,3675.13,0.277,0,2.1727,0
23.65,1,10.61,21.0,0,12,6,2943,1.94,0.13,2,0,0.543,53,12647.86,0.3577,0,1.7245,0
20.33,1,2.39,13.0,1,7,0,2219,9.01,0.27,1,0,0.7755,38,7428.94,0.212,0,1.448,0
32.05,3,9.69,24.3,1,22,4,2346,10.84,0.33,1,0,0.6893,43,531.25,0.0984,0,0.4212,0
79.17,3,2.25,45.5,0,8,4,590,4.16,1.0,0,0,0.55,52,3307.78,0.2798,0,1.0548,0
282.59,9,10.67,3.0,1,2,5,534,4.1,1.51,1,0,0.0245,21,3419.34,0.5968,0,0.6032,0
12.59,4,1.91,16.4,1,1,2,3394,3.26,0.18,1,0,0.8733,70,1505.69,0.2597,0,1.9163,0
25.93,5,12.23,32.8,0,16,3,2214,8.11,1.16,2,0,0.7213,28,326.25,0.3336,0,1.1579,0
37.04,4,6.72,0.5,0,14,0,3491,3.05,0.34,4,0,0.6551,40,777.13,0.355,1,2.9573,0
157.13,3,4.14,2.9,0,22,1,2328,4.62,2.47,0,0,0.5496,29,2238.12,0.4262,0,1.0503,0
36.19,3,7.38,3.2,0,19,5,735,1.84,0.37,3,0,0.1458,33,1637.46,0.3258,1,2.3542,0
126.04,8,3.8,8.1,1,21,3,2037,8.87,0.76,3,0,0.1083,28,2855.86,0.3435,3,3.223,1
19.28,9,9.57,9.4,0,8,5,864,5.36,0.15,0,0,0.9892,40,3296.28,0.0579,0,0.2139,0
1.93,8,12.33,10.2,0,0,6,2023,1.07,0.09,0,0,0.6812,32,3124.42,0.0824,0,0.6162,0
8.61,5,1.52,3.4,0,3,2,2953,4.21,0.26,4,0,0.5101,45,12339.18,0.4995,1,3.8344,0
8.59,4,11.31,13.5,0,7,2,3545,14.17,0.05,1,0,0.446,36,3165.56,0.5584,0,0.6772,0
248.66,4,12.57,48.9,0,13,2,176,9.8,1.33,1,0,0.5132,43,2153.97,0.1474,1,0.6099,0
20.95,8,6.86,19.3,0,6,3,365,10.33,0.11,2,0,0.6353,65,16184.54,0.2791,0,1.3224,0
52.88,1,16.92,56.1,0,5,1,1302,5.28,0.37,1,0,0.4008,18,1432.11,0.2704,0,0.1973,0
8.3,3,9.39,17.2,1,17,0,3455,1.48,0.05,1,0,0.8908,46,4396.37,0.1751,1,1.1801,0
4.71,0,1.23,1.2,0,23,1,3293,9.69,0.14,2,0,0.8122,36,7447.85,0.1285,0,3.3807,0
36.9,9,10.39,3.0,0,21,3,848,9.94,0.27,3,0,0.0684,20,4118.25,0.2971,1,1.8767,0
7.54,4,6.53,16.7,0,12,2,325,10.08,0.06,0,0,0.2052,38,274.75,0.3689,0,0.3341,0
48.39,4,9.62,12.0,1,12,5,1157,1.6,0.46,2,0,0.5672,24,3613.17,0.5597,1,1.1859,0
26.22,8,36.48,9.9,0,20,2,2847,5.21,0.22,0,0,0.2878,45,16555.05,0.3704,0,0.4635,0
30.99,1,2.54,2.5,1,1,0,3248,9.46,0.17,3,0,0.4778,49,1597.98,0.3634,0,2.8436,0
8.54,4,2.58,74.7,0,6,6,3134,13.81,0.06,0,0,0.0371,18,9502.07,0.0487,0,0.8916,0
67.22,0,0.9,11.3,0,15,2,2141,5.19,1.55,1,0,0.6487,29,4514.78,0.3668,0,3.6988,0
41.96,9,26.2,40.3,1,1,2,3218,6.07,0.82,0,0,0.2844,52,7447.99,0.2528,0,-0.0064,0
8.74,2,3.76,2.0,0,20,4,2880,12.67,0.06,1,0,0.5036,41,9500.61,0.3719,0,1.1847,0
4.18,1,4.48,2.6,0,19,0,911,3.42,0.04,2,0,0.6372,32,1356.89,0.4985,0,2.2302,0
32.88,4,5.55,21.8,1,19,6,3032,0.97,0.19,0,0,0.3283,63,66441.26,0.4664,0,0.5487,0
61.18,3,7.58,25.9,1,4,5,2575,10.44,0.64,1,0,0.792,26,6141.03,0.2336,1,1.8268,0
26.96,1,2.31,5.8,0,19,0,1605,1.91,1.24,2,0,0.4401,19,12208.8,0.6056,1,2.6363,0
111.83,0,7.69,0.5,0,5,2,889,5.99,1.22,4,0,0.504,38,2859.71,0.1333,0,2.7658,0
104.38,5,7.08,29.4,1,20,6,1573,5.51,0.53,3,0,0.2827,70,7020.16,0.2599,1,2.3734,0
50.3,4,5.59,3.7,1,14,1,2239,10.54,0.26,2,0,0.9605,36,5737.79,0.4549,0,2.0448,0
20.89,7,9.74,5.1,1,7,1,1115,0.6,0.19,1,0,0.5283,39,1365.93,0.4415,0,0.8655,0
32.06,4,0.38,7.2,0,10,6,1354,9.87,0.24,3,0,0.6655,54,4136.21,0.4765,2,8.1024,0
28.55,9,0.26,10.9,0,12,1,708,5.63,0.55,1,1,0.7654,49,8955.97,0.1895,1,9.682,0
63.94,6,6.23,9.1,1,2,2,1255,10.43,0.35,3,0,0.3907,33,3749.58,0.171,0,2.3051,0
9.72,5,4.07,17.4,0,6,3,864,10.89,0.35,3,0,0.5045,41,846.93,0.0853,0,2.8054,0
46.33,7,12.17,39.3,0,6,0,1129,12.19,1.29,2,0,0.4995,18,561.88,0.4315,0,1.7434,0
10.06,2,1.49,3.2,0,5,1,2893,10.56,0.07,2,0,0.4167,43,2705.4,0.383,1,3.0003,0
43.61,7,10.62,7.3,0,17,4,2883,2.56,0.25,0,0,0.7601,60,2554.81,0.1887,0,-0.0881,0
139.15,6,25.05,15.8,0,14,1,128,3.82,6.34,1,0,0.2575,18,17589.32,0.0386,0,0.5027,0
119.63,7,4.97,2.0,0,12,1,2813,10.61,0.83,0,0,0.8369,46,1552.11,0.775,0,0.651,0
45.43,6,30.05,15.7,0,2,2,2656,13.17,0.36,0,0,0.199,71,6688.16,0.2917,0,-0.2068,0
19.58,3,4.19,3.9,1,0,5,2371,6.24,0.16,1,0,0.8055,53,10497.86,0.2505,0,1.2546,0
37.25,4,1.66,9.4,0,12,1,2858,7.13,1.03,4,0,0.2212,35,5126.0,0.1377,0,4.5866,0
43.87,4,13.72,29.6,1,21,1,1624,10.61,0.33,4,0,0.3069,24,3489.83,0.28,0,2.5092,0
31.2,5,9.23,2.2,1,16,6,3197,7.08,0.17,1,0,0.7772,25,869.77,0.5348,0,0.7271,0
48.46,1,5.13,28.5,1,15,5,1414,4.17,0.37,3,0,0.3876,30,1234.63,0.4862,0,2.2548,0
132.29,2,5.83,26.2,0,9,5,136,1.13,0.84,0,0,0.4696,64,24104.17,0.1497,0,0.8018,0
5.57,5,8.46,37.8,1,0,3,1156,1.64,0.12,2,0,0.6973,24,4910.79,0.1563,0,1.1797,0
7.13,8,3.22,2.6,0,5,1,2750,9.32,0.05,2,0,0.7038,53,712.97,0.3002,0,1.8797,0
24.19,1,4.7,0.5,0,15,6,3250,4.24,0.3,4,0,0.1915,44,2917.07,0.2985,0,2.9421,0
12.39,5,8.64,2.1,0,3,6,2469,3.52,0.1,2,0,0.4512,40,299.63,0.7789,0,0.9845,0
10.34,8,5.51,4.7,1,20,6,3506,10.72,0.09,2,0,0.6157,38,3837.07,0.1882,0,1.6947,0
81.14,5,0.4,2.0,0,0,0,1726,6.67,0.59,5,0,0.5248,45,836.48,0.4238,0,9.2914,0
158.96,7,6.45,28.3,0,20,3,2709,6.73,2.42,3,0,0.1414,28,3574.71,0.1517,0,1.7847,0
78.31,4,8.81,5.2,1,12,3,3440,6.27,0.57,3,0,0.9376,18,9966.48,0.1724,0,2.4016,0
144.79,3,1.47,24.5,0,9,4,1840,6.87,1.33,0,0,0.8658,26,2528.3,0.2748,1,2.1249,0
11.81,8,5.33,44.0,1,8,2,2337,1.39,0.16,1,0,0.8149,22,3196.93,0.1615,0,1.3916,0
71.5,2,4.98,4.5,0,22,5,2663,6.09,1.64,1,0,0.8681,51,4181.69,0.3703,0,1.2772,1
64.35,4,13.38,0.7,1,14,4,2897,7.14,0.34,1,0,0.7598,18,3502.77,0.1427,0,1.4227,0
202.99,6,5.1,12.2,0,10,1,3571,3.81,1.2,2,0,0.7432,36,2196.49,0.1251,1,1.5739,0
54.84,2,10.02,11.6,0,17,5,2041,1.13,0.67,2,0,0.5332,38,7203.36,0.6211,0,1.649,0
14.51,3,14.82,13.4,0,21,1,2841,4.28,0.15,1,0,0.9992,44,3415.52,0.3097,0,0.7507,0
60.71,8,14.36,1.0,1,17,2,269,14.37,0.37,1,0,0.7267,46,5430.1,0.1872,1,0.2311,0
181.99,1,6.36,5.9,0,5,3,3227,13.42,4.47,3,0,0.6428,55,1350.11,0.4627,2,1.7402,0
88.44,7,7.56,36.5,0,0,4,1557,2.82,1.14,0,0,0.1405,45,7377.01,0.084,0,0.7195,0
26.36,2,0.96,5.1,1,1,2,2591,10.32,0.47,1,0,0.9946,47,1958.55,0.3694,0,2.9834,0
57.2,8,6.9,11.0,0,18,4,2422,6.71,1.01,3,0,0.1819,37,8686.82,0.095,0,2.0769,0
4.92,8,11.09,0.4,0,3,4,466,2.87,0.07,3,0,0.8444,49,9424.49,0.3188,0,1.7908,0
198.61,7,11.0,6.5,1,10,1,3040,5.68,1.03,2,0,0.6522,32,3548.77,0.1755,0,1.1995,0
15.67,3,15.65,1.3,0,8,5,2432,3.98,0.11,3,0,0.4074,45,2179.63,0.279,0,2.5392,0
19.48,2,9.44,29.6,0,7,4,2052,4.24,0.11,3,1,0.7386,39,6443.16,0.1074,0,2.0887,0
4.59,0,4.14,4.4,0,6,3,743,10.01,0.06,1,0,0.5889,42,5055.65,0.3017,0,1.0462,0
15.49,2,14.32,28.8,0,23,2,3296,11.16,0.1,2,0,0.7137,77,1936.64,0.1096,1,1.8466,0
34.94,9,7.85,20.3,1,3,5,2456,12.54,1.09,4,0,0.067,52,5990.1,0.5393,0,3.2776,0
18.52,3,7.93,19.6,1,16,3,2812,2.06,0.17,1,0,0.7161,38,2740.45,0.1765,0,0.9994,0
150.21,2,6.92,19.0,0,1,5,2069,9.83,2.78,0,0,0.9902,48,2394.18,0.2131,1,0.5821,0
151.11,3,1.17,11.8,1,17,0,693,1.73,1.97,0,0,0.2248,60,1893.85,0.2627,0,2.0918,0
164.06,0,1.16,1.8,0,5,3,811,12.19,2.48,1,0,0.7844,40,4042.65,0.623,1,2.5682,0
13.51,2,18.47,22.0,0,18,5,2001,13.32,0.07,3,0,0.6873,43,9655.83,0.2007,0,1.9185,0
98.33,7,13.44,67.2,0,19,6,3362,4.87,1.22,2,0,0.6013,36,9200.5,0.2555,0,1.802,0
178.03,0,6.44,23.3,1,1,6,1003,3.15,1.43,0,0,0.431,20,2955.16,0.1269,1,0.6165,0
28.89,8,23.67,12.6,1,19,5,1547,3.98,0.2,1,0,0.8016,18,4619.22,0.3259,0,0.8116,0
57.89,5,10.07,9.7,0,15,6,2395,7.64,1.52,0,0,0.3767,52,5288.34,0.2978,1,0.655,0
25.41,1,4.93,13.6,0,8,6,2286,5.43,0.15,5,0,0.7305,28,3602.44,0.4835,0,3.3617,0
46.46,3,2.18,3.3,1,10,1,3379,4.73,0.48,0,0,0.1231,69,13107.02,0.3429,0,1.916,0
71.1,9,8.48,2.4,0,8,1,848,3.13,0.4,0,0,0.2727,50,3106.57,0.2587,0,0.3049,0
105.94,2,0.28,37.8,1,2,6,3006,3.93,0.66,2,0,0.1437,41,2262.3,0.4334,1,9.1851,0
29.8,7,38.9,7.2,1,0,4,3039,13.23,0.24,1,0,0.2114,20,1824.99,0.2384,0,0.6957,0
122.94,8,15.19,4.1,0,7,4,302,7.9,0.96,3,0,0.2431,19,6110.67,0.6799,2,2.2145,0
16.91,8,5.46,14.0,0,16,0,3382,9.95,0.14,0,0,0.066,18,8121.28,0.3872,1,0.6093,0
5.05,8,13.88,6.1,0,13,5,3240,3.71,0.19,2,1,0.8606,18,7705.99,0.1765,1,1.376,0
17.35,7,4.35,25.3,0,19,5,1849,10.68,0.26,2,0,0.9181,26,7089.62,0.3758,1,1.8687,0
68.49,2,4.17,12.1,0,4,3,1340,10.72,0.47,2,0,0.5193,52,19225.38,0.5505,1,2.047,0
47.51,8,0.45,34.9,1,11,2,2662,6.1,0.42,2,0,0.5659,49,1038.95,0.0894,0,6.4656,0
67.92,1,3.87,15.0,0,15,4,2260,11.2,0.36,3,1,0.8179,23,2734.84,0.3354,0,2.2131,0
70.79,0,6.32,39.7,1,2,2,2545,3.38,0.37,5,0,0.5808,29,3932.83,0.3475,0,3.6774,0
42.85,9,3.89,16.6,1,19,1,3360,7.78,0.82,0,0,0.9353,37,8517.87,0.4029,0,0.8738,0
76.0,2,1.83,5.6,0,22,2,1291,11.27,0.73,1,0,0.1668,31,20952.26,0.041,0,2.0051,0
44.71,8,0.27,2.0,1,19,6,2049,8.31,1.03,3,1,0.8934,39,2276.79,0.4117,0,10.2992,1
64.52,1,4.01,0.6,0,0,1,2990,7.98,0.5,1,0,0.4139,37,1657.17,0.0796,0,1.5458,0
14.91,1,1.75,9.4,0,12,0,2908,4.72,0.13,0,0,0.8064,64,1830.97,0.3379,0,1.7925,0
53.9,9,5.81,21.8,0,4,6,2959,8.2,0.68,0,0,0.4742,52,6616.17,0.2402,0,0.2933,0
63.86,4,2.1,14.8,1,10,5,249,2.33,0.66,0,0,0.3351,28,1935.5,0.0534,0,1.7531,0
48.35,5,10.54,18.7,0,3,0,675,10.67,0.27,4,0,0.8474,37,664.71,0.4765,0,2.9268,0
15.09,1,5.65,15.1,1,11,2,2923,3.05,0.41,1,0,0.7044,43,8770.33,0.4617,0,1.0379,0
10.96,9,0.66,19.1,0,9,6,607,4.78,0.09,1,0,0.9673,63,2651.93,0.5105,0,4.2148,0
15.13,8,3.01,5.0,1,18,2,2974,10.12,0.15,2,0,0.3524,52,2079.38,0.5523,0,1.9206,0
41.58,4,6.06,3.1,1,4,6,3260,11.11,0.47,1,0,0.792,20,4109.95,0.1366,0,0.8023,0
3.22,1,14.21,6.5,0,18,0,2953,8.7,0.06,2,0,0.0877,32,1025.79,0.2379,1,0.9131,0
59.11,8,15.74,5.2,0,15,1,1841,14.76,0.31,2,0,0.9161,42,4127.0,0.512,0,0.9933,0
9.89,6,39.76,27.6,1,20,0,3111,12.67,0.42,2,0,0.7344,57,12442.43,0.2996,1,1.1269,0
19.11,2,10.24,2.7,0,9,4,1591,3.42,0.22,2,0,0.682,29,15765.55,0.4366,1,1.5598,0
165.85,0,3.84,20.7,0,8,4,811,9.85,1.26,1,0,0.4468,55,4708.98,0.2126,0,1.4715,0
61.03,3,2.48,14.3,0,17,0,1111,7.55,0.52,0,0,0.1631,48,4691.34,0.4998,1,1.1813,0
581.54,3,1.86,13.0,0,11,0,2240,8.41,12.58,2,0,0.8372,44,4756.38,0.5613,0,2.5915,0
27.87,4,3.75,3.2,0,12,3,2237,10.22,0.17,0,0,0.4177,29,5343.89,0.1409,1,-0.1747,0
16.08,0,17.3,9.7,1,18,1,2053,6.53,0.11,2,0,0.1621,42,2039.35,0.1184,0,1.4645,0
14.02,8,5.35,1.3,0,1,2,608,2.81,0.23,4,0,0.9696,62,5578.12,0.2008,1,2.4632,0
166.07,2,4.69,57.2,0,23,0,939,13.84,1.51,2,1,0.4818,44,691.63,0.2644,0,1.7589,0
17.44,1,3.64,36.9,0,17,4,647,4.57,0.2,2,0,0.8648,58,1239.89,0.4383,2,1.8002,0
36.91,4,2.02,18.5,1,18,0,3122,3.93,0.19,5,1,0.8135,41,2337.75,0.4742,1,4.9498,0
16.41,3,1.21,23.7,1,3,4,2410,3.76,0.25,2,0,0.6071,47,911.91,0.2111,0,3.9758,0
25.41,3,7.24,11.2,1,12,4,2324,9.84,0.2,1,0,0.742,18,11095.26,0.2256,0,1.1414,0
8.16,1,13.46,22.1,0,9,3,1824,3.5,0.1,4,0,0.4267,42,3686.27,0.4665,0,2.4863,0
133.64,1,11.14,5.0,0,22,2,1896,13.74,2.28,1,0,0.0091,48,6651.32,0.1621,0,0.4426,0
59.44,0,5.16,10.5,0,15,0,3144,2.84,0.76,0,0,0.6542,22,1064.81,0.2042,0,0.3876,0
1.69,3,7.05,17.6,0,4,4,2021,6.12,0.02,1,0,0.9275,53,2744.25,0.546,0,1.237,0
19.83,5,4.61,28.5,0,6,1,3002,2.21,0.34,0,0,0.9142,49,6127.78,0.1297,0,0.608,0
33.54,2,0.49,4.7,0,19,3,766,11.56,1.51,2,0,0.4596,39,2179.65,0.3651,1,6.172,0
33.83,0,6.11,10.1,0,2,6,725,4.94,1.41,0,0,0.0952,35,1793.67,0.593,1,0.3544,0
76.17,3,0.27,88.3,0,4,0,2414,5.03,0.4,1,0,0.8311,58,1279.25,0.0565,0,8.1059,0
25.85,6,9.98,3.0,0,0,2,3571,14.27,0.68,0,0,0.2131,37,1718.21,0.3756,0,-0.0082,0
81.02,8,14.86,1.7,1,11,5,2856,14.3,0.63,1,0,0.9207,42,2922.57,0.6175,0,0.7489,0
328.93,9,8.66,1.9,0,9,6,3465,8.26,2.9,4,0,0.8423,40,7365.49,0.2541,1,2.6976,0
300.8,6,0.28,11.0,1,13,5,3133,4.99,3.2,3,0,0.2295,90,653.64,0.4534,1,9.5553,0
6.47,2,23.52,23.8,1,21,4,3100,10.62,0.2,1,0,0.3297,38,834.61,0.6824,0,0.1722,0
51.31,3,7.17,5.6,0,22,3,3461,5.84,0.48,1,1,0.5009,31,1365.69,0.5899,0,0.9087,0
5.35,1,0.65,6.1,1,20,1,2114,1.28,0.07,0,0,0.4714,54,2549.99,0.1486,0,4.2189,0
6.99,2,9.41,15.7,0,10,5,2637,10.17,0.04,1,0,0.5255,48,9266.79,0.5417,0,0.987,0
18.3,1,0.32,7.7,0,18,1,2521,10.58,0.19,2,0,0.3908,22,2139.26,0.2024,0,8.7076,0
58.18,0,4.54,42.3,0,7,5,1569,10.55,0.33,2,0,0.248,49,11427.45,0.3752,0,1.2865,0
27.27,5,15.0,23.5,0,17,2,3519,10.75,0.21,1,0,0.9206,32,1345.51,0.1137,1,0.8428,0
21.38,9,7.83,22.8,1,6,0,236,4.56,0.18,3,1,0.5488,30,18581.8,0.0955,0,2.0403,0
66.21,2,19.01,53.5,0,9,5,1217,9.6,0.7,0,0,0.0922,45,3004.9,0.37,1,0.0029,0
130.1,7,3.58,0.5,0,10,4,3201,3.73,1.29,1,0,0.8704,62,4472.11,0.5269,1,1.834,0
54.96,9,11.9,3.8,1,6,0,369,8.29,0.55,2,0,0.4318,68,2229.68,0.2533,0,1.8165,0
123.19,7,14.4,16.0,0,14,6,1143,14.17,1.69,0,0,0.2625,31,3680.34,0.0192,0,0.2672,0
28.45,6,4.85,3.9,1,9,1,394,4.75,0.2,1,0,0.4382,68,11160.94,0.2809,0,1.3193,0
244.92,0,3.97,2.9,0,9,5,609,5.54,10.83,2,0,0.9785,36,1593.96,0.2997,0,1.9303,0
10.59,4,6.07,67.8,1,21,3,2243,4.37,0.07,4,0,0.8308,24,2719.27,0.4995,1,3.1176,0
4.6,0,14.37,8.0,0,8,6,1762,1.36,0.03,0,1,0.6517,50,4551.93,0.1478,0,0.2949,0
16.95,2,4.13,3.1,0,4,6,2621,5.02,0.19,2,0,0.3987,22,4062.03,0.27,1,2.2733,0
106.6,6,10.75,4.8,1,23,1,610,3.37,1.15,3,0,0.9707,58,924.21,0.3236,0,2.4141,0
29.37,6,0.04,2.3,1,17,5,976,12.49,0.3,1,0,0.0006,35,1202.33,0.4581,0,21.337,0
30.38,8,0.84,3.0,0,19,6,1240,9.23,0.39,1,0,0.1493,51,2643.18,0.3002,1,3.3319,0
125.71,6,11.14,18.3,1,19,2,3315,14.43,0.96,0,0,0.464,43,5435.14,0.3977,1,0.1278,0
91.92,9,0.76,1.8,1,2,3,3138,6.5,0.58,1,0,0.3324,18,10456.76,0.1564,0,3.9663,0
287.73,6,9.95,31.5,0,12,3,712,1.28,13.07,0,0,0.2259,53,997.66,0.4668,0,-0.1289,0
69.59,7,7.6,11.2,0,3,3,154,2.07,0.45,2,0,0.0428,67,1345.37,0.5969,0,1.4717,0
28.18,7,3.23,1.4,1,18,6,1210,14.01,0.73,1,0,0.1177,21,14406.22,0.6533,0,1.3021,0
35.05,3,0.27,7.8,0,21,4,1871,8.23,0.38,3,0,0.9928,19,720.68,0.4718,0,10.1303,1
18.27,2,2.7,11.7,1,5,1,2808,9.35,0.1,2,0,0.1426,53,4539.72,0.5443,0,2.1929,0
273.55,4,1.76,1.0,1,0,4,2708,5.98,1.66,1,0,0.7002,27,12256.21,0.2255,0,2.199,0
181.39,6,10.99,7.6,0,6,1,3105,7.05,4.81,1,0,0.2103,33,12189.18,0.2335,1,0.7435,0
21.56,0,15.88,47.7,0,9,0,845,8.29,0.11,2,0,0.3842,20,1833.65,0.2219,1,1.4052,0
16.07,3,20.38,0.5,0,7,3,477,4.77,0.15,1,0,0.1547,49,3013.63,0.2702,0,0.8336,0
14.19,4,7.47,10.7,0,1,6,3559,10.65,0.12,6,0,0.0348,45,3925.22,0.4039,2,4.6222,0
57.69,6,2.73,14.9,0,1,5,2779,2.71,0.3,1,0,0.0379,33,953.35,0.3848,0,0.5806,0
22.28,3,3.05,5.0,0,8,3,3146,13.61,0.54,2,0,0.0299,69,3126.79,0.5743,0,2.5302,0
1.68,4,0.58,3.9,0,3,3,1550,14.25,0.02,0,0,0.3748,45,632.83,0.464,0,4.0521,0
75.89,2,1.67,4.7,0,7,4,3039,4.4,0.46,1,0,0.8487,18,29801.85,0.676,1,2.2252,0
6.98,2,2.63,2.4,1,2,1,1849,8.4,0.04,0,0,0.5983,37,48004.15,0.2158,0,1.5284,0
28.01,5,2.89,8.4,0,22,5,317,8.51,0.37,0,0,0.2641,37,7664.04,0.3163,0,1.3604,0
30.66,9,6.97,11.5,0,0,0,3608,1.13,0.2,0,0,0.2806,45,7374.05,0.5174,0,0.0549,0
