recency_days_since_last_purchase,frequency_purchases_last_year,monetary_total_spend,avg_order_value,num_catalog_requests,email_open_rate,website_visits_last_month,loyalty_program_member,years_as_customer,age,household_income_bracket,home_ownership,num_children,distance_to_store_miles,previous_campaign_responses,category_preference,seasonality_score,credit_card_on_file,returned_items_last_year,target
3.0,3.0,2194.16,731.39,2.0,0.1971,5.0,0.0,25.6,25.0,1.0,1.0,0.0,4.1,1.0,3.0,0.977,1.0,0.0,0
16.3,7.0,738.39,105.48,4.0,0.2587,5.0,0.0,3.9,40.0,3.0,1.0,1.0,34.9,0.0,2.0,0.3244,0.0,0.0,0
95.5,5.0,136.52,27.3,2.0,0.2327,5.0,0.0,1.7,39.0,2.0,1.0,0.0,2.4,0.0,2.0,0.2067,1.0,1.0,0
66.1,5.0,488.92,97.78,5.0,0.4981,2.0,0.0,1.7,51.0,4.0,0.0,0.0,5.8,2.0,1.0,0.3328,1.0,0.0,0
20.2,5.0,1259.05,251.81,2.0,0.1682,5.0,0.0,2.9,61.0,4.0,2.0,2.0,12.5,2.0,1.0,0.1769,1.0,1.0,1
28.8,2.0,288.59,144.3,0.0,0.3794,6.0,1.0,1.5,64.0,1.0,1.0,0.0,20.3,1.0,1.0,0.0605,1.0,1.0,0
59.6,2.0,214.82,107.41,3.0,0.2548,5.0,0.0,3.3,74.0,0.0,1.0,3.0,20.4,0.0,1.0,0.9254,1.0,0.0,0
34.0,6.0,26.41,4.4,6.0,0.2928,1.0,1.0,2.2,45.0,2.0,1.0,1.0,17.2,1.0,5.0,0.998,0.0,0.0,0
17.1,5.0,256.69,51.34,0.0,0.4864,2.0,0.0,2.6,34.0,0.0,0.0,0.0,1.8,2.0,4.0,0.8882,1.0,1.0,0
1.3,6.0,283.24,47.21,3.0,0.3029,1.0,0.0,7.6,51.0,3.0,1.0,3.0,8.7,0.0,4.0,0.6493,0.0,0.0,0
80.4,5.0,474.16,94.83,1.0,0.0821,7.0,1.0,7.2,58.0,4.0,1.0,2.0,11.5,0.0,5.0,0.8045,1.0,1.0,0
28.4,7.0,541.49,77.36,4.0,0.2035,6.0,1.0,2.1,35.0,4.0,1.0,0.0,26.1,1.0,0.0,0.8629,1.0,0.0,1
16.6,3.0,163.92,54.64,3.0,0.2561,7.0,1.0,1.7,39.0,3.0,1.0,3.0,0.5,0.0,2.0,0.5853,0.0,0.0,0
0.7,3.0,361.23,120.41,0.0,0.4327,10.0,0.0,0.4,64.0,2.0,1.0,2.0,33.9,2.0,4.0,0.8036,1.0,0.0,1
129.5,3.0,30.98,10.33,0.0,0.2726,5.0,0.0,1.4,72.0,4.0,0.0,0.0,13.2,2.0,4.0,0.1399,1.0,0.0,0
18.6,3.0,208.05,69.35,3.0,0.1647,2.0,0.0,23.2,43.0,2.0,2.0,2.0,3.3,2.0,2.0,0.1044,1.0,0.0,0
47.4,3.0,252.23,84.08,1.0,0.3045,6.0,0.0,1.4,83.0,0.0,0.0,2.0,32.5,2.0,0.0,0.1392,0.0,0.0,0
121.0,10.0,62.4,6.24,3.0,0.3833,3.0,0.0,0.2,66.0,4.0,1.0,1.0,19.5,1.0,1.0,0.1607,1.0,0.0,0
44.2,5.0,183.58,36.72,1.0,0.5457,3.0,0.0,7.3,67.0,2.0,0.0,3.0,28.9,2.0,1.0,0.5004,1.0,1.0,1
176.3,2.0,212.44,106.22,1.0,0.3944,5.0,1.0,9.1,37.0,4.0,2.0,0.0,4.4,2.0,5.0,0.6849,1.0,0.0,0
20.1,8.0,85.84,10.73,3.0,0.1226,4.0,0.0,2.0,45.0,4.0,1.0,0.0,22.2,1.0,5.0,0.8873,1.0,0.0,0
21.7,6.0,29.92,4.99,0.0,0.0911,5.0,0.0,4.4,64.0,3.0,1.0,1.0,1.3,3.0,1.0,0.1054,1.0,1.0,0
90.4,4.0,674.11,168.53,2.0,0.4807,7.0,0.0,6.1,43.0,2.0,0.0,0.0,19.6,1.0,5.0,0.0483,1.0,0.0,0
147.5,3.0,27.34,9.11,1.0,0.5317,5.0,0.0,5.8,35.0,3.0,1.0,1.0,3.3,1.0,3.0,0.7046,0.0,1.0,0
51.9,4.0,416.57,104.14,2.0,0.1939,4.0,1.0,2.9,41.0,0.0,1.0,0.0,40.7,1.0,3.0,0.0811,0.0,0.0,0
7.6,5.0,97.24,19.45,3.0,0.5313,11.0,0.0,7.1,53.0,1.0,1.0,2.0,46.3,2.0,1.0,0.7699,0.0,0.0,0
21.5,1.0,39.36,39.36,3.0,0.1046,3.0,0.0,1.4,67.0,1.0,2.0,2.0,49.8,1.0,5.0,0.2993,0.0,1.0,0
87.2,1.0,126.44,126.44,1.0,0.1625,6.0,0.0,10.8,36.0,2.0,0.0,0.0,5.8,3.0,5.0,0.3859,1.0,1.0,0
60.6,2.0,293.89,146.95,4.0,0.3092,6.0,0.0,3.6,48.0,2.0,1.0,3.0,12.0,4.0,2.0,0.6616,0.0,1.0,0
55.2,6.0,4086.54,681.09,2.0,0.5404,6.0,0.0,0.4,34.0,1.0,2.0,0.0,22.3,1.0,0.0,0.7328,1.0,0.0,0
7.6,7.0,320.63,45.8,2.0,0.0672,12.0,1.0,2.1,61.0,4.0,1.0,1.0,8.6,1.0,0.0,0.062,1.0,0.0,0
84.1,7.0,389.94,55.71,2.0,0.1008,3.0,1.0,3.7,78.0,2.0,1.0,2.0,1.1,1.0,2.0,0.7611,0.0,0.0,1
183.0,4.0,2060.26,515.06,2.0,0.0613,3.0,0.0,13.7,57.0,1.0,1.0,3.0,2.0,1.0,4.0,0.853,0.0,3.0,0
40.0,3.0,233.35,77.78,0.0,0.391,6.0,0.0,1.8,49.0,1.0,1.0,0.0,21.9,0.0,2.0,0.2717,1.0,0.0,0
4.0,7.0,13.85,1.98,3.0,0.1734,2.0,1.0,6.2,57.0,2.0,0.0,1.0,7.9,0.0,5.0,0.701,0.0,1.0,0
68.3,4.0,128.66,32.17,4.0,0.4508,6.0,1.0,9.4,53.0,4.0,1.0,0.0,60.3,1.0,4.0,0.6039,1.0,0.0,1
27.1,6.0,178.68,29.78,2.0,0.1083,3.0,1.0,1.3,51.0,2.0,1.0,0.0,21.1,1.0,3.0,0.4627,1.0,1.0,0
65.6,2.0,362.05,181.02,0.0,0.5926,0.0,0.0,3.3,58.0,1.0,1.0,1.0,9.5,0.0,5.0,0.9255,0.0,0.0,0
189.8,5.0,180.26,36.05,2.0,0.1504,3.0,1.0,7.4,47.0,3.0,2.0,1.0,13.7,2.0,0.0,0.4839,1.0,1.0,0
108.6,4.0,579.14,144.78,1.0,0.121,2.0,0.0,5.2,39.0,4.0,2.0,1.0,11.0,3.0,2.0,0.2807,0.0,0.0,0
100.5,3.0,60.07,20.02,1.0,0.3339,6.0,0.0,1.1,50.0,0.0,1.0,0.0,40.1,1.0,5.0,0.5775,0.0,0.0,0
4.5,2.0,180.4,90.2,1.0,0.0822,3.0,0.0,2.5,59.0,2.0,1.0,0.0,4.5,0.0,5.0,0.2043,1.0,0.0,0
215.4,4.0,682.51,170.63,1.0,0.2096,3.0,0.0,0.7,63.0,4.0,1.0,0.0,36.4,2.0,5.0,0.6886,1.0,2.0,0
33.9,7.0,44.53,6.36,4.0,0.2511,8.0,0.0,1.3,49.0,3.0,2.0,0.0,12.0,2.0,1.0,0.7098,1.0,0.0,0
29.5,4.0,2393.29,598.32,3.0,0.2267,6.0,1.0,16.2,49.0,2.0,1.0,1.0,16.8,1.0,5.0,0.8467,1.0,1.0,1
46.2,3.0,298.69,99.56,2.0,0.174,6.0,0.0,8.6,63.0,2.0,1.0,1.0,33.3,0.0,2.0,0.0141,0.0,1.0,0
11.8,7.0,635.44,90.78,1.0,0.4263,2.0,0.0,1.4,22.0,1.0,2.0,3.0,41.1,0.0,3.0,0.9321,1.0,0.0,0
17.6,2.0,843.19,421.6,3.0,0.0531,5.0,1.0,6.1,66.0,1.0,1.0,4.0,12.6,1.0,3.0,0.4908,1.0,1.0,0
15.6,3.0,82.15,27.38,1.0,0.2347,3.0,0.0,2.4,48.0,3.0,1.0,1.0,22.4,1.0,3.0,0.3776,1.0,0.0,0
27.3,7.0,291.64,41.66,1.0,0.2165,5.0,0.0,0.4,45.0,3.0,1.0,0.0,34.1,1.0,1.0,0.2494,0.0,1.0,0
10.7,4.0,160.21,40.05,0.0,0.0385,4.0,1.0,5.9,44.0,3.0,0.0,1.0,16.4,1.0,1.0,0.4634,1.0,0.0,0
30.4,4.0,449.84,112.46,8.0,0.3222,9.0,1.0,0.8,48.0,3.0,2.0,2.0,18.0,1.0,0.0,0.2545,0.0,1.0,0
25.9,5.0,108.44,21.69,4.0,0.5687,6.0,0.0,10.3,39.0,1.0,0.0,1.0,19.9,3.0,2.0,0.4032,1.0,0.0,0
31.8,8.0,285.98,35.75,3.0,0.057,3.0,1.0,8.5,26.0,3.0,1.0,2.0,28.9,0.0,0.0,0.2719,1.0,0.0,0
17.1,5.0,267.77,53.55,2.0,0.1429,1.0,0.0,4.1,46.0,3.0,2.0,1.0,8.7,1.0,5.0,0.702,0.0,1.0,0
73.8,2.0,84.87,42.44,4.0,0.2232,8.0,0.0,12.8,61.0,1.0,2.0,0.0,31.0,3.0,3.0,0.3379,0.0,0.0,0
141.1,4.0,272.77,68.19,2.0,0.7322,4.0,0.0,2.3,41.0,2.0,1.0,3.0,8.4,1.0,2.0,0.3813,1.0,0.0,0
7.5,6.0,137.84,22.97,2.0,0.3109,8.0,0.0,3.1,34.0,3.0,1.0,1.0,36.8,2.0,0.0,0.0889,1.0,0.0,0
43.8,5.0,78.31,15.66,3.0,0.6325,3.0,0.0,3.3,38.0,1.0,0.0,0.0,6.6,1.0,5.0,0.8167,0.0,2.0,0
81.4,4.0,1000.18,250.05,1.0,0.091,5.0,0.0,3.2,23.0,1.0,1.0,1.0,10.4,1.0,1.0,0.7946,1.0,2.0,0
101.2,6.0,60.31,10.05,3.0,0.2683,9.0,0.0,5.2,53.0,3.0,1.0,3.0,33.6,1.0,5.0,0.164,0.0,0.0,0
40.2,1.0,18.7,18.7,1.0,0.5461,6.0,0.0,17.4,70.0,2.0,1.0,1.0,18.0,0.0,4.0,0.5841,1.0,0.0,0
285.2,2.0,700.56,350.28,2.0,0.0946,1.0,0.0,2.0,55.0,3.0,1.0,4.0,2.8,1.0,1.0,0.5872,1.0,1.0,0
42.9,3.0,294.06,98.02,1.0,0.2606,7.0,1.0,0.7,18.0,1.0,1.0,0.0,20.9,2.0,4.0,0.2072,0.0,2.0,0
1.1,2.0,25.02,12.51,0.0,0.6523,4.0,0.0,0.5,43.0,4.0,1.0,1.0,1.4,2.0,1.0,0.8272,0.0,1.0,0
5.8,2.0,340.72,170.36,2.0,0.5081,7.0,0.0,2.4,63.0,3.0,1.0,1.0,3.4,0.0,3.0,0.0109,1.0,0.0,0
16.4,3.0,632.27,210.76,1.0,0.302,3.0,0.0,3.6,68.0,2.0,2.0,1.0,5.3,0.0,1.0,0.0858,1.0,0.0,0
248.1,5.0,271.23,54.25,0.0,0.0518,9.0,0.0,2.2,48.0,1.0,2.0,2.0,3.7,2.0,2.0,0.1296,0.0,0.0,0
49.3,6.0,68.87,11.48,7.0,0.4366,4.0,1.0,4.7,47.0,4.0,1.0,1.0,12.1,4.0,4.0,0.3726,0.0,0.0,1
6.9,9.0,232.91,25.88,1.0,0.3001,3.0,0.0,11.8,40.0,2.0,0.0,3.0,24.3,2.0,0.0,0.8619,1.0,2.0,1
66.1,5.0,618.61,123.72,2.0,0.3302,7.0,1.0,0.6,40.0,3.0,1.0,0.0,7.9,0.0,0.0,0.7014,1.0,2.0,0
84.7,4.0,180.55,45.14,2.0,0.4693,5.0,0.0,1.0,40.0,2.0,2.0,2.0,27.2,3.0,5.0,0.1129,1.0,0.0,0
88.6,3.0,170.6,56.87,3.0,0.4495,3.0,1.0,3.2,35.0,4.0,1.0,0.0,8.1,1.0,2.0,0.1001,0.0,0.0,0
143.6,8.0,64.84,8.1,3.0,0.1631,4.0,1.0,1.4,49.0,3.0,1.0,0.0,41.9,1.0,5.0,0.552,0.0,0.0,0
80.9,4.0,126.3,31.58,1.0,0.3048,7.0,0.0,5.1,55.0,3.0,2.0,1.0,6.2,2.0,2.0,0.8204,1.0,2.0,0
81.8,3.0,255.46,85.15,1.0,0.1621,5.0,1.0,13.6,71.0,3.0,1.0,2.0,11.9,1.0,5.0,0.231,0.0,1.0,0
73.0,3.0,95.95,31.98,2.0,0.2655,3.0,0.0,2.7,49.0,2.0,1.0,1.0,12.1,1.0,3.0,0.1103,0.0,0.0,0
163.0,6.0,246.35,41.06,1.0,0.3872,5.0,0.0,3.8,32.0,2.0,0.0,1.0,19.1,3.0,1.0,0.864,1.0,0.0,0
108.4,7.0,543.2,77.6,0.0,0.2975,8.0,0.0,2.6,38.0,2.0,2.0,0.0,20.9,0.0,5.0,0.2045,0.0,0.0,0
41.7,5.0,254.14,50.83,3.0,0.2588,7.0,1.0,1.9,42.0,1.0,1.0,0.0,1.7,1.0,5.0,0.3309,1.0,1.0,0
23.8,2.0,203.82,101.91,2.0,0.1702,10.0,0.0,1.7,51.0,4.0,1.0,0.0,8.0,6.0,0.0,0.2492,1.0,0.0,0
9.2,5.0,93.95,18.79,1.0,0.1206,5.0,0.0,6.6,47.0,4.0,0.0,1.0,9.1,2.0,1.0,0.006,1.0,0.0,0
141.1,4.0,583.33,145.83,3.0,0.48,6.0,1.0,0.5,59.0,3.0,2.0,2.0,12.5,1.0,5.0,0.2993,1.0,0.0,0
291.3,0.0,384.64,384.64,1.0,0.2635,6.0,0.0,6.1,18.0,2.0,0.0,0.0,38.5,1.0,2.0,0.9366,1.0,1.0,0
84.3,5.0,1806.62,361.32,1.0,0.1115,5.0,1.0,0.3,42.0,0.0,0.0,0.0,2.8,0.0,1.0,0.887,1.0,0.0,0
10.0,4.0,216.99,54.25,1.0,0.4581,2.0,0.0,2.4,61.0,2.0,0.0,2.0,4.3,2.0,1.0,0.3268,1.0,0.0,0
10.8,6.0,24.94,4.16,2.0,0.2078,7.0,0.0,7.1,29.0,4.0,0.0,0.0,0.0,2.0,2.0,0.95,0.0,0.0,0
41.3,3.0,269.69,89.9,1.0,0.3297,4.0,0.0,2.8,38.0,3.0,1.0,1.0,42.3,1.0,2.0,0.5012,1.0,0.0,0
9.1,5.0,121.16,24.23,2.0,0.2605,4.0,0.0,2.3,75.0,2.0,0.0,2.0,10.6,3.0,1.0,0.0722,0.0,0.0,1
106.4,5.0,302.63,60.53,1.0,0.1676,5.0,0.0,1.8,49.0,4.0,2.0,0.0,9.6,0.0,0.0,0.1173,0.0,2.0,0
61.1,4.0,617.1,154.27,3.0,0.5953,4.0,0.0,6.4,58.0,4.0,2.0,0.0,2.5,0.0,3.0,0.2996,1.0,1.0,0
104.8,4.0,67.58,16.9,1.0,0.0534,4.0,0.0,1.3,76.0,4.0,0.0,2.0,18.9,3.0,1.0,0.2738,1.0,0.0,0
148.9,1.0,213.39,213.39,2.0,0.1725,3.0,0.0,4.3,53.0,2.0,0.0,3.0,6.9,1.0,4.0,0.3209,1.0,0.0,0
6.8,2.0,222.15,111.07,1.0,0.4095,5.0,0.0,2.9,62.0,3.0,1.0,3.0,105.4,0.0,4.0,0.8997,1.0,2.0,0
77.2,5.0,159.45,31.89,5.0,0.3126,5.0,0.0,9.1,56.0,4.0,1.0,2.0,2.6,1.0,1.0,0.9976,1.0,0.0,0
39.8,6.0,181.2,30.2,4.0,0.195,6.0,0.0,15.1,42.0,2.0,1.0,2.0,21.2,0.0,5.0,0.4893,1.0,1.0,0
14.1,5.0,125.43,25.09,1.0,0.213,3.0,1.0,4.5,40.0,2.0,1.0,1.0,12.3,0.0,3.0,0.6406,1.0,0.0,0
176.0,3.0,294.05,98.02,3.0,0.5632,4.0,0.0,3.0,69.0,2.0,1.0,0.0,21.0,0.0,3.0,0.4301,0.0,0.0,0
7.7,5.0,106.37,21.27,2.0,0.4236,4.0,0.0,4.6,54.0,3.0,0.0,1.0,3.9,2.0,4.0,0.861,1.0,1.0,0
97.9,4.0,237.78,59.45,1.0,0.0342,3.0,0.0,4.1,52.0,2.0,1.0,2.0,7.4,3.0,0.0,0.8831,1.0,0.0,0
144.5,2.0,798.68,399.34,1.0,0.1539,7.0,1.0,8.1,63.0,1.0,1.0,0.0,23.0,1.0,5.0,0.0409,0.0,0.0,0
7.7,1.0,622.07,622.07,1.0,0.2767,4.0,1.0,0.2,22.0,3.0,1.0,2.0,32.5,1.0,0.0,0.0254,0.0,0.0,0
31.6,3.0,232.8,77.6,3.0,0.5479,10.0,0.0,0.5,51.0,0.0,2.0,1.0,0.7,0.0,5.0,0.9503,0.0,0.0,0
33.4,6.0,294.46,49.08,0.0,0.0901,7.0,1.0,5.4,48.0,3.0,1.0,2.0,38.0,1.0,0.0,0.6732,1.0,2.0,0
133.4,2.0,819.01,409.51,4.0,0.2784,2.0,0.0,9.1,64.0,3.0,0.0,1.0,5.3,3.0,0.0,0.342,0.0,1.0,0
32.1,1.0,8.34,8.34,3.0,0.2743,4.0,0.0,3.2,50.0,2.0,0.0,0.0,14.2,1.0,3.0,0.5531,0.0,0.0,0
16.0,3.0,283.78,94.59,1.0,0.476,5.0,0.0,3.0,38.0,0.0,2.0,4.0,16.9,1.0,5.0,0.6486,1.0,0.0,0
3.1,7.0,1309.81,187.12,2.0,0.3656,5.0,0.0,2.4,66.0,2.0,0.0,1.0,9.7,0.0,3.0,0.4381,1.0,0.0,0
58.8,5.0,154.0,30.8,2.0,0.2199,5.0,0.0,1.0,45.0,1.0,0.0,1.0,19.5,1.0,4.0,0.016,0.0,1.0,0
26.5,5.0,186.8,37.36,5.0,0.241,6.0,0.0,2.2,52.0,1.0,2.0,2.0,28.8,3.0,4.0,0.1961,1.0,0.0,0
11.6,2.0,261.56,130.78,3.0,0.1335,3.0,1.0,10.8,70.0,2.0,1.0,3.0,8.0,0.0,3.0,0.9055,0.0,0.0,0
98.9,5.0,168.09,33.62,3.0,0.8286,1.0,0.0,1.7,35.0,3.0,1.0,0.0,30.0,4.0,0.0,0.8735,1.0,0.0,0
131.3,5.0,138.76,27.75,3.0,0.6214,3.0,0.0,6.4,45.0,3.0,1.0,1.0,0.5,1.0,4.0,0.6354,1.0,0.0,0
43.8,6.0,65.53,10.92,3.0,0.1257,5.0,1.0,11.2,34.0,3.0,1.0,0.0,6.9,2.0,3.0,0.9702,0.0,2.0,1
45.2,6.0,167.44,27.91,2.0,0.104,3.0,0.0,0.8,36.0,2.0,2.0,1.0,7.2,3.0,3.0,0.3025,0.0,0.0,0
49.4,5.0,895.0,179.0,1.0,0.1246,1.0,0.0,7.8,41.0,2.0,1.0,2.0,20.7,2.0,0.0,0.8688,0.0,0.0,0
30.4,4.0,116.91,29.23,2.0,0.1498,6.0,0.0,0.6,66.0,2.0,0.0,0.0,4.0,2.0,4.0,0.8051,0.0,1.0,0
121.3,6.0,794.95,132.49,1.0,0.1008,3.0,0.0,11.3,59.0,2.0,1.0,1.0,10.8,0.0,1.0,0.9876,1.0,1.0,0
25.6,5.0,320.78,64.16,3.0,0.1408,5.0,1.0,1.2,33.0,0.0,1.0,0.0,19.5,3.0,5.0,0.7227,0.0,0.0,0
24.0,4.0,592.7,148.17,1.0,0.1745,3.0,1.0,0.4,40.0,4.0,0.0,0.0,24.1,2.0,4.0,0.3187,1.0,0.0,1
108.7,5.0,348.33,69.67,1.0,0.6116,6.0,0.0,2.6,29.0,0.0,1.0,1.0,14.6,2.0,3.0,0.7715,1.0,1.0,0
0.7,1.0,197.74,197.74,4.0,0.2721,5.0,0.0,3.0,33.0,3.0,2.0,0.0,14.1,0.0,5.0,0.9384,0.0,0.0,0
10.6,4.0,94.05,23.51,3.0,0.1922,3.0,0.0,0.0,36.0,2.0,1.0,5.0,18.8,2.0,4.0,0.8626,1.0,0.0,0
37.3,0.0,471.22,471.22,1.0,0.2963,5.0,0.0,3.0,62.0,3.0,1.0,2.0,19.4,2.0,1.0,0.04,0.0,0.0,0
123.5,5.0,448.44,89.69,3.0,0.2821,4.0,0.0,1.8,78.0,4.0,1.0,1.0,10.2,2.0,3.0,0.7686,1.0,0.0,0
81.5,1.0,635.1,635.1,0.0,0.3797,7.0,0.0,1.2,45.0,0.0,1.0,2.0,3.7,0.0,1.0,0.0876,0.0,0.0,0
47.6,6.0,214.21,35.7,3.0,0.2261,3.0,0.0,0.3,57.0,1.0,1.0,0.0,63.9,1.0,5.0,0.4611,0.0,0.0,0
21.6,4.0,211.69,52.92,4.0,0.0287,2.0,0.0,2.1,58.0,2.0,0.0,1.0,35.6,2.0,0.0,0.5105,0.0,1.0,0
98.6,1.0,235.18,235.18,4.0,0.3461,5.0,0.0,9.2,36.0,2.0,1.0,1.0,8.5,5.0,3.0,0.4413,1.0,0.0,0
28.0,2.0,131.46,65.73,1.0,0.4552,5.0,0.0,3.0,29.0,2.0,2.0,2.0,4.3,1.0,2.0,0.3091,0.0,0.0,0
40.6,5.0,343.7,68.74,5.0,0.2586,2.0,1.0,0.2,59.0,2.0,0.0,2.0,0.7,1.0,2.0,0.3064,1.0,0.0,1
11.6,4.0,718.29,179.57,2.0,0.068,4.0,1.0,0.5,57.0,1.0,0.0,1.0,19.4,1.0,5.0,0.6706,1.0,1.0,1
80.0,3.0,65.89,21.96,0.0,0.0668,10.0,0.0,0.8,41.0,1.0,2.0,4.0,22.5,3.0,4.0,0.0077,1.0,0.0,0
71.3,4.0,385.76,96.44,1.0,0.2463,6.0,0.0,4.3,54.0,3.0,1.0,1.0,13.5,0.0,2.0,0.4234,0.0,0.0,0
16.8,7.0,206.22,29.46,0.0,0.0468,8.0,1.0,1.3,47.0,2.0,1.0,0.0,12.1,0.0,2.0,0.092,1.0,2.0,0
117.4,1.0,292.93,292.93,1.0,0.4729,3.0,1.0,1.4,58.0,1.0,1.0,4.0,3.8,2.0,5.0,0.1803,0.0,1.0,0
1.3,3.0,386.66,128.89,2.0,0.7213,6.0,0.0,2.5,46.0,2.0,1.0,2.0,20.5,3.0,1.0,0.4297,1.0,0.0,0
57.3,7.0,138.84,19.83,3.0,0.2837,2.0,1.0,1.3,52.0,3.0,1.0,2.0,10.2,2.0,1.0,0.8705,1.0,1.0,1
126.9,3.0,112.57,37.52,2.0,0.3209,4.0,0.0,2.0,37.0,1.0,0.0,0.0,15.5,0.0,2.0,0.7794,0.0,0.0,0
25.7,3.0,674.02,224.67,2.0,0.4889,7.0,1.0,0.7,37.0,1.0,1.0,1.0,11.6,1.0,0.0,0.5093,0.0,0.0,0
32.7,4.0,230.22,57.56,3.0,0.4777,3.0,1.0,4.3,59.0,2.0,0.0,2.0,13.8,2.0,4.0,0.7392,1.0,0.0,0
45.6,5.0,130.08,26.02,4.0,0.2813,5.0,0.0,5.8,43.0,3.0,1.0,1.0,12.8,2.0,2.0,0.6588,1.0,0.0,0
193.4,4.0,330.37,82.59,3.0,0.3881,4.0,1.0,16.5,61.0,2.0,1.0,3.0,1.3,3.0,5.0,0.171,1.0,0.0,0
31.7,4.0,76.12,19.03,1.0,0.2029,12.0,1.0,1.2,52.0,2.0,1.0,1.0,4.1,3.0,3.0,0.4293,1.0,0.0,0
73.7,3.0,168.76,56.25,4.0,0.3807,8.0,1.0,0.4,23.0,0.0,1.0,1.0,11.8,1.0,2.0,0.4958,1.0,0.0,0
27.9,4.0,214.15,53.54,0.0,0.4301,4.0,0.0,5.6,39.0,4.0,2.0,2.0,10.9,2.0,0.0,0.8617,0.0,0.0,0
110.4,5.0,1354.38,270.88,2.0,0.3121,4.0,0.0,2.2,48.0,4.0,1.0,0.0,13.3,2.0,4.0,0.7022,0.0,0.0,0
72.4,6.0,298.07,49.68,3.0,0.3811,3.0,0.0,2.7,43.0,2.0,1.0,1.0,11.6,3.0,3.0,0.4202,0.0,0.0,1
61.1,5.0,281.65,56.33,2.0,0.3154,3.0,0.0,7.3,37.0,0.0,1.0,0.0,13.5,2.0,4.0,0.646,1.0,0.0,0
66.1,4.0,116.49,29.12,3.0,0.2524,7.0,0.0,7.1,52.0,2.0,0.0,2.0,3.3,4.0,1.0,0.6132,1.0,0.0,0
88.0,2.0,233.83,116.91,5.0,0.4328,4.0,0.0,2.2,46.0,2.0,2.0,2.0,2.5,2.0,1.0,0.8487,0.0,1.0,0
155.5,3.0,162.79,54.26,0.0,0.4136,1.0,0.0,2.1,56.0,1.0,0.0,1.0,15.6,2.0,2.0,0.4295,1.0,0.0,0
14.4,5.0,641.82,128.36,3.0,0.5503,4.0,0.0,9.0,53.0,2.0,1.0,1.0,3.7,2.0,3.0,0.3632,0.0,0.0,0
103.0,5.0,413.96,82.79,1.0,0.3911,4.0,0.0,0.4,34.0,1.0,1.0,0.0,0.7,1.0,3.0,0.5082,1.0,0.0,0
141.7,4.0,202.04,50.51,1.0,0.1288,4.0,0.0,1.3,75.0,1.0,1.0,0.0,14.4,1.0,4.0,0.7993,0.0,0.0,0
46.3,1.0,783.91,783.91,2.0,0.4655,1.0,0.0,4.8,52.0,2.0,1.0,0.0,6.3,3.0,0.0,0.522,1.0,0.0,0
107.2,6.0,106.18,17.7,1.0,0.1214,3.0,1.0,3.7,36.0,1.0,2.0,1.0,22.5,3.0,3.0,0.9407,1.0,2.0,0
11.8,2.0,769.65,384.83,5.0,0.2766,3.0,0.0,14.6,50.0,1.0,1.0,0.0,17.7,1.0,1.0,0.8767,0.0,0.0,0
0.1,2.0,435.95,217.97,2.0,0.4025,7.0,0.0,0.0,47.0,3.0,1.0,0.0,7.7,1.0,5.0,0.9453,0.0,0.0,0
3.9,1.0,69.65,69.65,3.0,0.3919,7.0,0.0,10.0,37.0,2.0,1.0,1.0,8.0,2.0,4.0,0.9961,1.0,0.0,0
3.5,2.0,82.36,41.18,2.0,0.1876,7.0,0.0,4.1,47.0,1.0,2.0,0.0,40.3,1.0,4.0,0.5836,0.0,4.0,0
152.1,5.0,264.08,52.82,1.0,0.1849,3.0,1.0,1.3,25.0,4.0,2.0,2.0,4.1,0.0,2.0,0.5933,0.0,0.0,0
98.1,4.0,1170.83,292.71,1.0,0.516,1.0,0.0,1.3,60.0,3.0,2.0,1.0,8.3,0.0,1.0,0.2271,0.0,0.0,0
2.4,5.0,646.96,129.39,0.0,0.3082,6.0,0.0,1.1,54.0,1.0,2.0,0.0,0.7,2.0,1.0,0.8924,1.0,1.0,0
325.5,2.0,1262.26,631.13,3.0,0.2907,3.0,0.0,1.4,58.0,0.0,0.0,2.0,24.7,1.0,2.0,0.3979,0.0,1.0,0
16.5,1.0,39.44,39.44,4.0,0.1919,6.0,0.0,1.2,40.0,4.0,0.0,0.0,0.4,0.0,0.0,0.2475,1.0,1.0,0
75.9,4.0,560.23,140.06,3.0,0.3984,3.0,1.0,0.6,31.0,1.0,0.0,0.0,5.6,0.0,2.0,0.3882,0.0,2.0,1
20.4,4.0,367.68,91.92,0.0,0.0893,8.0,0.0,4.2,26.0,2.0,2.0,0.0,20.8,0.0,0.0,0.6959,1.0,0.0,0
11.8,3.0,886.49,295.5,1.0,0.1674,5.0,0.0,5.3,38.0,2.0,1.0,0.0,46.9,2.0,1.0,0.0275,0.0,0.0,0
92.1,2.0,305.33,152.67,1.0,0.3493,5.0,0.0,2.9,47.0,1.0,1.0,2.0,3.6,1.0,5.0,0.1786,1.0,0.0,0
15.1,3.0,331.7,110.57,2.0,0.2769,4.0,0.0,0.6,70.0,2.0,0.0,0.0,26.3,3.0,3.0,0.1027,0.0,2.0,0
78.2,5.0,98.74,19.75,1.0,0.1954,7.0,1.0,1.8,53.0,2.0,1.0,2.0,10.5,1.0,5.0,0.3659,1.0,0.0,0
70.7,3.0,66.5,22.17,2.0,0.3759,4.0,0.0,11.6,63.0,3.0,1.0,0.0,13.7,1.0,5.0,0.8202,0.0,1.0,0
