claim_id,policy_age_months,policy_type,premium_amount,claimant_tenure_years,prior_claims_3yr,prior_fraud_flags,claim_amount,days_to_report,police_report_filed,witnesses_present,claim_description_length,incident_hour,weekend_incident,holiday_adjacent,out_of_state,recent_policy_change,coverage_increase_90d,payment_issues,adjuster_experience_years,documentation_complete,repair_shop_preferred,is_fraud
7419,3,auto,2041.73,8.3,0,0,752.2,1,0,1,299,4,0,1,0,0,0,0,17.9,1,1,0
7420,45,home,682.23,11.6,0,0,3495.25,5,0,1,167,5,0,0,0,0,0,0,0.9,1,1,0
7421,7,commercial,1592.54,4.9,1,0,1821.52,0,0,0,120,21,0,0,0,0,0,0,8.2,1,0,0
7422,42,auto,1133.35,2.0,2,0,2346.12,8,0,0,86,17,0,0,0,0,1,0,2.6,1,0,0
7423,17,auto,743.7,2.8,0,0,5239.49,9,1,1,115,0,0,0,0,0,0,0,8.2,1,1,0
7424,19,commercial,642.29,17.5,0,0,7523.8,10,0,0,311,7,1,0,0,0,0,0,11.1,1,1,0
7425,22,auto,1803.43,10.7,0,0,2611.58,14,0,0,87,23,0,0,0,0,0,0,3.2,1,1,0
7426,16,auto,813.24,3.1,0,0,5087.39,2,0,0,198,1,0,0,0,0,0,0,11.1,1,1,0
7427,3,auto,1042.17,14.3,0,0,3020.59,5,0,0,88,23,0,0,0,1,0,0,10.0,0,1,0
7428,13,auto,691.93,8.7,1,0,7698.65,1,0,1,188,3,0,0,0,0,0,0,6.2,1,1,0
7429,39,commercial,754.4,11.6,0,0,3894.22,8,0,1,168,20,1,0,0,0,0,1,2.0,0,0,0
7430,39,auto,1029.2,5.7,3,0,1643.18,2,0,0,325,22,0,0,0,1,0,0,2.1,0,1,0
7431,12,commercial,1331.54,9.7,1,1,2392.93,4,0,1,102,3,1,0,0,0,0,0,0.5,1,1,0
7432,22,commercial,500.0,11.1,0,0,3744.21,0,1,1,139,6,0,0,0,0,0,0,1.1,1,1,0
7433,7,auto,1105.95,0.5,1,0,9281.12,9,1,1,87,18,0,0,0,0,0,0,2.1,0,1,0
7434,8,auto,755.17,16.8,2,0,22353.28,3,1,0,196,4,0,0,0,0,0,1,11.3,1,0,0
7435,1,auto,2210.96,2.0,0,0,2592.85,5,1,0,197,23,1,0,0,0,0,0,5.9,0,0,0
7436,81,auto,4776.08,2.9,0,0,849.84,5,0,1,91,16,1,0,0,0,0,0,2.6,1,0,0
7437,8,auto,916.32,7.8,1,0,17213.0,1,0,1,50,8,0,0,0,0,0,0,3.0,1,1,0
7438,9,home,500.0,5.5,0,0,8641.18,7,0,1,81,10,0,0,0,0,1,0,13.8,1,0,0
7439,11,auto,1162.63,11.2,0,0,6570.36,8,0,0,50,5,0,0,0,1,0,0,4.0,1,1,0
7440,4,commercial,989.58,2.6,0,0,1306.53,3,0,1,90,23,0,0,1,0,0,0,1.0,1,1,0
7441,36,auto,2938.56,2.3,2,0,4554.09,11,1,1,79,10,0,0,0,1,0,0,1.3,0,1,0
7442,2,home,2523.23,0.2,0,0,9939.18,0,1,0,152,22,0,0,0,0,0,0,5.7,1,1,0
7443,5,home,1690.34,3.1,1,0,1196.47,2,0,0,113,3,0,0,0,0,0,0,3.6,1,1,0
7444,37,auto,817.83,6.4,0,0,12301.32,0,0,0,128,11,0,0,0,1,0,0,20.4,1,1,0
7445,14,auto,1538.99,1.8,0,0,7434.55,2,0,0,136,1,0,0,0,1,0,0,6.0,1,1,0
7446,44,auto,1252.01,3.1,0,0,16743.67,29,0,1,153,10,1,1,0,0,0,0,7.2,1,0,0
7447,29,auto,1237.27,1.2,0,0,10909.03,3,0,0,133,13,0,0,0,0,1,0,12.4,1,1,0
7448,10,auto,503.15,7.4,1,0,538.56,2,1,0,147,0,1,0,0,0,0,0,6.1,1,0,0
7449,37,auto,1864.78,0.3,0,0,1804.52,5,0,1,121,8,0,0,0,0,1,0,9.1,1,1,0
7450,4,auto,1157.37,6.1,2,0,9712.18,0,0,1,133,20,0,0,0,1,0,0,1.1,1,1,0
7451,27,commercial,1042.71,2.4,0,0,1445.61,2,0,0,65,13,1,0,0,0,0,0,7.2,1,1,0
7452,20,auto,812.34,0.2,1,0,2258.17,3,0,1,57,13,0,0,0,1,0,0,17.7,0,1,0
7453,11,auto,737.45,9.6,1,0,4175.21,3,0,0,181,6,1,1,0,0,0,0,2.4,1,0,0
7454,33,auto,1285.15,3.3,0,0,2976.76,5,0,1,121,15,0,0,0,1,0,0,0.9,1,1,0
7455,73,auto,500.0,4.6,0,0,665.87,0,0,0,204,7,0,0,0,1,0,0,0.5,1,0,0
7456,240,auto,1627.42,6.6,0,0,7663.67,2,0,1,192,3,0,0,0,0,0,0,6.3,1,1,0
7457,33,commercial,647.39,5.3,0,0,3925.99,5,0,1,132,10,1,0,0,1,0,0,3.1,1,0,0
7458,18,auto,500.0,6.6,2,0,6263.58,1,0,0,149,6,1,0,0,1,0,0,16.6,1,1,0
7459,9,auto,2726.97,7.2,1,0,4014.34,4,0,1,233,1,1,0,0,0,0,0,18.0,1,0,0
7460,10,auto,714.05,4.4,2,0,505.9,15,0,1,155,22,0,0,0,1,0,0,4.7,0,1,0
7461,23,auto,764.27,2.3,0,0,2570.57,13,0,1,158,16,0,0,0,1,0,0,8.8,1,1,0
7462,16,auto,1933.85,1.4,3,0,1959.42,6,1,1,62,3,1,0,0,0,0,0,1.0,1,1,0
7463,88,home,2771.7,11.7,1,0,5064.31,0,0,0,150,14,1,0,0,1,1,0,5.7,1,1,0
7464,16,auto,509.54,17.5,3,0,9537.5,7,0,0,397,20,0,0,0,0,0,0,6.7,0,1,0
7465,16,auto,679.88,2.2,3,0,3318.48,2,0,0,159,22,1,0,0,0,0,0,0.9,1,0,0
7466,17,home,705.33,0.6,1,0,9223.34,15,0,0,267,3,0,0,0,0,0,0,0.5,1,1,0
7467,65,auto,1750.05,1.3,1,0,19415.57,4,1,0,177,23,1,0,0,0,0,0,2.9,1,1,0
7468,37,auto,2488.83,5.6,0,0,8834.66,1,1,0,123,16,0,0,0,0,0,0,1.9,1,1,0
7469,34,commercial,638.98,0.9,1,0,31942.28,1,0,1,157,22,0,0,0,1,0,0,17.8,1,0,0
7470,14,auto,2224.69,7.6,1,1,1515.02,1,1,0,378,18,1,0,0,0,0,0,2.3,1,0,0
7471,61,home,769.3,12.8,1,0,14300.45,1,1,0,395,20,0,0,0,0,0,0,7.9,1,0,0
7472,1,auto,1297.33,16.6,2,0,3044.29,7,1,1,146,7,1,0,0,0,0,0,8.4,1,0,0
7473,73,auto,580.72,0.1,1,0,6739.72,2,0,1,80,3,0,0,0,0,0,0,6.1,1,0,0
7474,25,auto,1031.77,15.9,3,0,1081.03,1,1,0,225,14,0,0,0,0,0,0,9.6,0,1,0
7475,18,auto,1037.37,6.7,2,0,33260.23,4,0,1,201,1,0,0,0,0,0,0,3.2,1,0,0
7476,24,auto,936.75,0.4,2,0,2395.24,3,1,1,184,22,0,0,0,1,0,0,6.3,1,1,0
7477,39,auto,1329.4,2.7,1,0,11419.08,0,1,0,128,19,0,0,0,0,0,0,3.0,1,0,0
7478,1,home,662.81,6.0,1,0,29872.81,1,0,0,68,3,0,0,0,0,0,1,6.3,1,1,1
7479,73,home,704.96,15.7,0,0,4722.47,0,1,1,94,11,1,0,0,1,0,0,1.7,1,0,0
7480,21,auto,1365.04,0.9,2,0,17393.25,7,1,0,112,1,0,0,0,0,0,0,6.9,1,1,0
7481,15,auto,2145.26,0.7,1,0,1414.11,15,0,1,200,14,0,0,0,1,0,0,0.5,1,0,0
7482,5,home,1084.2,3.2,1,0,11979.25,3,0,1,77,11,1,0,0,0,0,0,9.9,1,0,0
7483,20,home,1410.69,17.2,1,0,5704.51,4,1,1,165,14,0,0,0,0,0,0,0.5,0,1,0
7484,24,auto,1602.05,17.8,0,0,3953.98,9,0,1,50,19,0,0,0,1,0,0,2.4,1,0,0
7485,18,home,1661.13,1.3,1,0,2612.59,0,1,0,461,3,1,1,0,0,0,0,19.3,1,0,0
7486,40,auto,680.78,1.9,1,0,1176.27,0,0,0,207,9,1,0,0,0,0,0,0.6,1,1,0
7487,19,auto,743.59,11.9,1,0,5639.11,5,0,0,113,23,0,0,0,1,0,0,5.2,1,1,0
7488,117,auto,776.63,6.6,2,0,3248.18,6,0,1,189,8,0,0,1,0,0,0,6.0,1,1,0
7489,32,home,2876.46,17.9,2,1,9219.52,4,1,1,104,7,1,0,0,0,0,0,0.8,1,0,0
7490,59,commercial,1413.88,11.2,2,0,6591.8,14,0,1,125,15,0,0,0,0,0,0,14.1,1,1,0
7491,4,commercial,1382.51,1.2,0,0,6819.64,2,0,0,86,9,0,0,0,1,0,0,7.3,1,0,0
7492,18,auto,1317.01,7.1,0,1,9176.33,4,1,0,261,3,0,0,0,0,0,0,3.5,1,1,0
7493,14,commercial,566.57,0.2,1,0,1718.26,15,0,0,206,15,0,0,0,0,0,0,3.3,1,1,1
7494,30,auto,2890.24,8.5,2,0,1106.56,11,1,0,228,4,0,1,0,0,0,0,0.5,1,1,0
7495,71,auto,1393.53,4.6,1,0,1890.29,0,0,1,328,23,0,0,1,0,0,0,24.3,1,1,0
7496,2,auto,1574.32,15.6,0,0,3622.07,2,1,1,222,22,0,0,0,0,0,0,5.8,0,0,0
7497,2,auto,500.0,16.1,0,0,1891.1,6,0,1,81,20,0,0,0,0,0,0,0.5,1,0,0
7498,68,home,1619.42,0.3,0,0,1415.06,0,0,0,114,1,0,0,0,0,0,0,6.5,0,1,0
7499,8,auto,917.72,0.9,0,0,1068.58,9,1,0,117,3,1,0,1,0,0,0,0.8,1,0,0
7500,39,commercial,566.01,3.3,1,0,4161.4,3,0,0,108,20,0,0,0,0,0,0,3.1,1,0,0
7501,28,auto,680.7,10.6,0,0,3815.63,0,0,0,115,4,1,0,0,0,0,0,14.9,0,1,0
7502,64,auto,582.63,8.4,2,0,4827.9,2,0,0,93,19,0,0,0,0,0,0,1.2,1,0,0
7503,4,commercial,577.73,16.7,1,0,10761.36,3,0,0,409,14,0,1,0,1,0,0,3.1,1,0,0
7504,5,auto,1130.34,4.8,0,0,4922.39,2,0,0,140,3,0,0,0,0,0,0,2.1,1,0,0
7505,29,home,903.81,1.5,0,0,8365.27,3,1,0,181,8,0,0,0,0,0,0,5.8,1,1,0
7506,105,home,1296.0,0.1,3,0,9120.18,11,0,1,206,15,0,0,0,0,0,0,0.7,0,0,0
7507,19,auto,2535.1,1.3,0,0,1444.73,1,1,1,264,16,0,0,0,0,0,0,4.6,1,0,0
7508,14,home,1027.87,5.6,1,0,37266.02,16,0,1,201,13,0,0,0,1,1,0,5.2,1,0,0
7509,33,auto,500.0,13.0,1,0,2105.97,5,1,0,135,2,0,0,0,0,0,0,0.5,0,1,0
7510,95,home,971.67,1.9,0,0,4399.65,11,0,0,170,1,0,0,0,0,0,0,5.0,1,1,0
7511,65,auto,1991.61,10.4,0,0,2697.27,1,0,0,121,16,0,0,0,0,0,0,0.7,1,1,0
7512,194,auto,1050.51,2.5,2,0,4346.41,3,0,0,156,21,0,0,0,0,0,0,2.2,0,1,0
7513,1,auto,2355.87,1.8,0,0,17342.74,4,1,0,292,10,0,0,0,1,0,0,11.2,1,0,1
7514,4,auto,1375.36,3.6,0,0,15087.82,0,0,0,68,9,0,0,0,0,1,0,6.2,1,1,1
7515,33,home,500.0,2.9,0,0,3089.8,3,1,1,270,10,1,0,0,1,0,0,3.3,1,0,0
7516,61,commercial,1158.4,12.3,0,0,1191.6,9,1,0,160,20,0,0,1,0,0,0,0.8,1,1,0
7517,12,home,1272.2,3.2,3,0,32658.16,0,0,0,85,10,0,0,0,0,0,0,0.5,1,0,0
7518,9,auto,1882.16,1.6,1,0,20831.93,5,1,1,143,21,0,0,0,0,0,0,0.5,1,1,0
7519,55,commercial,2723.9,9.2,0,0,506.33,22,0,0,88,3,1,0,0,0,0,0,6.5,1,0,0
7520,2,auto,1726.52,30.0,0,0,5919.63,3,0,1,144,15,1,0,0,0,0,0,0.5,0,0,0
7521,16,auto,1366.82,5.2,3,0,1191.2,1,0,0,118,5,1,0,0,0,1,0,1.7,1,0,0
7522,25,auto,1537.78,1.4,2,0,4051.88,4,1,0,183,3,0,0,0,0,0,0,6.5,1,0,0
7523,29,auto,1008.28,1.4,0,0,5855.6,3,0,0,98,2,0,0,0,1,0,0,2.5,0,1,0
7524,46,home,527.72,0.3,3,0,8492.72,0,0,0,129,8,1,1,0,0,1,0,2.9,0,0,0
7525,15,auto,1119.62,0.4,1,0,872.21,1,1,0,181,3,1,0,0,0,1,0,1.1,1,1,0
7526,34,auto,1316.39,12.3,1,0,23910.16,5,1,0,140,16,0,1,0,1,0,1,0.7,1,0,0
7527,31,home,600.75,0.5,1,0,1807.93,4,0,0,156,2,0,0,1,0,1,0,0.7,1,1,0
7528,28,commercial,2128.79,3.3,0,0,2885.79,2,0,0,215,16,0,0,0,0,1,0,1.5,1,0,0
7529,36,home,1812.94,6.0,0,0,5819.44,19,0,1,74,14,1,0,0,0,0,0,2.5,1,1,0
7530,10,auto,552.32,9.5,1,0,2828.33,5,0,0,284,3,0,0,0,1,0,0,7.6,1,0,0
7531,3,home,2170.94,0.9,3,0,8029.35,1,0,1,105,5,1,0,0,0,0,0,1.1,0,1,0
7532,4,auto,939.97,2.9,2,1,7208.88,3,0,1,95,3,1,0,0,0,0,0,0.7,1,0,1
7533,9,auto,743.04,1.4,0,0,8340.1,6,0,1,140,13,1,0,0,0,0,0,6.9,1,0,0
7534,24,commercial,1881.15,1.5,1,0,6626.49,5,0,1,99,19,0,0,1,1,0,0,1.0,1,1,0
7535,66,commercial,1068.99,1.8,0,0,1216.45,1,1,0,132,16,0,0,0,0,0,0,1.2,1,0,0
7536,43,home,2834.42,4.4,2,0,7839.58,5,1,1,103,16,0,0,0,1,0,0,4.1,1,0,0
7537,56,auto,715.91,0.1,0,0,20604.42,2,0,1,125,19,0,0,0,0,0,0,1.2,1,0,0
7538,15,home,500.0,2.6,0,0,2619.08,3,0,0,252,14,0,0,1,0,0,0,5.2,1,1,0
7539,18,commercial,953.16,1.0,0,0,4643.79,5,0,1,254,4,0,0,0,0,0,0,10.7,1,0,0
7540,18,auto,1627.19,17.1,1,0,13198.41,4,1,1,50,18,0,0,0,0,0,0,1.7,1,1,0
7541,7,auto,689.82,4.4,0,0,13021.72,6,1,0,112,0,0,0,1,0,0,0,2.0,1,1,0
7542,2,home,563.94,10.1,2,0,2390.2,2,0,0,131,21,1,0,0,1,0,0,7.6,1,1,0
7543,32,auto,1229.62,1.1,1,0,2061.27,6,0,0,100,19,0,0,0,0,0,0,10.3,1,1,0
7544,163,commercial,527.5,8.3,3,0,4953.8,0,0,1,219,18,1,0,0,0,0,0,23.2,1,0,0
7545,6,auto,1278.38,2.7,0,0,6740.25,1,1,0,62,23,1,0,0,0,0,0,1.9,1,0,0
7546,1,home,924.9,1.0,0,0,10786.46,18,0,0,252,12,0,0,0,0,0,0,1.5,0,1,0
7547,54,home,1404.21,7.2,0,0,609.04,0,1,0,233,23,0,0,0,1,1,0,0.9,1,0,0
7548,10,auto,548.99,7.2,3,0,3877.76,5,0,0,149,20,0,0,0,1,0,0,3.4,1,1,1
7549,63,home,2098.72,27.5,1,0,5143.18,12,0,1,129,19,0,0,0,0,0,1,12.8,1,1,0
7550,43,auto,1000.73,7.6,1,0,933.89,9,0,0,183,2,1,0,0,0,0,0,3.7,1,1,0
7551,104,auto,1606.42,0.8,1,1,6033.35,12,1,0,130,21,0,0,0,0,0,0,5.9,1,1,0
7552,18,auto,1772.13,1.9,0,0,2369.3,20,0,0,94,21,1,0,0,1,0,0,5.4,1,1,0
7553,39,auto,614.79,3.0,3,0,13417.4,2,1,0,156,10,0,0,0,0,0,0,4.0,1,1,0
7554,22,home,1704.67,0.7,0,0,3516.61,2,0,0,197,2,0,0,0,0,0,0,10.5,1,0,0
7555,35,commercial,537.79,7.8,0,0,4454.09,0,1,0,91,11,0,0,0,0,0,0,6.2,1,0,0
7556,21,auto,552.76,3.7,1,0,1388.33,1,0,0,238,17,0,1,0,0,0,0,1.0,1,1,0
7557,7,auto,2927.78,14.5,2,0,17564.35,5,0,0,234,18,0,0,0,0,0,0,6.8,0,1,0
7558,25,auto,1912.04,4.4,2,0,12574.76,2,1,0,151,8,0,0,0,0,0,0,4.9,1,0,0
7559,27,home,3092.8,3.7,0,0,5178.36,2,0,0,130,15,0,0,0,0,0,0,0.5,1,1,0
7560,59,commercial,911.32,0.4,0,0,3826.49,5,0,0,114,16,0,0,0,0,0,0,7.8,1,0,0
7561,47,home,1154.26,0.8,1,0,11959.69,0,1,0,114,3,0,0,0,0,1,0,0.5,1,1,0
7562,39,home,1427.5,9.5,1,0,9840.72,0,0,1,136,8,0,0,0,1,0,1,1.3,1,0,0
7563,4,auto,1089.97,23.4,3,0,2320.71,8,0,1,74,12,0,0,0,0,0,0,9.7,1,1,0
7564,45,auto,755.16,2.7,2,0,2179.41,7,1,0,65,6,0,0,1,1,0,1,1.4,1,1,0
7565,24,home,700.61,8.3,1,0,2019.4,2,1,0,163,10,0,0,0,0,0,0,12.2,1,0,0
7566,80,home,1220.4,4.9,0,0,4541.65,4,0,0,50,12,0,0,0,0,1,1,2.4,1,1,0
7567,90,home,643.27,16.0,0,0,3364.5,1,1,0,142,3,0,0,0,0,0,0,0.5,1,1,0
7568,2,home,634.33,1.4,0,0,15883.76,2,1,0,227,8,0,1,0,1,0,0,10.9,1,1,0
7569,61,home,1335.13,3.9,1,0,14595.35,0,0,0,172,19,0,0,0,0,0,0,1.4,1,1,0
7570,1,home,1045.68,2.6,1,0,4348.42,1,0,1,106,11,0,0,1,0,0,0,1.0,0,0,0
7571,16,commercial,1752.16,3.9,1,0,9313.22,0,0,0,109,7,0,0,1,1,0,0,6.6,0,1,0
7572,28,commercial,886.73,1.6,1,0,13229.31,2,0,1,101,5,0,0,0,0,0,0,2.6,1,1,0
7573,5,auto,820.06,3.4,2,0,49215.85,3,1,1,286,13,1,0,1,0,1,0,0.5,1,1,1
7574,49,auto,1355.3,4.9,0,0,10735.77,3,0,0,111,18,1,0,0,1,0,1,9.6,1,0,0
7575,1,auto,730.69,0.4,1,0,9195.57,2,1,0,96,23,0,0,0,1,0,1,5.3,1,0,0
7576,6,home,789.13,6.8,0,0,500.0,1,1,0,170,2,0,1,1,0,0,0,9.0,1,0,0
7577,31,auto,804.94,6.1,0,0,14849.28,3,1,0,359,4,0,0,0,0,0,0,24.5,1,0,0
7578,45,auto,987.47,10.6,1,0,5543.11,10,0,1,178,13,0,0,1,1,0,0,2.1,1,1,0
7579,89,auto,2660.36,2.8,1,0,2426.56,20,1,0,141,9,0,0,0,0,0,0,0.5,1,0,0
7580,44,home,550.93,0.3,2,0,2244.7,1,1,0,110,11,1,0,0,0,0,0,3.2,1,1,0
7581,40,auto,2095.93,3.1,0,0,7172.05,18,0,1,86,21,0,0,0,0,0,0,1.1,1,1,0
7582,18,auto,1585.88,0.7,0,0,1236.47,2,0,0,259,15,0,1,0,0,0,0,3.0,1,0,0
7583,1,auto,2400.64,5.2,3,0,1724.78,4,0,0,204,17,0,0,0,0,0,0,5.3,1,1,0
7584,4,home,5262.4,0.2,2,0,10737.45,8,0,0,66,22,0,1,0,0,0,0,13.6,1,1,0
7585,27,auto,2243.35,2.3,1,0,14287.05,2,0,0,153,23,0,0,0,0,0,1,5.8,1,0,1
7586,40,auto,1742.08,0.4,1,0,21466.33,1,1,0,67,11,0,0,0,0,0,0,2.8,1,0,0
7587,19,home,568.93,0.1,0,0,1639.01,1,1,1,208,17,0,0,1,0,0,0,4.9,1,0,0
7588,47,auto,606.01,16.2,2,1,2375.05,9,0,0,157,18,0,1,0,1,0,0,18.5,1,1,0
7589,26,auto,1313.03,27.8,0,0,5888.14,13,0,1,102,15,0,0,0,0,1,0,0.6,1,1,0
7590,2,home,500.0,4.1,0,0,13230.3,0,1,0,59,4,0,1,0,0,0,0,1.7,1,1,1
7591,7,auto,1491.77,1.4,1,0,7596.44,5,0,0,287,13,0,0,1,0,0,0,1.3,1,1,0
7592,65,home,500.0,12.1,2,0,6055.6,0,0,1,98,6,0,1,0,0,0,0,2.3,1,0,0
7593,46,auto,1951.04,12.8,0,0,2744.86,10,1,0,95,23,0,0,0,0,0,0,1.1,1,1,0
7594,81,auto,933.7,9.6,0,0,1558.83,9,0,1,55,6,1,0,0,0,0,0,6.6,1,0,0
7595,4,home,1168.29,3.9,0,0,1094.78,7,0,0,130,23,0,0,0,1,1,0,1.7,1,0,0
7596,166,home,754.32,0.4,0,0,3399.8,8,0,1,143,6,0,0,0,0,0,0,13.8,1,0,0
7597,8,auto,500.0,0.5,1,0,2430.39,4,0,0,50,18,0,0,0,0,0,0,5.0,1,0,0
7598,1,auto,2033.16,11.3,0,0,2712.14,0,1,0,232,4,1,0,0,0,0,0,10.8,1,1,0
7599,214,home,2138.48,10.4,2,0,5610.24,12,0,0,169,19,0,1,0,0,0,0,2.7,1,0,0
7600,11,home,919.89,2.8,2,0,7872.84,0,0,1,90,4,0,0,0,0,0,0,6.8,1,1,0
7601,39,auto,1526.85,2.0,1,0,2740.03,1,0,1,157,17,0,0,0,0,0,1,0.6,1,1,0
7602,6,home,901.95,5.2,1,0,6785.98,2,0,0,396,4,0,0,0,0,1,0,6.5,1,1,0
7603,31,auto,1266.79,8.2,1,0,8340.58,3,1,0,165,21,0,0,1,0,0,0,0.7,1,1,0
7604,84,auto,1602.9,6.6,0,0,2915.41,0,0,0,65,6,1,0,0,0,0,0,0.6,1,1,0
7605,13,auto,1447.43,4.8,0,0,2773.84,7,1,0,102,11,1,0,0,1,0,0,7.0,0,1,0
7606,39,auto,2144.12,1.3,2,0,5351.71,0,0,0,117,9,0,0,0,0,0,0,1.9,1,0,0
7607,7,auto,1421.46,1.5,0,0,1837.57,5,0,0,138,19,0,0,0,0,0,0,7.5,1,0,0
7608,35,auto,1112.14,6.4,0,0,67826.47,3,0,1,170,15,0,0,0,0,0,0,16.6,0,0,0
7609,14,auto,749.41,8.1,3,0,6627.17,8,1,1,279,0,1,0,0,1,0,0,3.1,1,0,0
7610,8,auto,863.29,0.6,0,0,1613.47,1,0,0,208,4,0,0,1,0,0,1,7.5,1,1,0
7611,13,auto,1644.23,1.0,2,0,7658.69,9,0,0,172,6,0,0,0,0,0,0,0.9,1,0,0
7612,7,auto,517.54,5.7,1,0,3088.44,1,0,0,611,1,0,0,0,0,0,0,0.5,1,1,0
7613,83,home,1906.27,2.5,2,0,12719.79,4,0,0,83,0,0,0,0,0,0,1,0.5,1,0,0
7614,18,auto,952.82,4.1,2,0,6657.15,3,1,0,110,8,0,0,1,0,0,0,0.5,1,1,0
7615,10,home,728.29,4.8,0,0,7545.01,2,0,0,165,9,0,0,0,0,1,0,1.9,1,1,0
7616,21,auto,633.11,7.5,1,0,500.0,0,0,1,228,12,0,1,0,0,0,0,1.8,1,1,0
7617,13,auto,1536.38,8.2,0,0,6495.85,2,0,0,184,2,0,0,0,0,0,0,3.8,1,0,0
7618,49,auto,1088.63,1.6,0,0,23638.08,0,1,1,108,14,0,0,0,0,0,0,2.6,1,0,0
7619,127,commercial,2426.93,3.9,0,0,23418.83,1,0,0,151,8,0,0,0,0,0,0,2.9,1,1,0
7620,20,auto,583.16,0.7,1,0,40419.3,5,0,0,93,9,1,0,0,0,0,0,6.8,1,1,1
7621,71,auto,821.32,9.2,0,0,19964.94,4,0,0,145,3,0,0,0,0,0,0,3.8,1,1,1
7622,30,home,1047.21,9.3,0,0,4722.9,3,0,0,103,2,1,0,0,0,0,0,21.6,0,0,0
7623,6,commercial,753.0,1.8,0,0,12562.42,4,0,1,165,2,0,0,0,0,0,0,2.4,0,1,0
7624,42,commercial,1099.99,0.9,0,0,4747.5,0,1,0,718,22,1,0,0,0,0,0,8.9,1,0,0
7625,25,auto,1286.59,0.4,2,0,8928.62,0,0,0,68,4,0,0,0,0,0,0,6.6,1,1,0
7626,37,auto,1397.22,4.3,3,0,12803.05,3,1,1,123,2,0,0,0,1,0,0,2.1,1,0,0
7627,79,home,2328.74,0.5,0,0,5363.33,2,1,0,166,5,0,0,0,0,0,0,4.4,1,0,0
7628,20,auto,571.5,5.7,2,0,12565.27,3,0,0,101,11,1,0,0,0,0,0,2.3,1,1,0
7629,83,home,1298.39,5.7,1,0,2839.66,10,0,1,123,0,1,0,0,0,1,0,1.2,1,0,0
7630,50,home,793.56,4.8,1,0,9738.37,1,0,0,87,20,1,0,0,0,0,0,3.3,1,1,0
7631,24,home,1359.68,10.5,0,0,6081.36,12,1,0,207,11,1,0,0,0,0,0,2.4,0,0,0
7632,33,auto,1360.58,2.4,0,0,3006.06,9,0,0,310,13,1,0,0,0,1,0,3.9,1,0,0
7633,14,auto,669.51,11.6,1,0,12870.81,11,0,1,179,7,1,0,0,0,1,0,5.7,0,0,0
7634,147,home,698.84,0.2,0,0,1189.25,5,0,0,219,12,1,0,0,1,0,1,1.2,1,1,0
7635,39,auto,1416.33,0.6,2,0,3737.54,9,1,0,208,4,0,1,0,0,0,0,0.6,1,0,0
7636,1,auto,1109.54,2.7,0,0,4956.42,23,0,0,118,2,0,0,0,0,0,0,4.7,1,1,1
7637,14,auto,982.59,4.5,1,0,21328.83,3,0,1,218,9,0,0,0,0,0,0,0.5,1,0,0
7638,35,auto,1523.85,0.2,1,0,4353.77,9,0,0,110,19,0,0,0,0,0,0,0.5,0,1,0
7639,2,auto,1581.07,4.2,1,0,4371.35,11,0,1,107,8,0,0,0,0,0,0,1.2,0,1,0
7640,1,home,841.5,1.8,1,0,14834.17,1,1,1,58,19,0,0,1,1,0,0,22.2,0,0,0
7641,21,auto,716.21,10.9,0,0,5552.78,2,0,0,146,14,1,0,0,0,0,0,2.5,1,1,0
7642,14,auto,583.5,3.8,0,0,2241.48,4,1,0,267,22,0,1,0,0,1,0,3.3,1,0,0
7643,20,auto,1115.13,4.4,0,0,54613.3,2,0,0,126,8,0,0,1,0,0,0,4.1,1,1,0
7644,10,auto,538.3,14.6,3,0,12342.48,1,1,0,95,13,0,0,0,0,0,0,5.4,1,1,0
7645,6,commercial,1152.53,7.2,0,0,3573.75,2,0,0,231,6,0,0,0,1,0,0,0.5,1,1,0
7646,42,home,2015.09,2.9,0,0,4317.39,2,0,1,231,18,0,0,0,0,0,0,6.1,1,1,0
7647,26,auto,918.99,3.2,0,0,1591.02,1,0,1,123,17,0,0,0,0,0,0,6.0,1,0,0
7648,8,home,838.74,5.2,1,0,6374.14,3,0,1,145,11,0,0,0,0,0,0,3.2,1,0,0
7649,13,auto,2977.75,1.1,3,0,12514.44,7,1,1,98,8,1,0,0,0,0,0,10.1,1,0,0
7650,32,commercial,2332.86,0.5,1,0,812.83,4,0,0,93,13,1,0,0,0,0,0,1.1,1,0,0
7651,2,auto,748.22,1.9,2,0,6061.31,2,1,1,166,11,0,0,0,0,0,0,4.0,1,1,0
7652,5,auto,1175.57,7.5,0,0,1165.04,0,0,0,326,0,0,0,0,0,0,0,14.1,1,1,0
7653,2,auto,1292.51,1.5,0,0,3572.05,8,0,1,257,17,1,0,0,0,0,0,5.6,0,1,0
7654,60,home,1214.19,0.7,1,0,5754.83,3,1,0,68,22,0,0,0,0,0,0,0.7,1,1,0
7655,50,auto,2717.14,1.2,1,0,5932.32,17,0,0,241,0,0,0,0,0,0,0,1.7,1,1,1
7656,50,home,1145.52,5.7,1,0,53258.27,1,0,0,137,19,1,0,0,1,0,0,3.7,1,0,0
7657,45,auto,1234.74,4.8,0,0,6559.57,0,1,0,166,3,0,1,0,0,0,0,1.2,1,1,0
7658,39,commercial,1547.4,5.8,2,0,2798.44,0,1,0,74,19,0,0,0,0,0,0,12.4,1,1,0
