gpa_first_semester,gpa_current,credit_hours_completed,credit_hours_attempted,course_withdrawal_count,financial_aid_amount,unmet_financial_need,is_first_generation,is_pell_eligible,campus_housing,extracurricular_count,advisor_meetings_per_semester,declared_major,distance_from_home_miles,age_at_enrollment,high_school_gpa,sat_score,num_absences_current_semester,part_time_work_hours,library_visits_per_month,target
2.62,2.63,48,50,0,1448.27,3266.91,0,0,0,0,0,1,17.1,17,3.15,1106,4,2.9,4,0
3.27,3.08,45,47,1,5286.6,2578.63,0,0,1,0,2,0,28.8,20,2.71,982,1,6.9,1,0
3.95,3.27,42,47,5,17360.34,6840.69,1,1,0,0,1,1,28.2,17,2.91,927,4,3.6,2,1
2.68,2.72,50,55,0,9997.36,1985.81,0,1,0,1,2,1,192.3,17,2.99,966,1,12.2,4,0
2.29,3.14,44,47,2,12674.01,10500.61,0,1,0,1,0,1,135.0,17,2.77,985,3,2.6,2,1
3.72,3.79,47,51,1,7057.1,719.13,0,0,0,1,1,0,9.0,18,3.42,1147,1,8.5,4,0
3.64,3.18,39,43,3,3952.8,123.91,1,1,0,1,1,1,234.1,17,3.14,1249,3,5.3,3,1
2.34,2.5,47,51,2,4417.95,2886.72,0,0,0,1,2,0,14.1,17,2.81,918,4,8.5,6,0
2.8,3.1,37,43,0,2446.91,1627.76,1,0,0,3,4,0,37.9,23,3.54,1223,3,0.1,3,0
2.99,3.2,34,35,1,1584.68,2264.02,0,1,1,1,0,1,251.7,23,2.81,943,4,5.3,5,0
1.72,2.37,49,52,0,3486.72,251.75,1,0,1,0,0,1,363.8,17,3.73,1235,5,0.1,3,0
1.47,2.26,57,60,0,7191.51,2191.69,0,1,0,2,1,0,107.9,17,2.95,818,4,17.7,2,0
3.46,3.24,45,47,1,4957.84,210.78,0,0,1,0,2,1,26.5,19,3.18,1117,2,14.7,5,0
3.49,2.79,50,53,2,4591.18,1432.64,0,1,1,1,0,1,60.5,26,4.0,1208,6,1.4,4,0
0.79,1.7,43,45,1,16340.53,5794.17,0,1,1,2,1,0,355.8,21,3.72,1107,6,7.7,7,0
2.76,3.62,50,54,3,9412.44,4654.02,0,0,1,5,1,1,70.5,17,3.85,1426,8,1.2,5,0
3.47,3.65,53,55,0,26407.67,2937.7,1,0,1,0,2,0,180.5,20,3.74,998,1,13.0,4,0
2.45,2.75,55,56,0,3927.82,11549.68,1,1,0,1,2,1,86.0,17,2.84,1049,1,9.3,7,0
2.83,2.54,52,59,1,1634.54,500.15,1,0,1,1,1,1,34.6,18,3.13,1169,2,1.7,4,0
2.8,3.17,35,37,2,10621.03,39.29,1,1,1,2,0,0,13.7,18,2.93,800,3,12.1,4,0
2.47,2.96,39,40,2,2612.56,3224.3,0,0,0,0,1,0,28.4,19,3.38,987,3,8.0,2,0
2.71,3.03,52,55,1,2428.45,172.86,1,0,1,0,1,0,50.3,18,3.09,1130,2,20.4,6,0
2.26,2.58,41,43,2,6721.82,4075.47,0,1,0,0,1,0,83.6,18,3.01,1275,0,4.2,3,1
2.15,2.4,40,43,2,2988.29,16076.53,0,1,0,4,2,0,14.3,17,2.28,1110,5,11.6,5,0
2.99,3.21,62,66,0,637.03,1537.29,0,0,0,1,3,0,260.9,19,3.18,1064,2,2.4,4,0
2.13,3.06,48,50,2,6875.31,975.89,0,0,1,2,1,0,17.7,22,3.19,1167,5,15.8,2,0
3.05,2.53,48,56,2,5521.63,3947.75,0,1,1,1,3,1,5.5,19,3.49,924,3,1.1,4,0
2.54,3.18,33,35,1,61059.94,247.85,0,1,1,1,4,0,16.4,20,3.44,1229,3,4.5,8,0
2.9,2.21,48,51,1,1725.01,2474.59,1,1,1,3,1,0,52.1,17,2.93,1330,1,9.7,2,1
4.0,3.52,48,49,0,5245.7,2926.02,1,1,1,1,1,0,10.2,19,1.94,936,5,9.5,3,0
2.82,2.68,57,57,2,13736.66,4894.93,0,0,0,2,1,0,18.8,21,2.43,1176,2,14.2,3,1
2.53,3.05,44,48,0,6883.89,2485.81,1,0,0,1,4,1,53.5,17,3.49,1176,3,1.5,5,0
3.66,3.82,38,42,0,12734.16,1716.2,0,0,0,4,1,0,42.6,17,3.18,1036,0,2.0,6,0
1.96,2.13,51,51,0,4840.61,13693.55,0,0,1,0,1,0,9.8,19,3.43,1118,2,5.1,3,1
2.93,2.36,44,46,0,2716.57,3591.91,0,0,1,0,0,1,152.0,17,3.69,1409,1,3.8,3,1
3.91,3.44,38,39,1,12043.18,703.21,1,1,1,0,1,1,19.6,21,3.75,1086,5,13.5,3,0
3.4,2.65,45,48,1,18520.0,3242.28,1,0,0,3,0,0,284.0,20,3.47,1238,0,6.7,4,0
3.69,3.38,39,39,2,7995.44,173.34,0,0,1,3,1,0,545.7,17,3.57,1232,7,1.7,4,1
2.93,2.8,53,54,1,498.66,816.32,0,0,1,1,2,0,593.1,22,4.0,1279,4,5.2,4,0
3.17,3.06,44,45,0,5040.97,1249.77,0,0,1,2,1,1,17.7,24,3.25,1073,3,7.2,2,0
2.51,2.75,41,43,0,3166.78,13194.12,1,1,0,4,1,1,119.8,21,3.06,934,8,14.9,7,1
2.54,3.18,47,50,0,5668.84,1493.33,0,0,1,2,0,1,12.4,17,3.38,983,3,17.9,4,0
3.1,2.84,33,34,1,13311.02,9417.53,0,1,0,1,1,0,89.0,19,4.0,1268,0,0.2,9,0
2.72,2.77,40,45,3,12889.68,2763.08,1,1,1,1,3,1,211.8,19,3.44,1022,1,7.4,2,0
3.79,3.11,31,35,3,10810.81,2216.72,0,0,0,1,3,0,28.0,20,3.74,1060,0,8.3,2,1
2.76,2.81,44,48,2,4426.14,1322.12,1,1,1,3,1,1,29.6,22,3.51,1088,3,0.1,3,0
3.0,3.11,47,50,2,49344.75,391.49,1,0,0,0,2,0,71.9,23,3.74,991,2,6.3,2,1
3.15,2.99,36,39,1,8663.61,666.71,0,1,0,2,3,1,58.9,18,2.55,817,7,10.0,1,1
2.97,3.3,43,46,1,1788.0,5792.65,1,0,1,1,1,0,297.4,21,2.62,878,3,12.4,5,0
2.13,1.97,51,56,5,17673.42,5073.9,0,0,1,1,2,1,32.8,24,3.68,1113,2,6.2,0,0
3.16,2.58,41,43,1,5662.55,3555.24,1,1,0,1,1,0,10.0,20,2.56,1025,0,12.1,2,0
2.76,2.69,39,43,3,6386.18,1750.99,0,1,1,2,1,0,19.7,22,3.43,1153,4,0.6,4,0
2.42,2.39,49,53,2,13181.1,974.13,0,0,1,2,0,1,36.7,17,2.85,844,2,7.5,4,0
2.8,3.03,52,54,3,13131.72,4835.71,0,1,0,2,2,1,26.7,24,3.37,1164,2,14.8,3,0
3.41,2.79,55,57,1,1353.54,5217.89,0,0,0,1,0,1,17.9,24,2.82,1452,5,1.5,4,0
2.92,2.46,54,55,2,5288.24,755.28,0,0,1,1,1,1,23.6,17,2.46,1189,4,11.6,5,1
3.45,3.04,42,46,2,16340.53,1900.7,0,1,1,1,1,0,69.4,21,3.23,1227,0,2.8,4,0
2.43,2.67,50,52,1,4373.14,950.38,0,0,0,0,1,1,310.6,17,3.85,794,3,13.5,1,0
2.72,2.78,36,37,0,3827.08,126.07,1,0,1,2,1,0,216.6,17,4.0,927,5,3.2,6,0
3.24,3.02,41,45,1,6464.46,5335.2,1,1,0,0,0,1,19.0,22,3.67,1038,2,9.5,5,1
3.38,3.07,48,51,0,41350.92,4527.34,0,0,0,3,0,1,168.7,17,3.08,987,1,8.2,5,1
2.21,2.72,50,54,1,12925.7,1039.71,0,1,0,0,0,1,17.6,17,3.17,964,3,2.7,5,0
1.79,2.48,39,41,0,12261.21,19473.03,1,0,0,2,1,0,199.2,18,3.08,1082,3,1.4,7,1
3.1,3.58,39,42,2,17424.64,1232.74,0,0,1,1,2,0,72.1,21,2.76,800,6,2.0,5,0
3.28,2.52,50,51,0,792.11,975.43,0,0,0,0,2,1,21.8,17,1.5,1004,4,14.0,2,0
2.97,2.78,43,47,0,12049.91,782.32,0,0,1,3,1,1,119.8,20,3.24,822,2,9.8,3,0
3.38,3.28,47,48,0,11625.7,942.27,0,1,0,2,0,0,13.3,18,3.1,1208,3,7.0,5,1
2.73,2.3,54,56,3,1598.8,1930.84,0,0,1,2,2,0,36.4,27,2.55,1158,2,1.3,5,0
3.26,3.25,35,40,0,22551.96,1678.9,0,1,1,0,1,1,19.5,17,3.06,1223,3,8.2,4,0
3.84,3.42,50,52,2,6076.54,3730.64,0,0,0,1,1,1,34.3,20,3.58,1314,3,20.8,2,0
2.95,2.74,53,55,1,17101.63,4315.04,1,0,1,1,0,0,46.3,22,3.15,1312,6,1.9,1,0
2.27,2.33,52,58,2,3497.24,1999.03,0,1,0,3,2,1,65.5,21,3.23,960,2,17.6,3,0
2.71,2.4,42,44,0,1181.57,3486.43,0,0,1,2,0,0,82.8,19,3.08,1260,3,3.9,5,1
2.95,3.47,45,50,0,6931.75,3790.96,0,1,1,2,2,1,211.1,17,2.73,1404,2,5.8,3,0
3.29,3.12,42,46,1,1480.58,5113.59,0,0,1,2,3,0,32.0,20,2.9,943,2,8.3,1,0
3.55,3.08,44,48,1,1253.76,1494.78,1,0,0,1,1,1,50.9,20,2.52,1026,3,18.5,5,0
3.69,2.89,50,55,2,10201.04,270.66,0,0,1,0,0,1,81.1,19,3.48,950,1,3.0,3,0
4.0,3.11,47,52,2,11249.23,1196.0,1,1,0,1,1,1,67.2,17,4.0,941,3,16.6,1,0
3.18,2.77,41,45,2,4466.18,3924.98,0,0,1,0,0,0,8.8,22,3.26,1060,2,0.4,2,1
4.0,3.6,51,52,1,4754.1,1858.61,0,1,1,0,1,1,5.0,17,3.8,1160,2,16.0,3,0
3.53,3.54,38,40,1,2741.64,959.56,0,0,1,1,1,1,36.0,17,3.64,1292,4,4.1,2,0
2.56,2.82,44,49,1,5525.09,520.93,0,0,0,0,0,1,8.0,21,3.07,955,1,10.8,2,0
2.98,3.31,47,49,1,8589.25,429.29,0,1,1,2,1,1,47.9,17,2.63,1022,1,3.7,2,1
2.87,2.99,52,56,0,11336.48,1785.76,0,1,1,2,4,1,222.0,17,3.41,1354,0,4.4,5,0
2.87,3.1,45,47,0,1194.59,3583.43,0,1,0,2,1,0,1430.0,21,2.98,853,6,4.4,4,0
2.72,2.75,44,45,0,6962.56,3155.24,0,1,0,0,1,1,131.7,17,3.21,674,1,7.4,4,0
2.83,2.78,39,39,0,17422.28,5431.29,0,0,1,2,2,1,29.4,17,3.31,1078,1,5.3,2,0
2.13,1.91,43,45,4,19232.02,3437.48,0,1,0,2,0,0,168.2,21,3.61,1273,3,0.5,5,1
1.51,2.01,39,44,2,4676.57,721.12,0,0,1,0,3,1,24.3,20,2.48,1122,5,8.3,8,0
3.63,3.41,48,51,2,8908.0,14575.41,1,1,0,1,0,0,62.5,18,3.26,1281,6,1.6,1,0
2.71,2.93,41,41,1,8828.75,7130.08,0,0,1,1,1,0,21.8,18,3.33,1296,6,3.0,3,0
3.13,2.89,43,44,2,4094.61,6968.76,0,0,0,2,0,1,43.5,19,2.83,1278,1,12.4,6,0
3.29,3.38,45,52,0,8985.61,1524.4,1,0,1,0,1,0,35.0,23,3.82,1248,2,20.5,3,0
3.53,3.13,33,37,2,5523.39,6185.33,0,0,0,4,3,1,20.9,21,3.55,956,3,0.0,5,0
3.48,3.74,51,55,1,2191.95,2142.38,1,0,1,1,3,1,46.7,17,3.22,1232,4,1.2,2,0
3.68,3.26,44,47,1,11835.89,5633.23,0,0,1,2,1,0,19.0,20,3.3,1061,2,1.2,4,0
3.03,2.81,41,44,2,9475.59,3407.19,0,0,0,0,0,1,150.1,18,3.7,1044,2,6.0,8,0
3.35,3.24,35,38,1,33085.36,10651.7,1,1,1,2,0,1,20.7,18,3.55,1211,3,2.6,2,0
2.49,2.37,53,55,0,577.76,2733.1,0,0,1,4,4,1,9.1,20,3.05,800,3,3.6,6,0
3.65,3.07,39,42,1,6495.2,6553.16,0,1,1,2,0,1,5.0,17,3.13,951,2,25.3,4,0
2.28,3.1,30,34,1,1788.97,3492.69,1,1,0,2,2,0,28.8,22,3.25,1262,2,7.5,3,0
2.64,2.96,46,50,0,4991.34,211.18,0,1,0,1,0,1,171.9,17,3.48,1337,4,1.9,5,1
2.6,2.55,46,50,1,931.14,2622.61,0,1,1,2,1,0,23.0,17,4.0,1163,2,4.4,7,0
2.3,2.65,44,47,2,5205.36,1428.55,0,1,0,0,1,1,24.9,17,3.64,966,4,8.3,1,0
3.44,3.07,48,53,1,10087.24,2225.99,0,1,0,3,1,1,1055.1,18,2.16,1154,3,1.1,4,0
4.0,3.51,49,50,1,3881.58,5403.94,0,0,1,3,1,0,42.1,20,3.09,1413,3,10.2,6,0
2.9,2.93,39,43,2,3106.22,3594.38,0,1,0,2,0,0,18.1,26,3.09,992,2,4.7,8,0
2.72,2.81,40,43,1,1368.14,4391.47,1,1,1,2,2,0,58.3,22,3.84,1085,6,0.0,3,0
2.5,3.02,36,40,0,9756.1,7815.58,0,0,1,1,1,1,31.1,18,2.86,1031,2,0.5,3,0
3.0,2.89,50,54,0,6276.24,382.37,0,1,0,2,4,1,424.9,17,4.0,1050,3,0.4,8,0
2.23,2.44,37,41,1,4157.4,5455.01,0,1,0,1,2,0,127.8,18,4.0,1095,1,24.6,2,0
2.58,3.13,33,38,0,8842.78,1402.09,0,1,0,1,2,1,184.8,21,3.4,995,3,2.8,6,0
3.85,3.25,40,42,1,21587.56,2012.83,0,0,0,2,0,1,62.9,17,2.69,908,3,1.7,4,0
2.71,2.71,49,52,2,5532.29,2314.3,0,0,0,0,1,1,15.3,21,3.7,1046,1,3.7,1,0
1.28,1.63,52,58,2,1303.83,4090.55,0,0,0,1,1,1,38.6,19,1.5,828,2,1.7,4,0
4.0,3.22,48,50,0,9677.78,9388.98,0,0,0,2,3,1,5.0,24,3.62,1314,1,6.7,3,0
2.92,2.46,37,37,0,4993.09,6065.39,0,1,0,2,0,1,156.6,24,3.01,1083,4,13.0,3,0
1.81,2.32,48,51,2,5136.13,2526.12,0,1,1,0,2,0,11.2,21,2.68,965,4,7.8,5,1
2.22,2.45,32,37,1,2424.02,1423.9,1,1,0,2,1,1,38.5,19,3.89,1394,3,0.7,2,0
3.04,2.98,50,52,4,8497.82,396.51,0,0,0,1,2,1,39.1,19,2.89,965,2,2.0,2,0
3.71,3.63,32,35,0,25619.89,422.89,1,1,0,0,3,1,7.9,20,2.95,766,3,6.9,5,0
2.77,2.93,41,43,0,2060.65,1576.8,1,0,0,0,0,1,237.3,17,3.33,973,3,14.2,5,0
2.7,2.56,37,41,3,3475.55,7909.25,0,1,1,2,5,1,474.9,17,2.76,1004,1,13.5,5,1
3.12,2.99,40,43,1,50000.0,12170.46,0,0,0,0,1,0,36.8,22,2.73,1031,5,25.8,4,0
3.67,3.64,43,46,3,10664.59,392.22,0,1,1,1,2,1,26.6,22,3.39,1327,4,0.4,2,0
2.08,2.45,44,45,0,16902.28,744.04,1,1,0,2,2,1,132.3,17,3.49,1042,4,22.4,4,0
3.28,2.68,31,36,1,15842.02,1996.32,1,0,1,1,0,1,420.8,23,2.86,1052,4,1.5,7,0
1.14,2.63,41,42,1,10431.62,9692.12,1,0,0,0,1,0,438.0,17,2.62,1097,3,1.0,5,1
3.36,2.99,47,51,1,6575.79,532.59,1,1,0,2,0,0,49.6,17,3.08,1087,0,14.2,8,0
2.32,2.77,39,43,1,50000.0,6197.79,0,0,1,2,0,1,101.5,17,3.13,1000,5,8.0,6,1
2.73,2.76,38,42,1,7173.18,1450.02,0,1,1,2,0,1,98.4,19,3.02,1244,3,7.5,2,0
2.37,2.76,55,57,5,2799.14,2273.72,0,0,1,0,2,1,100.4,17,3.95,960,2,6.7,5,0
3.59,3.41,45,48,2,2602.44,5374.04,0,0,1,0,1,1,10.4,17,3.44,925,1,0.3,3,0
3.49,3.55,46,47,3,3818.69,3099.83,0,0,0,1,1,0,37.9,17,3.14,1125,6,0.6,6,0
2.39,3.16,37,40,1,19785.36,1552.06,0,0,1,2,0,1,25.0,29,2.63,1101,3,1.4,7,0
2.46,2.88,53,58,1,5649.77,5780.39,0,1,1,2,1,0,14.3,18,3.74,1050,2,0.8,4,0
2.84,3.06,40,42,0,43189.51,159.46,0,0,1,1,0,1,47.5,21,3.18,1106,3,0.4,5,0
3.07,3.38,43,45,1,20631.37,56.92,0,0,1,0,3,0,84.6,17,3.5,1055,6,0.2,2,0
2.41,2.62,41,46,1,3120.05,3425.84,0,1,0,4,3,1,20.9,17,3.14,1048,7,1.6,3,0
3.23,3.27,46,50,1,5482.22,1426.88,0,1,1,2,0,1,34.0,17,3.21,1104,5,26.5,5,0
3.56,3.24,49,50,1,1203.76,1909.4,0,0,1,1,1,1,64.7,17,3.57,1138,3,1.0,1,0
2.44,2.81,35,38,2,3224.16,1442.32,0,0,0,0,2,0,195.1,18,3.57,1035,6,9.8,5,0
2.77,2.81,49,53,2,2716.7,340.32,0,0,0,2,3,1,50.7,20,3.02,1164,1,3.2,4,0
2.92,2.99,38,43,2,16810.99,1012.48,1,1,1,1,1,1,13.8,22,3.33,777,1,1.2,7,0
3.0,3.52,51,54,0,7677.17,2879.09,0,1,1,0,1,1,48.7,19,2.51,1119,1,14.0,5,0
3.69,3.34,41,42,1,17908.44,1350.11,1,0,0,0,2,0,32.3,17,2.79,1187,3,7.9,6,0
2.39,2.38,50,54,0,10394.65,126.89,0,0,1,0,1,0,13.5,18,3.67,893,5,7.7,3,1
2.2,2.2,48,49,0,1105.27,2932.9,0,1,0,1,2,1,38.1,17,3.18,1031,2,17.1,7,0
3.04,3.01,48,50,2,19845.44,1325.9,0,0,1,0,2,1,10.2,18,3.83,1146,1,12.3,6,0
2.84,2.62,56,61,1,16393.87,10575.49,1,0,1,1,1,0,113.9,19,3.92,1028,2,2.6,7,1
2.78,2.8,50,51,1,14298.38,3424.76,0,0,0,1,0,1,14.2,27,3.49,1197,3,11.0,2,0
3.09,3.19,50,53,0,12717.29,1752.28,0,0,0,0,2,1,23.1,17,3.01,1004,2,38.6,4,0
3.7,2.99,42,45,1,56026.93,2035.47,0,1,1,1,1,1,19.9,20,4.0,1194,1,3.4,4,0
3.03,2.9,39,43,1,1688.0,580.46,1,1,0,1,0,0,16.0,21,3.73,1360,4,11.3,2,1
2.81,2.33,47,53,0,5109.5,6182.19,0,1,0,0,0,1,5.0,17,4.0,1231,4,4.8,7,0
2.7,2.76,39,44,0,1260.81,340.71,0,0,1,3,0,1,104.7,17,3.67,1087,7,0.9,5,0
2.16,2.59,40,43,0,1366.28,3016.87,1,1,0,2,1,1,16.1,29,3.32,982,3,5.9,3,0
2.37,2.94,49,52,0,7541.15,2444.03,0,0,1,2,1,1,244.0,17,3.69,1056,3,0.6,1,0
4.0,3.89,46,52,3,4296.77,1254.29,1,0,1,2,0,1,151.0,24,3.29,1275,6,34.4,4,0
2.65,3.19,48,53,0,5854.16,2587.48,0,0,1,1,0,1,6.5,22,3.62,1237,3,2.6,2,0
3.21,2.65,50,50,1,2088.08,3954.79,1,1,1,3,1,0,60.4,23,3.17,1199,0,1.2,6,0
2.91,2.82,52,54,1,4204.82,1519.77,0,1,0,0,0,1,108.8,17,2.97,938,6,3.4,2,0
2.82,2.98,43,48,1,7450.68,578.34,0,0,1,0,1,1,133.0,22,4.0,1114,5,1.8,5,0
3.14,3.28,51,54,3,1835.04,1569.08,0,0,0,1,1,1,458.7,17,3.38,1256,8,4.7,4,0
2.86,2.96,46,47,0,9072.63,1944.85,1,1,1,1,1,0,117.3,17,2.9,1254,3,3.1,2,0
2.64,2.99,39,40,0,65000.0,776.32,0,1,0,1,2,0,69.0,17,3.18,1078,4,2.9,3,0
2.73,2.72,49,54,2,14410.89,4213.17,0,1,1,3,2,0,32.0,21,2.6,967,2,35.2,4,0
2.63,3.21,38,41,1,1052.52,8323.56,1,1,0,1,3,1,5.0,17,3.38,1380,3,23.3,2,0
2.84,2.75,36,38,0,6658.82,2284.17,0,1,1,2,2,0,77.2,24,3.29,1263,0,17.9,5,0
3.3,2.97,55,56,0,2845.59,3229.73,0,0,0,1,2,1,10.8,17,3.46,885,4,3.7,3,0
1.99,2.26,45,51,3,959.24,465.68,1,0,1,0,2,0,234.8,22,3.41,1113,3,0.5,7,0
2.74,3.14,40,43,0,1108.14,1853.75,1,1,1,2,1,1,18.7,18,3.0,1310,4,0.3,5,0
2.55,2.92,57,61,0,16044.08,6395.98,1,0,0,2,1,1,51.6,19,3.16,893,0,8.1,3,0
2.83,2.24,47,52,0,2394.75,3541.15,1,1,0,0,1,1,32.9,18,3.1,1112,2,0.6,4,1
2.86,2.67,46,51,3,35099.9,253.93,1,1,0,3,0,1,43.9,17,2.89,1258,3,19.3,2,0
1.56,1.58,37,40,1,2638.46,381.96,1,0,1,3,2,0,233.1,20,2.72,1186,2,2.0,2,0
1.89,2.55,47,50,2,7045.81,1987.63,0,1,0,2,0,1,123.4,17,4.0,1317,2,6.7,4,0
3.79,3.19,42,47,0,8431.21,150.61,1,0,0,1,0,1,156.9,17,3.11,1115,4,3.1,6,0
2.47,3.13,47,49,3,11718.06,1778.57,1,1,1,3,2,1,226.3,17,2.8,1090,4,12.5,5,0
3.71,3.06,39,43,2,9427.55,20.96,0,0,1,3,1,1,182.1,19,3.22,1332,6,18.1,4,0
2.2,2.32,40,44,1,3135.15,6231.14,0,1,1,2,0,1,100.0,17,3.76,1044,4,4.8,7,0
2.5,2.35,53,57,4,6308.06,796.15,1,1,0,2,1,1,149.6,17,3.15,898,3,3.8,3,0
3.0,3.12,56,59,1,2195.62,2208.2,0,0,0,1,2,0,62.1,18,3.09,1143,6,5.2,3,0
2.08,2.53,31,33,1,12240.08,2816.26,0,0,0,0,2,1,101.3,17,2.99,1045,2,0.0,5,0
3.48,3.36,54,55,1,213.82,1598.58,0,1,1,0,0,1,45.0,23,2.26,1056,3,15.3,4,0
3.52,3.58,37,40,0,3080.06,7762.54,1,0,0,0,0,1,79.0,22,3.51,1137,4,12.8,3,0
1.79,2.65,62,64,4,3046.64,829.66,0,0,1,4,1,0,25.1,17,3.04,885,3,6.6,7,1
2.79,2.7,50,51,1,2198.89,1718.61,0,0,0,4,1,0,42.4,17,3.09,1174,1,0.7,3,0
4.0,3.68,32,36,1,5632.06,5065.71,0,0,0,0,1,1,29.2,21,3.33,1217,0,9.7,1,0
3.85,3.82,53,57,1,1493.76,4198.44,1,0,1,0,1,0,26.2,17,3.01,1334,4,1.5,8,1
2.99,2.79,45,47,0,11292.88,5317.05,0,0,1,0,1,1,25.6,17,3.14,1095,6,1.5,3,0
2.34,2.32,52,55,5,20493.3,18.18,0,0,0,0,1,1,13.4,18,3.09,1176,3,1.1,8,1
2.68,2.46,48,50,1,988.51,4768.94,1,0,1,1,2,0,81.7,18,3.42,1170,7,23.0,6,0
3.15,3.04,34,37,0,2690.07,270.19,0,0,0,1,0,0,24.6,19,3.38,1095,1,0.8,5,0
3.69,3.54,51,53,2,2420.12,770.74,0,0,1,0,2,1,169.8,17,3.55,1021,6,1.4,3,0
3.54,3.48,50,51,3,2276.39,462.66,0,0,0,2,4,0,186.6,18,3.62,971,3,11.2,6,0
3.35,3.5,36,39,0,3677.67,4450.68,0,1,1,3,0,0,69.8,20,3.08,1284,2,16.8,8,0
1.42,2.5,60,61,0,6447.69,5666.69,1,1,0,1,2,1,11.1,21,3.11,975,0,4.2,4,1
3.08,3.19,31,32,2,4513.06,893.89,1,1,1,0,2,0,147.0,20,3.89,1170,3,7.5,3,0
3.36,2.96,51,54,0,4426.12,978.16,0,1,0,2,1,0,50.2,18,2.96,952,3,3.6,2,1
2.81,2.94,42,47,2,2967.05,3551.81,0,0,0,0,1,1,228.5,18,2.92,1130,0,9.7,8,0
2.37,2.68,49,49,1,11704.67,963.85,1,1,0,2,0,1,11.8,26,2.83,806,3,8.9,5,0
1.44,2.25,40,44,1,6239.3,8.62,1,1,0,0,1,0,66.1,23,2.34,999,3,1.8,3,1
2.19,2.53,32,36,2,11871.21,1241.4,0,0,1,4,0,1,42.3,21,2.66,1041,2,7.6,1,0
3.12,2.42,38,40,1,23768.65,1219.84,0,0,1,0,1,0,237.7,20,3.12,1045,3,4.2,4,1
2.6,2.43,45,50,3,7807.53,580.48,1,0,1,2,2,1,24.3,23,3.91,1031,5,0.5,5,1
3.31,3.46,34,37,1,10586.14,1274.12,0,0,0,2,0,1,30.5,22,3.81,1091,1,15.3,6,0
2.84,3.36,62,66,2,10440.36,1320.85,1,0,0,0,2,1,165.2,22,3.07,985,0,2.1,2,0
3.19,3.23,48,50,0,1573.6,778.71,1,1,0,1,1,1,374.3,20,2.52,832,1,0.4,1,0
3.05,3.55,47,51,0,3139.53,83.12,0,1,0,2,3,0,168.9,19,3.31,1163,2,18.9,3,0
3.81,2.83,49,53,2,5531.43,3583.0,0,0,1,2,0,1,66.4,18,4.0,1029,5,12.2,7,0
4.0,3.53,55,59,0,3880.55,2325.45,0,1,1,1,2,1,105.2,18,4.0,1088,2,12.1,5,0
1.75,2.19,43,45,1,2366.43,10507.83,1,0,1,2,0,1,102.5,17,2.79,1013,3,1.4,4,0
1.8,2.06,43,45,3,3487.05,200.02,1,0,1,0,0,0,23.5,17,3.07,1394,3,2.7,6,1
2.89,2.59,35,38,0,7252.39,2641.06,1,1,0,0,0,1,19.7,21,3.77,1034,6,6.4,2,1
2.16,2.07,42,48,1,2155.56,1319.44,1,0,0,3,2,1,203.5,17,4.0,1133,2,1.7,4,0
1.01,1.77,43,46,1,25836.13,4140.45,1,0,0,0,2,1,10.1,21,3.39,1333,2,4.7,6,1
3.71,2.98,49,50,2,11264.7,4991.29,0,0,1,1,3,1,185.1,17,3.84,903,3,12.5,5,0
3.33,2.79,41,42,0,4397.18,6506.95,0,1,0,0,2,1,70.7,18,3.31,1410,4,10.8,4,0
3.54,3.08,44,47,4,25398.43,2789.64,1,1,1,1,0,1,68.8,19,3.13,1109,4,8.6,2,0
2.69,2.87,35,40,2,1298.76,4006.38,0,0,1,0,0,0,34.0,22,2.68,1006,4,13.2,6,1
2.96,2.67,36,40,1,1222.55,2351.62,0,1,0,2,1,1,61.9,18,2.01,1012,3,6.8,5,0
1.98,2.6,40,41,0,20689.99,2367.14,1,1,0,4,0,1,132.9,22,3.89,1311,9,17.6,4,0
3.77,3.27,48,48,1,8219.23,642.91,1,1,0,1,1,0,176.0,18,2.67,969,1,4.3,3,0
3.16,3.23,44,48,3,1509.02,6157.6,1,0,1,4,0,0,103.0,22,3.82,1027,2,5.6,4,1
2.56,2.66,54,54,0,4978.88,6476.76,0,1,0,2,1,1,282.1,17,2.81,1271,1,0.4,5,0
3.05,3.08,37,42,2,2881.77,3409.76,0,0,1,0,1,1,31.7,20,2.97,983,3,2.1,1,0
2.71,2.61,42,43,1,15622.4,3195.04,0,1,0,2,1,0,1104.9,18,2.27,922,2,0.9,6,1
2.43,2.8,48,49,4,6783.72,690.43,0,1,0,1,1,1,167.3,19,3.41,1112,3,1.4,8,0
3.02,2.63,53,56,3,3208.99,156.09,0,1,0,0,0,0,46.6,19,3.41,1252,3,26.0,5,1
3.12,3.05,42,43,0,32763.63,612.32,0,0,0,2,4,0,6.1,23,2.83,1039,2,0.7,3,0
3.82,3.5,34,36,0,5333.01,2142.74,0,1,0,0,3,1,10.7,20,3.12,1231,5,5.6,6,0
2.34,2.79,35,36,0,4161.44,2447.73,1,1,1,2,1,1,51.2,19,4.0,990,1,10.7,3,0
1.03,1.71,52,59,2,14330.7,3294.59,0,0,1,3,4,1,54.7,17,3.47,1273,3,4.7,4,1
2.71,3.42,48,51,1,1922.43,824.98,1,0,1,2,1,1,23.8,20,3.86,1306,3,31.3,8,0
2.6,2.86,45,48,3,7331.14,3886.44,0,1,0,1,1,0,206.3,20,3.59,1182,3,9.4,6,0
