customer_tier,account_age_months,num_open_tickets,priority_level,submission_hour,is_weekend,num_users_on_account,monthly_spend,product_module,days_since_last_ticket,escalation_history_count,ticket_description,department
0,3,2,1,16,0,13,409.73,1,37,0,details details setup import data service user problem,Onboarding
2,74,0,1,11,0,3,781.45,1,9,0,team help invoice please check details help need time help,Billing
2,9,2,2,11,0,2,985.17,3,5,2,support issue resolved urgent system account not working need invoice yesterday,Billing
0,6,0,1,1,0,47,2026.24,0,36,0,invoice time access today please contact contact,Billing
2,34,0,1,22,0,9,196.0,2,14,0,roadmap urgent request broken broken,Feature_Request
2,8,3,2,4,0,9,1257.6,1,0,0,page time system bug unable issue,Technical
1,17,2,2,21,0,12,260.23,0,33,0,fix breach page update account contact user urgent team fix,Security
3,11,2,1,0,0,18,313.26,1,5,0,information problem account error loading unable API,Technical
3,4,2,1,22,0,12,1344.23,3,3,0,not working unable getting started error details issue import data,Onboarding
2,16,0,1,1,0,8,109.81,4,5,0,unable account timeout loading request update broken unable request fix,Technical
1,88,2,1,1,0,6,1856.65,4,14,1,change need breach contact system,Security
1,3,2,1,22,0,3,405.17,0,31,0,today help account change contact vulnerability today help today time,Security
3,41,3,1,1,0,31,3822.06,1,8,0,service contact error yesterday not working phishing broken page loading,Security
2,24,1,1,20,1,12,1076.38,1,62,0,invoice check support yesterday not working,Billing
0,26,0,1,17,0,1,111.16,0,8,1,error issue information service account system issue page,Technical
1,9,4,1,8,0,3,791.83,1,36,0,not working system loading overcharge change issue not working,Billing
3,15,3,1,18,0,12,107.72,5,17,0,change change need timeout issue yesterday resolved error,Technical
1,66,1,1,8,0,3,218.76,4,44,0,account update broken please check please system team access,Onboarding
3,20,2,1,21,0,10,300.45,3,31,0,timeout information today team bug team information problem today,Technical
0,23,0,1,14,0,10,261.55,2,13,1,details fix help today,Billing
3,12,2,1,7,0,5,394.15,3,4,1,page resolved details service fix request crash broken need,Technical
2,1,1,2,11,0,14,962.71,0,13,1,user yesterday time system user getting started change,Onboarding
1,18,1,1,8,0,5,310.86,0,54,1,today system unable resolved invoice contact,Billing
2,9,2,1,11,0,4,129.36,3,31,1,issue yesterday contact need please crash,Technical
2,18,1,1,23,0,6,113.18,0,23,0,help broken contact service issue support subscription support please,Billing
3,34,2,1,2,0,105,39.43,5,91,0,user not working yesterday broken check resolved please check unauthorized,Security
3,21,1,1,19,0,3,58.5,1,41,0,problem time unable need account need import data,Onboarding
3,76,4,1,6,0,6,765.92,4,23,0,yesterday team user help request update team issue subscription,Billing
0,33,1,2,2,0,28,282.79,2,18,0,support today please add feature account user please request,Feature_Request
2,15,2,2,7,0,1,162.08,2,19,1,help password team request not working,Account
3,60,2,2,16,0,3,1239.87,5,50,0,please page fix not working error yesterday system error help timeout,Technical
2,42,3,3,16,0,5,907.08,1,17,0,issue need user system fix system error user SSO,Account
3,4,1,3,19,0,8,209.02,1,0,1,resolved access yesterday today loading loading support subscription,Billing
2,20,0,2,1,0,1,192.47,2,18,2,API unable fix details unable account help unable yesterday,Technical
0,11,1,1,2,0,8,3886.78,2,26,0,contact issue error would like problem yesterday user update team,Feature_Request
0,24,1,1,17,0,23,168.84,2,24,0,service details need check timeout access change request,Technical
3,20,1,1,11,0,6,547.54,3,20,1,need problem team not working resolved password today,Account
3,36,0,3,16,1,5,934.19,4,2,0,issue contact change details team loading loading check broken,Feature_Request
0,25,2,1,13,0,24,405.71,1,31,1,access crash urgent information loading request today details request account,Technical
1,1,0,1,5,0,11,1768.26,5,21,2,check not working yesterday today urgent invoice,Billing
1,1,2,3,21,0,1,1802.45,3,21,1,resolved information issue service service change time invoice,Billing
2,46,0,1,0,0,1,730.72,3,11,0,help support resolved resolved team need details API request page,Technical
0,32,5,2,16,0,2,878.84,3,24,1,change support today details password resolved,Account
0,10,3,2,13,1,19,104.12,1,3,0,not working service invoice update information fix issue time,Billing
3,4,0,1,9,0,64,1465.47,2,39,1,urgent details contact contact today,Technical
3,1,0,1,6,0,39,1594.41,4,1,3,access page urgent yesterday,Billing
0,11,0,3,9,0,17,195.31,1,6,0,problem access support unable team not working unable bug system check,Technical
0,30,2,1,4,0,15,4766.86,4,70,1,error please problem access access account enhance user fix,Feature_Request
2,8,2,3,7,1,2,389.84,3,10,0,resolved support user page broken please please check getting started,Onboarding
3,34,3,2,22,0,27,363.29,0,47,1,unable today details error team update subscription resolved,Billing
0,19,1,1,15,0,3,14.89,4,11,2,bug resolved change information contact,Technical
2,25,1,2,10,0,9,85.8,2,2,0,time bug fix yesterday help,Technical
0,49,4,1,15,0,26,231.42,0,22,0,support subscription unable information broken not working time unable,Billing
2,1,1,3,22,0,8,207.34,0,11,1,contact crash request information information update,Technical
2,18,3,1,17,0,18,116.07,5,26,1,unable time access help broken invoice details,Billing
3,11,0,1,17,0,1,952.17,3,66,0,help change breach contact access,Security
2,22,3,1,3,0,13,96.83,3,0,2,details time access please loading,Billing
1,1,1,1,4,1,8,71.13,1,19,0,service problem service migration need,Onboarding
1,23,1,1,2,0,1,651.59,0,17,0,please time resolved help urgent urgent yesterday yesterday unable,Onboarding
3,1,3,3,0,0,8,157.43,0,2,1,problem problem fix error breach loading,Security
1,55,0,1,6,1,2,1075.67,2,12,0,not working broken time update urgent problem details please password need,Account
3,2,2,2,7,1,25,624.53,5,20,0,problem resolved contact broken details account enhance contact,Feature_Request
0,21,1,1,16,1,7,100.83,4,13,0,password check not working broken time information need error loading fix,Account
3,2,2,1,21,0,4,41.93,2,3,1,request request details change system today yesterday broken vulnerability,Security
0,9,1,1,21,0,6,781.04,4,72,0,page error details page need support please loading yesterday,Technical
3,5,2,1,15,0,14,310.35,3,44,0,account problem problem need urgent change enhance fix,Feature_Request
0,11,2,2,1,0,2,112.31,3,123,0,team contact unable system add feature contact,Feature_Request
1,47,1,2,20,0,1,864.23,5,105,0,error login check please problem,Account
0,16,1,1,23,1,12,352.32,3,34,0,access system overcharge broken request,Billing
3,91,1,1,9,0,1,577.3,5,24,1,help today not working overcharge check user invoice broken update check not working,Billing
1,8,1,1,11,0,13,184.33,1,13,0,today team problem loading urgent password service,Account
3,14,0,1,15,0,11,706.78,2,79,1,loading time support service request,Technical
3,12,1,2,3,1,3,2003.1,1,20,1,service would like resolved user information issue,Feature_Request
2,7,2,1,20,0,17,182.43,5,35,0,details page time update invoice information,Billing
3,24,2,1,0,0,20,642.71,0,16,3,service access access support problem contact resolved problem,Account
0,29,1,1,8,0,3,160.35,5,15,1,please contact help timeout team account,Technical
0,64,2,2,19,0,7,341.14,0,2,1,team account support details page timeout,Technical
0,2,1,1,1,0,5,1415.06,1,9,0,support need update account crash request urgent service please service,Technical
1,3,2,1,13,0,2,1251.11,3,83,0,system problem time problem API unable contact,Technical
1,40,1,1,2,0,2,164.24,5,20,0,broken service problem overcharge please details unable resolved,Billing
1,8,1,3,23,0,23,35.49,0,29,1,page broken details loading change roadmap urgent fix,Feature_Request
0,19,1,2,12,0,9,1515.16,5,9,0,request check time update request subscription,Billing
3,69,3,3,16,1,19,235.66,0,4,0,team help time issue,Technical
1,24,2,2,2,0,13,658.61,4,11,0,user information page API fix check urgent,Technical
1,75,2,1,21,0,2,993.29,1,6,0,urgent service change broken check subscription need issue,Billing
1,77,1,1,15,0,4,7797.41,2,23,1,yesterday broken overcharge need check,Billing
1,21,3,2,8,0,1,68.42,4,29,0,would like problem change please update error,Feature_Request
3,7,2,2,14,1,29,530.72,3,9,0,yesterday team need team information,Technical
2,1,0,1,3,0,4,367.25,2,37,0,urgent need account change request request timeout service urgent need,Technical
0,1,2,2,22,1,23,9597.67,1,18,0,resolved contact refund support contact,Billing
1,37,0,3,17,0,3,270.99,4,8,0,urgent resolved password today user,Account
0,2,2,1,4,0,34,32.94,1,11,0,service page broken system breach service time,Security
1,1,3,2,6,0,2,4304.6,3,67,0,today help bug please check time page,Technical
2,1,2,1,14,0,22,72.79,0,8,1,today time page error help time error time migration service,Onboarding
2,21,1,2,4,0,33,818.42,5,32,0,need time change team broken error yesterday resolved password,Account
0,23,1,1,6,0,20,395.0,0,29,0,update broken change not working user user check system migration,Onboarding
1,21,2,1,13,0,14,463.07,3,16,0,urgent loading urgent need enhance team,Feature_Request
1,15,0,1,1,0,7,319.71,1,4,0,page overcharge need error unable page,Billing
1,12,0,2,14,0,7,956.54,0,70,0,access update please time problem service refund request unable,Billing
0,59,2,1,11,0,4,76.84,1,8,1,page yesterday fix unable information update crash support team check,Technical
1,12,1,1,22,0,8,598.78,0,14,0,account change not working help problem check broken,Billing
1,10,0,1,21,1,22,418.68,1,6,0,error user issue API account unable system check change loading,Technical
2,26,0,1,19,0,2,265.53,1,11,1,time broken urgent urgent change page would like loading please unable,Feature_Request
0,4,3,2,15,1,5,775.93,2,35,0,information fix resolved system not working API need request check,Technical
3,27,2,1,12,0,10,109.1,3,31,0,broken urgent urgent issue bug page access,Technical
3,10,1,2,21,0,6,281.81,0,42,1,request details broken issue time time please contact user,Billing
0,15,0,3,21,0,8,1526.35,2,11,1,page not working please change support,Onboarding
2,25,0,2,2,0,6,162.03,3,4,0,issue account error system request request error fix login,Account
0,4,0,2,5,0,20,1719.23,1,80,1,not working access overcharge loading urgent access service account help issue,Billing
0,3,2,1,21,0,3,80.25,5,1,0,overcharge time need fix broken not working need loading fix,Billing
3,38,0,3,20,0,6,171.84,1,13,0,contact issue support problem need access not working,Technical
1,19,2,2,11,0,13,1891.06,4,1,0,resolved help SSO error yesterday user help access access fix,Account
0,4,2,1,10,0,4,21.42,0,13,0,urgent account details system subscription information problem loading,Billing
1,23,2,1,9,0,7,7957.78,4,5,0,roadmap access broken please broken loading page,Feature_Request
0,37,3,2,18,0,7,186.43,1,56,1,need not working access check check service need information,Feature_Request
1,33,0,1,16,0,53,863.42,0,13,1,service login request request help loading time request system,Account
3,6,2,2,0,0,29,506.45,3,3,1,urgent urgent bug need time resolved page information,Technical
1,22,2,1,21,0,5,204.66,3,14,0,problem unable SSO help support loading,Account
2,18,1,1,14,0,8,3580.64,5,2,1,invoice system update issue service check,Billing
3,10,0,2,17,0,7,233.03,4,9,0,not working help access team bug please,Technical
0,1,2,2,2,0,17,148.98,1,46,0,information details account issue unable,Technical
2,23,1,3,22,0,1,493.81,4,4,1,password password today urgent error resolved loading information contact unable yesterday,Account
1,24,1,2,7,1,6,607.3,3,0,0,check would like time request information,Feature_Request
2,11,0,1,17,0,2,129.95,5,26,0,invoice today problem issue yesterday information error request check user,Billing
2,31,0,2,23,1,2,468.01,2,9,0,resolved details API change account account today,Technical
2,9,3,2,0,1,5,98.14,3,117,1,please user urgent not working issue contact broken contact permission account,Account
1,6,3,3,16,0,6,524.24,5,8,0,access broken user page add feature service yesterday please account,Feature_Request
1,1,1,1,11,0,6,3801.45,5,8,0,page help please system problem loading overcharge system fix,Billing
1,69,1,1,12,1,7,883.61,4,5,0,access please please information broken error account,Technical
2,18,0,2,23,0,9,129.06,0,46,1,change yesterday system bug access check,Technical
1,23,2,1,0,0,7,263.05,2,22,1,enhance team please update user page user service page not working,Feature_Request
3,5,2,1,15,1,4,474.17,2,20,0,access loading check update resolved loading system subscription fix,Billing
0,50,3,1,9,0,3,191.22,5,41,0,support change error request problem check error check error bug,Technical
3,46,0,2,2,1,2,592.5,4,20,1,contact error page today SSO check password account issue help,Account
1,1,3,1,10,1,1,336.17,3,0,0,system resolved account API check unable crash,Technical
0,12,2,1,1,0,11,941.92,4,65,1,unable import data loading problem information please update error,Onboarding
1,13,3,1,2,0,3,105.43,4,18,0,service access password today issue,Account
3,1,0,2,19,0,6,357.42,0,5,1,urgent page service resolved,Feature_Request
2,8,2,1,13,0,6,1719.15,2,22,1,please team resolved unable error access check import data,Onboarding
2,18,2,1,18,1,27,210.62,4,10,0,contact yesterday support time fix urgent phishing today unable,Security
2,7,1,1,12,0,35,510.67,1,39,0,urgent not working service account time refund today user,Billing
1,9,2,1,1,1,2,239.06,1,45,0,user unable information user information today timeout,Technical
0,56,0,1,9,0,4,107.33,2,46,2,fix bug please service contact access unable,Technical
0,44,1,1,8,0,13,360.22,0,24,0,user loading team check system SSO team,Account
2,45,1,3,14,0,3,776.7,2,61,0,fix time today not working update,Billing
3,13,0,3,12,0,35,2395.82,5,26,0,information unable roadmap support add feature details,Feature_Request
2,35,3,1,10,0,9,56.56,3,69,1,loading user system contact need need issue crash request today,Technical
2,20,3,1,5,0,45,140.62,1,86,2,resolved yesterday resolved user login urgent,Account
2,59,0,1,22,0,23,6955.52,4,30,0,urgent please loading need support change fix,Onboarding
1,13,1,1,18,0,21,112.2,5,17,0,support check check contact contact permission,Account
2,10,2,3,1,1,11,139.31,4,66,3,error contact account request information vulnerability,Security
1,42,0,3,2,0,11,24.82,2,92,1,fix error enhance user fix not working access unable,Feature_Request
0,34,4,2,5,0,14,1310.3,1,30,0,yesterday system check error today today timeout loading check fix,Technical
0,4,5,1,0,0,2,225.77,1,27,1,help time access fix bug resolved today resolved,Technical
0,3,1,1,10,0,9,172.45,2,56,0,problem help need access user help bug check,Technical
2,6,2,1,14,1,75,1045.16,1,1,1,issue user issue yesterday yesterday enhance,Feature_Request
0,23,0,1,23,0,19,303.05,0,26,1,today loading loading vulnerability time check,Security
3,36,0,2,6,1,12,319.33,3,3,0,support contact information crash information user change loading information,Technical
0,26,1,2,3,0,3,136.72,2,32,0,problem request system subscription fix,Billing
0,5,2,1,8,0,2,204.32,2,61,0,team check broken time,Technical
1,19,0,1,9,0,1,466.43,0,14,0,contact enhance not working team add feature problem today,Feature_Request
1,2,0,2,16,0,3,275.94,3,26,0,check user crash help request bug check,Technical
1,26,0,2,13,0,4,42.54,3,26,0,issue unable today loading crash help urgent contact user,Technical
3,32,4,3,22,0,12,441.59,5,11,0,check team urgent bug request help access,Technical
0,1,1,1,22,0,45,288.16,5,6,0,page bug today change help problem loading,Technical
1,59,4,1,17,0,14,448.21,2,6,1,loading team page time,Account
1,53,0,1,17,0,102,1021.43,5,10,0,problem refund not working details time yesterday please,Billing
2,3,3,2,8,0,18,5119.04,3,67,0,team check check timeout urgent,Technical
2,41,2,1,17,0,19,359.84,5,28,0,team bug page check user API user,Technical
1,15,3,1,9,0,4,208.57,1,74,0,please unauthorized today account unable account support,Security
1,79,3,1,15,0,6,706.48,5,1,2,resolved check today time team,Account
0,49,1,2,0,0,12,442.8,0,8,2,please help update please,Technical
2,18,1,1,20,0,4,323.72,2,82,0,not working timeout check problem team,Technical
0,51,1,1,10,0,10,312.64,4,19,0,time resolved check information time change problem,Billing
3,37,1,1,20,1,8,625.92,0,2,0,user access problem check crash request,Technical
3,3,2,2,10,1,15,368.71,5,5,1,change change change not working yesterday urgent page service refund,Billing
2,3,2,3,10,0,2,319.16,1,21,1,resolved user error time urgent team loading contact setup system,Onboarding
2,25,4,1,2,0,11,1125.53,4,7,0,team help issue loading broken today details not working page,Technical
3,16,4,1,19,1,2,1077.95,0,35,0,details broken loading urgent resolved not working enhance,Feature_Request
1,38,1,1,6,0,4,203.14,1,1,1,update user fix access timeout,Technical
3,9,2,1,3,0,4,1004.78,5,5,0,problem yesterday overcharge check system,Billing
2,2,4,3,13,0,15,289.91,1,19,0,details change problem yesterday urgent update,Account
1,26,0,2,7,1,26,1489.87,5,13,1,help broken yesterday problem crash urgent,Technical
0,41,2,1,2,0,2,486.54,2,6,0,help broken need details unable timeout check update issue,Technical
3,1,3,1,6,1,7,5203.08,0,28,0,check page time contact information information information service password,Account
3,21,3,2,8,0,5,1333.8,4,21,0,today access API fix update issue change service please,Technical
1,5,1,3,5,0,3,1791.51,0,66,0,resolved system resolved please page account update crash broken,Technical
0,12,1,1,10,0,7,390.59,2,33,0,today information broken user details getting started team team,Onboarding
0,57,0,2,20,0,3,820.58,4,82,0,user help information loading,Feature_Request
2,7,1,1,14,0,21,526.1,2,12,0,access issue bug page today,Technical
3,38,1,2,18,1,9,805.78,1,0,1,information not working service help migration system getting started unable user,Onboarding
2,14,2,1,22,0,27,5477.1,2,30,1,support service yesterday need,Account
1,7,3,2,12,0,17,325.81,0,15,0,service overcharge loading team please today broken,Billing
2,35,0,2,20,0,2,305.78,4,13,0,bug error details page problem,Technical
1,16,1,2,11,0,1,14304.43,3,51,1,information request migration resolved details user change,Onboarding
3,44,3,2,19,0,1,188.56,2,26,0,information help change getting started request need check access,Onboarding
3,2,0,1,12,0,5,2853.77,4,37,0,invoice please fix urgent need change check,Billing
3,60,0,1,14,0,18,1263.65,2,59,0,loading change unable change today yesterday update unable API service,Technical
1,5,3,1,10,0,23,1388.79,4,54,0,service not working contact problem problem,Onboarding
3,3,4,2,15,1,13,871.78,2,29,0,change error issue roadmap error,Feature_Request
3,20,2,2,11,0,8,602.78,2,53,2,broken information fix API access user update yesterday details,Technical
3,8,0,2,11,0,4,216.95,0,3,0,urgent update information unable page check subscription,Billing
2,102,0,2,9,1,2,337.11,1,54,0,today refund broken user user account yesterday need help,Billing
2,14,0,2,6,0,19,536.55,4,6,0,service need access access system unable overcharge update,Billing
1,25,0,2,15,1,3,63.31,2,12,1,issue account timeout time request urgent team system team,Technical
2,13,1,2,16,0,11,1303.44,2,1,0,update details change system details fix change would like not working,Feature_Request
2,114,2,1,4,1,4,595.99,0,11,1,permission today please check broken error team service issue,Account
3,32,2,1,16,0,11,1093.97,4,2,1,team timeout team account account problem problem,Technical
1,6,3,2,8,0,7,1735.61,3,13,0,help unable timeout urgent resolved timeout issue support urgent,Technical
3,13,1,3,7,1,7,240.92,1,11,1,refund user error service service system,Billing
2,5,5,2,13,0,2,63.88,5,3,0,help check support service team,Feature_Request
3,12,1,2,23,0,4,39.04,2,2,1,yesterday overcharge update change access resolved unable details problem,Billing
0,26,4,2,17,0,4,1311.54,3,61,0,loading not working time yesterday timeout update,Technical
1,4,0,1,1,0,10,153.11,4,14,0,contact error broken problem information user support details,Onboarding
0,7,3,3,5,1,2,2971.19,0,28,3,page problem user check crash loading,Technical
2,12,2,1,15,0,5,1187.12,1,11,0,team help time access support contact resolved migration support contact,Onboarding
2,23,1,1,13,0,1,396.71,3,7,1,unable user system urgent,Account
3,68,0,1,13,0,6,624.06,5,13,1,yesterday information enhance page check update issue system user,Feature_Request
0,5,0,1,19,0,11,263.78,5,38,0,unable team invoice unable issue urgent problem invoice not working update,Billing
0,10,3,3,19,1,4,8170.74,2,34,0,problem access request SSO contact,Account
0,77,1,1,2,0,3,168.87,2,3,0,support contact unable user support timeout not working,Technical
1,68,2,1,9,0,3,253.47,4,15,1,contact resolved change resolved issue login page yesterday not working,Account
2,3,1,2,19,1,6,53.73,4,3,0,check team not working team,Account
3,17,0,2,14,0,15,49.18,0,24,0,account resolved change urgent add feature not working team,Feature_Request
0,19,0,2,12,0,1,4111.9,1,59,1,help yesterday details request help refund,Billing
3,2,3,2,7,0,1,164.4,5,24,1,urgent fix error today team help system fix page,Feature_Request
3,27,2,2,3,0,48,19.26,4,15,0,problem user contact change check time invoice user access,Billing
2,35,2,3,3,0,7,406.25,4,53,1,unable error request not working problem subscription system update resolved,Billing
3,2,3,1,4,0,45,433.63,1,78,1,service information help support vulnerability information today please help,Security
0,43,1,2,23,0,45,8569.38,0,13,1,not working time timeout please contact fix fix today,Technical
1,8,0,1,7,1,15,713.52,4,15,1,error broken update please problem need update not working contact refund,Billing
3,16,1,2,11,0,20,595.9,3,18,1,enhance change urgent loading user details user not working change,Feature_Request
2,7,1,3,20,0,11,331.99,2,8,1,contact support urgent please today support overcharge today change check,Billing
2,1,3,2,6,0,40,728.01,0,60,0,access problem contact account yesterday getting started help system resolved,Onboarding
2,2,2,1,10,0,10,2527.48,0,34,2,check unable migration help broken,Onboarding
0,7,1,2,0,0,16,324.77,4,9,0,need SSO team help resolved user today password issue support access,Account
2,13,1,2,8,0,6,273.2,4,18,0,refund urgent system user check request system not working,Billing
3,28,1,3,17,0,11,1238.2,1,27,0,issue support details account change unable service,Feature_Request
2,86,2,1,7,0,5,1722.56,4,30,0,problem urgent system fix overcharge problem,Billing
0,59,1,1,12,1,13,139.24,4,7,1,migration request urgent page error,Onboarding
2,19,0,3,23,0,1,171.65,3,27,0,unable contact please unable timeout change fix resolved loading contact,Technical
1,17,3,1,1,0,39,1043.36,4,22,0,broken help invoice refund urgent issue user broken,Billing
2,22,1,1,11,0,6,1627.1,3,25,1,system today problem broken login time change page user loading,Account
3,17,2,2,13,1,6,759.18,4,99,0,phishing request broken details error,Security
1,9,1,2,5,0,1,3292.34,0,56,1,need service issue broken yesterday refund user system service,Billing
2,37,1,3,9,0,7,197.05,1,9,0,please invoice system yesterday contact yesterday access error urgent not working,Billing
1,24,2,1,17,0,12,141.13,5,13,0,need time issue account problem permission,Account
3,1,1,1,16,0,13,162.0,2,58,0,resolved fix yesterday help check crash update,Technical
2,1,2,1,1,1,10,681.65,4,4,0,permission contact page access change information unable,Account
1,16,1,2,8,0,50,456.65,0,10,2,refund issue broken service change information request please please resolved,Billing
3,2,0,1,7,0,22,692.98,4,23,2,time unable team loading request subscription page request problem issue,Billing
0,2,1,1,14,0,5,249.36,3,1,0,today subscription request account system,Billing
1,55,3,1,12,0,37,972.85,1,25,1,today please contact overcharge unable,Billing
0,32,1,1,7,0,4,509.58,2,11,2,check problem account crash information update error support yesterday,Technical
2,1,1,1,11,1,13,3126.11,5,2,0,time user please loading today timeout account resolved contact loading,Technical
0,42,2,3,12,1,8,89.09,3,0,2,yesterday unable need unable invoice,Billing
0,11,2,1,20,0,20,843.03,2,26,0,help details team refund details,Billing
2,1,1,2,15,1,5,495.85,3,15,0,not working page crash unable update change,Technical
2,3,0,1,13,0,4,82.04,1,26,0,team check overcharge team system service,Billing
0,15,1,3,21,0,1,1380.13,0,38,0,please information team issue support overcharge contact,Billing
0,44,1,2,5,1,4,1128.61,5,166,0,access time account fix loading,Account
1,7,1,3,6,0,6,701.74,4,28,0,migration request information please broken team,Onboarding
2,41,1,2,16,1,7,664.82,0,110,0,team request today broken information time broken not working bug request,Technical
1,42,0,1,10,0,15,365.57,0,22,1,help information contact access details getting started broken,Onboarding
0,104,1,2,22,0,2,49.94,5,1,1,yesterday problem problem migration need import data yesterday,Onboarding
1,55,0,2,12,1,1,509.7,0,18,0,urgent request update user yesterday vulnerability,Security
0,35,2,2,14,0,25,581.57,2,7,2,change permission access system change today loading,Account
0,7,0,1,14,0,10,87.28,1,2,1,refund fix need request page broken urgent update,Billing
3,39,0,1,11,0,3,568.1,0,6,0,enhance yesterday resolved information unable support page error please,Feature_Request
1,18,3,1,22,0,1,342.79,2,51,0,change please loading service fix issue setup,Onboarding
1,25,2,1,18,0,9,1732.26,2,1,0,password need not working today system support,Account
0,5,1,2,19,1,15,324.29,4,22,0,need invoice issue contact broken not working check,Billing
2,21,1,1,17,0,11,200.27,2,17,3,yesterday details request page unable,Onboarding
2,14,1,3,14,0,2,94.81,3,10,0,issue request fix loading API request,Technical
3,30,2,1,10,0,7,206.96,5,1,1,details issue broken change contact issue refund request,Billing
0,13,2,2,2,0,23,2676.39,0,5,0,support details user unable access refund today,Billing
3,44,3,1,8,0,9,373.66,4,11,0,overcharge details information system resolved fix please check service,Billing
0,1,1,2,13,0,4,784.08,0,13,1,time contact check team need team timeout check account,Technical
1,18,1,3,16,0,51,32.7,1,40,1,change check unable need team password information,Account
3,5,1,1,5,0,2,171.08,2,32,0,broken yesterday support resolved change SSO,Account
1,9,1,1,4,1,10,289.98,2,57,0,invoice fix loading need account subscription,Billing
0,24,4,2,1,0,3,107.43,4,97,2,today account support today update support not working information invoice broken,Billing
2,33,2,1,3,0,10,340.14,3,72,0,help details broken support crash details loading service,Technical
2,7,2,1,21,1,23,546.54,2,15,0,fix update support error login fix resolved,Account
3,28,2,2,6,0,3,327.96,2,6,0,yesterday page not working change would like broken,Feature_Request
2,20,2,1,19,0,12,33.41,1,0,1,please migration loading yesterday yesterday problem time unable time update,Onboarding
2,1,0,2,1,1,43,30.11,1,11,0,team access help check urgent team service please subscription yesterday,Billing
0,89,0,1,6,0,17,234.81,1,16,1,urgent urgent check help unable error migration support error,Onboarding
2,1,2,1,0,0,1,807.19,3,7,0,information support time overcharge information unable yesterday,Billing
3,55,0,1,6,1,7,112.51,5,78,0,details permission urgent check fix change fix unable,Account
3,18,2,2,18,0,8,1543.68,4,12,1,error time fix user request information broken issue resolved,Billing
1,54,3,1,3,0,5,360.98,5,132,2,account user page urgent permission loading,Account
0,21,3,1,6,0,7,330.63,5,20,3,not working check system check problem page would like unable,Feature_Request
0,13,1,1,8,1,36,1565.25,1,3,1,information account broken need please information not working today,Billing
2,15,0,1,4,0,25,1417.4,3,37,0,today request SSO broken system unable broken,Account
0,25,1,2,10,0,1,2895.68,0,30,1,broken account change time update,Technical
3,11,4,2,2,0,4,1160.24,1,50,0,resolved details change contact not working help subscription refund,Billing
2,26,0,1,22,0,3,330.89,3,0,0,problem timeout not working contact please resolved issue resolved yesterday,Technical
0,10,0,2,12,0,4,390.74,5,21,0,help change fix page problem time access,Billing
1,1,3,1,22,0,2,939.84,1,19,0,information vulnerability time unauthorized problem account,Security
3,57,1,1,15,0,16,2214.44,2,24,2,time urgent resolved today resolved details page invoice update,Billing
2,18,0,1,5,0,21,880.15,0,15,2,support error contact subscription unable service,Billing
1,20,2,1,20,0,3,573.09,5,22,0,change time information setup problem check check yesterday,Onboarding
2,54,2,1,18,0,2,944.11,1,4,0,today contact timeout bug urgent update,Technical
3,30,2,2,5,0,9,285.4,1,5,2,team not working today update change system subscription,Billing
1,3,2,2,8,1,33,1401.33,2,9,0,yesterday request information need not working overcharge,Billing
3,7,1,1,1,0,3,173.71,5,5,0,import data resolved today account getting started access please,Onboarding
3,19,1,1,12,0,28,562.09,1,21,0,access user check user yesterday permission,Account
3,1,1,2,3,0,10,236.83,0,33,1,page today information support,Technical
0,9,1,1,23,0,2,1141.16,2,26,0,time not working time need not working user migration details,Onboarding
2,68,1,1,15,0,1,438.29,1,13,1,please import data unable help resolved user getting started today not working,Onboarding
2,9,3,2,1,0,40,86.8,2,27,0,support today yesterday user fix resolved access details,Onboarding
2,7,2,2,17,0,3,195.94,5,15,0,access password please today account please yesterday need request not working,Account
2,49,1,1,14,0,16,93.77,4,46,0,contact crash check today page service help crash update urgent today,Technical
2,2,1,2,20,0,3,507.25,0,77,1,details contact team bug time urgent,Technical
2,1,0,1,16,1,6,153.11,4,12,0,contact support account change urgent user resolved bug,Technical
1,4,1,1,18,0,5,618.04,3,8,1,broken fix problem information account not working system issue,Feature_Request
3,24,3,2,23,1,15,424.57,3,17,1,request API yesterday loading urgent yesterday,Technical
3,20,0,1,9,0,2,517.56,4,41,0,overcharge please not working time time system,Billing
2,82,0,2,15,0,6,4271.0,5,74,1,time need timeout resolved service account not working change,Technical
2,9,1,1,20,0,26,397.78,2,15,0,resolved update contact check access check error loading,Technical
3,32,0,3,10,0,36,295.43,0,25,0,would like loading issue error error page,Feature_Request
3,18,0,1,7,0,6,2191.58,5,28,1,details loading API need help fix service information request help API,Technical
0,5,1,1,4,0,2,1301.39,1,7,1,subscription contact loading page need,Billing
3,68,3,1,0,0,7,431.26,5,9,0,details password change not working issue change,Account
2,34,1,1,13,0,13,519.13,3,37,2,not working help user please yesterday request bug access details,Technical
3,4,0,2,8,0,8,119.6,5,5,0,yesterday loading error resolved user page user,Billing
2,1,1,2,7,0,3,913.12,5,50,1,resolved change time team page,Technical
3,112,1,3,17,0,38,150.58,3,1,0,time problem permission update yesterday team help request,Account
1,7,2,1,21,0,8,1570.59,4,2,0,would like issue issue not working page fix check,Feature_Request
1,1,6,2,9,0,5,251.93,1,4,0,yesterday password support update resolved loading today problem user,Account
1,23,0,2,0,0,3,191.71,0,51,1,contact fix urgent unauthorized problem account contact,Security
3,2,0,2,2,0,4,387.33,3,6,2,change check system please,Billing
