years_at_company,monthly_salary,overtime_hours_per_week,num_projects,last_promotion_months_ago,satisfaction_score,manager_rating,department,commute_distance_miles,stock_option_level,training_hours_last_year,work_life_balance,relationship_with_manager,age,education_level,num_companies_worked,years_since_role_change,performance_rating,target
3.8,18965.36,9.8,5,19,5.6,5,6,10.4,2,0.0,2,2,35,3,4,0.4,1,0
4.5,10052.8,5.2,3,38,9.6,3,2,14.4,2,13.5,2,4,35,1,2,2.2,4,0
11.7,10876.75,0.2,7,47,3.0,3,4,20.6,0,19.4,2,5,30,5,1,1.7,2,0
7.6,7823.4,12.1,4,50,7.0,4,2,3.3,2,0.0,3,5,21,3,2,2.6,3,0
4.1,8590.39,2.3,3,12,5.8,3,3,29.8,2,41.0,3,4,34,2,3,0.0,3,0
2.9,5997.65,8.8,6,49,7.5,3,2,1.0,0,34.3,1,4,45,1,2,1.7,5,0
8.7,5827.97,1.4,5,6,4.4,3,4,19.9,1,31.0,4,4,30,3,3,6.3,3,0
5.3,14818.88,0.1,3,22,7.3,5,3,4.5,0,5.9,3,4,50,3,2,12.2,3,0
1.1,19915.16,1.9,7,3,7.6,3,2,5.9,2,38.7,3,4,31,4,5,6.7,3,0
0.1,12437.74,33.3,4,15,7.3,5,4,6.7,3,17.3,2,3,50,2,2,0.1,3,0
0.1,6137.5,6.8,2,54,6.7,3,0,4.1,0,38.3,2,4,39,5,0,0.3,4,0
18.6,5980.71,1.1,2,20,7.2,3,5,60.8,2,5.8,4,3,49,1,1,0.5,4,0
0.7,11763.8,2.4,2,18,6.7,2,4,3.0,2,39.4,4,1,44,4,1,4.9,5,0
1.7,8190.42,6.7,3,28,7.3,4,2,43.4,1,35.1,4,4,23,3,7,3.7,4,0
8.0,8026.83,3.6,6,3,7.4,4,0,6.9,1,0.0,3,3,49,4,2,0.4,3,0
7.4,24844.12,4.6,6,29,7.5,3,2,1.0,0,19.4,3,4,49,5,1,4.5,2,1
5.8,11713.99,1.6,7,11,5.5,3,0,2.3,1,32.5,4,3,56,2,4,0.8,2,0
2.0,8225.45,2.3,5,70,6.3,2,2,11.5,0,32.7,3,4,39,4,2,11.9,3,0
0.5,4855.63,2.1,4,0,5.0,4,1,33.8,3,14.5,4,4,37,2,0,8.0,3,0
0.4,6294.28,0.5,7,16,6.0,4,0,1.1,0,26.9,3,4,54,2,0,0.7,3,0
3.7,5403.41,8.0,3,15,1.0,3,0,15.3,1,17.5,3,3,59,1,3,1.7,1,1
5.7,14560.67,0.5,5,23,7.4,3,1,8.0,0,32.9,2,2,43,3,4,0.0,2,0
0.9,6758.16,0.3,2,23,6.3,4,4,10.8,1,1.7,4,4,35,2,2,1.5,2,0
0.9,10855.35,3.7,4,12,7.2,5,0,48.9,1,0.0,4,4,21,5,4,3.8,4,1
2.1,5523.75,0.1,1,27,4.0,4,3,3.3,3,33.9,4,2,46,5,1,1.7,3,1
2.0,8759.75,1.6,4,10,10.0,3,0,3.2,1,35.3,3,4,52,2,5,3.2,4,0
2.7,11385.23,9.6,5,8,4.5,3,4,5.5,0,23.5,4,3,26,5,4,0.6,2,0
1.5,13288.47,0.7,8,7,8.3,5,2,30.1,0,0.0,1,4,28,3,3,4.7,4,0
4.0,4794.5,4.3,4,11,5.5,3,4,8.7,3,8.2,3,3,43,2,3,3.2,3,0
0.9,11021.03,2.4,6,70,7.4,3,6,11.0,2,8.1,4,5,37,4,6,5.4,3,0
3.5,7041.26,0.7,4,27,10.0,3,2,7.7,2,17.2,3,4,39,2,2,0.6,4,0
2.1,4897.99,2.8,7,3,8.9,4,0,54.1,2,31.7,3,2,37,5,0,0.6,5,0
0.3,8358.9,3.0,2,57,6.2,3,2,8.8,0,14.0,2,1,36,3,3,3.6,3,0
0.1,5875.23,3.0,6,1,3.9,4,5,31.9,2,14.8,3,2,28,4,1,0.5,3,0
0.1,3100.0,4.9,3,4,8.2,4,6,1.0,1,8.5,3,2,36,3,0,0.1,5,0
1.2,7774.3,0.5,1,0,6.6,4,1,14.6,2,17.7,1,4,31,4,3,3.0,3,0
1.4,4217.43,3.8,1,43,7.7,3,3,1.0,0,0.0,3,5,31,3,1,0.9,4,0
1.6,6667.4,1.0,5,27,8.1,3,0,2.5,2,14.6,3,3,31,5,2,2.0,4,0
6.2,7317.43,4.8,4,9,6.0,3,3,2.2,0,43.7,4,3,25,4,5,3.2,5,1
4.5,7566.77,3.7,5,9,10.0,3,5,7.1,2,22.5,4,3,40,2,2,3.4,4,0
7.3,7661.89,3.4,2,16,5.7,1,5,11.6,1,19.1,1,4,28,4,3,0.1,4,1
1.1,4260.06,5.1,3,4,5.9,5,3,1.2,1,5.1,4,2,36,2,0,0.3,4,1
1.3,5488.6,0.8,7,24,9.9,5,6,17.5,2,17.5,2,4,31,4,1,1.3,4,0
2.3,5655.42,11.7,2,7,2.9,3,4,8.5,1,27.1,2,2,31,3,1,5.1,4,1
3.0,15964.58,1.8,6,1,5.3,3,2,1.0,0,31.3,5,3,21,2,0,0.8,2,0
16.2,7885.42,3.8,8,37,5.6,3,0,21.4,0,21.5,5,4,43,4,1,2.6,4,0
1.1,12138.71,1.6,8,1,5.8,2,4,4.6,0,11.2,1,5,37,5,0,0.9,5,0
3.3,4325.94,5.6,2,31,7.2,4,5,11.1,3,24.8,4,4,36,3,6,1.7,2,0
6.7,13065.62,0.3,1,1,9.0,4,4,28.8,0,19.9,4,2,25,5,1,1.0,4,0
0.5,7321.8,0.5,6,4,4.5,4,2,8.9,0,22.9,4,2,36,3,3,6.2,3,0
0.2,9330.0,1.5,2,8,8.2,4,0,22.6,0,0.3,4,4,51,1,2,1.0,4,0
2.1,9580.8,1.0,1,9,7.8,3,3,15.1,0,17.1,4,4,38,3,2,7.0,4,0
3.9,7250.33,0.1,6,17,9.1,3,6,1.5,1,23.2,4,2,54,2,1,2.6,4,0
2.3,9958.52,3.9,1,14,6.5,3,1,3.1,1,18.7,1,5,21,3,3,2.7,3,0
1.4,14098.89,8.0,4,93,6.5,4,1,1.9,1,10.4,3,3,27,2,2,2.0,1,0
5.1,6354.25,1.8,4,13,5.8,1,4,9.8,3,29.6,4,4,50,3,3,3.5,4,0
7.7,2700.0,5.0,5,38,7.8,3,1,2.2,0,27.0,2,3,43,1,2,3.2,3,0
7.5,11660.56,10.6,11,46,5.6,1,2,27.2,0,19.1,5,4,46,3,1,1.5,3,0
5.5,4377.5,1.8,1,14,7.1,3,0,10.4,0,0.0,1,4,42,3,3,0.7,4,0
5.4,7822.78,0.5,2,1,6.9,4,3,33.5,0,18.7,2,4,47,2,3,1.3,4,0
1.0,4344.03,0.2,3,3,4.5,3,1,19.4,0,18.1,4,5,31,2,4,7.1,3,0
2.8,12193.37,1.9,2,19,8.8,2,4,16.8,1,31.3,3,4,29,2,1,1.0,4,0
1.8,5098.49,0.1,5,14,7.4,4,3,3.3,1,37.5,4,3,54,1,3,1.9,4,0
6.0,15380.63,4.8,2,19,5.5,2,2,1.0,1,20.0,4,5,43,5,1,0.9,5,0
6.5,6015.42,0.0,3,9,9.3,1,2,1.5,1,16.0,4,2,38,2,1,1.8,3,0
4.5,14887.51,3.2,1,27,8.6,1,1,13.2,1,27.7,3,3,27,5,2,4.5,5,0
14.1,12021.96,0.7,4,8,5.0,2,2,4.6,2,23.2,3,2,30,3,3,3.4,3,1
14.4,5923.54,1.3,4,15,7.9,3,5,4.9,0,22.0,3,3,24,2,3,2.0,4,0
0.3,4935.86,9.1,4,20,7.7,3,0,1.0,2,15.9,3,3,35,1,3,3.0,2,0
2.4,14961.58,7.2,1,20,6.2,4,5,2.3,1,17.8,3,3,31,4,4,9.8,3,0
4.9,8393.9,0.9,5,2,3.9,3,2,28.1,1,22.7,4,4,29,1,7,2.5,3,1
5.0,6711.94,0.3,1,22,8.0,1,1,44.7,3,34.4,3,1,33,1,2,2.6,3,0
1.4,9807.19,8.3,1,8,8.3,4,6,26.6,2,1.9,2,3,57,5,2,3.8,4,0
4.6,6813.62,1.5,2,33,8.1,3,4,23.5,2,26.7,3,3,38,3,4,0.8,4,0
9.1,7673.56,0.2,6,21,1.0,4,6,16.7,1,23.6,3,2,26,3,1,5.8,5,1
1.2,6828.44,10.1,3,14,5.2,3,5,13.4,2,8.5,1,5,25,3,4,1.3,4,1
2.7,14628.85,4.8,4,13,8.4,5,6,5.7,0,11.2,2,3,61,5,1,2.6,4,0
6.8,4130.81,9.5,3,4,7.6,3,0,10.3,0,22.9,4,2,38,3,6,2.8,4,0
0.8,9360.67,4.6,5,40,6.6,4,5,11.5,0,29.2,3,4,46,2,1,8.3,3,0
14.1,13933.38,8.4,2,42,6.1,2,1,3.4,0,16.2,3,3,32,4,2,2.6,4,0
5.1,15465.15,1.9,3,4,9.5,4,1,43.4,3,34.4,2,1,22,3,2,5.9,5,0
0.8,12284.19,1.8,3,29,4.6,3,1,16.8,1,6.5,2,4,33,3,1,3.5,4,0
2.2,10115.4,8.7,2,34,6.1,4,5,10.1,0,28.8,3,4,42,5,1,0.8,4,0
8.8,6448.28,5.0,7,33,5.6,1,0,5.3,1,40.9,3,4,40,2,1,9.1,3,0
11.7,7198.22,3.6,3,7,6.3,4,5,4.9,0,25.9,3,2,35,2,2,3.9,4,0
1.6,5364.27,0.8,1,4,4.3,2,5,9.7,0,36.2,3,4,21,2,3,0.7,3,1
0.6,4096.05,0.2,2,19,5.2,1,1,11.5,1,7.3,3,3,56,1,5,3.8,4,1
13.0,8233.75,8.2,5,4,5.5,2,0,16.3,0,13.0,3,4,41,4,3,0.2,4,0
2.6,6972.11,8.2,3,10,7.6,4,3,3.0,2,23.4,4,3,32,2,4,11.4,4,0
1.3,9299.96,9.4,1,34,5.3,4,3,9.3,0,24.7,4,2,35,2,0,10.8,3,1
8.5,19314.36,6.4,6,28,9.8,4,1,5.3,0,26.0,3,3,53,3,2,0.6,4,0
4.2,11230.48,2.9,4,60,5.5,5,2,9.7,2,16.8,4,2,42,1,5,8.2,4,0
8.4,8074.22,9.8,2,15,5.8,3,4,53.2,1,0.0,3,5,52,2,1,3.8,2,0
3.4,14202.91,8.8,3,30,7.8,3,2,2.7,2,0.0,4,4,38,2,1,0.0,4,0
0.3,5248.08,0.6,4,8,7.1,2,1,7.9,1,29.1,4,3,33,1,3,3.7,4,0
1.3,4981.93,2.7,4,8,9.4,3,3,5.0,1,17.8,3,2,41,1,4,8.0,5,0
1.5,7928.45,0.1,2,19,9.2,3,0,9.8,1,10.4,4,3,31,4,4,3.3,1,0
3.1,14162.81,4.5,5,71,5.6,1,4,3.1,0,13.1,3,5,31,5,1,1.2,4,0
1.5,9896.92,0.2,9,32,7.8,4,5,3.3,2,6.5,3,5,28,3,2,0.9,2,0
3.5,3393.35,4.6,2,4,7.8,3,5,1.0,0,28.2,3,2,51,4,4,0.1,3,0
0.7,14267.16,4.0,5,24,5.8,3,4,17.7,0,25.9,3,4,38,4,1,0.3,3,0
8.0,13815.25,2.3,8,23,1.0,4,0,3.0,1,28.5,2,4,37,3,2,4.4,3,1
0.2,8074.57,4.9,3,15,9.5,1,0,41.7,1,35.0,2,3,50,1,2,2.7,4,0
1.7,8968.37,0.1,2,16,4.2,2,0,13.5,1,31.2,2,5,33,5,2,1.0,3,0
1.8,7977.37,3.1,2,9,8.1,2,5,49.5,0,15.3,4,5,43,1,5,0.5,4,0
4.6,6045.82,0.8,5,4,9.8,5,5,5.1,2,24.9,2,4,41,3,2,9.2,4,0
2.4,3945.68,0.6,2,46,6.9,4,4,3.1,0,8.2,3,4,24,2,0,4.3,2,0
0.1,7468.93,2.3,4,1,6.7,4,1,4.2,2,33.0,4,4,40,4,5,1.1,3,0
0.5,11353.76,0.7,2,10,1.0,4,6,64.2,0,15.1,3,4,45,2,2,1.0,4,1
7.6,2700.0,2.5,3,7,3.8,3,2,1.4,0,23.1,3,4,61,1,3,1.0,4,1
6.8,8440.48,0.9,3,4,4.9,3,1,13.7,1,22.4,4,4,53,3,2,2.0,5,0
0.3,6645.75,4.2,2,16,10.0,3,5,1.0,0,20.5,4,4,21,4,0,7.5,4,1
1.1,10614.85,0.5,3,29,6.9,3,6,5.2,2,8.2,3,1,36,4,2,1.9,4,0
4.4,5013.33,2.4,4,3,7.4,5,4,30.7,0,21.9,5,1,35,1,1,4.6,4,0
3.4,11496.6,0.1,2,34,10.0,4,2,6.5,0,24.6,3,3,28,5,2,20.0,4,0
0.6,9971.5,2.3,4,18,6.8,3,2,7.6,3,7.6,4,3,42,3,5,1.0,3,0
1.6,8838.19,3.3,7,4,3.2,4,5,69.3,0,41.2,3,3,35,5,2,2.1,4,0
4.3,17494.61,2.3,6,54,7.3,3,5,5.7,3,29.6,3,3,51,1,4,0.4,4,0
0.7,9607.69,1.2,4,3,7.7,2,1,5.3,1,5.8,3,3,30,2,3,1.3,3,0
7.4,15818.36,2.5,4,0,4.5,3,1,8.6,1,21.2,4,3,32,3,3,1.9,4,0
1.5,8769.13,0.9,1,48,8.2,5,0,13.8,2,34.0,4,3,29,2,2,6.2,2,1
6.1,7457.3,2.8,2,19,9.3,2,1,2.6,0,1.0,3,5,41,3,3,0.7,4,0
1.5,10978.74,3.2,6,32,10.0,4,2,4.0,1,10.6,4,3,33,2,1,0.2,2,0
4.1,11479.04,4.4,4,11,7.1,5,4,13.8,0,9.5,5,5,35,2,2,3.3,3,0
3.3,13444.79,3.1,3,16,8.2,5,3,2.1,1,34.7,4,4,25,4,2,2.0,4,0
5.8,8980.32,0.7,2,13,6.5,4,6,6.8,0,26.6,4,4,48,3,4,0.5,4,0
4.9,12442.95,1.4,5,10,6.9,3,6,11.5,1,18.3,3,2,30,3,3,20.0,4,1
0.4,5434.05,1.7,4,57,6.1,4,2,5.6,1,44.0,4,2,21,2,2,2.8,3,1
5.4,7021.79,3.6,7,21,6.3,3,2,4.1,0,26.9,4,4,60,3,1,1.2,3,0
1.2,9260.22,0.1,3,17,9.8,3,0,2.1,1,33.5,2,1,31,5,3,1.6,4,0
0.9,7398.12,0.8,5,39,3.8,3,4,6.4,3,3.9,3,2,38,4,4,1.0,5,0
1.7,4781.94,2.5,3,27,8.1,4,3,2.4,3,8.6,4,3,24,1,0,0.3,4,0
2.6,2949.26,7.2,3,17,9.0,5,1,1.3,0,15.6,3,1,34,1,0,1.4,4,0
2.2,9733.37,7.6,1,23,8.1,1,0,8.5,0,22.4,3,3,43,5,2,2.4,2,1
3.6,10991.26,3.8,6,5,6.6,4,0,10.7,0,22.7,3,4,26,4,3,1.9,4,0
3.7,3484.64,2.2,3,15,4.9,2,4,21.5,1,12.7,2,4,31,2,5,4.4,4,1
5.1,11986.44,3.7,4,7,4.9,4,2,1.6,0,6.5,4,2,47,4,4,5.9,4,0
1.6,5006.11,1.5,2,8,9.0,5,0,4.4,0,43.6,4,4,32,4,2,0.2,4,0
0.2,5129.38,0.8,9,5,6.0,5,6,4.5,0,17.1,3,3,35,1,0,7.7,2,0
3.4,6717.77,2.3,3,32,6.9,4,3,38.4,0,38.8,3,5,30,2,1,2.8,3,1
0.6,5731.52,3.2,3,2,7.3,5,0,36.7,1,13.9,4,5,37,3,4,11.7,3,0
1.8,6616.38,7.6,2,33,10.0,1,6,4.5,0,22.9,4,5,40,4,0,0.2,4,0
4.8,10690.95,1.6,2,29,7.1,4,3,1.0,0,3.2,3,4,36,2,4,0.4,3,0
0.5,9048.02,3.8,7,23,8.3,3,3,22.4,0,23.6,4,4,51,3,2,14.8,3,0
0.8,10080.4,1.7,4,12,9.2,5,3,14.6,0,13.5,5,2,34,1,5,3.2,4,0
2.1,4793.46,6.0,7,10,10.0,3,2,1.0,1,24.1,4,1,28,2,3,7.6,3,0
2.8,3813.88,1.7,7,52,9.1,1,3,6.2,3,28.4,1,5,44,2,6,1.0,4,0
4.5,8730.54,11.6,4,6,5.5,4,2,1.0,0,23.8,2,1,50,2,2,0.6,3,0
1.0,12536.13,2.1,1,7,9.7,3,6,10.4,1,26.9,3,3,37,5,2,2.6,5,0
3.3,6133.63,1.4,1,3,9.2,4,5,11.7,0,28.3,3,1,21,2,1,5.8,4,1
1.5,11764.87,1.5,3,66,6.8,1,3,2.5,2,31.3,4,4,44,4,0,3.8,3,0
4.9,13466.01,0.3,2,0,5.1,3,1,12.2,1,25.4,3,3,37,3,2,3.5,3,0
1.7,6621.2,10.6,2,4,9.1,4,5,7.9,0,26.6,4,4,55,1,1,0.1,3,0
3.2,26624.52,1.7,2,5,3.5,4,3,15.6,1,36.0,2,1,38,3,7,0.4,1,0
0.5,8965.1,2.1,2,5,6.7,5,6,31.7,1,25.2,2,3,36,2,4,4.3,4,0
7.9,5191.89,10.6,5,17,8.9,4,6,1.0,1,19.4,4,1,26,2,1,0.0,4,0
1.7,6552.83,1.1,2,3,5.9,3,1,16.5,0,0.0,1,4,39,3,2,1.2,2,0
1.6,5963.26,1.9,3,8,6.8,4,5,22.4,0,27.3,4,3,33,2,5,4.8,3,1
0.2,13968.66,4.3,4,44,5.2,4,6,6.5,0,19.7,1,2,25,2,1,16.7,5,0
4.8,10041.19,1.8,4,36,5.0,4,1,16.4,1,31.8,4,4,39,4,1,6.7,4,0
0.3,7277.28,0.6,6,5,4.1,2,5,6.0,1,7.9,4,4,43,4,8,1.2,3,0
3.9,11149.44,0.0,5,1,10.0,1,6,20.6,2,23.0,3,3,21,1,2,12.2,3,0
7.0,9244.78,11.4,3,21,9.1,3,4,10.2,2,30.5,3,4,23,4,1,0.2,3,0
0.9,6403.04,3.1,3,0,7.4,3,6,10.1,1,22.0,4,4,44,3,2,0.0,3,0
0.1,7773.73,9.7,2,10,7.5,2,1,3.0,1,10.7,4,2,31,3,1,20.0,3,1
0.4,8437.21,2.7,5,12,4.5,3,5,9.7,0,0.0,3,5,35,3,5,0.2,4,0
0.9,13493.33,0.2,3,15,3.4,5,0,5.4,0,9.3,4,4,39,4,3,2.0,3,0
7.4,33000.0,0.8,3,37,8.9,2,4,1.0,3,38.0,4,4,46,4,4,0.2,2,0
3.6,6097.94,3.3,4,12,7.8,5,3,7.9,0,15.5,4,5,37,3,3,0.4,2,0
0.1,7558.48,2.3,2,9,7.0,5,2,1.0,0,4.2,3,5,29,4,1,0.3,4,0
0.7,4501.43,0.5,4,5,5.6,3,2,11.7,0,26.1,2,4,37,2,5,9.1,3,1
2.2,20159.36,0.0,6,29,4.3,4,3,10.6,3,23.0,3,3,36,2,0,0.4,3,0
4.9,6261.26,1.1,7,6,1.6,3,1,5.9,0,13.3,2,3,40,5,0,0.5,3,0
8.9,7491.08,4.5,1,6,3.0,2,2,16.7,1,24.4,2,2,32,4,1,5.3,2,1
5.8,6999.61,2.5,9,28,3.6,4,3,25.6,2,25.1,3,1,36,2,1,2.5,3,0
2.1,15703.6,0.5,5,20,5.7,3,4,18.9,0,16.3,3,3,32,3,1,0.6,4,0
2.2,4290.26,6.2,4,15,9.2,2,3,1.8,2,7.2,1,5,21,3,0,0.2,3,0
5.3,6832.51,0.5,2,5,5.4,3,2,6.5,1,14.3,2,2,42,2,5,0.1,5,0
3.7,26590.17,5.1,5,0,8.6,2,1,6.3,1,7.6,3,4,25,2,4,5.9,4,0
2.7,5348.28,0.8,5,21,5.2,2,2,1.0,0,15.6,3,5,36,2,4,1.1,3,1
1.4,9065.59,5.2,3,6,5.2,4,3,23.0,2,19.3,2,5,23,3,2,1.1,3,0
6.4,4999.87,1.1,4,16,4.3,5,2,1.0,0,21.0,3,4,38,3,2,1.6,4,1
0.6,6199.89,5.3,3,0,6.3,3,5,1.1,1,18.8,4,2,41,1,1,2.3,4,0
1.7,12045.53,0.4,7,29,7.2,4,3,11.5,1,9.6,3,5,30,3,3,2.4,2,0
4.1,8984.1,1.8,5,8,7.4,4,4,2.6,2,19.1,4,4,23,5,4,0.2,3,0
1.0,4420.24,3.3,5,20,7.5,3,0,2.8,0,6.2,1,3,24,5,0,1.1,2,0
4.0,15071.76,17.5,2,33,6.7,3,2,8.1,1,21.1,2,5,36,5,5,0.2,5,0
0.1,7210.64,3.4,1,4,9.8,1,3,1.0,2,41.8,2,4,45,4,6,9.0,3,0
2.1,4508.43,1.3,6,2,7.2,4,2,15.8,1,14.0,2,4,27,2,1,0.7,4,0
8.1,17647.68,2.5,3,6,4.8,4,3,12.8,2,14.6,3,4,37,3,0,0.6,3,0
10.4,26241.97,4.0,3,5,6.9,5,1,11.8,0,30.9,2,1,54,2,2,6.5,5,0
1.6,4799.5,1.1,8,0,6.4,4,5,5.5,1,2.7,4,2,53,2,3,4.5,5,0
2.2,6156.06,3.3,1,16,5.3,4,5,10.9,1,4.9,3,1,35,4,4,9.6,3,0
1.9,8581.06,2.4,4,29,5.1,3,3,8.2,0,16.9,2,3,30,2,1,5.2,4,1
5.6,9935.46,4.4,4,14,7.6,3,3,8.9,0,7.8,4,4,41,4,5,1.8,3,1
5.0,17594.69,5.3,2,17,9.0,4,1,4.8,0,7.0,4,4,44,1,5,0.3,3,0
7.5,20382.02,2.6,2,3,3.5,3,5,8.4,0,7.2,4,4,41,3,3,0.6,4,0
0.2,13193.13,3.0,3,13,3.8,4,4,8.1,0,20.1,3,3,43,4,3,5.7,5,0
2.0,9987.58,3.0,4,10,5.0,4,2,15.7,1,32.7,4,5,39,3,5,5.3,3,0
0.1,7627.3,5.3,6,36,3.2,1,5,9.5,0,13.0,3,3,21,2,6,0.9,3,1
4.2,20843.45,2.1,1,88,4.5,4,4,10.3,2,44.3,5,3,62,3,2,4.1,3,0
2.1,13326.1,2.3,3,22,6.2,3,4,16.2,1,45.9,2,5,32,1,1,4.7,3,0
1.0,20170.05,7.2,6,17,6.8,4,2,5.7,3,37.6,3,3,42,4,2,11.0,4,0
2.9,9132.21,3.9,3,22,8.1,2,1,9.7,0,18.0,4,5,40,3,2,1.5,3,0
3.3,8717.76,0.4,1,15,10.0,4,6,4.4,0,16.8,1,4,34,3,3,6.8,4,0
3.9,6049.03,2.1,7,3,7.5,3,2,32.1,1,14.7,4,3,39,2,2,6.3,3,0
1.9,27970.27,7.8,1,0,8.2,2,3,17.9,0,26.4,3,5,35,2,3,2.3,4,0
3.5,16970.68,3.3,4,0,2.5,5,0,3.2,0,10.8,1,4,32,4,0,5.5,5,0
10.7,13591.24,0.3,1,22,5.7,2,5,2.8,3,22.3,2,1,52,5,1,0.9,3,0
1.0,6331.87,0.4,5,7,10.0,3,6,5.7,1,0.0,4,4,26,4,5,2.3,5,0
2.0,9710.09,0.5,4,35,5.0,4,0,4.1,0,7.7,3,2,31,4,6,6.3,3,1
4.4,8220.76,3.8,7,7,4.9,3,0,24.6,0,23.5,4,3,34,1,2,1.1,4,1
1.1,10106.44,1.5,6,25,7.0,2,2,6.4,3,30.1,3,3,41,3,1,1.7,3,0
0.9,6685.96,1.3,2,27,8.4,4,6,5.2,0,32.1,3,2,29,4,0,0.5,1,0
1.5,15379.71,1.2,4,34,5.0,3,1,1.0,1,17.1,3,5,28,3,2,0.2,3,0
8.9,19206.56,1.3,3,4,8.6,3,5,15.2,2,32.4,3,4,30,5,1,1.4,4,0
0.5,4548.13,6.0,3,2,8.9,3,6,3.1,2,4.5,4,4,28,3,0,0.6,3,0
5.1,7382.29,0.5,6,24,5.9,4,1,6.5,3,4.1,2,2,32,2,5,3.4,1,0
8.2,13127.37,3.2,2,11,8.5,3,3,23.7,1,19.3,3,3,36,4,1,3.3,2,0
1.0,11142.47,2.5,1,10,3.3,3,1,4.4,2,28.5,5,3,36,4,1,2.5,3,0
3.1,19863.32,0.3,1,21,6.1,4,3,13.0,0,29.6,2,5,21,3,5,5.6,4,0
6.3,5976.68,3.8,8,31,8.2,3,3,20.3,0,36.2,3,5,39,5,1,2.6,3,0
4.6,5928.86,3.5,5,47,7.0,3,5,3.6,0,22.5,4,4,24,4,3,0.8,5,1
0.1,14456.61,1.6,2,15,7.4,3,1,34.3,2,13.4,3,3,41,5,2,0.8,3,0
0.3,15211.96,0.9,2,9,10.0,3,0,1.0,1,24.3,4,4,30,5,0,1.0,4,0
0.3,21260.43,0.2,5,16,10.0,4,6,7.5,0,0.0,3,5,42,1,4,10.2,4,0
4.8,24590.11,4.4,4,53,6.0,3,4,10.1,0,19.0,3,3,41,3,3,1.2,2,0
2.7,16506.33,5.7,5,33,3.6,2,1,14.2,0,19.6,2,3,44,2,0,1.7,2,0
2.6,7812.7,0.9,8,50,4.1,3,3,14.3,3,9.6,2,5,22,5,3,1.3,4,0
2.3,6893.78,14.1,3,30,4.5,5,0,1.0,0,24.6,4,2,40,2,4,0.4,3,0
6.9,11421.2,0.3,1,26,6.8,3,2,36.4,2,17.2,5,3,29,4,4,11.6,2,0
3.5,7458.83,2.0,5,22,4.7,4,4,5.5,0,36.8,3,4,35,3,2,1.4,4,0
1.0,14445.03,1.2,4,16,6.0,3,1,18.3,0,28.2,3,4,27,4,2,0.3,5,0
1.2,5427.55,11.8,2,9,8.0,3,6,8.8,0,33.7,4,5,36,2,1,2.2,3,0
0.5,6130.14,5.9,2,3,5.5,3,6,17.7,2,15.1,3,2,35,2,2,2.3,3,0
8.5,10353.08,2.0,6,39,8.4,5,1,7.9,0,30.5,5,4,45,4,4,2.0,3,0
0.7,5549.49,9.3,1,66,7.3,1,0,8.0,2,36.6,4,3,32,1,4,1.8,3,0
3.1,11198.49,4.3,4,59,7.5,4,6,10.3,0,15.0,4,4,38,2,2,0.2,3,0
5.8,4300.38,0.6,4,0,8.7,3,3,1.0,0,32.1,5,3,32,2,6,1.6,3,0
0.2,11745.82,0.2,3,5,8.0,4,6,13.2,0,22.6,2,3,37,5,4,0.0,3,1
0.3,10181.09,8.2,1,2,7.6,3,3,2.4,2,24.3,1,3,28,4,5,0.1,3,0
14.1,8011.84,4.0,7,33,7.6,5,4,22.4,2,3.8,2,4,30,4,2,0.9,3,0
22.1,11699.65,2.6,1,2,5.3,2,6,1.2,0,25.1,3,4,41,4,2,1.0,4,0
5.6,21958.38,2.7,1,17,8.1,4,2,2.2,2,41.2,4,2,31,3,5,7.5,3,0
7.9,4833.09,1.7,3,1,7.6,4,1,2.5,1,32.8,4,3,51,3,2,6.6,3,0
11.3,16123.5,0.9,6,0,6.8,4,2,36.3,0,24.9,3,4,26,2,1,4.1,3,0
0.1,6905.6,4.3,6,5,5.2,3,4,2.2,0,29.7,5,3,23,3,2,1.9,3,0
8.5,8163.61,5.3,3,20,8.2,3,1,4.1,0,15.4,3,2,39,4,1,2.9,3,0
5.5,5422.13,8.1,4,2,6.9,3,0,1.3,1,29.5,2,5,51,3,5,5.6,5,0
3.1,4309.18,3.2,5,2,6.1,3,5,6.9,0,8.9,2,3,37,3,0,0.5,3,0
3.1,9579.62,3.4,4,1,7.4,4,6,3.8,2,17.6,5,1,33,5,0,1.9,4,0
2.2,7402.88,0.5,2,13,5.1,4,3,26.0,0,0.0,2,2,38,2,5,3.7,2,1
7.2,7368.22,4.8,4,3,6.4,3,4,4.0,0,20.2,5,4,36,3,2,0.1,1,0
0.6,14351.8,3.4,5,32,6.4,2,6,5.2,0,24.1,5,3,46,2,1,0.9,3,0
5.8,13155.64,5.2,5,16,6.6,2,5,1.4,1,23.4,3,4,34,3,5,0.1,5,0
2.4,16562.62,8.5,5,10,6.4,3,4,1.5,2,21.7,1,4,41,5,4,0.6,2,0
0.1,11971.81,2.9,5,2,6.3,4,6,8.2,1,37.9,3,3,37,3,2,7.3,5,0
0.4,9122.33,5.6,3,33,7.6,1,6,4.3,0,21.5,5,4,55,1,1,3.8,2,0
5.8,25941.93,0.8,3,11,5.6,2,1,15.8,2,25.4,1,5,26,3,2,8.6,4,0
0.9,4792.58,1.3,5,5,5.2,3,6,2.4,1,24.0,5,4,37,5,5,7.2,3,0
5.6,5989.16,1.7,2,23,4.2,4,5,14.8,0,40.9,3,4,36,4,2,2.7,4,0
