product_age_months,warranty_remaining_months,claim_amount,product_category,purchase_channel,num_previous_claims,days_since_last_claim,issue_description_length,photo_submitted,receipt_provided,registered_product,customer_account_age_months,claim_filed_hour,claim_filed_day_of_week,product_price_original,repair_type_requested,distance_to_service_center,serial_number_verified,customer_satisfaction_history,target
15.0,9.0,184.29,4.0,2.0,2.0,1.0,105.0,1.0,1.0,1.0,14.7,12.0,3.0,531.35,0.0,51.9,1.0,6.5,0
17.6,3.1,39.5,2.0,0.0,2.0,295.0,117.0,0.0,0.0,1.0,10.1,2.0,4.0,195.64,0.0,3.4,1.0,6.7,0
8.3,14.8,72.33,3.0,1.0,1.0,86.0,261.0,1.0,1.0,1.0,0.4,8.0,5.0,205.31,0.0,22.3,1.0,4.2,0
46.8,0.0,99.8,5.0,2.0,0.0,999.0,131.0,0.0,1.0,1.0,29.6,13.0,1.0,456.3,3.0,3.8,0.0,10.0,0
60.0,0.0,161.94,2.0,0.0,0.0,999.0,11.0,1.0,0.0,1.0,76.5,14.0,1.0,183.82,3.0,26.4,1.0,10.0,0
1.6,21.6,216.55,1.0,1.0,0.0,999.0,81.0,1.0,1.0,1.0,33.2,8.0,4.0,431.1,1.0,33.4,1.0,7.1,0
11.5,9.6,189.81,1.0,2.0,2.0,10.0,63.0,1.0,0.0,1.0,7.4,13.0,6.0,402.12,2.0,3.7,1.0,10.0,0
41.0,0.0,38.38,1.0,0.0,0.0,999.0,111.0,0.0,1.0,0.0,51.9,19.0,1.0,669.04,2.0,19.8,1.0,8.3,0
29.6,0.0,263.9,1.0,1.0,1.0,69.0,43.0,0.0,1.0,1.0,112.7,10.0,4.0,871.45,2.0,6.9,1.0,7.1,0
17.4,1.9,265.03,3.0,0.0,1.0,69.0,386.0,0.0,0.0,1.0,13.9,7.0,3.0,226.45,1.0,26.0,1.0,4.1,0
1.9,20.0,183.77,5.0,0.0,1.0,46.0,165.0,0.0,1.0,1.0,36.5,7.0,0.0,332.02,2.0,1.0,1.0,8.3,0
17.8,7.5,101.7,4.0,0.0,0.0,999.0,191.0,1.0,0.0,0.0,3.1,22.0,3.0,322.77,2.0,13.8,0.0,5.8,0
13.1,11.2,274.87,5.0,0.0,0.0,999.0,146.0,0.0,1.0,0.0,4.4,22.0,6.0,355.08,3.0,0.9,1.0,7.4,0
4.7,18.9,105.33,5.0,0.0,0.0,999.0,52.0,0.0,0.0,1.0,22.7,2.0,0.0,368.44,0.0,1.0,0.0,6.0,0
0.6,26.1,26.42,2.0,3.0,0.0,999.0,29.0,1.0,1.0,1.0,9.7,6.0,4.0,315.69,1.0,6.1,1.0,8.5,0
17.5,5.9,81.37,0.0,3.0,1.0,15.0,213.0,1.0,1.0,1.0,48.4,20.0,2.0,556.49,2.0,20.2,0.0,4.2,0
24.6,0.0,56.35,5.0,0.0,1.0,139.0,21.0,1.0,0.0,0.0,17.6,8.0,6.0,587.43,0.0,1.7,0.0,6.3,0
3.1,22.2,167.98,2.0,2.0,1.0,56.0,103.0,1.0,1.0,0.0,14.1,0.0,3.0,210.37,0.0,37.9,1.0,5.8,0
17.4,4.8,20.0,0.0,1.0,0.0,999.0,322.0,1.0,1.0,0.0,46.9,3.0,4.0,353.91,0.0,3.9,1.0,7.8,0
8.2,12.1,155.79,4.0,2.0,1.0,297.0,103.0,1.0,1.0,0.0,74.8,11.0,4.0,481.72,0.0,5.3,1.0,8.4,0
19.2,7.2,248.08,3.0,0.0,0.0,999.0,110.0,1.0,0.0,1.0,19.9,18.0,2.0,257.4,0.0,26.6,1.0,2.6,0
19.8,4.4,280.74,3.0,0.0,1.0,81.0,31.0,1.0,1.0,1.0,10.6,21.0,5.0,612.36,2.0,15.2,1.0,9.1,0
39.0,0.0,678.36,5.0,2.0,0.0,999.0,66.0,0.0,0.0,0.0,29.6,8.0,5.0,453.01,2.0,5.9,0.0,4.6,1
2.3,24.5,46.25,5.0,1.0,0.0,999.0,532.0,1.0,1.0,1.0,45.8,19.0,6.0,524.27,0.0,4.5,0.0,6.8,0
9.9,15.9,327.33,5.0,1.0,0.0,999.0,129.0,1.0,0.0,1.0,29.6,16.0,6.0,309.45,2.0,71.8,1.0,7.4,0
7.1,17.6,752.25,2.0,1.0,1.0,41.0,92.0,1.0,0.0,0.0,43.2,13.0,2.0,213.32,1.0,12.9,1.0,4.8,0
17.3,2.5,50.22,4.0,3.0,0.0,999.0,125.0,0.0,1.0,0.0,18.8,9.0,5.0,494.87,1.0,4.5,1.0,4.9,0
54.5,0.0,123.11,1.0,3.0,0.0,999.0,35.0,1.0,1.0,1.0,9.1,3.0,1.0,233.64,1.0,0.7,0.0,8.2,0
16.0,12.1,108.09,0.0,1.0,0.0,999.0,136.0,1.0,1.0,1.0,0.8,2.0,2.0,504.09,2.0,2.8,1.0,5.1,0
23.5,0.0,95.94,3.0,1.0,0.0,999.0,65.0,0.0,1.0,1.0,37.7,20.0,3.0,1053.28,0.0,14.4,1.0,8.6,0
51.5,0.0,166.66,1.0,0.0,1.0,179.0,130.0,1.0,1.0,0.0,23.4,4.0,4.0,245.9,0.0,3.2,0.0,5.7,1
8.6,22.7,46.14,2.0,3.0,4.0,4.0,137.0,1.0,1.0,1.0,48.6,0.0,3.0,311.13,2.0,19.9,1.0,6.2,1
7.7,20.8,136.12,1.0,3.0,1.0,42.0,137.0,1.0,0.0,0.0,3.7,17.0,6.0,634.47,0.0,0.1,1.0,9.9,0
27.1,0.0,384.35,1.0,2.0,0.0,999.0,370.0,0.0,0.0,0.0,1.3,13.0,1.0,478.93,2.0,7.3,1.0,4.8,1
2.4,16.0,287.62,3.0,3.0,0.0,999.0,40.0,1.0,1.0,0.0,8.6,20.0,4.0,103.04,0.0,21.4,1.0,7.6,0
8.8,15.6,68.39,2.0,1.0,1.0,108.0,90.0,0.0,1.0,1.0,27.5,2.0,4.0,623.73,2.0,38.0,1.0,9.0,0
9.6,15.1,166.66,0.0,1.0,1.0,87.0,303.0,1.0,1.0,0.0,19.5,9.0,1.0,86.7,0.0,0.4,1.0,9.2,0
8.4,19.1,90.56,0.0,0.0,1.0,69.0,59.0,1.0,1.0,0.0,4.6,12.0,1.0,563.62,0.0,19.0,1.0,6.0,1
28.6,0.0,288.4,1.0,1.0,1.0,150.0,136.0,1.0,1.0,1.0,14.7,6.0,4.0,700.85,3.0,3.7,1.0,8.1,0
30.2,0.0,92.47,0.0,0.0,2.0,22.0,297.0,1.0,1.0,1.0,24.3,4.0,1.0,133.69,1.0,7.4,1.0,6.1,0
13.1,14.5,371.0,5.0,0.0,2.0,2.0,49.0,1.0,0.0,0.0,0.1,15.0,5.0,182.34,2.0,8.3,1.0,9.8,1
60.0,0.0,278.0,4.0,2.0,0.0,999.0,171.0,1.0,0.0,1.0,22.6,15.0,5.0,143.62,0.0,0.3,1.0,6.2,0
1.2,23.2,527.72,1.0,1.0,0.0,999.0,37.0,1.0,0.0,1.0,6.3,15.0,2.0,359.79,2.0,5.6,0.0,7.4,0
9.6,7.8,104.51,2.0,0.0,0.0,999.0,287.0,0.0,1.0,1.0,2.8,10.0,1.0,191.2,2.0,3.9,1.0,9.7,0
11.1,14.3,94.04,1.0,3.0,0.0,999.0,146.0,1.0,1.0,1.0,18.1,19.0,2.0,1677.44,1.0,2.6,1.0,10.0,0
6.4,18.7,122.44,1.0,3.0,1.0,2.0,30.0,1.0,0.0,1.0,67.9,21.0,1.0,305.18,0.0,8.9,1.0,7.1,0
0.1,21.5,209.98,1.0,0.0,2.0,42.0,80.0,0.0,0.0,0.0,39.4,13.0,4.0,701.5,3.0,9.6,1.0,8.9,1
5.2,23.7,223.0,3.0,2.0,0.0,999.0,223.0,0.0,1.0,1.0,0.8,21.0,2.0,560.75,1.0,17.4,1.0,4.0,0
6.8,13.8,98.36,4.0,1.0,1.0,85.0,473.0,1.0,1.0,0.0,8.7,5.0,0.0,134.51,3.0,50.0,1.0,7.0,0
0.2,26.0,96.97,0.0,0.0,2.0,50.0,52.0,1.0,1.0,0.0,34.4,18.0,2.0,291.99,3.0,2.8,0.0,8.0,0
19.7,9.2,200.36,5.0,0.0,0.0,999.0,77.0,1.0,1.0,1.0,26.1,12.0,4.0,483.77,2.0,4.8,1.0,8.2,0
30.3,0.0,116.54,0.0,0.0,2.0,13.0,120.0,1.0,0.0,1.0,62.6,22.0,1.0,353.35,3.0,21.8,1.0,7.0,0
3.3,19.2,134.67,3.0,2.0,1.0,266.0,154.0,1.0,1.0,0.0,25.6,3.0,1.0,317.25,2.0,20.1,0.0,9.1,0
12.8,10.7,319.63,3.0,0.0,0.0,999.0,185.0,1.0,1.0,0.0,73.6,5.0,3.0,469.74,0.0,3.7,1.0,5.4,0
17.5,9.1,450.94,3.0,2.0,1.0,15.0,77.0,1.0,1.0,0.0,17.6,19.0,6.0,469.43,2.0,10.2,1.0,5.1,0
55.3,0.0,150.57,4.0,0.0,0.0,999.0,256.0,1.0,1.0,1.0,50.4,0.0,3.0,698.92,3.0,25.9,1.0,9.1,0
5.1,22.0,98.91,2.0,0.0,2.0,196.0,229.0,1.0,1.0,1.0,3.4,7.0,6.0,542.5,1.0,8.6,1.0,6.0,0
1.9,19.2,67.33,0.0,2.0,4.0,107.0,331.0,0.0,0.0,1.0,35.4,12.0,2.0,139.52,0.0,20.8,0.0,8.6,1
3.8,22.4,258.69,5.0,0.0,0.0,999.0,115.0,1.0,1.0,0.0,15.8,19.0,0.0,273.19,2.0,5.7,1.0,5.1,0
54.2,0.0,123.51,2.0,0.0,0.0,999.0,204.0,1.0,0.0,1.0,60.8,7.0,5.0,545.3,2.0,43.0,1.0,7.6,0
4.5,18.4,68.58,2.0,0.0,1.0,26.0,41.0,1.0,1.0,0.0,17.8,15.0,2.0,272.19,0.0,6.8,1.0,8.3,0
10.8,16.9,759.72,0.0,3.0,0.0,999.0,64.0,0.0,1.0,0.0,8.6,3.0,6.0,550.24,2.0,28.6,1.0,5.2,0
28.0,0.0,84.73,4.0,1.0,3.0,60.0,178.0,0.0,0.0,1.0,23.4,5.0,5.0,189.51,0.0,73.6,1.0,10.0,0
5.5,18.4,71.92,5.0,0.0,1.0,25.0,121.0,1.0,0.0,1.0,5.8,5.0,2.0,510.26,3.0,8.2,1.0,6.1,0
6.6,17.7,117.27,1.0,0.0,0.0,999.0,121.0,0.0,0.0,0.0,15.6,22.0,6.0,717.6,0.0,29.0,1.0,4.8,0
2.0,22.5,263.39,0.0,1.0,1.0,15.0,153.0,0.0,1.0,0.0,28.6,3.0,2.0,506.64,0.0,11.7,1.0,5.7,1
9.9,10.9,190.66,3.0,1.0,2.0,15.0,99.0,1.0,1.0,1.0,7.5,10.0,2.0,579.46,2.0,3.9,1.0,6.1,0
11.5,8.8,122.56,3.0,1.0,0.0,999.0,269.0,1.0,1.0,0.0,11.3,1.0,1.0,467.94,3.0,3.1,1.0,3.9,0
5.6,20.9,55.72,0.0,2.0,1.0,99.0,155.0,1.0,0.0,1.0,8.6,15.0,3.0,177.39,2.0,3.5,1.0,7.0,0
4.5,19.4,215.53,4.0,0.0,5.0,21.0,42.0,1.0,1.0,1.0,19.0,8.0,2.0,495.23,3.0,20.2,1.0,5.7,1
1.4,21.2,152.01,0.0,0.0,1.0,334.0,199.0,1.0,1.0,1.0,1.6,13.0,2.0,119.2,3.0,21.0,1.0,6.1,0
52.6,0.0,444.48,4.0,1.0,1.0,28.0,721.0,0.0,1.0,0.0,30.0,5.0,0.0,401.5,3.0,3.0,0.0,8.7,1
18.9,3.9,60.87,5.0,1.0,1.0,130.0,46.0,1.0,1.0,1.0,12.0,18.0,0.0,219.48,0.0,45.8,1.0,8.4,0
19.4,9.3,425.32,5.0,0.0,1.0,345.0,118.0,1.0,1.0,0.0,15.2,6.0,2.0,80.6,0.0,79.9,0.0,7.4,1
38.7,0.0,337.53,4.0,1.0,1.0,40.0,197.0,0.0,1.0,1.0,7.1,11.0,6.0,284.94,3.0,2.7,1.0,4.1,0
21.9,3.5,115.15,2.0,0.0,0.0,999.0,12.0,1.0,1.0,1.0,42.2,4.0,2.0,907.41,1.0,5.1,1.0,5.9,0
29.1,0.0,86.12,5.0,1.0,0.0,999.0,23.0,0.0,0.0,0.0,12.6,12.0,2.0,294.27,0.0,8.1,1.0,10.0,0
0.1,17.2,52.64,4.0,1.0,0.0,999.0,32.0,0.0,0.0,1.0,4.3,12.0,2.0,647.41,3.0,31.0,1.0,7.8,0
17.5,8.2,321.24,5.0,1.0,0.0,999.0,129.0,0.0,1.0,0.0,71.2,4.0,6.0,126.24,2.0,11.4,1.0,8.3,0
1.7,22.5,254.49,3.0,1.0,0.0,999.0,33.0,1.0,0.0,1.0,53.0,12.0,6.0,266.38,1.0,89.5,1.0,8.6,0
12.2,9.1,126.42,5.0,1.0,0.0,999.0,338.0,1.0,1.0,1.0,3.1,9.0,5.0,344.97,1.0,47.4,1.0,7.4,0
22.7,0.6,88.88,5.0,0.0,0.0,999.0,102.0,1.0,1.0,0.0,20.0,0.0,4.0,532.33,0.0,0.6,1.0,6.9,0
7.5,14.5,61.08,4.0,2.0,0.0,999.0,542.0,0.0,0.0,0.0,32.3,18.0,1.0,298.55,1.0,19.3,1.0,8.7,0
1.9,21.7,965.85,3.0,2.0,0.0,999.0,282.0,1.0,1.0,1.0,27.7,21.0,2.0,779.44,2.0,17.1,0.0,6.5,0
6.5,16.9,42.55,1.0,1.0,1.0,35.0,174.0,0.0,1.0,0.0,8.5,20.0,4.0,123.27,2.0,5.2,1.0,10.0,0
2.8,19.7,363.52,0.0,3.0,0.0,999.0,64.0,1.0,0.0,1.0,113.6,17.0,4.0,905.48,1.0,40.6,1.0,5.2,0
10.6,13.9,207.53,1.0,3.0,0.0,999.0,216.0,1.0,1.0,1.0,0.7,20.0,6.0,116.07,3.0,5.6,1.0,8.7,0
24.9,0.0,143.64,2.0,3.0,0.0,999.0,44.0,0.0,0.0,1.0,68.5,3.0,5.0,767.51,3.0,19.9,1.0,7.6,0
4.6,20.6,287.64,0.0,1.0,0.0,999.0,45.0,1.0,1.0,0.0,4.3,12.0,2.0,462.92,2.0,1.0,1.0,6.5,0
11.6,12.6,155.41,2.0,1.0,0.0,999.0,33.0,1.0,0.0,1.0,14.2,13.0,2.0,222.09,2.0,23.2,1.0,7.5,0
38.5,0.0,92.45,3.0,1.0,0.0,999.0,98.0,0.0,1.0,1.0,12.9,3.0,5.0,171.12,0.0,3.4,1.0,5.9,0
6.2,15.5,446.43,2.0,3.0,2.0,12.0,75.0,0.0,0.0,1.0,8.6,23.0,3.0,1367.88,3.0,29.9,1.0,4.8,1
60.0,0.0,134.65,0.0,0.0,1.0,74.0,315.0,1.0,0.0,1.0,4.4,2.0,2.0,541.28,2.0,17.3,1.0,8.9,0
11.2,9.0,56.72,0.0,1.0,0.0,999.0,69.0,1.0,0.0,0.0,7.5,2.0,2.0,405.29,1.0,66.4,1.0,7.3,0
8.9,10.6,242.07,5.0,2.0,2.0,292.0,230.0,0.0,0.0,1.0,3.5,11.0,1.0,390.6,2.0,6.5,1.0,5.3,1
2.8,23.0,45.14,4.0,1.0,1.0,70.0,74.0,1.0,1.0,1.0,94.2,17.0,5.0,1255.43,3.0,41.9,1.0,5.0,0
11.7,9.6,500.86,4.0,1.0,0.0,999.0,37.0,0.0,0.0,0.0,30.7,6.0,3.0,626.86,1.0,26.5,0.0,7.1,0
16.2,9.0,93.76,0.0,0.0,1.0,102.0,36.0,1.0,1.0,1.0,27.3,20.0,1.0,228.0,0.0,3.5,0.0,7.6,0
10.3,16.2,127.79,0.0,2.0,1.0,35.0,295.0,1.0,0.0,1.0,23.5,6.0,1.0,273.5,1.0,10.3,1.0,5.2,0
31.6,0.0,228.85,3.0,3.0,1.0,105.0,368.0,1.0,1.0,1.0,2.2,16.0,6.0,364.0,2.0,111.0,1.0,9.7,0
4.5,18.9,1143.07,0.0,1.0,2.0,97.0,110.0,1.0,1.0,1.0,26.6,7.0,6.0,481.76,2.0,6.4,1.0,9.4,0
1.9,19.4,124.18,3.0,3.0,1.0,129.0,174.0,1.0,0.0,0.0,1.6,14.0,4.0,363.12,3.0,12.3,1.0,6.1,0
14.0,9.5,115.73,0.0,3.0,0.0,999.0,83.0,0.0,1.0,0.0,11.2,3.0,2.0,161.08,1.0,11.6,1.0,8.5,1
43.2,0.0,39.35,2.0,1.0,1.0,67.0,81.0,0.0,1.0,0.0,41.7,11.0,0.0,445.58,2.0,1.3,1.0,5.9,0
3.8,19.8,190.99,4.0,2.0,0.0,999.0,40.0,1.0,0.0,0.0,17.3,18.0,2.0,285.97,1.0,16.4,1.0,7.7,0
5.1,19.6,302.8,3.0,3.0,1.0,10.0,62.0,1.0,1.0,0.0,16.0,7.0,1.0,302.27,3.0,0.8,1.0,7.3,0
19.8,6.6,544.23,3.0,1.0,0.0,999.0,42.0,1.0,0.0,1.0,21.1,8.0,5.0,787.65,1.0,24.2,1.0,5.7,0
2.1,19.2,837.95,3.0,0.0,0.0,999.0,64.0,1.0,0.0,1.0,64.5,1.0,0.0,336.41,3.0,34.6,1.0,3.6,0
7.2,20.5,127.02,3.0,2.0,0.0,999.0,25.0,1.0,1.0,1.0,22.0,13.0,0.0,469.31,2.0,77.9,1.0,8.4,0
4.7,19.2,118.19,2.0,1.0,0.0,999.0,56.0,0.0,1.0,1.0,3.9,5.0,1.0,932.67,3.0,25.5,1.0,7.8,0
9.4,15.0,196.16,2.0,0.0,0.0,999.0,130.0,1.0,0.0,0.0,11.6,5.0,2.0,697.97,0.0,2.5,1.0,6.7,0
5.8,18.2,155.12,3.0,0.0,0.0,999.0,118.0,0.0,1.0,1.0,59.1,23.0,2.0,912.52,3.0,4.4,0.0,5.4,0
40.1,0.0,53.84,1.0,0.0,0.0,999.0,210.0,1.0,1.0,0.0,4.2,19.0,1.0,90.3,2.0,44.3,0.0,8.2,0
60.0,0.0,78.95,2.0,2.0,0.0,999.0,288.0,1.0,1.0,1.0,7.1,3.0,2.0,312.45,3.0,0.1,0.0,6.1,0
0.5,23.9,33.34,3.0,1.0,0.0,999.0,61.0,0.0,1.0,1.0,29.9,2.0,2.0,818.34,2.0,2.6,1.0,6.7,0
3.3,18.2,160.49,1.0,0.0,1.0,23.0,20.0,0.0,1.0,1.0,2.2,10.0,6.0,467.59,0.0,28.0,1.0,4.2,1
0.5,26.1,494.71,4.0,3.0,0.0,999.0,220.0,1.0,1.0,1.0,40.5,20.0,3.0,282.73,3.0,6.3,1.0,6.0,0
40.9,0.0,135.51,3.0,2.0,0.0,999.0,151.0,1.0,1.0,0.0,59.6,22.0,1.0,169.36,2.0,9.5,0.0,4.8,0
3.7,23.5,216.69,4.0,1.0,0.0,999.0,64.0,0.0,1.0,1.0,45.0,10.0,2.0,365.12,0.0,59.1,0.0,6.8,1
20.2,1.2,127.12,0.0,0.0,0.0,999.0,47.0,0.0,0.0,0.0,43.0,15.0,5.0,378.14,2.0,13.6,0.0,9.0,1
60.0,0.0,105.21,1.0,1.0,1.0,23.0,101.0,0.0,1.0,0.0,23.5,23.0,3.0,89.88,3.0,0.1,0.0,10.0,0
0.2,24.2,70.1,2.0,1.0,0.0,999.0,113.0,1.0,1.0,0.0,35.4,12.0,0.0,239.5,2.0,2.3,1.0,8.9,0
13.5,11.1,47.31,0.0,2.0,0.0,999.0,345.0,1.0,1.0,1.0,0.6,14.0,2.0,369.61,2.0,3.4,1.0,7.9,0
18.5,4.5,165.54,5.0,0.0,2.0,118.0,46.0,0.0,1.0,0.0,116.8,10.0,0.0,1268.97,0.0,15.3,1.0,5.0,0
3.6,20.0,20.0,5.0,2.0,0.0,999.0,135.0,0.0,1.0,1.0,12.8,10.0,6.0,355.21,3.0,18.0,1.0,10.0,0
0.8,20.4,69.98,5.0,1.0,2.0,50.0,206.0,1.0,1.0,1.0,10.2,20.0,1.0,1225.97,1.0,6.4,0.0,7.0,0
14.2,8.5,95.16,0.0,3.0,2.0,45.0,55.0,0.0,1.0,0.0,18.7,5.0,0.0,296.1,3.0,2.2,1.0,6.6,0
17.8,8.6,175.12,1.0,3.0,1.0,169.0,43.0,0.0,0.0,0.0,40.8,4.0,4.0,140.4,1.0,3.0,1.0,2.6,1
4.7,18.9,253.39,3.0,3.0,0.0,999.0,45.0,1.0,1.0,0.0,75.3,21.0,5.0,951.58,2.0,13.1,1.0,5.2,0
17.3,0.0,59.1,2.0,2.0,0.0,999.0,121.0,1.0,1.0,1.0,7.1,20.0,0.0,541.37,0.0,10.4,1.0,6.2,0
28.2,0.0,191.36,4.0,0.0,0.0,999.0,245.0,0.0,0.0,1.0,6.6,1.0,2.0,266.34,2.0,26.4,1.0,7.8,1
2.4,19.1,167.93,4.0,1.0,1.0,17.0,97.0,1.0,0.0,1.0,32.4,6.0,4.0,780.77,1.0,5.9,0.0,5.9,0
60.0,0.0,264.96,1.0,0.0,0.0,999.0,236.0,0.0,0.0,0.0,5.9,9.0,1.0,438.7,0.0,27.0,1.0,4.2,1
35.5,0.0,182.87,1.0,2.0,0.0,999.0,64.0,1.0,1.0,1.0,69.5,16.0,1.0,129.69,2.0,3.4,1.0,7.6,0
27.6,0.0,266.94,1.0,0.0,0.0,999.0,28.0,1.0,0.0,1.0,56.4,8.0,5.0,394.29,2.0,28.9,1.0,10.0,0
23.1,1.1,82.18,0.0,3.0,1.0,99.0,50.0,1.0,1.0,1.0,11.2,10.0,3.0,401.66,2.0,68.9,0.0,6.0,0
10.9,12.0,435.18,4.0,2.0,0.0,999.0,51.0,0.0,1.0,1.0,2.5,0.0,6.0,119.16,0.0,24.8,1.0,8.8,0
11.3,20.8,199.83,5.0,1.0,4.0,78.0,75.0,1.0,1.0,1.0,1.3,6.0,4.0,321.22,1.0,43.5,1.0,4.6,1
30.1,0.0,139.87,2.0,1.0,0.0,999.0,113.0,1.0,1.0,0.0,3.0,22.0,4.0,1137.89,2.0,41.3,1.0,6.2,0
11.2,12.4,65.94,1.0,1.0,0.0,999.0,307.0,0.0,0.0,0.0,112.9,19.0,6.0,76.06,0.0,81.3,0.0,4.8,0
0.7,25.6,169.49,3.0,0.0,1.0,11.0,62.0,1.0,1.0,0.0,9.9,2.0,0.0,1170.33,1.0,24.1,1.0,9.8,0
10.2,13.5,657.39,2.0,1.0,1.0,0.0,46.0,0.0,1.0,1.0,15.5,19.0,6.0,1580.0,1.0,30.2,1.0,7.0,0
9.7,10.2,23.83,2.0,0.0,0.0,999.0,171.0,0.0,1.0,0.0,14.8,6.0,5.0,103.84,2.0,42.0,1.0,9.1,0
15.4,6.9,159.61,1.0,0.0,0.0,999.0,114.0,1.0,1.0,0.0,0.9,8.0,1.0,898.15,0.0,24.6,1.0,5.7,0
8.9,16.0,246.18,2.0,0.0,0.0,999.0,95.0,0.0,0.0,0.0,9.1,16.0,0.0,465.06,0.0,7.8,1.0,2.6,1
16.7,5.3,261.8,0.0,3.0,0.0,999.0,87.0,0.0,1.0,1.0,8.2,19.0,2.0,724.47,1.0,21.4,0.0,9.6,0
10.7,13.8,188.25,5.0,0.0,0.0,999.0,53.0,0.0,1.0,1.0,2.1,8.0,3.0,406.74,2.0,23.2,1.0,6.3,0
32.0,0.0,167.31,1.0,1.0,1.0,358.0,212.0,1.0,0.0,0.0,19.1,14.0,2.0,145.07,2.0,10.3,1.0,9.1,0
29.2,0.0,175.95,5.0,1.0,0.0,999.0,222.0,1.0,1.0,1.0,60.4,3.0,5.0,391.23,2.0,41.9,0.0,7.5,0
1.7,25.1,70.36,3.0,2.0,0.0,999.0,117.0,0.0,1.0,1.0,14.3,9.0,2.0,154.92,1.0,51.6,1.0,5.6,0
1.3,28.0,54.81,1.0,0.0,0.0,999.0,17.0,1.0,1.0,1.0,90.1,2.0,0.0,1535.54,1.0,12.5,1.0,9.8,0
11.0,17.9,51.32,5.0,1.0,1.0,155.0,88.0,1.0,0.0,1.0,35.6,1.0,1.0,237.51,3.0,5.9,1.0,7.2,0
6.3,18.2,169.59,1.0,1.0,0.0,999.0,16.0,1.0,1.0,1.0,16.0,20.0,0.0,538.73,3.0,47.4,0.0,7.5,0
6.3,17.8,22.36,3.0,1.0,0.0,999.0,44.0,1.0,1.0,1.0,20.1,0.0,3.0,463.65,0.0,13.7,1.0,3.4,0
8.8,11.1,116.64,5.0,1.0,0.0,999.0,99.0,1.0,1.0,0.0,31.2,21.0,5.0,278.05,0.0,68.9,1.0,4.6,0
30.7,0.0,409.56,5.0,1.0,0.0,999.0,55.0,0.0,0.0,1.0,20.9,22.0,0.0,63.88,1.0,10.5,1.0,6.3,0
15.7,8.9,90.74,4.0,1.0,0.0,999.0,61.0,0.0,1.0,0.0,81.1,0.0,6.0,435.61,0.0,47.6,1.0,7.3,0
11.4,14.6,69.42,3.0,1.0,0.0,999.0,179.0,0.0,1.0,1.0,6.9,15.0,5.0,171.93,2.0,12.7,1.0,10.0,0
16.6,12.6,65.63,4.0,2.0,0.0,999.0,62.0,0.0,1.0,1.0,35.3,3.0,1.0,446.06,0.0,5.8,1.0,8.3,0
25.5,0.0,30.11,2.0,1.0,0.0,999.0,274.0,0.0,1.0,0.0,28.2,16.0,2.0,224.09,0.0,2.2,0.0,6.5,0
0.3,27.1,250.5,5.0,3.0,1.0,171.0,122.0,1.0,1.0,0.0,37.3,5.0,1.0,302.22,2.0,21.7,1.0,4.3,0
11.2,15.1,245.71,3.0,3.0,0.0,999.0,91.0,1.0,1.0,0.0,6.0,8.0,2.0,307.16,0.0,64.5,1.0,6.0,0
47.2,0.0,314.35,5.0,0.0,0.0,999.0,38.0,1.0,0.0,1.0,11.1,21.0,0.0,610.94,1.0,142.0,1.0,7.0,0
16.4,9.5,61.22,0.0,0.0,0.0,999.0,329.0,1.0,1.0,1.0,39.1,13.0,4.0,537.73,2.0,7.1,1.0,6.9,0
46.0,0.0,107.3,0.0,1.0,1.0,259.0,71.0,1.0,0.0,0.0,36.0,19.0,4.0,1136.21,2.0,8.4,1.0,5.3,0
1.7,21.7,558.35,5.0,1.0,1.0,56.0,54.0,1.0,1.0,0.0,56.5,20.0,5.0,583.05,0.0,2.7,1.0,7.3,0
6.8,11.0,277.08,5.0,2.0,0.0,999.0,266.0,0.0,1.0,0.0,36.9,3.0,4.0,695.84,2.0,7.3,0.0,4.9,1
0.6,22.8,93.6,2.0,0.0,0.0,999.0,74.0,1.0,0.0,0.0,7.4,8.0,6.0,492.02,2.0,3.6,1.0,8.1,0
13.3,8.2,43.34,2.0,0.0,0.0,999.0,305.0,0.0,1.0,0.0,29.6,3.0,2.0,292.2,0.0,26.5,1.0,2.0,0
30.1,0.0,82.14,2.0,1.0,0.0,999.0,105.0,0.0,0.0,1.0,19.9,3.0,2.0,58.2,0.0,10.9,1.0,5.8,0
9.0,14.0,116.47,5.0,1.0,1.0,166.0,124.0,1.0,1.0,0.0,2.0,8.0,5.0,293.7,3.0,13.5,0.0,8.9,0
53.3,0.0,251.32,3.0,0.0,0.0,999.0,214.0,1.0,0.0,0.0,23.3,23.0,2.0,296.38,2.0,2.3,1.0,6.9,0
24.1,0.6,115.19,5.0,1.0,1.0,108.0,63.0,1.0,1.0,1.0,12.0,19.0,2.0,569.63,1.0,22.0,1.0,8.0,0
21.7,8.3,58.73,4.0,1.0,2.0,111.0,154.0,1.0,0.0,0.0,46.0,23.0,2.0,279.28,0.0,16.4,1.0,10.0,0
22.1,5.4,406.01,0.0,3.0,0.0,999.0,160.0,0.0,1.0,0.0,27.3,22.0,3.0,428.39,1.0,55.7,0.0,5.3,0
14.8,8.2,263.89,2.0,3.0,0.0,999.0,82.0,0.0,0.0,0.0,7.7,16.0,4.0,178.89,1.0,66.3,1.0,5.3,1
4.1,22.0,221.06,4.0,3.0,0.0,999.0,115.0,0.0,1.0,0.0,12.5,21.0,1.0,201.88,3.0,15.7,1.0,10.0,0
