days_since_last_inspection,previous_violation_count,previous_critical_violations,restaurant_type,years_in_operation,num_employees,seating_capacity,has_liquor_license,complaint_count_last_6months,avg_health_score_history,owner_change_last_year,renovation_last_year,chain_restaurant,neighborhood_income_level,inspection_month,food_handler_certifications_pct,cuisine_risk_category,delivery_service_partner,outdoor_seating,kitchen_size_sqft,target
10.0,0.0,1.0,1.0,6.0,5.0,61.0,1.0,1.0,97.8,0.0,0.0,0.0,75502.0,10.0,52.7,1.0,0.0,1.0,424.0,0
304.0,1.0,0.0,5.0,17.5,16.0,35.0,0.0,1.0,78.0,0.0,0.0,0.0,74556.0,5.0,75.5,1.0,0.0,0.0,286.0,0
152.0,1.0,1.0,4.0,4.0,12.0,35.0,0.0,0.0,93.8,0.0,0.0,0.0,47228.0,1.0,86.2,2.0,1.0,0.0,527.0,0
98.0,1.0,0.0,5.0,5.9,12.0,129.0,0.0,1.0,96.7,0.0,0.0,0.0,92837.0,7.0,74.7,2.0,1.0,0.0,531.0,0
160.0,2.0,1.0,0.0,5.1,11.0,18.0,0.0,1.0,69.2,0.0,0.0,0.0,58087.0,10.0,73.7,0.0,1.0,0.0,203.0,0
577.0,3.0,0.0,4.0,6.6,11.0,37.0,1.0,0.0,98.2,1.0,0.0,1.0,52695.0,6.0,63.3,4.0,1.0,1.0,333.0,0
231.0,0.0,0.0,3.0,0.6,8.0,55.0,0.0,0.0,55.5,0.0,0.0,1.0,65187.0,9.0,91.2,1.0,0.0,0.0,360.0,0
170.0,1.0,0.0,5.0,6.7,12.0,39.0,0.0,2.0,91.0,0.0,0.0,1.0,72374.0,11.0,60.8,0.0,1.0,0.0,599.0,0
275.0,0.0,0.0,1.0,2.2,5.0,27.0,0.0,0.0,61.4,0.0,0.0,1.0,87654.0,1.0,43.9,4.0,1.0,0.0,444.0,0
112.0,2.0,0.0,7.0,7.9,13.0,37.0,0.0,2.0,91.9,0.0,0.0,1.0,73584.0,3.0,86.1,0.0,0.0,0.0,502.0,0
188.0,2.0,0.0,2.0,9.5,15.0,24.0,0.0,1.0,87.2,0.0,0.0,0.0,76995.0,10.0,65.7,1.0,0.0,0.0,292.0,0
99.0,5.0,1.0,6.0,6.1,14.0,54.0,0.0,0.0,98.4,0.0,0.0,1.0,23270.0,2.0,72.3,2.0,0.0,1.0,206.0,0
260.0,0.0,0.0,4.0,7.7,13.0,46.0,1.0,1.0,71.3,0.0,0.0,1.0,36258.0,7.0,37.6,2.0,0.0,1.0,362.0,1
35.0,2.0,1.0,5.0,11.1,15.0,21.0,0.0,0.0,97.4,0.0,0.0,0.0,23719.0,3.0,49.0,3.0,1.0,1.0,438.0,0
45.0,2.0,1.0,2.0,4.8,16.0,18.0,0.0,2.0,98.4,0.0,0.0,1.0,34384.0,5.0,87.2,3.0,1.0,1.0,637.0,0
22.0,1.0,0.0,3.0,10.0,10.0,48.0,1.0,0.0,94.1,0.0,0.0,0.0,44116.0,10.0,75.1,2.0,0.0,1.0,369.0,0
20.0,1.0,0.0,4.0,6.0,11.0,40.0,1.0,0.0,86.8,0.0,0.0,1.0,67167.0,5.0,91.2,2.0,0.0,0.0,852.0,0
10.0,3.0,1.0,3.0,11.2,10.0,37.0,0.0,2.0,82.4,0.0,0.0,0.0,57073.0,6.0,80.3,3.0,1.0,0.0,356.0,1
78.0,3.0,0.0,2.0,1.2,10.0,65.0,0.0,1.0,83.4,0.0,0.0,0.0,23486.0,3.0,74.4,2.0,0.0,0.0,197.0,0
128.0,0.0,2.0,6.0,0.5,11.0,22.0,1.0,1.0,78.7,1.0,0.0,1.0,44285.0,11.0,61.7,2.0,0.0,0.0,331.0,1
102.0,2.0,0.0,7.0,5.1,10.0,59.0,1.0,1.0,86.7,0.0,0.0,0.0,15000.0,12.0,43.2,4.0,0.0,0.0,401.0,0
141.0,0.0,0.0,0.0,16.0,10.0,21.0,1.0,2.0,83.1,0.0,0.0,1.0,53689.0,1.0,45.5,4.0,0.0,0.0,696.0,0
146.0,1.0,1.0,7.0,0.5,10.0,25.0,1.0,0.0,92.9,1.0,0.0,0.0,37802.0,6.0,75.6,2.0,1.0,1.0,247.0,0
54.0,4.0,0.0,5.0,5.4,10.0,10.0,1.0,1.0,67.9,0.0,0.0,1.0,49262.0,2.0,56.9,0.0,0.0,0.0,145.0,0
80.0,2.0,0.0,5.0,2.4,14.0,21.0,1.0,0.0,76.2,0.0,0.0,0.0,27748.0,7.0,75.6,4.0,0.0,0.0,830.0,0
118.0,1.0,1.0,0.0,12.9,12.0,85.0,1.0,2.0,79.0,0.0,0.0,0.0,51584.0,3.0,90.8,0.0,0.0,1.0,769.0,0
183.0,3.0,1.0,3.0,2.8,11.0,86.0,1.0,1.0,94.3,0.0,0.0,0.0,18544.0,4.0,54.2,3.0,1.0,1.0,107.0,0
51.0,1.0,0.0,1.0,4.7,12.0,45.0,1.0,0.0,84.0,0.0,0.0,1.0,66551.0,1.0,64.5,2.0,1.0,1.0,471.0,0
53.0,3.0,0.0,2.0,0.5,18.0,20.0,0.0,2.0,93.1,0.0,0.0,0.0,28680.0,1.0,83.5,1.0,0.0,1.0,495.0,0
157.0,1.0,1.0,4.0,6.1,10.0,24.0,1.0,2.0,90.3,0.0,0.0,0.0,30336.0,2.0,86.2,4.0,1.0,0.0,1456.0,0
186.0,1.0,1.0,5.0,7.6,20.0,48.0,1.0,2.0,88.0,0.0,0.0,0.0,62222.0,8.0,90.3,3.0,1.0,1.0,435.0,0
85.0,1.0,1.0,1.0,8.4,8.0,57.0,0.0,1.0,97.5,0.0,0.0,1.0,44200.0,10.0,80.7,2.0,1.0,0.0,486.0,0
28.0,0.0,0.0,3.0,11.3,17.0,178.0,0.0,0.0,80.6,0.0,1.0,0.0,39897.0,3.0,91.0,2.0,0.0,1.0,444.0,0
216.0,2.0,1.0,3.0,1.2,13.0,10.0,0.0,0.0,94.4,0.0,1.0,0.0,55286.0,8.0,54.4,3.0,0.0,0.0,188.0,0
16.0,3.0,0.0,7.0,12.0,6.0,20.0,1.0,0.0,83.5,0.0,0.0,0.0,75594.0,3.0,53.8,3.0,1.0,0.0,331.0,1
27.0,1.0,0.0,0.0,13.7,15.0,44.0,1.0,0.0,85.4,0.0,0.0,0.0,64336.0,7.0,54.7,4.0,0.0,1.0,489.0,0
100.0,2.0,0.0,6.0,3.4,3.0,34.0,1.0,1.0,85.5,0.0,0.0,1.0,98558.0,4.0,90.2,3.0,1.0,0.0,196.0,0
234.0,3.0,1.0,4.0,8.8,11.0,47.0,0.0,1.0,79.4,0.0,0.0,0.0,85392.0,1.0,73.8,3.0,1.0,0.0,1032.0,1
356.0,3.0,1.0,1.0,5.3,13.0,44.0,0.0,0.0,88.6,0.0,0.0,1.0,60453.0,3.0,37.2,2.0,1.0,1.0,547.0,1
412.0,1.0,0.0,1.0,4.5,15.0,136.0,0.0,2.0,88.0,0.0,0.0,0.0,42625.0,8.0,78.0,1.0,1.0,0.0,414.0,1
361.0,1.0,0.0,4.0,1.1,12.0,28.0,0.0,1.0,87.4,0.0,0.0,0.0,60755.0,3.0,63.2,0.0,1.0,0.0,467.0,0
190.0,1.0,0.0,7.0,2.3,12.0,18.0,1.0,1.0,72.5,0.0,0.0,0.0,47586.0,11.0,55.2,3.0,0.0,0.0,201.0,0
157.0,0.0,0.0,2.0,7.5,14.0,10.0,1.0,0.0,84.9,0.0,0.0,1.0,55511.0,6.0,67.5,4.0,0.0,0.0,853.0,0
219.0,0.0,0.0,4.0,20.9,15.0,30.0,0.0,0.0,86.1,0.0,0.0,0.0,18136.0,4.0,84.9,2.0,1.0,0.0,379.0,0
10.0,4.0,1.0,3.0,8.6,13.0,23.0,1.0,0.0,78.6,0.0,0.0,0.0,31089.0,8.0,89.3,1.0,0.0,1.0,282.0,0
51.0,1.0,2.0,3.0,0.5,10.0,28.0,0.0,0.0,89.4,1.0,0.0,0.0,43757.0,1.0,77.9,4.0,1.0,0.0,243.0,0
341.0,1.0,0.0,7.0,9.2,19.0,51.0,1.0,0.0,73.2,0.0,0.0,0.0,89740.0,2.0,58.5,3.0,0.0,1.0,316.0,0
38.0,2.0,0.0,7.0,9.5,11.0,17.0,1.0,0.0,100.0,0.0,0.0,0.0,76677.0,6.0,71.8,0.0,1.0,1.0,289.0,0
252.0,0.0,0.0,5.0,6.8,14.0,36.0,0.0,0.0,85.0,0.0,0.0,0.0,87935.0,3.0,76.0,0.0,0.0,0.0,555.0,0
74.0,1.0,0.0,2.0,5.1,18.0,16.0,0.0,2.0,86.2,0.0,0.0,0.0,56526.0,1.0,81.1,1.0,1.0,0.0,786.0,0
56.0,3.0,2.0,2.0,12.9,16.0,43.0,1.0,0.0,89.1,0.0,0.0,0.0,61240.0,1.0,78.3,0.0,0.0,0.0,938.0,1
86.0,0.0,0.0,1.0,2.0,10.0,90.0,0.0,3.0,83.6,0.0,0.0,1.0,74100.0,12.0,43.4,0.0,0.0,1.0,387.0,0
12.0,0.0,1.0,7.0,5.3,11.0,24.0,0.0,3.0,80.4,0.0,0.0,0.0,19930.0,10.0,45.3,2.0,0.0,1.0,259.0,1
29.0,0.0,0.0,5.0,0.5,23.0,28.0,0.0,2.0,80.8,0.0,0.0,0.0,45170.0,7.0,89.5,1.0,0.0,1.0,263.0,0
230.0,1.0,0.0,4.0,14.4,14.0,23.0,0.0,0.0,67.7,0.0,1.0,1.0,48293.0,12.0,85.3,1.0,0.0,0.0,380.0,0
23.0,0.0,0.0,4.0,13.7,10.0,46.0,1.0,0.0,81.8,0.0,0.0,0.0,71948.0,6.0,67.4,4.0,0.0,1.0,260.0,0
60.0,1.0,1.0,4.0,20.1,17.0,19.0,0.0,1.0,89.1,0.0,0.0,0.0,55448.0,11.0,68.0,0.0,1.0,0.0,435.0,0
143.0,2.0,1.0,5.0,1.2,10.0,10.0,1.0,1.0,85.1,0.0,0.0,1.0,32433.0,9.0,75.2,3.0,1.0,0.0,600.0,0
143.0,2.0,0.0,4.0,6.4,17.0,24.0,1.0,1.0,100.0,0.0,1.0,1.0,73019.0,6.0,66.0,3.0,1.0,1.0,266.0,0
183.0,4.0,0.0,6.0,1.7,7.0,65.0,0.0,3.0,95.5,0.0,0.0,0.0,50947.0,8.0,93.2,0.0,1.0,1.0,236.0,1
19.0,1.0,0.0,3.0,4.8,14.0,25.0,0.0,2.0,79.9,0.0,1.0,0.0,75208.0,7.0,86.4,1.0,0.0,0.0,551.0,0
298.0,2.0,0.0,0.0,7.1,16.0,25.0,0.0,2.0,100.0,0.0,0.0,0.0,35550.0,5.0,52.1,2.0,1.0,0.0,894.0,0
10.0,1.0,0.0,2.0,1.1,10.0,24.0,0.0,3.0,89.3,0.0,0.0,0.0,52353.0,8.0,72.5,2.0,0.0,0.0,916.0,1
52.0,0.0,0.0,3.0,0.5,15.0,41.0,1.0,0.0,96.1,0.0,0.0,0.0,30523.0,4.0,85.2,1.0,0.0,1.0,1326.0,0
54.0,0.0,2.0,7.0,3.8,10.0,10.0,1.0,2.0,68.0,0.0,1.0,0.0,70436.0,10.0,51.6,3.0,0.0,1.0,412.0,1
31.0,2.0,1.0,7.0,0.5,9.0,32.0,0.0,0.0,80.0,0.0,0.0,0.0,25595.0,11.0,35.4,3.0,1.0,1.0,328.0,0
67.0,1.0,0.0,7.0,0.5,10.0,19.0,1.0,0.0,72.4,0.0,0.0,0.0,74394.0,9.0,58.2,4.0,0.0,0.0,190.0,0
96.0,2.0,1.0,0.0,7.6,8.0,18.0,0.0,0.0,81.0,0.0,0.0,1.0,35794.0,5.0,52.2,2.0,1.0,0.0,1127.0,0
448.0,0.0,0.0,2.0,0.5,11.0,25.0,1.0,1.0,55.5,0.0,0.0,0.0,65355.0,11.0,41.9,3.0,0.0,0.0,234.0,1
135.0,1.0,2.0,2.0,1.3,10.0,36.0,1.0,1.0,90.1,0.0,0.0,1.0,46932.0,2.0,98.8,0.0,1.0,0.0,211.0,0
10.0,1.0,2.0,1.0,14.9,13.0,69.0,1.0,0.0,100.0,1.0,0.0,1.0,95918.0,4.0,66.0,1.0,0.0,0.0,384.0,0
95.0,0.0,0.0,3.0,18.9,6.0,47.0,1.0,1.0,80.0,0.0,0.0,0.0,92839.0,9.0,82.7,2.0,1.0,0.0,470.0,0
59.0,2.0,1.0,4.0,10.5,19.0,15.0,0.0,2.0,96.1,0.0,0.0,1.0,36389.0,10.0,68.9,3.0,0.0,0.0,235.0,0
42.0,0.0,1.0,2.0,2.9,17.0,37.0,0.0,2.0,83.0,0.0,0.0,1.0,84053.0,6.0,61.1,3.0,1.0,1.0,430.0,1
235.0,1.0,0.0,0.0,15.2,12.0,19.0,0.0,0.0,84.4,0.0,0.0,1.0,49652.0,1.0,94.3,1.0,1.0,1.0,237.0,0
78.0,2.0,0.0,0.0,17.4,13.0,33.0,0.0,1.0,73.0,0.0,0.0,0.0,88523.0,9.0,81.7,0.0,0.0,0.0,300.0,1
74.0,0.0,0.0,7.0,1.0,18.0,27.0,1.0,1.0,87.5,0.0,0.0,0.0,45161.0,1.0,67.9,2.0,1.0,0.0,579.0,0
177.0,2.0,0.0,6.0,12.5,11.0,35.0,0.0,1.0,91.3,0.0,0.0,1.0,91871.0,7.0,69.9,2.0,0.0,0.0,1150.0,0
32.0,0.0,0.0,3.0,17.6,9.0,32.0,0.0,1.0,92.4,0.0,0.0,0.0,60548.0,9.0,97.9,3.0,1.0,0.0,265.0,0
218.0,4.0,1.0,2.0,13.0,15.0,27.0,1.0,1.0,74.9,0.0,0.0,0.0,65151.0,12.0,81.4,3.0,1.0,0.0,219.0,1
155.0,2.0,2.0,4.0,7.2,10.0,21.0,1.0,2.0,99.0,0.0,0.0,1.0,78932.0,3.0,71.7,2.0,0.0,0.0,443.0,1
36.0,0.0,0.0,3.0,9.7,12.0,39.0,1.0,0.0,89.9,0.0,0.0,0.0,15000.0,7.0,78.9,4.0,0.0,0.0,179.0,0
10.0,1.0,2.0,2.0,0.5,13.0,36.0,0.0,0.0,98.8,0.0,0.0,0.0,77807.0,4.0,78.5,3.0,0.0,0.0,404.0,0
94.0,2.0,0.0,2.0,1.6,6.0,32.0,0.0,0.0,74.8,0.0,0.0,0.0,58202.0,6.0,95.9,2.0,0.0,0.0,447.0,0
129.0,2.0,0.0,1.0,2.6,19.0,35.0,1.0,3.0,95.6,0.0,0.0,0.0,59960.0,2.0,86.2,2.0,0.0,1.0,679.0,0
11.0,1.0,1.0,1.0,9.0,8.0,59.0,1.0,1.0,76.3,0.0,0.0,0.0,44469.0,3.0,81.5,1.0,0.0,0.0,195.0,0
72.0,3.0,1.0,0.0,2.7,11.0,38.0,0.0,2.0,94.2,1.0,0.0,0.0,53218.0,3.0,66.5,0.0,1.0,0.0,696.0,1
56.0,3.0,0.0,6.0,15.4,10.0,35.0,0.0,0.0,91.2,0.0,0.0,0.0,90486.0,9.0,91.8,2.0,0.0,0.0,445.0,0
10.0,3.0,1.0,2.0,1.5,7.0,30.0,0.0,1.0,95.5,0.0,0.0,0.0,76491.0,1.0,63.6,2.0,0.0,0.0,531.0,0
43.0,0.0,1.0,5.0,6.8,16.0,42.0,1.0,1.0,100.0,0.0,0.0,0.0,49487.0,7.0,50.6,4.0,1.0,0.0,544.0,0
142.0,1.0,1.0,0.0,5.1,11.0,28.0,0.0,0.0,85.0,0.0,0.0,0.0,62811.0,11.0,62.4,0.0,0.0,0.0,277.0,1
71.0,4.0,0.0,1.0,6.4,8.0,67.0,1.0,0.0,95.6,0.0,0.0,1.0,60739.0,8.0,49.9,1.0,0.0,0.0,502.0,0
69.0,1.0,1.0,6.0,7.0,11.0,31.0,0.0,0.0,82.9,0.0,0.0,0.0,47138.0,2.0,69.9,4.0,1.0,0.0,967.0,0
159.0,1.0,0.0,6.0,0.5,19.0,20.0,0.0,2.0,74.7,0.0,0.0,0.0,22036.0,12.0,70.8,4.0,1.0,1.0,379.0,0
10.0,2.0,0.0,0.0,7.8,5.0,11.0,0.0,2.0,85.4,0.0,0.0,0.0,44122.0,8.0,74.1,2.0,0.0,1.0,300.0,0
117.0,2.0,0.0,2.0,21.9,14.0,27.0,0.0,1.0,93.0,0.0,0.0,0.0,43913.0,11.0,86.2,3.0,0.0,1.0,280.0,0
46.0,0.0,1.0,5.0,1.6,12.0,33.0,1.0,0.0,86.5,0.0,1.0,0.0,73688.0,12.0,57.3,3.0,0.0,0.0,469.0,0
116.0,2.0,0.0,7.0,1.2,9.0,16.0,0.0,1.0,99.7,0.0,0.0,0.0,70121.0,10.0,80.9,2.0,0.0,0.0,305.0,0
43.0,1.0,0.0,5.0,3.5,17.0,33.0,0.0,2.0,80.4,0.0,1.0,0.0,47267.0,4.0,78.6,3.0,0.0,1.0,400.0,0
189.0,1.0,0.0,0.0,3.1,15.0,24.0,1.0,1.0,82.8,0.0,1.0,0.0,49410.0,11.0,59.7,4.0,0.0,0.0,414.0,0
35.0,2.0,0.0,2.0,16.5,11.0,69.0,0.0,0.0,93.5,0.0,0.0,0.0,48766.0,2.0,76.1,1.0,0.0,0.0,717.0,0
55.0,1.0,0.0,5.0,13.5,11.0,29.0,1.0,0.0,90.4,0.0,0.0,0.0,87120.0,7.0,95.5,0.0,0.0,1.0,287.0,0
10.0,1.0,0.0,7.0,1.1,7.0,30.0,0.0,1.0,83.5,0.0,0.0,1.0,61226.0,8.0,85.0,2.0,0.0,1.0,636.0,0
51.0,0.0,0.0,6.0,4.9,12.0,65.0,0.0,1.0,76.5,0.0,0.0,1.0,35384.0,5.0,68.0,4.0,0.0,1.0,268.0,0
77.0,0.0,1.0,1.0,1.6,13.0,15.0,1.0,1.0,93.9,0.0,0.0,1.0,48952.0,3.0,76.2,4.0,0.0,0.0,586.0,0
46.0,0.0,0.0,5.0,7.9,7.0,17.0,1.0,0.0,85.5,0.0,0.0,0.0,72635.0,12.0,53.1,3.0,0.0,0.0,629.0,0
21.0,1.0,1.0,1.0,6.5,15.0,26.0,0.0,1.0,75.0,0.0,0.0,0.0,90749.0,1.0,90.9,0.0,1.0,0.0,441.0,0
89.0,1.0,1.0,2.0,1.2,10.0,76.0,1.0,0.0,64.4,0.0,0.0,0.0,26977.0,9.0,44.2,2.0,0.0,0.0,183.0,0
253.0,4.0,0.0,3.0,1.0,12.0,25.0,1.0,1.0,96.2,1.0,0.0,1.0,53613.0,10.0,84.2,1.0,0.0,1.0,1028.0,0
159.0,0.0,0.0,3.0,7.3,13.0,18.0,0.0,1.0,100.0,0.0,0.0,1.0,47375.0,9.0,87.4,1.0,0.0,0.0,144.0,0
29.0,0.0,0.0,0.0,7.6,5.0,36.0,0.0,0.0,76.8,0.0,0.0,0.0,61896.0,5.0,70.7,1.0,1.0,1.0,384.0,0
120.0,1.0,2.0,7.0,6.2,11.0,25.0,1.0,0.0,88.8,0.0,0.0,1.0,34860.0,9.0,81.0,1.0,0.0,0.0,548.0,1
10.0,0.0,0.0,6.0,14.8,8.0,30.0,0.0,0.0,90.5,0.0,0.0,1.0,27252.0,8.0,59.5,2.0,0.0,0.0,265.0,0
39.0,0.0,1.0,6.0,1.6,12.0,12.0,0.0,1.0,81.1,0.0,0.0,0.0,35765.0,6.0,60.2,3.0,0.0,0.0,421.0,1
73.0,2.0,0.0,5.0,14.7,10.0,19.0,0.0,2.0,81.6,0.0,0.0,0.0,73498.0,4.0,29.2,1.0,0.0,0.0,819.0,1
35.0,0.0,0.0,1.0,1.4,15.0,27.0,0.0,1.0,88.7,1.0,0.0,0.0,22806.0,2.0,95.2,1.0,0.0,0.0,1029.0,0
21.0,5.0,0.0,2.0,7.9,10.0,19.0,0.0,1.0,100.0,0.0,0.0,0.0,34747.0,8.0,77.4,3.0,0.0,0.0,934.0,0
317.0,0.0,0.0,5.0,8.6,13.0,38.0,0.0,3.0,94.8,0.0,0.0,0.0,78423.0,3.0,49.8,2.0,1.0,0.0,215.0,1
249.0,0.0,1.0,7.0,1.3,8.0,25.0,1.0,0.0,91.8,0.0,1.0,0.0,73888.0,5.0,91.0,1.0,0.0,0.0,528.0,0
180.0,0.0,0.0,1.0,4.2,13.0,93.0,0.0,4.0,89.2,0.0,0.0,0.0,92765.0,5.0,91.3,3.0,1.0,0.0,833.0,0
118.0,4.0,0.0,7.0,5.9,11.0,37.0,0.0,0.0,84.5,0.0,0.0,0.0,68808.0,6.0,34.4,3.0,0.0,1.0,398.0,0
246.0,0.0,1.0,6.0,11.6,14.0,39.0,0.0,3.0,98.2,1.0,0.0,1.0,55638.0,2.0,89.7,4.0,1.0,0.0,564.0,1
26.0,0.0,0.0,3.0,4.8,9.0,90.0,1.0,1.0,87.3,0.0,1.0,0.0,52972.0,11.0,94.3,3.0,0.0,0.0,653.0,0
10.0,1.0,1.0,4.0,0.7,10.0,34.0,0.0,0.0,94.3,0.0,0.0,1.0,67450.0,12.0,33.6,0.0,0.0,1.0,266.0,0
10.0,3.0,1.0,3.0,4.8,16.0,36.0,1.0,2.0,78.6,0.0,0.0,0.0,57741.0,10.0,70.5,3.0,1.0,0.0,531.0,0
104.0,0.0,1.0,0.0,3.0,14.0,42.0,1.0,2.0,82.8,0.0,0.0,1.0,62006.0,5.0,70.9,1.0,1.0,0.0,345.0,0
599.0,1.0,0.0,5.0,1.7,12.0,24.0,0.0,0.0,100.0,0.0,0.0,0.0,46952.0,8.0,75.6,1.0,0.0,0.0,365.0,0
52.0,4.0,1.0,0.0,2.7,13.0,23.0,1.0,1.0,80.9,0.0,0.0,1.0,59405.0,3.0,53.3,1.0,1.0,0.0,455.0,1
16.0,1.0,0.0,1.0,2.9,9.0,71.0,1.0,0.0,67.2,0.0,0.0,1.0,30759.0,3.0,69.0,1.0,0.0,0.0,378.0,0
18.0,0.0,0.0,6.0,7.4,12.0,61.0,1.0,2.0,70.2,0.0,0.0,1.0,48868.0,6.0,83.8,3.0,1.0,0.0,281.0,0
245.0,1.0,0.0,2.0,4.4,8.0,34.0,0.0,0.0,76.1,0.0,0.0,1.0,35877.0,1.0,72.5,4.0,1.0,0.0,605.0,0
357.0,1.0,1.0,3.0,8.5,13.0,42.0,0.0,1.0,100.0,0.0,0.0,1.0,39824.0,7.0,73.9,1.0,1.0,0.0,1524.0,1
84.0,2.0,2.0,1.0,6.1,4.0,62.0,1.0,1.0,61.1,0.0,0.0,0.0,53404.0,9.0,62.9,1.0,1.0,0.0,508.0,0
10.0,1.0,1.0,6.0,13.4,12.0,41.0,0.0,0.0,90.2,1.0,0.0,1.0,41440.0,1.0,51.7,4.0,0.0,0.0,225.0,0
159.0,1.0,0.0,4.0,2.3,7.0,21.0,0.0,1.0,80.7,1.0,0.0,1.0,30572.0,7.0,62.7,1.0,0.0,0.0,648.0,0
10.0,1.0,2.0,1.0,0.6,8.0,27.0,0.0,1.0,86.4,1.0,0.0,0.0,31937.0,6.0,74.1,0.0,1.0,1.0,380.0,0
10.0,0.0,1.0,2.0,0.5,14.0,65.0,0.0,1.0,88.1,0.0,0.0,0.0,60544.0,12.0,55.5,1.0,0.0,0.0,185.0,0
424.0,0.0,0.0,6.0,6.4,10.0,12.0,1.0,1.0,94.1,1.0,1.0,1.0,44123.0,4.0,61.1,3.0,0.0,0.0,359.0,0
31.0,6.0,0.0,4.0,23.9,9.0,24.0,1.0,4.0,90.7,0.0,0.0,0.0,36664.0,11.0,86.5,3.0,0.0,1.0,561.0,1
65.0,0.0,1.0,4.0,24.2,15.0,23.0,0.0,1.0,100.0,0.0,0.0,0.0,30049.0,10.0,77.3,1.0,1.0,1.0,524.0,0
259.0,2.0,0.0,1.0,3.1,12.0,27.0,1.0,2.0,92.1,0.0,0.0,1.0,48774.0,1.0,78.0,0.0,0.0,0.0,158.0,0
65.0,0.0,0.0,6.0,3.2,8.0,13.0,0.0,1.0,73.0,0.0,0.0,1.0,33427.0,1.0,85.4,3.0,0.0,0.0,219.0,0
165.0,1.0,2.0,1.0,1.7,13.0,20.0,1.0,1.0,83.8,1.0,0.0,0.0,30352.0,12.0,73.2,2.0,1.0,1.0,376.0,1
485.0,2.0,0.0,1.0,8.2,10.0,17.0,1.0,1.0,69.7,0.0,0.0,1.0,55398.0,2.0,55.7,1.0,0.0,0.0,654.0,0
10.0,3.0,0.0,6.0,1.5,12.0,55.0,0.0,2.0,80.1,0.0,0.0,0.0,52675.0,2.0,80.9,3.0,0.0,1.0,355.0,0
11.0,1.0,0.0,7.0,1.0,10.0,68.0,1.0,1.0,83.6,0.0,0.0,0.0,55616.0,6.0,81.8,1.0,1.0,1.0,388.0,0
47.0,1.0,0.0,0.0,4.7,12.0,28.0,1.0,0.0,84.1,0.0,0.0,0.0,55120.0,1.0,56.8,1.0,0.0,1.0,282.0,0
44.0,1.0,0.0,4.0,2.6,15.0,40.0,1.0,0.0,95.2,0.0,0.0,0.0,38189.0,11.0,51.4,0.0,0.0,1.0,1057.0,0
48.0,0.0,0.0,4.0,3.6,18.0,27.0,0.0,0.0,82.4,0.0,0.0,0.0,41296.0,9.0,84.5,1.0,0.0,1.0,221.0,0
10.0,0.0,1.0,6.0,16.6,6.0,37.0,1.0,1.0,96.1,0.0,0.0,0.0,85367.0,9.0,67.5,4.0,0.0,1.0,501.0,0
38.0,1.0,0.0,7.0,10.9,13.0,44.0,1.0,0.0,82.6,0.0,0.0,1.0,52212.0,2.0,76.3,1.0,0.0,0.0,311.0,0
709.0,1.0,0.0,5.0,8.1,6.0,32.0,0.0,0.0,88.8,0.0,0.0,1.0,84258.0,10.0,55.6,4.0,0.0,0.0,544.0,0
153.0,1.0,0.0,0.0,5.2,12.0,95.0,0.0,3.0,89.2,0.0,0.0,0.0,59388.0,4.0,90.0,0.0,0.0,0.0,177.0,0
286.0,2.0,0.0,2.0,6.4,15.0,151.0,0.0,1.0,87.9,0.0,1.0,1.0,78246.0,6.0,67.0,3.0,1.0,0.0,433.0,0
29.0,2.0,2.0,7.0,0.5,8.0,24.0,0.0,0.0,79.4,0.0,0.0,1.0,57441.0,2.0,77.0,0.0,0.0,0.0,309.0,0
133.0,1.0,0.0,6.0,18.6,10.0,28.0,0.0,0.0,77.1,0.0,0.0,0.0,22601.0,5.0,37.6,0.0,0.0,1.0,258.0,0
112.0,1.0,0.0,6.0,1.4,13.0,51.0,1.0,1.0,93.5,0.0,0.0,1.0,61005.0,10.0,77.4,0.0,1.0,0.0,209.0,1
10.0,4.0,1.0,3.0,7.4,14.0,29.0,0.0,1.0,86.9,0.0,0.0,1.0,72215.0,11.0,89.0,1.0,0.0,1.0,372.0,0
137.0,0.0,0.0,5.0,1.2,10.0,43.0,0.0,3.0,89.3,1.0,0.0,0.0,81466.0,7.0,91.4,2.0,0.0,0.0,307.0,0
384.0,1.0,0.0,4.0,12.8,14.0,26.0,0.0,0.0,88.2,1.0,0.0,0.0,57621.0,1.0,68.4,1.0,1.0,0.0,474.0,0
137.0,1.0,1.0,7.0,0.7,21.0,56.0,0.0,0.0,100.0,0.0,0.0,0.0,48670.0,3.0,42.6,0.0,1.0,0.0,425.0,0
192.0,0.0,0.0,1.0,5.7,12.0,25.0,0.0,1.0,82.0,0.0,0.0,0.0,67347.0,4.0,80.3,0.0,0.0,0.0,275.0,0
41.0,0.0,0.0,3.0,8.4,13.0,22.0,1.0,0.0,81.5,1.0,0.0,0.0,74502.0,12.0,82.3,2.0,1.0,1.0,420.0,0
88.0,0.0,0.0,5.0,0.7,18.0,32.0,1.0,0.0,86.0,0.0,1.0,1.0,38590.0,12.0,90.8,1.0,1.0,0.0,941.0,0
706.0,1.0,2.0,7.0,2.4,13.0,26.0,0.0,3.0,62.2,0.0,0.0,1.0,36134.0,10.0,69.9,2.0,0.0,1.0,325.0,1
174.0,0.0,0.0,1.0,0.8,12.0,35.0,0.0,0.0,100.0,0.0,0.0,1.0,64311.0,10.0,64.5,2.0,0.0,1.0,331.0,0
