loan_amount,annual_income,debt_to_income_ratio,credit_score,employment_length_years,home_ownership,loan_purpose,interest_rate,installment_amount,num_credit_lines,num_delinquencies,months_since_last_delinquency,total_credit_limit,revolving_utilization,public_records,inquiries_last_6months,age,years_at_current_address,target
10218.45,79555.17,0.2295,688,3.8,3,0,11.89,740.7,8,1,116,35748.07,0.5663,0,0,57,15.8,0
7816.59,179444.51,0.1678,644,35.7,2,5,4.3,316.0,12,0,0,87588.88,0.0885,0,1,33,0.0,0
12558.22,118938.41,0.1498,624,7.9,2,1,17.98,368.63,7,2,36,5000.0,0.1829,0,2,55,3.5,0
21631.79,25504.61,0.11,725,5.2,0,3,3.78,780.27,6,2,5,26531.3,0.5046,0,2,53,10.4,0
12186.14,33082.92,0.0903,707,8.9,1,0,11.67,382.56,6,2,11,154761.35,0.4646,0,1,41,8.4,0
10135.77,189387.41,0.1914,774,10.6,2,5,13.29,217.24,11,1,16,9547.11,0.3153,0,1,51,1.9,0
8656.1,36434.55,0.3582,613,0.4,1,1,17.26,446.61,10,1,14,117945.64,0.2477,0,1,52,2.2,0
8631.62,45371.43,0.3305,709,0.8,1,5,13.75,284.6,6,0,0,31813.07,0.6458,0,1,40,12.9,0
8233.43,105406.51,0.1402,695,5.3,3,0,15.96,178.56,7,1,4,20996.63,0.3277,0,1,44,3.7,0
2577.17,213501.23,0.2031,670,6.9,1,5,14.87,51.28,6,1,56,8988.67,0.4399,0,3,44,6.1,0
7505.38,89306.43,0.1091,731,14.7,2,2,6.6,171.06,11,1,38,9458.24,0.1499,0,0,42,5.7,0
6918.2,45322.35,0.1184,584,0.1,2,0,8.53,184.15,8,1,43,36952.05,0.2546,0,2,51,3.0,1
8079.31,41114.76,0.0369,696,3.8,1,5,5.5,165.62,9,1,6,13753.24,0.3163,0,1,50,3.3,0
5923.09,161685.77,0.3426,588,0.9,1,1,9.29,103.88,14,0,0,10992.91,0.974,0,0,50,2.0,1
8561.94,55271.76,0.0912,720,0.7,1,1,6.72,180.87,8,0,0,46561.12,0.113,0,0,42,11.5,0
15848.56,46088.54,0.1309,702,1.4,1,3,16.97,513.9,10,1,11,8832.4,0.1818,1,1,39,3.7,0
19528.28,66106.93,0.0999,795,2.6,1,5,9.45,370.96,13,0,0,15282.9,0.7822,0,1,27,8.0,0
11742.37,61138.43,0.0606,696,5.4,1,3,10.57,607.16,9,2,20,60510.61,0.2431,1,0,34,0.6,0
6920.7,29418.49,0.1416,778,6.3,2,5,10.08,165.64,9,0,0,223543.28,0.3381,0,1,56,1.7,0
8990.23,28225.41,0.0571,657,11.0,3,0,10.64,178.41,3,0,0,38862.15,0.3006,0,0,28,2.9,0
17514.57,19687.57,0.0544,685,7.1,3,5,15.24,340.46,11,0,0,54133.59,0.1921,0,0,38,9.9,0
33692.1,44286.11,0.289,802,0.2,1,1,10.83,1417.77,9,0,0,5000.0,0.2897,0,2,45,2.5,0
55353.89,32692.94,0.1627,628,2.1,2,1,10.99,1128.18,8,1,65,20416.13,0.6792,0,0,40,1.2,1
14066.37,36119.53,0.1302,703,1.2,0,3,17.16,400.62,8,0,0,11912.62,0.3419,0,4,57,8.6,0
12478.42,31130.75,0.1841,737,5.6,1,1,13.6,373.66,5,1,93,45652.55,0.4339,1,0,59,1.7,0
6144.23,38716.56,0.1986,616,0.2,0,3,10.03,104.37,8,2,32,11556.65,0.4222,0,1,44,4.1,0
6697.96,18743.87,0.2265,704,0.3,2,0,12.44,208.79,7,1,23,19265.58,0.2243,0,0,43,2.9,0
16200.77,15000.0,0.0538,684,10.7,1,3,11.27,387.94,6,0,0,48973.61,0.5355,0,0,31,1.0,0
5787.15,103118.73,0.3463,539,0.2,2,3,15.47,165.99,8,0,0,25520.82,0.9733,0,0,52,1.9,1
4407.36,27516.77,0.1919,606,6.3,2,5,15.16,90.91,8,0,0,148664.85,0.5429,1,0,36,15.9,0
11079.24,50251.19,0.0752,704,3.0,1,2,17.94,223.32,6,1,6,176060.41,0.725,0,0,50,2.1,1
28698.75,15000.0,0.2623,707,4.3,2,4,14.56,1546.44,7,0,0,43702.18,0.172,0,0,29,5.3,0
7824.29,88218.5,0.2434,760,3.7,1,0,3.29,612.66,5,0,0,18275.18,0.1394,0,1,42,3.7,0
11405.38,50415.75,0.2108,655,2.1,1,0,13.21,936.52,13,1,6,13767.57,0.1695,0,0,44,3.9,0
29388.04,78108.03,0.4235,580,0.4,2,3,19.28,882.01,10,0,0,46589.87,0.4347,0,1,30,18.2,1
21591.85,52562.63,0.0435,637,7.0,1,1,9.98,585.59,4,0,0,78994.98,0.5776,0,1,34,10.0,0
7628.13,32377.45,0.1907,649,0.2,1,4,11.92,581.43,9,2,10,123110.41,0.4034,0,2,48,9.0,0
7466.81,37970.67,0.2894,654,1.1,2,3,6.77,172.4,10,1,15,21213.57,0.1272,0,0,36,0.8,0
36006.01,270193.59,0.1602,656,5.5,3,3,13.03,2497.51,5,0,0,31213.41,0.42,0,1,28,2.2,0
28999.07,34062.86,0.2811,628,2.6,1,5,6.23,743.9,11,0,0,51250.83,0.1216,0,0,44,9.8,0
15919.11,24808.14,0.1521,722,2.0,1,0,10.43,528.27,8,0,0,73324.1,0.8992,0,1,26,8.3,0
4049.83,74309.14,0.1151,634,1.1,2,3,17.41,83.89,8,0,0,63371.61,0.5884,0,1,71,5.2,0
13978.99,51733.06,0.1807,659,8.2,1,1,20.09,321.12,7,0,0,56621.42,0.3938,0,3,75,0.5,0
3513.68,88767.34,0.0663,647,9.1,1,3,14.46,96.08,5,0,0,17133.58,0.4264,1,1,31,0.1,0
10177.61,56987.51,0.122,784,10.4,2,0,17.93,190.67,9,0,0,12860.33,0.7901,0,4,32,7.7,0
19281.35,36734.56,0.0499,725,7.6,0,0,23.35,468.61,9,0,0,63091.88,0.5277,0,0,48,2.4,0
12641.52,43033.63,0.1517,681,0.2,2,2,11.3,338.88,5,0,0,46559.19,0.1462,0,0,57,2.7,0
9175.93,61983.94,0.2926,756,3.2,1,0,4.5,177.59,7,0,0,5000.0,0.4111,0,0,35,1.0,0
5252.75,15000.0,0.266,682,1.0,1,2,9.02,144.5,10,0,0,12786.94,0.516,0,1,31,22.4,0
23496.89,93923.09,0.1308,776,2.5,2,4,12.99,1441.02,9,0,0,50372.34,0.3325,0,1,40,0.6,0
11007.27,40107.53,0.0384,623,4.3,2,2,10.89,747.03,6,0,0,34542.41,0.357,0,2,50,21.8,0
8587.82,83438.04,0.1602,687,16.0,2,2,9.03,235.48,8,0,0,28832.05,0.8711,0,2,31,2.0,1
11938.1,62360.03,0.0795,700,5.6,1,5,19.98,285.54,14,1,20,25295.47,0.2599,0,0,44,0.0,0
12077.1,63651.37,0.1594,618,4.4,0,4,13.13,414.04,9,1,50,23748.4,0.6522,1,1,49,2.2,0
14979.51,58394.23,0.4951,703,0.0,0,1,12.32,256.44,12,0,0,57527.28,0.6058,1,2,36,5.1,1
21503.0,47416.13,0.3322,706,0.8,2,3,5.46,564.83,8,1,8,99270.52,0.7006,0,0,32,1.9,0
36559.41,46630.15,0.2371,613,3.1,2,0,10.4,806.86,5,1,29,21289.12,0.7298,0,1,47,8.3,0
9659.97,26267.63,0.0976,722,1.9,2,2,3.71,581.27,10,1,59,35105.98,0.2783,0,0,28,8.5,0
15888.46,70871.32,0.3307,815,6.2,0,0,5.46,658.14,7,0,0,31018.75,0.7799,0,1,42,2.6,0
13406.51,15000.0,0.0507,643,3.8,1,0,13.33,265.49,6,0,0,77154.12,0.7026,0,0,34,0.8,0
28010.83,81273.39,0.1875,691,3.8,1,1,12.88,571.22,6,0,0,58192.76,0.3597,0,0,27,6.3,0
7216.56,83822.19,0.0318,681,7.7,1,3,18.21,201.4,12,1,2,32419.11,0.1323,0,0,59,9.3,0
8438.78,52192.62,0.0181,663,0.2,1,3,15.3,144.67,10,0,0,15925.67,0.5864,0,2,66,0.3,0
6674.79,26661.3,0.2446,562,14.7,0,3,11.31,216.7,7,0,0,11228.51,0.3079,0,0,31,15.3,0
7173.17,79339.0,0.378,703,0.6,0,0,13.89,235.95,14,0,0,6093.02,0.4008,1,2,49,12.1,0
5197.89,62323.81,0.0541,661,1.0,1,2,17.87,352.47,9,0,0,17720.56,0.3616,0,2,57,4.2,0
9393.52,17451.66,0.0802,727,0.9,2,1,9.91,247.37,10,0,0,11974.48,0.1081,0,3,27,19.3,0
17392.9,54360.03,0.2955,651,9.4,2,1,15.74,351.99,8,1,46,29402.51,0.6227,0,1,28,3.7,0
4393.86,46530.14,0.0787,739,0.5,2,1,8.33,218.35,6,1,7,30874.07,0.4964,0,0,26,19.2,0
9949.16,40744.34,0.2709,578,5.0,3,1,13.57,179.2,17,0,0,31351.12,0.4934,0,0,30,5.8,1
5558.97,31633.23,0.2419,633,4.3,1,4,7.0,204.9,11,0,0,18903.4,0.5848,0,1,53,4.0,0
9486.61,97884.18,0.0595,713,3.5,2,1,3.0,493.96,8,0,0,7721.58,0.2008,0,0,24,6.1,0
13907.64,44180.11,0.1489,638,15.1,0,4,10.86,315.01,5,0,0,24051.75,0.1497,0,1,48,0.9,0
16477.07,21514.35,0.1141,746,1.1,1,1,15.56,428.96,4,0,0,10784.4,0.7181,0,1,54,0.1,0
32281.87,17253.85,0.2024,757,3.7,1,5,7.21,2246.66,6,0,0,30140.9,0.5717,0,2,37,1.0,0
15431.16,21126.31,0.1547,465,0.1,1,2,12.53,285.79,8,1,73,106520.06,0.397,0,2,32,7.1,1
7947.26,18792.33,0.0773,540,0.7,2,2,16.18,224.45,6,0,0,42784.4,0.16,0,1,46,3.4,1
13550.02,25885.68,0.0788,846,1.9,2,0,15.13,288.96,7,1,13,33566.82,0.5325,0,0,34,7.9,0
9993.89,80379.81,0.299,738,0.6,1,2,12.46,354.78,5,1,5,13187.08,0.3127,0,2,42,0.1,0
8146.33,43710.22,0.1375,638,4.6,1,1,19.53,144.99,9,3,45,9848.75,0.5057,0,0,41,3.9,0
10336.11,72182.84,0.2327,749,1.3,2,2,7.94,517.38,5,0,0,13376.04,0.7561,0,1,40,2.0,0
12227.87,106808.89,0.1373,657,1.7,2,0,10.68,274.2,11,0,0,49071.48,0.5692,1,1,29,3.3,0
14625.69,29347.94,0.1047,667,1.4,0,2,13.04,1077.9,12,0,0,34229.83,0.3769,0,1,30,2.8,1
47333.25,56769.26,0.2372,837,3.2,1,3,11.02,3913.59,8,0,0,45384.42,0.836,0,1,21,3.3,0
6643.43,45968.89,0.0927,655,12.6,2,0,12.93,281.71,5,0,0,107377.17,0.3526,0,2,55,13.5,0
27795.16,57597.83,0.3101,714,4.3,1,3,15.92,759.86,4,0,0,7813.61,0.9539,0,3,33,11.5,0
22834.47,30219.15,0.096,714,15.9,1,5,15.73,543.58,7,0,0,38047.42,0.2794,0,1,37,2.7,0
11616.91,37428.54,0.3285,739,1.6,3,2,4.52,284.21,6,0,0,45219.2,0.2785,0,0,36,0.8,0
24765.56,42587.81,0.0711,674,5.7,2,1,13.84,1563.15,11,0,0,47177.87,0.54,0,0,36,12.4,0
7888.88,38869.44,0.1206,664,8.3,0,2,20.0,151.22,8,0,0,20813.09,0.5342,0,0,38,0.9,0
2694.67,50512.4,0.3348,727,4.5,3,3,9.32,48.97,9,0,0,41875.04,0.5108,0,3,59,1.8,0
15956.35,110615.1,0.165,583,5.7,2,0,12.16,365.83,13,1,120,5118.39,0.6434,0,1,39,0.5,1
45983.85,76547.9,0.1215,565,2.0,1,1,9.89,1130.0,8,2,7,7319.46,0.3086,0,0,37,5.2,1
13750.18,18580.87,0.0721,759,26.9,2,2,6.42,497.72,5,1,11,7783.57,0.3162,0,1,23,7.0,0
16979.01,35568.2,0.1393,660,7.4,2,0,8.25,334.29,11,0,0,32648.83,0.7485,1,1,26,3.0,0
14072.69,72924.74,0.0161,704,4.4,2,0,7.7,1061.96,8,0,0,17873.03,0.2563,0,2,21,23.1,0
12794.54,61526.63,0.2211,725,0.7,2,4,10.92,218.36,6,0,0,86148.52,0.4544,0,2,33,2.5,0
16329.32,102261.01,0.1071,700,1.3,1,4,15.92,621.16,8,0,0,17262.07,0.5699,0,1,45,5.3,0
9224.14,48809.39,0.4536,676,0.4,2,0,15.51,186.87,7,1,26,16513.42,0.2707,0,2,57,8.2,0
26878.01,51913.67,0.2591,676,10.1,1,0,10.31,1855.96,12,1,8,23582.82,0.606,0,0,35,0.5,0
4155.47,100794.88,0.0858,620,11.5,1,3,15.43,76.15,7,1,101,11982.81,0.4634,0,0,35,0.5,0
1416.3,77824.04,0.3297,699,8.9,1,5,11.45,45.54,8,0,0,21563.0,0.2146,0,1,58,0.1,0
9346.63,19964.83,0.281,679,4.0,1,3,19.31,210.99,8,1,37,8457.73,0.2634,0,0,21,8.2,0
11245.04,57022.14,0.2136,685,26.8,3,3,7.49,229.74,6,0,0,25425.55,0.4403,0,2,46,4.4,0
15481.93,60019.55,0.2765,543,4.2,0,2,17.39,286.74,7,1,8,67607.39,0.769,0,1,37,7.0,1
18334.76,159754.16,0.3657,716,0.0,2,2,17.59,503.49,11,0,0,25824.05,0.5199,0,2,40,0.5,0
24797.08,30155.24,0.1675,675,0.7,3,1,15.67,1175.74,7,1,38,24501.2,0.1884,0,0,43,7.1,1
12213.79,23361.11,0.0393,624,0.4,1,0,18.32,250.5,11,0,0,49745.75,0.3982,0,2,33,5.7,0
19267.02,118404.01,0.0834,722,3.7,2,2,10.27,524.68,5,0,0,10153.23,0.6743,0,1,27,14.0,0
12663.87,109228.36,0.0655,807,2.6,1,0,5.33,227.76,9,1,2,39134.55,0.5702,0,2,69,6.5,0
5151.48,59592.64,0.2647,673,0.2,2,3,10.19,135.1,9,1,10,33286.66,0.2102,0,1,21,5.4,0
15312.05,34786.43,0.2042,648,4.0,3,0,8.44,298.57,8,2,31,9274.53,0.4178,0,1,36,0.7,0
19420.78,101913.16,0.3907,709,2.6,0,0,15.14,1213.64,13,1,9,15053.18,0.453,0,2,21,0.5,0
11164.36,41277.63,0.0738,690,2.7,3,0,8.41,287.99,6,0,0,109070.32,0.0774,0,1,40,2.6,0
33246.26,27898.81,0.1176,703,0.8,2,0,8.41,1559.03,4,0,0,5000.0,0.455,0,1,51,1.8,0
9339.92,128646.14,0.233,666,2.1,1,4,16.92,226.12,6,0,0,30255.94,0.8413,0,0,47,12.8,0
16747.86,68944.37,0.1383,656,10.5,1,2,9.49,304.57,5,0,0,8587.4,0.2146,0,2,45,4.1,0
10889.09,51832.04,0.2808,680,18.6,2,4,14.18,205.92,7,1,4,20599.04,0.1864,0,3,36,4.3,0
9953.93,66887.84,0.097,776,1.9,2,0,12.03,339.29,11,0,0,55543.09,0.3072,0,2,33,8.8,0
8876.89,72242.11,0.255,693,1.4,1,2,14.81,183.88,9,1,8,5000.0,0.4655,0,0,47,0.9,0
14518.52,22471.35,0.0827,660,5.4,1,2,12.58,876.22,6,0,0,30274.37,0.5501,0,1,24,0.7,1
21489.37,35969.08,0.2989,658,12.9,2,3,11.4,727.52,5,1,56,117421.55,0.5615,0,1,49,1.5,0
10537.5,66898.39,0.0521,755,4.8,2,0,6.7,872.17,9,0,0,32994.67,0.2782,0,1,48,1.2,0
48592.15,50842.75,0.2201,657,0.9,0,4,11.65,1944.79,7,1,58,24287.88,0.4649,1,3,48,3.1,0
12990.68,22125.55,0.0477,624,6.1,0,2,17.14,448.61,6,0,0,13256.65,0.5617,0,5,55,0.9,0
19468.09,25113.44,0.1269,751,0.8,3,1,18.08,360.94,10,0,0,9504.44,0.7912,0,0,61,6.7,0
11713.82,25593.15,0.2036,817,18.4,0,3,9.43,399.79,7,0,0,124435.6,0.365,0,1,30,7.5,0
33023.99,106780.86,0.0305,674,8.1,2,1,17.74,1360.79,4,0,0,278827.3,0.3591,0,2,53,0.4,0
18231.83,42707.93,0.1421,700,4.7,2,1,14.18,1286.35,10,0,0,32827.24,0.6619,0,2,42,1.5,0
37324.62,118403.9,0.1478,642,1.0,0,4,8.66,1292.77,4,0,0,15921.05,0.5117,0,1,41,5.1,0
3875.7,15000.0,0.1076,681,10.5,2,0,11.57,142.48,6,1,39,206145.27,0.5566,0,0,43,2.3,0
14691.55,62620.53,0.2219,602,1.3,3,5,9.74,268.82,8,1,21,5636.7,0.3218,0,2,44,3.3,1
57123.24,57104.94,0.2661,683,0.9,0,1,3.88,1532.1,10,0,0,20350.79,0.6163,0,0,35,3.8,0
30569.76,31167.82,0.0509,704,4.2,1,1,13.18,791.24,9,0,0,24363.86,0.3051,0,1,36,2.7,0
20119.44,15000.0,0.3346,719,0.5,2,0,14.07,647.37,7,0,0,5210.16,0.851,0,1,49,3.4,0
12250.06,51489.81,0.2226,772,11.1,3,0,17.62,359.7,14,0,0,10891.3,0.7216,0,1,43,0.7,0
16207.73,101150.05,0.0796,698,3.5,1,5,15.47,461.25,7,0,0,21862.5,0.2675,0,3,29,5.8,0
18405.77,44741.82,0.3339,597,1.3,2,0,13.59,327.37,6,1,57,21448.84,0.3879,0,0,33,0.6,0
12548.63,17715.48,0.1302,623,3.9,2,0,15.05,259.58,10,0,0,18174.76,0.3418,0,1,37,16.3,0
12648.21,138722.8,0.336,632,2.3,2,2,8.49,359.61,6,2,35,68920.77,0.7419,0,0,35,1.2,1
16808.49,34245.24,0.2084,801,1.9,2,1,13.67,571.6,8,0,0,45019.51,0.435,0,2,40,5.0,0
14049.67,57620.3,0.0315,655,5.8,0,4,14.9,755.31,5,2,25,10584.65,0.2524,0,1,60,2.1,0
7295.25,57006.14,0.2577,789,8.1,1,1,7.9,310.06,10,0,0,62596.44,0.2266,0,1,42,4.9,0
9761.65,71892.25,0.1618,566,11.8,3,5,9.47,259.91,5,0,0,10320.02,0.5374,0,1,53,4.7,0
19551.36,18087.89,0.4032,758,0.1,2,1,4.64,590.59,6,0,0,39284.75,0.414,0,0,38,1.6,0
10462.37,82270.35,0.1247,643,0.4,2,0,6.93,333.26,8,0,0,34969.03,0.5427,0,2,58,6.5,0
7958.39,53464.6,0.0801,630,7.5,1,0,9.0,203.02,6,0,0,89681.36,0.1058,0,1,30,0.5,0
13901.03,53433.69,0.1856,690,11.4,3,2,14.4,325.69,8,1,1,13304.12,0.3249,0,3,27,7.9,0
19525.83,56805.24,0.07,644,1.6,1,1,14.37,578.35,9,1,37,27290.28,0.2766,0,1,27,11.2,0
16068.57,33639.24,0.0965,822,1.0,2,1,13.87,566.69,10,0,0,5449.19,0.2315,0,1,21,8.1,0
12971.37,27350.45,0.1681,613,5.0,0,4,15.84,226.52,3,0,0,23765.61,0.6757,0,1,58,1.8,0
9050.25,69207.27,0.2066,692,15.1,3,1,17.81,411.65,6,1,3,28077.77,0.8053,0,1,42,1.1,1
11258.77,34558.79,0.2484,646,13.6,1,1,13.0,863.58,8,0,0,40316.27,0.6284,0,0,47,3.5,0
5654.84,63839.42,0.1371,650,10.3,1,5,10.12,255.17,6,0,0,18626.35,0.28,0,1,25,9.0,0
9259.95,127801.44,0.1564,646,6.2,3,5,17.89,220.9,4,0,0,7746.01,0.3028,0,2,25,0.9,1
15315.55,29588.71,0.3852,682,14.7,1,2,6.39,1150.52,3,2,8,32919.67,0.5616,0,3,45,1.5,0
34075.58,72773.67,0.1639,502,7.7,1,2,19.36,870.54,8,0,0,8715.3,0.3627,0,0,53,5.1,0
14427.65,55513.23,0.2844,696,0.5,0,3,7.1,318.64,16,0,0,62335.97,0.3372,0,1,30,3.0,0
26001.44,49221.51,0.1958,655,7.0,0,1,10.39,444.15,6,1,26,90115.35,0.6794,1,1,26,14.1,0
45688.96,18915.71,0.0221,821,4.0,2,3,6.78,1340.64,6,1,6,36249.83,0.5385,0,3,45,9.5,0
2334.87,80105.18,0.0888,618,18.6,1,1,14.9,48.28,8,0,0,5000.0,0.3056,0,0,46,4.5,0
15897.1,19390.33,0.3473,774,6.4,1,1,11.74,478.28,6,1,7,79589.37,0.7769,0,3,48,1.0,1
8725.21,102775.99,0.117,654,7.1,1,3,11.14,234.58,7,0,0,10634.62,0.346,0,2,25,1.5,0
11813.48,47014.36,0.2202,578,19.0,2,3,12.72,379.97,4,0,0,54143.19,0.366,0,4,46,20.9,0
17315.99,110032.28,0.2733,850,6.4,0,5,10.18,551.18,5,0,0,26823.73,0.4105,0,1,46,11.1,0
31846.33,41036.76,0.2551,726,2.6,1,2,9.32,1592.03,12,1,9,7550.16,0.8035,0,4,41,3.3,0
5320.57,28292.38,0.301,605,7.1,0,4,7.05,290.55,9,0,0,9110.71,0.4009,0,2,43,2.5,0
20180.09,49256.31,0.0971,741,1.5,2,1,20.5,928.63,4,0,0,55235.11,0.268,0,3,54,0.7,0
31553.71,85201.56,0.3489,739,7.9,1,2,7.65,639.26,12,0,0,21903.01,0.579,0,1,32,4.4,0
17849.79,52707.03,0.3002,799,0.5,2,1,9.98,384.75,9,0,0,5671.36,0.5466,0,2,32,13.0,0
20438.42,35938.41,0.0758,651,10.6,1,1,3.91,402.33,9,0,0,40371.53,0.5594,1,1,33,10.4,0
9805.93,50941.97,0.1847,635,1.8,0,0,17.14,231.95,8,0,0,16156.16,0.5715,0,0,42,1.4,0
7957.5,19630.0,0.2136,667,0.9,2,2,16.28,202.41,7,0,0,69085.8,0.2866,0,0,42,18.4,0
14221.83,25767.49,0.0895,779,1.6,2,1,7.35,473.57,7,0,0,14743.92,0.4757,0,1,54,0.4,0
25171.57,61562.48,0.4811,678,2.8,2,0,3.76,615.57,10,1,11,24366.12,0.8737,0,2,48,1.7,0
21261.87,32093.25,0.2095,695,7.7,2,2,14.35,1212.53,7,1,10,25528.96,0.9271,0,1,35,2.8,1
9866.11,36918.66,0.1485,747,4.9,0,4,9.16,223.08,11,1,46,42139.74,0.1493,0,2,48,8.3,0
12344.42,19709.69,0.3221,666,5.3,1,1,9.45,232.71,7,0,0,46010.58,0.4282,0,2,31,0.8,0
22879.55,84414.66,0.0619,715,15.2,1,1,7.96,417.02,11,1,5,23137.2,0.4829,0,0,47,8.5,0
15708.01,40421.25,0.2133,677,2.4,1,2,10.63,449.72,7,1,13,23633.96,0.8147,0,2,40,6.0,1
4983.51,34566.74,0.1398,623,0.3,1,1,8.78,363.59,7,1,9,23629.77,0.5084,0,1,24,0.8,0
15796.07,76345.11,0.2082,615,10.8,1,1,10.97,461.58,4,0,0,20052.34,0.3868,0,1,34,6.9,0
8881.52,53682.73,0.0914,552,7.1,3,0,6.45,166.77,3,0,0,5000.0,0.1637,1,0,46,0.6,0
10594.77,59179.11,0.0754,713,4.8,3,1,11.62,180.53,10,1,8,31140.75,0.6917,0,1,27,0.8,0
7183.26,60426.4,0.1816,665,4.6,1,5,10.2,347.34,10,0,0,44397.11,0.4713,0,1,45,3.4,0
14195.37,139637.58,0.264,540,2.4,2,1,7.11,257.78,5,0,0,38468.73,0.5111,0,0,21,2.2,0
19891.08,25157.4,0.2301,785,3.1,1,1,13.96,1286.52,6,2,7,9097.68,0.6027,0,1,31,1.7,1
19232.29,34515.15,0.2644,676,2.1,1,0,9.4,826.21,9,1,8,13185.73,0.3046,1,2,53,2.3,0
10479.69,99585.88,0.1489,551,2.9,2,0,20.72,215.93,8,0,0,31069.81,0.5896,0,4,49,4.3,0
6688.95,71310.34,0.0952,721,1.0,0,3,17.44,363.4,11,0,0,26652.38,0.4381,0,4,44,4.9,0
5327.99,16237.45,0.0809,673,6.5,2,2,13.61,218.77,7,0,0,8996.28,0.2684,0,0,34,3.3,0
7658.74,39360.66,0.2103,693,6.0,1,1,12.12,135.95,12,0,0,17593.54,0.2378,0,0,47,9.5,0
12661.75,79009.25,0.0685,732,0.8,1,5,13.63,609.9,8,1,84,5107.92,0.3154,0,1,56,0.5,0
6752.25,35606.23,0.2914,722,0.5,0,0,9.8,128.97,9,1,12,6298.46,0.448,0,1,45,0.1,0
15327.89,74892.71,0.2101,633,8.7,1,1,8.6,482.76,8,2,28,9032.6,0.6988,0,2,51,1.2,0
28923.07,52741.03,0.3238,725,5.9,2,1,9.89,2322.68,4,0,0,24465.02,0.1921,0,0,36,8.9,0
9253.27,131439.86,0.1305,628,1.7,1,0,9.73,492.38,8,1,6,19338.73,0.236,0,0,58,0.6,0
10147.36,15000.0,0.0897,690,32.8,0,4,3.98,171.89,6,0,0,11243.98,0.8042,0,3,29,7.6,0
14987.74,40637.52,0.2414,627,2.3,1,0,15.4,354.34,8,1,8,23620.95,0.2441,0,1,46,0.9,0
7249.49,40181.52,0.0388,637,6.0,0,0,4.13,161.5,4,1,8,11635.29,0.3834,0,1,43,1.0,0
15238.73,19536.88,0.0824,776,1.4,0,0,14.79,326.83,8,1,1,26959.41,0.3186,0,1,41,3.4,0
5624.88,33948.67,0.0285,718,10.8,1,4,14.02,100.15,9,0,0,16832.45,0.3713,0,0,54,0.7,0
48245.02,63114.6,0.0751,593,7.5,1,1,15.45,3501.69,11,1,11,15592.69,0.4954,0,0,47,0.1,1
15542.41,85849.98,0.0901,630,0.6,2,3,5.83,399.72,7,0,0,9595.87,0.5145,0,0,36,2.8,0
28376.86,32934.45,0.0199,731,0.4,2,0,10.19,972.13,8,1,28,40357.36,0.2052,0,2,29,3.8,1
12558.96,53517.28,0.1217,786,5.6,3,2,3.06,279.37,12,0,0,66418.91,0.5412,0,3,45,6.8,0
9268.45,51506.7,0.274,644,0.0,1,4,3.82,241.79,7,0,0,36989.79,0.7086,0,1,26,5.9,0
11453.88,53089.63,0.2118,651,3.6,2,1,19.77,572.04,7,1,7,39547.8,0.556,0,1,30,4.2,0
34706.88,46506.01,0.3468,680,0.0,2,0,16.69,1216.67,9,1,15,17085.58,0.5381,0,0,35,2.8,1
4566.23,15000.0,0.1663,817,9.6,0,2,4.76,79.29,10,1,4,30302.93,0.6439,1,0,36,1.0,0
42164.35,171353.58,0.0915,627,9.4,2,3,11.91,965.19,8,0,0,52338.53,0.6506,0,0,21,2.9,0
14180.9,50647.21,0.1086,737,4.2,1,0,11.61,268.62,7,0,0,11291.18,0.2774,0,1,35,0.6,0
4595.52,32170.9,0.1156,637,1.2,1,3,9.45,105.41,11,0,0,16827.1,0.7189,2,0,25,6.4,0
6342.79,41913.62,0.1651,674,6.8,1,2,4.68,279.21,9,1,32,20173.59,0.5972,1,0,38,1.6,0
14483.23,82537.69,0.0762,736,3.4,3,1,13.03,622.57,7,0,0,48474.81,0.7052,0,4,53,0.0,0
9608.55,65233.66,0.1639,694,14.9,2,1,6.51,216.67,6,1,18,22588.55,0.5503,0,1,45,10.1,0
19975.28,180163.06,0.1574,799,9.8,0,3,11.32,546.3,10,1,17,21818.98,0.0914,0,2,59,7.1,0
24675.34,27505.73,0.2143,756,13.9,3,4,12.32,905.76,3,1,17,23308.68,0.709,1,1,36,1.7,0
20240.6,29399.48,0.2357,624,3.7,1,2,10.07,1640.8,9,0,0,51312.36,0.5709,0,0,21,0.4,1
9123.37,66344.58,0.1591,654,3.0,1,1,6.46,187.97,7,2,4,35655.23,0.6337,0,1,41,5.6,0
13231.45,35549.45,0.1345,631,2.5,2,0,17.75,465.23,16,0,0,13887.59,0.3041,0,1,21,1.0,0
6291.67,48040.01,0.3014,608,1.3,0,3,19.52,447.97,12,0,0,75072.06,0.4344,0,1,55,3.3,0
4055.61,83422.4,0.2964,676,2.2,1,1,6.17,96.03,8,0,0,12449.83,0.5572,0,1,42,4.4,0
1774.83,49754.12,0.1299,698,6.7,1,5,12.03,32.82,7,1,63,17399.2,0.6432,0,0,66,3.3,0
7176.59,15254.5,0.128,738,0.8,1,1,11.33,463.81,9,0,0,11261.66,0.2595,0,0,27,8.0,0
6036.97,25653.21,0.1026,581,3.5,2,3,11.09,198.66,9,0,0,42205.19,0.919,0,2,45,0.9,0
16364.75,35242.81,0.2275,739,0.1,3,0,10.13,330.87,6,1,64,40861.13,0.4767,0,3,35,2.9,0
