scheduled_departure_hour,day_of_week,month,origin_airport_congestion,dest_airport_congestion,aircraft_age_years,aircraft_utilization_hours_today,crew_hours_on_duty,weather_severity_origin,weather_severity_dest,num_prior_flights_today,previous_flight_delay_minutes,gate_turnaround_time_planned,passenger_load_factor,is_holiday_period,route_distance_miles,is_hub_origin,is_hub_destination,maintenance_flag,connecting_pax_pct,target
5.0,6.0,6.0,7.03,4.72,1.6,11.3,0.2,0.0,4.0,3.0,9.7,54.1,73.0,0.0,592.0,1.0,0.0,0.0,16.5,0
9.0,4.0,6.0,8.84,2.62,1.7,3.1,5.2,2.0,0.0,3.0,34.4,34.4,96.3,1.0,774.0,0.0,0.0,0.0,16.4,1
17.0,6.0,1.0,5.17,7.29,0.5,13.2,2.1,1.0,3.0,3.0,13.7,39.4,87.9,0.0,452.0,1.0,0.0,0.0,26.7,0
19.0,5.0,4.0,7.54,3.94,1.7,2.2,1.0,2.0,0.0,2.0,11.2,54.5,58.8,0.0,632.0,0.0,0.0,1.0,63.4,0
16.0,5.0,6.0,2.95,6.23,8.3,0.2,7.5,1.0,1.0,0.0,25.2,37.0,74.6,0.0,750.0,0.0,1.0,0.0,26.2,0
23.0,4.0,3.0,5.39,6.66,0.5,9.5,12.0,0.0,2.0,7.0,2.5,50.4,95.0,0.0,2652.0,0.0,1.0,0.0,37.0,0
8.0,0.0,5.0,4.31,7.43,0.5,12.2,9.3,1.0,0.0,0.0,28.8,49.9,68.1,0.0,846.0,1.0,0.0,0.0,26.3,1
18.0,4.0,12.0,3.33,3.54,20.8,6.2,7.9,0.0,3.0,3.0,8.8,44.4,85.0,0.0,1079.0,0.0,1.0,0.0,27.0,0
23.0,0.0,11.0,8.11,8.37,1.4,5.5,6.4,0.0,4.0,2.0,15.5,60.3,59.5,0.0,200.0,1.0,0.0,0.0,41.0,0
15.0,3.0,10.0,6.27,4.37,0.5,9.0,1.2,1.0,0.0,0.0,14.1,65.1,90.3,0.0,381.0,0.0,0.0,1.0,29.0,0
23.0,4.0,3.0,5.06,5.2,13.1,6.6,4.6,1.0,1.0,0.0,1.1,56.6,91.1,0.0,842.0,0.0,1.0,0.0,16.5,0
9.0,6.0,2.0,5.67,3.77,2.1,5.3,1.2,0.0,0.0,4.0,16.1,37.1,62.9,1.0,728.0,1.0,1.0,0.0,9.6,0
20.0,0.0,11.0,3.43,2.55,0.7,2.4,6.6,0.0,0.0,0.0,22.1,48.6,92.4,0.0,219.0,0.0,1.0,0.0,35.1,0
16.0,5.0,7.0,6.53,3.5,4.4,2.6,10.2,2.0,1.0,2.0,28.6,32.7,88.4,0.0,904.0,1.0,0.0,0.0,16.6,0
9.0,0.0,5.0,5.49,6.64,2.2,3.7,1.7,0.0,0.0,1.0,8.2,34.4,84.2,0.0,952.0,0.0,1.0,0.0,13.5,0
14.0,2.0,7.0,4.36,5.1,25.4,6.4,2.5,2.0,1.0,2.0,12.5,42.2,95.5,0.0,884.0,1.0,1.0,1.0,71.7,0
22.0,5.0,2.0,3.45,1.91,14.2,1.8,0.5,1.0,1.0,5.0,21.2,62.5,66.5,0.0,200.0,0.0,0.0,0.0,49.0,0
19.0,5.0,7.0,6.05,2.91,2.5,8.1,0.2,1.0,0.0,2.0,21.6,47.9,95.8,0.0,594.0,0.0,0.0,0.0,18.8,0
22.0,1.0,3.0,2.57,6.63,1.3,9.9,5.8,2.0,0.0,7.0,21.8,40.9,82.9,0.0,955.0,1.0,1.0,0.0,5.3,0
7.0,4.0,10.0,7.97,4.02,9.9,11.4,3.6,2.0,2.0,1.0,33.6,61.2,77.5,0.0,902.0,0.0,0.0,0.0,9.4,0
18.0,2.0,6.0,4.27,3.27,11.1,2.3,1.7,0.0,2.0,3.0,27.1,46.6,91.8,0.0,581.0,1.0,0.0,0.0,57.5,0
13.0,5.0,4.0,1.2,4.49,4.4,1.9,7.9,0.0,1.0,4.0,3.5,55.9,80.8,0.0,320.0,1.0,1.0,0.0,23.4,0
15.0,4.0,1.0,6.89,5.81,20.8,12.6,0.0,0.0,1.0,0.0,23.5,44.8,99.8,0.0,200.0,0.0,0.0,0.0,9.8,0
5.0,2.0,4.0,2.48,5.95,12.8,1.0,6.7,3.0,0.0,1.0,24.7,69.9,99.9,0.0,434.0,1.0,1.0,0.0,59.3,0
10.0,4.0,7.0,4.69,5.05,5.8,3.5,1.9,2.0,1.0,7.0,2.9,67.8,88.8,0.0,522.0,1.0,0.0,1.0,30.9,0
14.0,4.0,3.0,3.02,5.68,8.1,2.2,12.8,0.0,3.0,2.0,21.8,49.0,84.2,0.0,621.0,0.0,0.0,0.0,29.2,0
21.0,5.0,12.0,3.31,6.54,15.4,13.7,0.2,1.0,0.0,0.0,14.4,38.5,92.4,0.0,1441.0,0.0,0.0,0.0,62.9,0
10.0,2.0,3.0,4.33,1.74,2.7,6.0,5.7,1.0,0.0,4.0,20.5,34.3,98.9,1.0,200.0,0.0,1.0,0.0,57.1,0
6.0,0.0,2.0,2.93,4.77,0.5,5.8,13.2,1.0,4.0,1.0,6.9,49.6,74.6,0.0,503.0,0.0,0.0,0.0,33.0,1
21.0,4.0,3.0,6.14,3.63,5.4,8.4,7.1,2.0,0.0,3.0,36.5,31.3,95.9,0.0,1232.0,1.0,1.0,0.0,28.5,1
6.0,3.0,9.0,3.36,3.23,14.6,0.8,8.9,1.0,1.0,3.0,37.1,51.0,62.8,0.0,433.0,0.0,0.0,0.0,9.4,0
10.0,3.0,12.0,5.58,7.48,4.6,11.1,1.2,2.0,1.0,2.0,32.2,57.3,74.5,0.0,877.0,0.0,0.0,0.0,32.7,1
22.0,2.0,12.0,8.76,4.03,13.8,4.0,6.3,3.0,0.0,1.0,9.5,39.8,77.2,0.0,1684.0,1.0,1.0,0.0,33.0,1
15.0,2.0,3.0,5.78,6.0,5.1,10.0,13.9,0.0,1.0,4.0,10.8,69.9,94.5,0.0,921.0,1.0,0.0,0.0,8.4,1
5.0,5.0,1.0,6.78,6.53,6.2,2.2,0.4,0.0,0.0,0.0,15.3,55.6,64.1,0.0,638.0,0.0,1.0,0.0,21.2,0
10.0,0.0,2.0,3.09,7.72,0.5,10.9,4.3,0.0,2.0,0.0,7.2,37.6,66.3,0.0,810.0,0.0,0.0,0.0,31.0,0
17.0,4.0,3.0,7.31,6.66,1.8,2.3,13.8,2.0,1.0,2.0,4.0,35.2,91.8,0.0,266.0,1.0,1.0,0.0,46.0,0
18.0,2.0,6.0,4.87,3.25,8.3,0.0,8.2,0.0,1.0,2.0,1.5,40.0,77.8,0.0,1362.0,0.0,0.0,0.0,17.1,1
22.0,5.0,2.0,6.86,2.3,4.5,6.2,0.2,3.0,2.0,5.0,15.6,30.6,42.9,0.0,656.0,1.0,0.0,0.0,22.8,0
18.0,5.0,4.0,3.92,5.22,27.4,2.8,3.4,0.0,0.0,1.0,1.7,31.9,89.3,1.0,1201.0,0.0,1.0,0.0,57.4,0
5.0,4.0,10.0,6.29,5.56,1.5,13.5,11.9,1.0,2.0,2.0,28.1,62.2,84.1,0.0,314.0,0.0,0.0,0.0,20.8,0
18.0,2.0,10.0,3.92,6.05,9.0,3.1,10.4,2.0,0.0,4.0,14.4,65.7,71.5,0.0,931.0,0.0,0.0,0.0,36.4,1
19.0,0.0,6.0,5.78,3.35,8.4,5.1,8.2,0.0,0.0,1.0,5.4,46.6,86.7,1.0,683.0,0.0,1.0,0.0,51.4,0
13.0,2.0,9.0,6.66,3.35,30.0,8.4,5.4,0.0,0.0,2.0,37.4,38.1,69.9,0.0,1064.0,1.0,0.0,0.0,24.0,1
16.0,6.0,11.0,4.6,4.53,7.3,6.6,8.9,0.0,2.0,2.0,31.4,36.6,71.2,0.0,394.0,0.0,1.0,0.0,61.5,1
20.0,6.0,12.0,5.52,4.02,11.3,7.1,6.0,1.0,2.0,2.0,6.0,53.8,59.9,1.0,2544.0,0.0,0.0,0.0,30.5,0
8.0,5.0,8.0,4.67,4.24,6.2,0.1,6.5,1.0,1.0,4.0,1.2,43.2,79.6,0.0,560.0,0.0,0.0,0.0,2.7,0
10.0,0.0,10.0,4.37,3.47,1.8,7.3,5.9,1.0,0.0,1.0,18.9,46.7,91.4,0.0,269.0,0.0,1.0,0.0,17.6,0
23.0,3.0,10.0,6.43,7.71,8.8,2.4,9.6,0.0,1.0,4.0,9.7,51.6,83.8,0.0,902.0,1.0,0.0,0.0,18.8,1
8.0,3.0,11.0,7.71,3.75,6.3,11.3,11.5,0.0,1.0,1.0,21.9,28.3,80.0,0.0,303.0,1.0,0.0,0.0,29.0,0
23.0,5.0,8.0,7.03,6.16,0.7,1.6,3.8,3.0,0.0,2.0,11.1,58.5,62.0,0.0,848.0,1.0,1.0,0.0,25.0,0
23.0,3.0,6.0,5.61,4.69,3.6,1.6,2.5,1.0,0.0,4.0,15.4,52.0,73.9,0.0,319.0,0.0,0.0,0.0,28.6,0
11.0,4.0,2.0,4.63,6.46,3.9,13.5,3.7,1.0,1.0,4.0,47.8,30.5,69.0,0.0,1023.0,0.0,1.0,0.0,40.5,1
9.0,0.0,7.0,6.12,4.21,8.9,12.8,10.7,0.0,3.0,3.0,7.4,52.2,67.3,0.0,1505.0,1.0,1.0,0.0,11.8,1
16.0,0.0,6.0,3.2,2.5,0.9,1.6,6.8,2.0,1.0,1.0,18.1,52.5,74.7,0.0,474.0,0.0,0.0,0.0,48.5,0
16.0,0.0,2.0,8.53,7.4,6.9,3.6,5.1,3.0,2.0,0.0,20.6,38.7,83.3,1.0,1863.0,1.0,1.0,0.0,51.0,0
8.0,4.0,4.0,4.77,5.93,5.2,7.9,3.8,2.0,0.0,3.0,52.3,54.3,83.4,0.0,982.0,0.0,1.0,0.0,16.0,1
10.0,3.0,7.0,4.5,6.07,4.0,5.5,5.3,0.0,2.0,3.0,16.8,62.3,64.7,0.0,330.0,0.0,0.0,0.0,76.8,0
7.0,3.0,9.0,6.72,4.59,4.6,11.6,4.7,1.0,0.0,3.0,7.3,45.5,73.4,0.0,605.0,0.0,0.0,0.0,35.6,0
7.0,3.0,5.0,5.43,3.54,22.9,10.4,4.5,0.0,1.0,2.0,7.4,58.3,92.0,0.0,1376.0,1.0,1.0,0.0,32.5,0
5.0,4.0,10.0,1.74,3.67,3.4,5.7,0.3,2.0,2.0,5.0,5.4,36.2,90.3,0.0,443.0,0.0,0.0,0.0,20.9,0
5.0,5.0,2.0,6.3,3.57,30.0,7.2,12.0,0.0,0.0,1.0,8.8,34.5,91.7,0.0,226.0,0.0,0.0,0.0,41.5,0
11.0,1.0,5.0,6.81,3.02,30.0,10.0,11.6,2.0,1.0,2.0,28.8,41.9,90.5,0.0,427.0,0.0,1.0,0.0,27.3,1
15.0,2.0,2.0,6.41,4.5,7.8,3.0,1.5,0.0,1.0,5.0,2.7,33.8,77.0,0.0,389.0,1.0,0.0,0.0,22.9,0
20.0,6.0,7.0,6.34,7.44,2.2,12.8,6.3,0.0,0.0,5.0,11.4,49.9,83.0,0.0,345.0,0.0,1.0,0.0,25.4,0
16.0,1.0,3.0,5.84,6.76,6.6,11.3,9.1,4.0,0.0,2.0,0.7,45.2,74.1,0.0,420.0,0.0,0.0,0.0,32.5,0
12.0,4.0,1.0,4.49,2.68,1.7,13.5,7.8,3.0,1.0,2.0,41.2,47.5,69.1,0.0,1403.0,1.0,1.0,0.0,29.4,0
10.0,0.0,9.0,4.82,2.93,6.1,4.7,10.3,2.0,0.0,0.0,52.0,40.8,70.0,0.0,2324.0,0.0,0.0,0.0,35.9,1
8.0,6.0,11.0,3.48,3.74,7.9,1.6,1.0,0.0,2.0,0.0,10.3,50.5,81.0,0.0,1328.0,0.0,0.0,0.0,16.8,0
8.0,0.0,10.0,4.96,5.72,0.5,4.4,3.6,0.0,3.0,2.0,15.3,25.0,75.1,0.0,259.0,0.0,0.0,0.0,4.1,0
22.0,4.0,9.0,2.91,6.57,0.6,12.8,2.6,3.0,1.0,0.0,10.0,37.4,82.1,0.0,883.0,0.0,1.0,0.0,41.4,0
11.0,1.0,1.0,4.3,5.0,22.9,7.3,0.2,3.0,1.0,2.0,15.7,45.4,77.6,0.0,760.0,0.0,1.0,0.0,36.1,1
15.0,1.0,2.0,4.96,4.52,6.5,8.7,8.4,3.0,0.0,2.0,17.1,34.7,68.0,0.0,788.0,0.0,0.0,0.0,48.8,0
15.0,2.0,9.0,3.4,8.74,0.5,4.9,3.1,0.0,2.0,7.0,30.1,40.5,67.1,0.0,633.0,0.0,0.0,0.0,37.0,0
7.0,4.0,5.0,8.52,7.13,7.1,0.4,1.5,0.0,2.0,2.0,24.7,48.9,89.0,0.0,395.0,1.0,0.0,0.0,11.2,0
11.0,6.0,10.0,8.22,3.29,13.4,3.5,6.3,1.0,2.0,1.0,59.0,54.3,87.9,0.0,3033.0,0.0,0.0,0.0,19.5,1
17.0,3.0,6.0,5.54,2.32,17.6,13.2,13.9,1.0,1.0,0.0,22.6,57.5,68.4,0.0,1194.0,0.0,0.0,0.0,37.1,0
7.0,0.0,7.0,2.48,2.5,9.4,1.6,7.7,3.0,2.0,1.0,5.8,55.5,84.4,0.0,789.0,0.0,1.0,0.0,32.5,0
12.0,3.0,10.0,6.69,2.21,3.6,3.5,11.3,0.0,1.0,1.0,39.4,32.1,88.0,1.0,200.0,1.0,1.0,0.0,41.3,1
10.0,6.0,9.0,6.23,4.42,8.4,3.8,7.0,1.0,2.0,2.0,85.6,53.5,65.4,0.0,1139.0,0.0,1.0,0.0,32.4,1
17.0,5.0,3.0,3.88,5.0,6.0,7.4,13.4,0.0,3.0,2.0,9.2,33.1,90.2,0.0,591.0,1.0,0.0,0.0,11.0,0
14.0,3.0,2.0,6.22,7.03,1.7,3.6,13.5,1.0,2.0,2.0,80.6,34.8,94.2,0.0,331.0,0.0,1.0,0.0,39.3,1
16.0,5.0,10.0,8.14,6.13,2.9,5.9,3.1,3.0,0.0,2.0,1.5,51.8,67.6,0.0,200.0,0.0,0.0,0.0,25.0,0
14.0,1.0,10.0,7.4,2.19,6.3,8.7,4.6,0.0,0.0,3.0,19.7,58.0,87.5,0.0,616.0,0.0,0.0,0.0,43.3,0
11.0,4.0,12.0,5.15,3.89,4.4,8.9,8.8,2.0,0.0,3.0,2.3,53.5,71.4,0.0,226.0,0.0,0.0,0.0,20.1,0
12.0,3.0,6.0,6.43,6.19,0.5,1.9,7.5,0.0,2.0,1.0,25.9,39.8,90.8,1.0,972.0,0.0,0.0,0.0,21.2,0
23.0,3.0,11.0,5.06,1.8,3.4,4.7,1.7,2.0,0.0,3.0,11.1,50.6,46.6,0.0,581.0,1.0,1.0,0.0,24.6,0
9.0,6.0,11.0,3.33,5.39,9.2,6.3,4.2,0.0,0.0,4.0,10.7,42.4,70.3,0.0,1219.0,0.0,1.0,0.0,52.7,0
12.0,2.0,12.0,7.0,6.67,4.8,3.7,5.9,0.0,2.0,3.0,17.2,54.5,88.2,0.0,200.0,0.0,0.0,0.0,16.4,0
17.0,6.0,7.0,4.82,7.12,4.4,4.9,6.4,1.0,1.0,3.0,16.8,20.0,75.2,0.0,537.0,1.0,0.0,0.0,48.0,0
16.0,3.0,4.0,7.26,3.06,3.5,2.2,1.1,0.0,1.0,2.0,13.7,41.1,96.2,1.0,1648.0,0.0,0.0,0.0,36.5,1
23.0,4.0,3.0,3.19,5.81,4.1,11.1,2.3,0.0,1.0,1.0,34.8,64.0,86.8,0.0,577.0,1.0,0.0,0.0,36.6,1
21.0,5.0,1.0,7.6,4.85,24.1,1.4,1.6,1.0,1.0,1.0,6.8,33.6,81.5,0.0,1136.0,0.0,0.0,0.0,61.3,1
12.0,0.0,11.0,6.37,6.0,0.5,1.8,1.3,4.0,0.0,1.0,82.8,38.1,66.0,0.0,263.0,0.0,1.0,0.0,14.3,1
19.0,1.0,6.0,3.96,7.09,2.1,11.8,8.1,0.0,4.0,0.0,3.7,51.6,85.4,0.0,411.0,1.0,0.0,0.0,70.7,0
12.0,4.0,10.0,2.06,6.13,3.0,10.7,1.6,1.0,1.0,1.0,6.8,53.6,97.4,0.0,2049.0,0.0,0.0,0.0,11.7,0
19.0,3.0,4.0,6.08,5.17,18.6,4.9,11.1,0.0,0.0,2.0,2.5,47.9,83.1,0.0,363.0,0.0,1.0,0.0,27.5,0
14.0,1.0,9.0,7.07,4.68,6.3,1.1,12.3,0.0,0.0,1.0,34.9,40.9,63.1,0.0,505.0,1.0,1.0,0.0,49.0,0
6.0,3.0,1.0,4.71,4.81,9.1,10.0,0.2,2.0,0.0,2.0,4.6,54.1,81.4,0.0,1104.0,0.0,1.0,0.0,36.4,0
5.0,1.0,5.0,6.4,3.7,4.6,4.6,4.0,1.0,1.0,1.0,20.5,61.2,73.5,0.0,286.0,0.0,1.0,0.0,41.7,0
20.0,4.0,4.0,6.3,4.98,1.4,10.0,2.8,0.0,4.0,1.0,12.0,45.0,91.8,0.0,304.0,0.0,0.0,0.0,17.4,0
10.0,1.0,7.0,7.19,5.3,0.5,8.6,13.7,3.0,1.0,1.0,16.0,33.3,61.7,0.0,1696.0,0.0,0.0,0.0,28.7,0
6.0,0.0,9.0,5.34,2.44,6.6,5.3,6.8,0.0,3.0,0.0,0.2,51.3,64.7,0.0,362.0,1.0,1.0,0.0,21.7,0
8.0,5.0,5.0,3.17,3.23,2.2,11.8,11.6,3.0,0.0,1.0,6.4,34.2,41.1,1.0,200.0,0.0,1.0,1.0,35.5,1
14.0,5.0,1.0,6.54,4.81,5.1,7.6,13.9,2.0,2.0,3.0,1.2,32.9,70.1,0.0,1051.0,1.0,0.0,0.0,39.8,0
10.0,0.0,10.0,7.53,2.87,4.6,5.8,10.4,4.0,0.0,2.0,17.7,56.3,87.1,0.0,622.0,1.0,0.0,1.0,35.5,0
20.0,6.0,4.0,4.45,4.67,11.6,3.1,8.6,2.0,0.0,2.0,16.4,52.8,73.1,0.0,238.0,0.0,1.0,0.0,33.2,0
20.0,6.0,1.0,5.77,4.16,4.8,11.4,10.0,0.0,1.0,2.0,4.3,42.5,90.5,0.0,200.0,1.0,0.0,0.0,34.7,0
14.0,0.0,5.0,6.33,6.46,30.0,10.9,4.1,0.0,0.0,1.0,5.5,51.0,84.4,0.0,1349.0,0.0,0.0,0.0,64.4,0
18.0,2.0,9.0,6.85,6.4,12.9,1.8,10.3,2.0,2.0,3.0,0.3,69.7,94.1,0.0,714.0,1.0,0.0,0.0,28.3,0
17.0,2.0,5.0,3.77,4.24,10.1,13.8,12.0,0.0,1.0,2.0,1.4,42.8,90.3,0.0,590.0,0.0,1.0,0.0,38.5,0
14.0,5.0,4.0,5.5,4.69,10.0,8.8,11.3,0.0,0.0,3.0,11.9,52.3,88.0,0.0,599.0,0.0,1.0,0.0,18.0,1
19.0,2.0,10.0,3.79,4.45,14.9,12.5,2.0,1.0,1.0,3.0,4.3,36.0,85.4,0.0,1662.0,1.0,0.0,0.0,18.8,0
22.0,2.0,8.0,6.88,8.51,20.6,0.7,3.3,0.0,1.0,3.0,10.7,39.9,71.8,0.0,310.0,0.0,0.0,0.0,64.0,1
10.0,2.0,5.0,4.49,4.22,13.2,4.2,1.6,2.0,1.0,3.0,5.4,30.8,57.1,0.0,2319.0,0.0,0.0,0.0,11.5,0
10.0,5.0,1.0,1.94,3.35,4.1,0.3,9.1,4.0,2.0,2.0,5.3,59.6,68.3,0.0,2165.0,0.0,0.0,0.0,11.2,0
7.0,1.0,1.0,4.72,4.22,6.1,6.3,10.6,1.0,2.0,2.0,3.1,60.7,60.7,0.0,868.0,0.0,0.0,0.0,31.7,0
8.0,0.0,12.0,2.52,4.31,0.5,2.4,12.8,3.0,0.0,1.0,17.5,49.5,97.2,0.0,331.0,1.0,0.0,1.0,49.4,1
5.0,3.0,9.0,4.74,3.22,4.0,11.8,4.9,3.0,4.0,1.0,0.3,44.8,85.0,0.0,264.0,0.0,0.0,0.0,23.2,0
13.0,4.0,10.0,6.11,7.76,1.9,0.2,7.4,1.0,0.0,2.0,0.8,47.4,63.9,0.0,1143.0,0.0,0.0,0.0,45.1,0
17.0,6.0,7.0,4.05,4.55,3.2,11.4,5.1,2.0,0.0,2.0,8.9,23.6,86.2,0.0,468.0,1.0,1.0,0.0,12.4,0
13.0,3.0,3.0,4.04,4.79,5.6,5.9,0.2,1.0,3.0,3.0,12.0,45.4,56.8,0.0,218.0,0.0,0.0,0.0,22.2,0
17.0,2.0,8.0,7.17,3.35,4.2,5.8,2.9,1.0,2.0,0.0,8.5,41.7,86.8,0.0,258.0,1.0,0.0,0.0,13.8,0
15.0,1.0,3.0,6.74,3.11,13.3,7.6,10.1,2.0,1.0,3.0,12.5,51.3,58.3,0.0,635.0,0.0,0.0,0.0,47.4,0
18.0,4.0,12.0,6.88,5.19,7.9,8.4,6.4,1.0,1.0,1.0,2.1,30.8,91.5,0.0,540.0,1.0,0.0,0.0,26.3,1
19.0,5.0,8.0,2.72,2.61,7.1,8.0,13.3,1.0,0.0,3.0,6.6,49.1,91.8,0.0,481.0,1.0,0.0,0.0,22.6,0
17.0,6.0,7.0,3.77,7.12,9.7,13.8,12.8,0.0,1.0,4.0,8.4,36.7,81.0,0.0,560.0,0.0,0.0,0.0,37.0,0
19.0,2.0,3.0,2.28,4.79,2.6,7.1,1.6,1.0,1.0,2.0,13.5,55.2,83.1,0.0,4641.0,0.0,0.0,0.0,35.4,0
11.0,5.0,8.0,5.95,5.01,1.6,13.2,3.6,0.0,0.0,2.0,10.7,35.5,75.2,0.0,565.0,0.0,0.0,0.0,33.2,0
9.0,6.0,9.0,4.34,6.55,3.7,0.4,0.4,0.0,1.0,4.0,16.1,52.6,79.7,0.0,743.0,1.0,1.0,0.0,17.1,0
10.0,0.0,10.0,5.19,6.28,11.5,5.7,11.1,0.0,3.0,1.0,33.9,46.9,82.2,0.0,1576.0,1.0,1.0,0.0,2.5,1
16.0,0.0,10.0,5.2,7.14,3.6,3.8,8.2,0.0,0.0,0.0,4.6,38.2,65.3,0.0,603.0,0.0,1.0,0.0,49.7,0
14.0,1.0,6.0,6.27,5.92,14.3,7.1,4.0,1.0,1.0,3.0,23.3,50.9,80.3,0.0,368.0,1.0,1.0,0.0,30.3,0
16.0,3.0,5.0,1.89,1.55,1.6,8.0,13.6,1.0,2.0,2.0,5.3,40.5,93.7,0.0,806.0,1.0,1.0,0.0,13.9,0
8.0,0.0,4.0,4.85,3.97,2.3,7.2,7.8,1.0,2.0,0.0,1.6,36.0,99.2,0.0,400.0,0.0,1.0,0.0,41.7,0
10.0,6.0,10.0,2.4,5.9,19.8,8.3,10.3,0.0,0.0,3.0,3.3,47.5,82.4,0.0,651.0,0.0,1.0,0.0,51.0,0
21.0,1.0,2.0,6.2,4.45,8.4,1.9,6.8,0.0,0.0,3.0,6.3,36.0,88.7,0.0,1815.0,1.0,0.0,0.0,22.9,0
5.0,5.0,11.0,3.06,3.08,1.6,9.1,11.7,2.0,2.0,2.0,1.6,48.5,85.7,0.0,200.0,1.0,0.0,0.0,27.0,0
5.0,0.0,9.0,5.57,6.16,5.0,1.1,12.9,0.0,4.0,3.0,4.1,58.0,72.8,0.0,531.0,1.0,0.0,0.0,19.9,0
11.0,6.0,10.0,4.82,2.94,18.6,7.7,2.9,0.0,2.0,3.0,0.6,37.6,56.5,0.0,793.0,1.0,1.0,0.0,20.9,0
22.0,1.0,4.0,3.72,2.52,4.0,1.3,0.1,0.0,0.0,3.0,19.8,68.2,77.0,0.0,408.0,0.0,0.0,0.0,9.4,0
14.0,6.0,5.0,0.68,1.45,0.5,13.6,2.7,1.0,2.0,1.0,18.1,40.1,59.8,0.0,572.0,0.0,0.0,0.0,46.1,0
10.0,2.0,9.0,8.3,7.7,0.5,3.6,10.8,3.0,0.0,1.0,4.1,39.3,57.2,0.0,663.0,0.0,1.0,0.0,33.2,0
11.0,2.0,5.0,3.75,2.91,7.0,0.6,4.9,2.0,0.0,2.0,0.6,30.3,82.7,0.0,469.0,0.0,1.0,0.0,44.5,0
20.0,3.0,11.0,5.0,4.81,3.6,5.3,9.4,0.0,0.0,2.0,2.7,50.3,82.2,0.0,1134.0,1.0,0.0,0.0,10.1,0
7.0,3.0,1.0,8.73,6.48,4.2,2.1,3.8,1.0,2.0,3.0,15.9,54.0,80.0,0.0,396.0,0.0,0.0,0.0,28.4,1
12.0,6.0,10.0,5.16,7.07,25.8,1.3,1.6,1.0,1.0,1.0,22.1,50.5,79.3,0.0,241.0,0.0,0.0,0.0,9.2,1
11.0,6.0,2.0,2.32,1.41,1.8,2.5,1.8,0.0,2.0,2.0,1.9,53.5,72.6,0.0,339.0,1.0,0.0,0.0,18.4,0
5.0,2.0,5.0,4.89,8.3,3.6,1.2,0.0,3.0,1.0,1.0,2.9,27.6,86.8,0.0,2372.0,0.0,0.0,0.0,40.1,0
20.0,6.0,11.0,3.75,5.9,1.5,6.4,7.4,4.0,0.0,2.0,4.1,51.9,84.0,0.0,659.0,1.0,0.0,0.0,28.0,0
13.0,2.0,7.0,8.19,7.01,6.6,3.7,1.8,0.0,2.0,2.0,25.4,55.8,92.1,0.0,640.0,0.0,1.0,0.0,23.6,1
12.0,1.0,2.0,4.29,4.15,14.8,11.3,13.8,4.0,0.0,3.0,3.4,41.0,94.9,0.0,936.0,1.0,0.0,0.0,29.5,0
18.0,0.0,4.0,2.89,5.87,0.6,8.2,13.8,0.0,0.0,1.0,3.8,50.7,75.9,0.0,1025.0,0.0,0.0,0.0,29.5,0
7.0,0.0,2.0,1.85,1.79,8.9,5.4,4.0,0.0,2.0,5.0,66.3,49.3,75.3,0.0,276.0,0.0,1.0,0.0,46.0,1
22.0,2.0,9.0,4.84,5.39,1.3,6.1,0.5,0.0,0.0,1.0,33.9,43.4,84.3,0.0,349.0,0.0,0.0,0.0,15.6,0
19.0,0.0,5.0,5.03,7.26,8.6,13.0,13.6,2.0,2.0,6.0,5.9,21.0,78.6,0.0,801.0,1.0,0.0,0.0,33.9,0
22.0,6.0,2.0,8.45,8.38,6.0,9.3,13.7,2.0,0.0,2.0,31.7,50.6,77.9,0.0,915.0,1.0,1.0,0.0,14.3,1
17.0,2.0,7.0,9.56,3.86,2.0,1.5,13.3,0.0,0.0,1.0,24.7,42.4,94.2,0.0,558.0,0.0,0.0,0.0,26.0,0
13.0,1.0,5.0,1.91,4.15,3.4,1.3,2.5,3.0,2.0,1.0,6.0,30.7,89.9,0.0,585.0,1.0,1.0,0.0,49.3,0
21.0,4.0,1.0,7.42,7.75,3.1,11.5,7.0,3.0,1.0,0.0,29.8,52.7,84.9,1.0,361.0,0.0,0.0,0.0,29.7,1
11.0,5.0,8.0,6.33,0.3,15.3,2.2,5.0,0.0,3.0,3.0,1.0,56.9,95.8,0.0,1479.0,1.0,0.0,0.0,42.3,0
5.0,6.0,3.0,4.04,7.24,7.0,9.4,2.2,1.0,1.0,2.0,1.9,23.7,86.2,1.0,255.0,0.0,0.0,0.0,36.4,0
19.0,4.0,10.0,5.94,4.41,1.3,2.4,5.3,4.0,0.0,3.0,7.9,49.4,75.5,0.0,1383.0,0.0,0.0,0.0,31.1,0
18.0,1.0,12.0,5.63,3.88,1.6,13.3,6.0,0.0,1.0,0.0,27.2,45.5,62.7,1.0,1378.0,0.0,1.0,0.0,27.5,1
17.0,2.0,9.0,3.94,4.5,8.4,11.2,5.0,1.0,0.0,2.0,10.9,34.0,73.2,0.0,425.0,0.0,1.0,0.0,20.5,0
15.0,5.0,1.0,5.3,5.08,2.2,7.4,12.5,0.0,0.0,2.0,33.9,53.2,82.1,0.0,902.0,1.0,0.0,1.0,15.8,0
14.0,0.0,1.0,2.45,4.38,0.5,1.0,0.8,0.0,2.0,1.0,6.8,69.4,61.2,1.0,553.0,1.0,1.0,0.0,31.1,0
