supplier_reliability_score,lead_time_days,order_quantity,supplier_country_risk,transportation_mode,days_since_last_disruption,num_disruptions_last_year,supplier_financial_health_score,commodity_price_volatility,weather_risk_index,geopolitical_risk_score,port_congestion_index,num_alternative_suppliers,contract_type,order_complexity_score,seasonal_demand_index,supplier_capacity_utilization,distance_km,customs_complexity_score,target
72.3,28.4,357.0,3.0,2.0,149.0,2.0,79.3,0.1623,2.11,5.09,6.69,1.0,1.0,5.38,0.1292,69.7,1920.0,5.75,1
74.2,23.2,4064.0,2.0,2.0,302.0,0.0,38.5,0.3696,1.83,6.29,1.19,1.0,1.0,1.79,0.1459,68.0,500.0,1.08,1
68.6,16.0,204.0,3.0,0.0,145.0,0.0,48.6,0.5955,0.99,3.63,4.82,2.0,2.0,3.76,0.9349,71.9,414.0,4.6,0
66.4,12.8,124.0,1.0,3.0,134.0,0.0,65.9,0.1839,0.78,5.38,1.35,1.0,1.0,6.36,0.7921,92.0,2230.0,5.98,0
78.1,16.2,1709.0,4.0,2.0,16.0,1.0,78.0,0.3143,1.15,0.75,1.02,3.0,0.0,5.65,0.101,90.6,1721.0,3.8,0
37.9,8.1,140.0,2.0,1.0,5.0,1.0,82.1,0.0189,2.45,6.44,5.75,2.0,2.0,1.68,0.4829,81.8,503.0,0.68,0
81.2,6.5,237.0,0.0,2.0,339.0,1.0,54.9,0.0092,2.5,3.19,6.2,3.0,2.0,6.66,0.324,83.1,986.0,3.71,0
63.7,4.3,3060.0,0.0,1.0,25.0,1.0,95.1,0.0163,2.2,2.54,2.69,2.0,1.0,6.37,0.6665,84.4,2704.0,5.16,0
86.2,29.9,1877.0,3.0,2.0,445.0,0.0,65.3,0.4064,2.72,2.85,2.33,2.0,1.0,4.86,0.6442,57.0,451.0,3.55,0
83.0,31.4,457.0,4.0,1.0,385.0,1.0,59.5,0.1271,1.52,1.76,2.72,5.0,0.0,4.27,0.585,59.2,923.0,1.36,0
73.2,6.9,515.0,1.0,2.0,156.0,0.0,82.8,0.3729,4.15,2.99,4.7,0.0,2.0,4.16,0.4652,63.5,2661.0,4.89,0
94.3,12.0,295.0,2.0,1.0,505.0,0.0,89.0,0.0144,0.26,4.13,5.72,0.0,2.0,4.08,0.6873,82.3,1714.0,0.69,0
82.3,33.7,943.0,1.0,1.0,48.0,2.0,81.9,0.1618,1.21,6.43,1.29,2.0,0.0,2.21,0.2414,65.5,2556.0,2.19,0
77.3,8.8,522.0,0.0,0.0,66.0,0.0,95.6,0.4608,0.97,2.54,2.55,2.0,2.0,6.01,0.1768,65.4,228.0,5.55,0
61.4,7.6,1159.0,0.0,0.0,204.0,0.0,91.0,0.072,1.63,1.06,1.5,3.0,0.0,2.43,0.0539,77.2,1448.0,2.96,0
93.8,11.6,2000.0,1.0,1.0,9.0,0.0,85.9,0.1559,0.91,4.55,3.5,5.0,1.0,4.58,0.7096,70.1,1858.0,0.92,0
90.9,9.3,572.0,3.0,0.0,633.0,0.0,95.4,0.224,0.77,1.87,4.43,1.0,1.0,3.24,0.1959,64.6,222.0,3.23,0
52.7,48.4,1098.0,1.0,2.0,413.0,0.0,81.0,0.0336,1.23,1.58,2.04,3.0,2.0,4.89,0.6848,60.1,4323.0,2.62,0
80.8,25.1,773.0,1.0,0.0,465.0,0.0,86.6,0.0559,1.61,1.57,0.89,3.0,2.0,3.35,0.9708,69.8,1414.0,2.96,0
80.8,14.6,975.0,3.0,3.0,111.0,0.0,85.1,0.0081,3.54,3.46,0.2,5.0,1.0,5.04,0.1785,91.9,459.0,2.55,0
80.5,21.9,207.0,2.0,0.0,26.0,0.0,61.0,0.1131,1.7,3.22,2.87,3.0,2.0,3.65,0.3957,73.5,898.0,2.61,0
96.7,11.4,587.0,1.0,1.0,328.0,2.0,32.6,0.1619,1.23,1.39,6.44,1.0,2.0,5.38,0.1249,64.3,1075.0,4.63,0
73.2,15.8,253.0,1.0,1.0,477.0,1.0,92.6,0.1902,1.33,4.05,0.8,2.0,1.0,5.84,0.8619,89.3,2321.0,0.87,0
92.3,5.3,285.0,4.0,0.0,19.0,1.0,53.7,0.1353,3.26,4.33,6.6,0.0,2.0,1.69,0.2389,70.5,1660.0,4.11,0
77.5,6.7,1007.0,0.0,0.0,230.0,0.0,86.4,0.1798,0.62,2.42,1.65,7.0,1.0,5.94,0.5777,66.2,968.0,2.11,0
73.0,6.4,736.0,3.0,1.0,183.0,1.0,82.1,0.2414,0.75,2.08,1.73,4.0,2.0,8.99,0.236,65.9,2028.0,0.85,0
91.2,20.7,1375.0,3.0,3.0,148.0,3.0,59.7,0.1668,3.55,2.12,1.32,6.0,0.0,6.38,0.8444,93.4,343.0,2.83,1
76.0,36.9,215.0,4.0,1.0,259.0,1.0,85.0,0.0408,1.64,3.6,1.2,2.0,2.0,6.66,0.0694,78.5,982.0,3.47,0
79.0,9.7,552.0,3.0,0.0,66.0,1.0,86.9,0.0771,2.07,2.67,3.73,3.0,1.0,7.27,0.3186,54.3,637.0,0.94,0
91.8,39.0,1252.0,3.0,0.0,15.0,0.0,67.9,0.8171,1.95,1.66,2.06,0.0,2.0,6.5,0.2439,87.4,968.0,6.06,1
84.0,7.8,355.0,0.0,0.0,183.0,0.0,68.9,0.1683,2.03,3.63,1.55,2.0,0.0,6.18,0.3597,64.6,1042.0,4.68,0
80.3,4.5,482.0,1.0,0.0,1.0,0.0,57.6,0.0737,2.07,6.81,1.79,7.0,0.0,5.52,0.4169,64.9,1551.0,2.36,0
66.6,7.2,774.0,4.0,1.0,5.0,0.0,76.7,0.0237,1.21,2.76,2.92,2.0,1.0,1.98,0.3592,82.5,1183.0,2.54,0
79.6,3.2,345.0,0.0,1.0,59.0,2.0,71.9,0.04,2.42,3.5,1.93,2.0,1.0,4.86,0.9773,60.9,573.0,1.51,0
66.2,5.4,755.0,1.0,2.0,287.0,0.0,79.5,0.3938,1.91,2.85,3.96,2.0,1.0,6.98,0.7068,89.1,1792.0,1.72,0
90.5,14.0,1417.0,0.0,1.0,250.0,0.0,88.9,0.0049,0.66,4.6,6.9,2.0,0.0,4.64,0.453,94.0,946.0,5.19,0
80.9,14.1,194.0,2.0,0.0,38.0,1.0,75.6,0.2753,0.71,1.63,4.17,2.0,0.0,4.66,0.8281,71.7,895.0,4.01,0
81.8,22.6,933.0,1.0,3.0,317.0,1.0,42.4,0.1002,0.45,4.74,2.84,2.0,2.0,4.65,0.6593,74.1,654.0,1.6,1
64.8,3.1,877.0,0.0,3.0,140.0,0.0,82.5,0.1479,1.28,3.31,0.66,0.0,0.0,5.5,0.1063,64.4,764.0,5.51,0
86.7,8.7,528.0,2.0,0.0,90.0,1.0,51.3,0.1958,0.75,4.67,2.48,1.0,2.0,3.36,0.5672,77.6,773.0,3.35,0
87.7,7.9,477.0,0.0,2.0,323.0,1.0,53.9,0.002,1.36,3.47,3.48,1.0,0.0,6.3,0.4686,84.6,820.0,2.72,0
79.9,4.0,217.0,1.0,2.0,27.0,0.0,46.1,0.0049,3.45,4.74,1.67,3.0,2.0,2.72,0.16,84.7,572.0,2.83,0
96.0,10.0,648.0,2.0,0.0,220.0,1.0,73.1,0.2412,1.75,2.62,1.15,1.0,1.0,3.42,0.2485,73.5,1205.0,5.37,0
63.6,15.2,1469.0,0.0,3.0,37.0,0.0,69.4,0.0774,2.82,2.27,1.68,2.0,1.0,3.26,0.2632,84.2,1329.0,2.99,0
68.9,14.2,116.0,1.0,1.0,52.0,0.0,51.8,0.1915,3.3,2.26,2.6,2.0,1.0,6.01,0.2262,74.8,2324.0,1.54,0
80.5,6.4,539.0,4.0,2.0,226.0,1.0,74.5,0.1066,3.07,2.91,4.54,1.0,1.0,5.06,0.4433,90.2,206.0,1.1,0
88.4,15.2,469.0,0.0,2.0,52.0,1.0,45.5,0.1628,1.17,2.11,1.65,3.0,0.0,6.1,0.8288,39.7,364.0,0.46,0
88.8,10.0,1164.0,1.0,1.0,8.0,2.0,56.0,0.0733,2.63,1.44,3.72,3.0,0.0,3.95,0.002,79.4,390.0,4.83,0
57.2,3.1,1205.0,0.0,3.0,225.0,1.0,65.9,0.1111,0.75,6.42,3.17,5.0,0.0,5.45,0.5359,76.2,1494.0,3.17,1
88.4,9.8,141.0,0.0,1.0,504.0,0.0,54.9,0.0296,3.72,3.09,0.98,4.0,0.0,7.57,0.7757,81.9,5160.0,3.55,0
71.2,18.8,4494.0,1.0,1.0,113.0,1.0,99.5,0.024,1.55,3.63,4.37,4.0,2.0,4.92,0.8756,71.4,5292.0,1.52,0
84.5,3.3,216.0,4.0,1.0,423.0,2.0,81.4,0.2819,0.44,3.0,6.08,2.0,1.0,3.82,0.8307,75.5,1333.0,4.11,0
91.9,8.6,219.0,1.0,2.0,167.0,1.0,65.1,0.0206,0.61,3.88,2.87,1.0,1.0,5.93,0.4417,77.7,697.0,6.4,0
76.1,7.6,418.0,0.0,1.0,48.0,1.0,74.5,0.0156,2.61,2.7,5.74,5.0,2.0,7.73,0.1137,75.9,438.0,2.78,0
93.0,5.5,635.0,0.0,3.0,13.0,0.0,73.8,0.3703,1.32,3.56,2.51,4.0,1.0,6.97,0.5539,77.3,1528.0,1.24,0
80.1,18.6,799.0,3.0,0.0,150.0,1.0,74.8,0.0232,2.25,4.51,1.99,3.0,0.0,2.0,0.3198,56.9,777.0,2.61,1
89.4,21.1,337.0,0.0,0.0,160.0,0.0,91.2,0.0505,1.72,4.46,3.3,3.0,2.0,5.31,0.2636,78.2,1874.0,2.18,0
59.8,7.4,483.0,1.0,0.0,77.0,0.0,80.9,0.1358,4.86,1.87,3.62,6.0,0.0,5.99,0.7107,90.2,1405.0,1.94,0
75.1,6.4,1074.0,1.0,0.0,418.0,1.0,60.8,0.341,3.47,3.88,5.47,4.0,1.0,8.3,0.5084,64.9,278.0,3.86,0
78.2,13.2,750.0,2.0,0.0,180.0,0.0,70.7,0.0711,0.18,1.16,2.73,5.0,2.0,7.17,0.6941,65.9,355.0,0.29,0
91.0,28.2,929.0,0.0,3.0,40.0,0.0,67.0,0.0683,5.6,5.73,5.04,1.0,1.0,4.47,0.1606,69.2,945.0,0.98,0
97.9,16.6,4396.0,1.0,1.0,20.0,0.0,66.8,0.0685,3.7,4.06,2.23,1.0,2.0,5.84,0.5732,74.2,273.0,3.78,0
76.6,21.9,820.0,0.0,2.0,105.0,0.0,62.0,0.2387,2.8,2.78,4.18,1.0,2.0,4.93,0.6424,63.8,2513.0,2.26,0
86.8,23.1,1012.0,4.0,3.0,9.0,1.0,80.1,0.0549,2.76,3.33,4.85,7.0,2.0,3.05,0.6933,70.2,237.0,3.81,0
81.5,12.8,2370.0,3.0,1.0,214.0,0.0,84.7,0.077,0.97,2.9,3.13,3.0,0.0,8.49,0.0262,56.5,1407.0,5.52,0
94.9,15.1,4017.0,3.0,1.0,93.0,2.0,75.8,0.3171,1.58,1.14,4.02,4.0,2.0,4.31,0.1973,90.3,597.0,1.61,0
69.6,2.9,645.0,3.0,1.0,188.0,0.0,72.2,0.0841,2.51,3.19,3.58,1.0,2.0,5.94,0.2526,60.3,2944.0,4.97,0
88.3,22.6,388.0,1.0,0.0,21.0,0.0,60.2,0.1202,1.61,1.14,2.51,4.0,1.0,4.96,0.8036,43.5,622.0,2.02,0
79.7,7.0,201.0,1.0,1.0,91.0,0.0,85.1,0.3149,0.84,2.06,7.1,0.0,1.0,4.82,0.3533,78.4,871.0,2.79,0
71.2,16.6,2276.0,1.0,1.0,87.0,1.0,70.2,0.0487,0.61,3.48,4.33,0.0,0.0,6.36,0.0819,39.5,2557.0,2.46,0
83.1,18.9,1194.0,0.0,1.0,122.0,2.0,90.2,0.1362,3.42,5.06,3.13,1.0,0.0,2.4,0.3855,89.7,5514.0,0.5,0
91.4,17.0,1313.0,0.0,0.0,104.0,0.0,61.2,0.3059,2.0,1.28,2.24,2.0,0.0,4.9,0.0102,78.9,11117.0,0.8,0
89.8,18.1,211.0,1.0,0.0,47.0,1.0,80.1,0.0627,2.66,3.53,2.91,1.0,0.0,3.73,0.4323,70.8,1369.0,2.46,0
87.1,24.1,248.0,2.0,0.0,841.0,2.0,55.2,0.3963,0.5,4.98,3.18,4.0,1.0,3.56,0.632,63.4,1739.0,2.05,0
64.8,6.4,5490.0,0.0,0.0,81.0,1.0,86.6,0.2449,0.53,1.28,1.65,4.0,1.0,5.28,0.74,83.6,1546.0,2.34,0
91.7,5.2,3691.0,0.0,2.0,99.0,2.0,85.5,0.2596,0.69,2.41,2.88,6.0,1.0,2.19,0.0561,57.7,825.0,2.14,0
52.8,16.8,99.0,2.0,3.0,188.0,0.0,60.0,0.0051,0.88,4.88,0.25,2.0,2.0,4.05,0.1336,82.2,2667.0,7.05,1
68.4,12.9,1852.0,3.0,1.0,56.0,2.0,78.3,0.4213,2.2,0.11,1.29,3.0,0.0,5.22,0.7218,31.7,1312.0,2.02,0
82.0,21.0,7075.0,0.0,1.0,159.0,0.0,76.6,0.0393,2.44,3.23,0.67,4.0,1.0,5.86,0.9466,68.5,2865.0,3.02,0
84.1,9.3,5915.0,2.0,0.0,334.0,3.0,78.7,0.2042,1.67,1.5,2.22,3.0,2.0,6.51,0.2452,45.4,4387.0,5.17,0
74.5,9.3,945.0,2.0,1.0,19.0,0.0,76.1,0.1627,4.51,2.4,5.7,3.0,1.0,4.3,0.3963,81.7,11884.0,0.6,0
74.8,7.2,85.0,2.0,3.0,4.0,0.0,70.4,0.0687,1.92,1.82,2.15,5.0,2.0,2.68,0.2295,73.0,615.0,2.21,0
73.2,13.6,1557.0,2.0,0.0,36.0,0.0,80.0,0.0126,2.89,1.32,1.19,3.0,1.0,6.75,0.6376,85.2,663.0,1.29,0
88.7,17.3,573.0,4.0,2.0,452.0,0.0,73.6,0.4267,0.94,6.33,1.76,7.0,0.0,7.64,0.6285,91.6,198.0,0.94,0
76.0,47.7,68.0,1.0,1.0,346.0,2.0,67.7,0.2186,1.84,3.49,2.92,2.0,0.0,3.93,0.2226,84.4,417.0,1.15,1
90.8,25.3,845.0,0.0,2.0,51.0,0.0,68.3,0.0116,1.01,4.99,1.55,4.0,2.0,3.63,0.5785,72.1,686.0,4.92,0
98.4,7.3,1430.0,3.0,2.0,251.0,0.0,63.5,0.2315,3.35,4.74,1.41,4.0,1.0,7.63,0.9729,74.6,680.0,2.25,0
92.4,7.0,651.0,1.0,3.0,113.0,0.0,98.5,0.0296,0.52,1.93,0.23,2.0,2.0,4.84,0.1057,78.4,1739.0,4.9,0
62.0,19.7,1174.0,2.0,1.0,50.0,1.0,69.5,0.0318,0.91,1.44,5.99,4.0,0.0,4.14,0.3983,88.5,2056.0,0.78,0
88.8,11.0,640.0,1.0,3.0,292.0,2.0,29.8,0.2259,1.12,2.49,3.64,2.0,0.0,5.51,0.6595,73.8,7820.0,0.57,0
76.7,6.8,424.0,3.0,3.0,718.0,1.0,58.8,0.0408,1.93,0.99,6.54,3.0,1.0,4.61,0.5177,66.6,248.0,5.38,0
68.7,11.4,1182.0,3.0,2.0,29.0,1.0,83.2,0.2072,2.43,0.55,2.95,4.0,2.0,7.97,0.4726,68.9,2158.0,3.09,0
88.5,14.2,1838.0,0.0,2.0,291.0,1.0,59.7,0.0896,1.33,5.51,4.06,5.0,0.0,6.24,0.7054,51.1,7194.0,3.85,0
94.5,8.0,879.0,1.0,1.0,161.0,0.0,74.4,0.226,1.95,1.31,2.16,1.0,0.0,5.91,0.5761,90.5,1144.0,3.02,0
64.3,11.6,128.0,1.0,1.0,407.0,2.0,51.2,0.0451,0.94,4.92,1.27,2.0,1.0,7.31,0.4074,42.8,2851.0,2.56,0
84.3,27.6,6543.0,2.0,3.0,268.0,1.0,62.7,0.0821,1.23,2.45,4.65,3.0,2.0,3.49,0.4503,91.1,463.0,2.37,1
87.8,8.0,405.0,0.0,0.0,169.0,0.0,95.4,0.047,2.56,1.32,4.53,5.0,0.0,7.56,0.8218,82.6,2052.0,2.77,0
89.1,6.1,1454.0,1.0,2.0,24.0,0.0,72.3,0.0811,1.36,1.51,0.53,1.0,1.0,5.79,0.9446,87.9,2961.0,2.07,0
97.1,35.4,249.0,3.0,0.0,115.0,3.0,42.2,0.0989,1.58,0.74,1.2,3.0,1.0,2.8,0.4249,86.2,1316.0,1.83,0
89.1,3.3,1195.0,4.0,0.0,86.0,1.0,84.5,0.076,2.5,4.48,1.08,3.0,2.0,6.33,0.8643,78.4,4976.0,0.87,0
83.0,21.5,757.0,4.0,1.0,87.0,0.0,90.4,0.237,1.7,1.07,2.14,3.0,2.0,7.96,0.3394,81.9,4908.0,0.97,0
94.3,11.0,522.0,1.0,0.0,12.0,2.0,49.5,0.3478,1.32,2.26,4.84,1.0,0.0,6.06,0.1717,85.0,391.0,6.15,0
91.6,8.8,164.0,1.0,1.0,523.0,0.0,54.5,0.0972,1.37,3.64,3.68,3.0,0.0,3.68,0.2851,62.5,961.0,1.75,0
82.7,14.6,550.0,2.0,2.0,39.0,3.0,54.0,0.095,1.84,3.33,4.51,0.0,0.0,6.77,0.7593,81.8,2420.0,2.05,0
69.0,13.8,703.0,0.0,1.0,518.0,0.0,95.5,0.0857,0.92,4.3,1.4,1.0,2.0,1.81,0.5336,77.4,3027.0,3.46,0
84.5,13.1,415.0,2.0,0.0,22.0,1.0,73.1,0.1942,1.94,1.51,0.79,2.0,1.0,3.89,0.2386,64.4,1496.0,2.71,0
83.7,19.6,2276.0,1.0,3.0,140.0,2.0,87.1,0.4275,2.2,0.98,3.06,1.0,0.0,6.97,0.8734,65.0,2120.0,3.86,0
88.9,11.6,509.0,2.0,1.0,77.0,1.0,85.2,0.0659,2.18,4.58,2.08,5.0,1.0,3.23,0.5132,72.0,660.0,2.15,0
96.3,10.2,4192.0,1.0,0.0,327.0,0.0,72.4,0.2515,5.12,2.16,2.18,2.0,2.0,7.94,0.7728,79.0,180.0,3.46,0
82.3,51.3,1786.0,3.0,3.0,75.0,0.0,53.7,0.0703,1.33,1.57,4.35,4.0,1.0,6.67,0.9428,79.3,186.0,1.39,0
74.3,29.2,1704.0,1.0,0.0,197.0,0.0,46.3,0.3061,3.6,3.08,1.71,4.0,1.0,7.97,0.3708,77.2,3595.0,1.0,0
84.9,7.4,141.0,1.0,1.0,108.0,0.0,80.9,0.2926,2.11,2.27,1.48,3.0,2.0,1.98,0.4117,61.3,3602.0,1.45,0
89.5,16.3,210.0,1.0,1.0,302.0,0.0,92.8,0.0915,0.87,1.19,5.52,2.0,2.0,7.34,0.2478,84.5,4297.0,4.43,0
80.1,17.8,6031.0,0.0,1.0,424.0,1.0,78.9,0.242,2.51,4.3,6.1,3.0,1.0,3.8,0.6665,53.8,1714.0,1.12,0
78.4,14.4,686.0,0.0,2.0,168.0,2.0,83.1,0.2575,0.98,1.65,1.39,3.0,1.0,6.95,0.2072,47.7,1170.0,1.32,0
88.5,9.3,318.0,2.0,0.0,254.0,0.0,60.1,0.0102,5.14,7.11,1.01,4.0,1.0,2.35,0.0969,90.7,3057.0,2.32,0
70.5,9.8,778.0,3.0,0.0,452.0,1.0,77.5,0.1233,4.87,6.84,4.89,2.0,2.0,6.8,0.0101,51.6,1473.0,3.67,0
81.8,29.0,540.0,2.0,0.0,270.0,2.0,50.2,0.1181,0.53,1.5,1.34,1.0,2.0,3.68,0.8535,55.9,1795.0,1.46,0
74.4,35.6,706.0,1.0,3.0,400.0,0.0,54.8,0.2799,0.06,0.27,3.62,3.0,2.0,6.52,0.9947,93.5,899.0,1.05,0
77.2,13.8,471.0,2.0,1.0,185.0,2.0,52.5,0.0484,2.99,3.2,1.19,2.0,2.0,4.45,0.604,87.0,743.0,1.66,0
85.2,48.0,1339.0,0.0,3.0,104.0,1.0,76.7,0.0402,1.04,2.1,3.97,6.0,2.0,3.82,0.7895,77.8,2050.0,4.98,0
88.3,24.3,1072.0,3.0,3.0,38.0,0.0,60.2,0.136,3.75,7.0,0.33,4.0,0.0,4.52,0.5266,76.5,2998.0,3.32,0
64.4,33.6,183.0,2.0,2.0,191.0,0.0,52.0,0.5733,3.99,4.57,3.5,4.0,0.0,3.76,0.5536,77.2,679.0,0.7,1
57.9,22.9,268.0,0.0,0.0,136.0,0.0,88.2,0.397,0.91,3.23,3.29,3.0,0.0,5.97,0.3481,50.6,404.0,2.15,0
82.7,44.8,1138.0,2.0,3.0,190.0,0.0,83.8,0.4008,1.7,2.16,0.27,2.0,0.0,6.14,0.0649,94.1,10914.0,2.41,1
88.4,8.2,492.0,0.0,1.0,41.0,2.0,75.1,0.3483,2.26,0.3,2.48,2.0,2.0,5.29,0.1737,70.8,2246.0,4.92,0
72.8,13.4,2282.0,1.0,1.0,639.0,3.0,90.4,0.0279,1.69,1.59,2.79,1.0,0.0,4.49,0.5764,68.4,615.0,1.2,0
74.0,5.2,132.0,2.0,2.0,490.0,1.0,85.8,0.0024,3.93,2.14,5.93,0.0,1.0,4.34,0.6003,85.7,1281.0,0.54,0
89.5,2.6,1239.0,3.0,3.0,148.0,0.0,87.0,0.232,0.96,1.69,5.22,0.0,2.0,7.29,0.0368,79.6,276.0,5.39,0
75.3,4.3,176.0,0.0,1.0,266.0,2.0,91.1,0.2168,3.19,1.86,1.19,2.0,0.0,6.07,0.7221,83.0,369.0,3.68,0
84.0,10.5,692.0,2.0,2.0,126.0,0.0,52.5,0.2841,3.33,1.66,2.22,4.0,2.0,7.16,0.701,61.3,702.0,0.67,0
42.6,10.1,139.0,1.0,2.0,21.0,1.0,42.5,0.4038,0.81,4.9,2.98,3.0,0.0,5.33,0.0747,67.1,2327.0,0.93,1
95.3,14.7,323.0,0.0,3.0,267.0,1.0,56.5,0.1273,1.55,0.84,4.67,5.0,1.0,6.42,0.5179,55.1,884.0,0.58,0
91.6,5.1,3559.0,2.0,1.0,76.0,0.0,46.0,0.2669,2.56,6.16,2.67,3.0,2.0,7.79,0.1803,87.0,497.0,2.84,0
67.7,29.8,406.0,0.0,2.0,184.0,0.0,66.2,0.0262,1.04,7.15,2.74,3.0,0.0,3.72,0.3434,40.0,1248.0,1.48,0
90.3,21.6,943.0,3.0,3.0,169.0,0.0,83.9,0.1589,3.61,2.3,5.55,2.0,2.0,5.87,0.8653,88.6,1084.0,3.99,0
85.0,13.7,1774.0,1.0,2.0,132.0,0.0,67.5,0.0252,2.41,4.13,2.85,2.0,0.0,2.77,0.5299,52.4,5106.0,1.66,0
93.0,13.9,467.0,2.0,3.0,145.0,2.0,82.2,0.1806,2.54,0.87,3.06,4.0,1.0,5.31,0.3806,88.7,619.0,3.63,0
71.7,6.3,264.0,1.0,2.0,93.0,1.0,72.6,0.015,1.32,3.82,3.05,2.0,0.0,2.72,0.4849,87.4,800.0,3.7,0
98.6,5.8,109.0,0.0,2.0,498.0,1.0,88.3,0.1922,1.36,2.98,2.96,2.0,2.0,5.15,0.4859,73.9,975.0,3.04,0
54.9,11.2,131.0,3.0,0.0,59.0,1.0,75.0,0.0881,3.35,2.49,2.7,2.0,0.0,3.62,0.0025,74.2,490.0,3.17,0
92.3,41.2,419.0,0.0,0.0,179.0,0.0,78.3,0.0266,0.98,0.7,4.12,2.0,0.0,3.96,0.1503,84.1,776.0,2.41,0
89.0,4.7,406.0,0.0,0.0,115.0,1.0,37.7,0.0726,0.77,2.24,6.31,3.0,1.0,6.16,0.152,56.7,1477.0,3.67,0
79.2,2.8,1138.0,1.0,2.0,106.0,0.0,66.5,0.1778,1.19,3.93,2.11,5.0,0.0,4.63,0.8324,83.5,1366.0,3.66,0
97.6,8.5,331.0,3.0,1.0,809.0,1.0,76.3,0.1497,2.7,3.41,1.08,3.0,1.0,3.92,0.2391,59.2,172.0,3.44,0
87.0,5.6,6418.0,3.0,1.0,117.0,1.0,69.5,0.0078,3.06,4.76,6.54,3.0,1.0,6.28,0.1811,41.5,575.0,4.78,0
82.9,13.6,349.0,4.0,1.0,139.0,2.0,93.9,0.0979,1.94,2.07,1.55,1.0,0.0,1.97,0.3757,89.7,1814.0,4.9,0
84.6,13.7,2484.0,2.0,0.0,86.0,0.0,53.1,0.1463,0.15,3.65,2.37,6.0,0.0,3.25,0.4849,88.5,332.0,6.93,0
67.7,13.7,548.0,1.0,0.0,99.0,0.0,51.1,0.0235,1.53,2.53,0.96,4.0,1.0,5.42,0.6274,63.2,643.0,2.24,0
75.0,14.5,1638.0,0.0,3.0,29.0,0.0,86.0,0.0709,0.88,3.36,2.74,2.0,1.0,6.98,0.2689,64.9,295.0,2.93,0
79.3,16.1,311.0,1.0,2.0,330.0,1.0,78.0,0.1679,0.3,1.09,2.87,1.0,2.0,7.75,0.7618,52.4,855.0,1.71,0
68.1,13.4,744.0,0.0,0.0,170.0,2.0,54.8,0.2856,1.13,1.72,2.31,2.0,1.0,6.67,0.3268,54.9,887.0,4.18,0
69.2,4.8,1353.0,0.0,0.0,301.0,2.0,73.8,0.1657,3.21,0.78,2.54,1.0,2.0,5.04,0.3887,60.8,7746.0,1.45,0
94.5,23.0,854.0,1.0,3.0,56.0,1.0,68.0,0.0805,1.44,1.64,4.89,1.0,0.0,3.58,0.9871,85.4,1243.0,1.2,0
95.6,12.3,339.0,2.0,3.0,115.0,1.0,60.4,0.0632,1.69,6.05,6.07,3.0,0.0,4.33,0.1344,80.5,1661.0,1.63,0
93.4,12.2,1049.0,1.0,1.0,59.0,0.0,56.7,0.0396,1.78,1.77,3.42,5.0,2.0,2.51,0.4297,88.3,2827.0,3.01,0
47.6,26.5,1611.0,0.0,0.0,144.0,1.0,36.2,0.108,1.41,2.03,1.33,1.0,1.0,2.19,0.9587,89.1,1258.0,3.29,0
84.4,6.9,382.0,3.0,3.0,147.0,1.0,76.1,0.0817,2.17,1.1,1.97,1.0,0.0,8.28,0.3258,75.7,1097.0,5.02,0
93.6,9.3,2015.0,3.0,0.0,588.0,1.0,48.5,0.0347,2.33,0.95,4.59,0.0,1.0,7.4,0.0637,86.9,1047.0,1.82,0
74.7,9.6,414.0,1.0,2.0,113.0,3.0,60.9,0.255,2.6,2.06,5.45,1.0,0.0,6.47,0.8391,82.9,163.0,4.56,0
95.6,13.6,178.0,2.0,1.0,105.0,1.0,76.6,0.6597,3.63,6.37,2.59,3.0,1.0,4.43,0.4127,85.9,276.0,2.88,1
68.3,10.2,347.0,2.0,1.0,24.0,2.0,73.2,0.0341,1.98,2.45,4.0,1.0,2.0,7.04,0.4885,79.5,2956.0,2.01,0
84.6,10.7,861.0,1.0,2.0,48.0,1.0,72.6,0.0249,0.77,0.39,1.21,1.0,0.0,6.23,0.18,70.0,2650.0,3.31,0
82.6,16.7,252.0,1.0,1.0,35.0,1.0,95.1,0.1205,1.81,2.25,1.95,1.0,1.0,2.11,0.0991,81.9,3931.0,2.46,0
69.7,10.0,676.0,0.0,0.0,220.0,0.0,75.1,0.0093,1.29,1.91,1.3,5.0,0.0,1.4,0.3614,59.1,2776.0,4.23,0
87.3,27.2,1710.0,1.0,2.0,97.0,1.0,71.7,0.9284,1.29,1.25,0.9,1.0,1.0,3.23,0.9781,67.6,651.0,0.85,0
80.5,19.7,255.0,1.0,3.0,58.0,0.0,88.6,0.1038,4.62,2.75,1.66,0.0,0.0,8.67,0.2329,83.1,562.0,1.59,0
88.9,14.2,602.0,2.0,0.0,31.0,0.0,62.4,0.0361,3.22,1.89,7.69,2.0,2.0,6.51,0.0177,83.5,324.0,4.3,0
88.8,16.6,1414.0,0.0,2.0,690.0,1.0,66.6,0.092,4.29,6.54,1.33,1.0,1.0,6.58,0.9541,77.4,287.0,2.51,0
38.6,9.1,501.0,3.0,2.0,3.0,2.0,69.0,0.0446,1.5,5.66,5.72,2.0,1.0,6.48,0.241,59.2,224.0,4.73,1
93.7,15.5,1360.0,2.0,1.0,176.0,0.0,80.3,0.2806,3.41,1.61,3.27,2.0,0.0,5.65,0.1973,73.4,985.0,4.1,0
