tenure_months,monthly_charges,total_charges,contract_type,num_support_calls_last_3months,avg_data_usage_gb,num_service_failures,has_internet_service,has_phone_service,has_streaming,payment_method,paperless_billing,num_plan_changes,overage_charges_last_3months,customer_age,household_size,is_senior,target
1,106.02,112.35,2,1,44.86,1,1,0,1,2,0,1,11.36,74,1,1,1
120,68.37,8498.65,0,2,1.98,0,1,1,0,2,0,0,4.76,59,2,0,0
32,50.96,1739.5,2,1,7.8,2,1,0,1,0,0,1,3.45,53,4,0,0
14,68.44,1093.33,2,4,21.1,3,0,1,0,1,0,1,6.12,57,6,0,0
9,56.09,555.85,1,3,2.17,1,1,1,0,1,1,0,0.2,41,1,0,0
8,89.03,619.38,2,2,7.1,0,1,1,1,1,0,2,10.37,31,6,0,0
49,74.31,3470.88,0,0,1.64,1,1,1,1,1,1,2,10.73,20,2,0,1
10,90.43,813.05,2,2,2.46,0,0,0,0,3,0,0,9.67,58,3,0,0
14,66.86,799.31,0,3,0.76,0,1,1,0,1,0,1,9.39,18,3,0,0
11,64.8,677.92,1,2,1.36,0,1,1,0,0,0,0,0.66,19,3,0,0
29,40.56,1253.18,0,1,5.27,0,0,1,0,0,0,0,3.88,52,1,0,0
21,47.53,997.16,0,2,6.35,1,0,1,0,0,0,0,0.5,32,4,0,1
21,42.93,770.28,1,3,1.04,1,1,1,1,3,0,3,3.33,34,3,0,0
82,62.98,4623.77,1,1,1.59,0,0,1,0,0,1,1,17.71,18,2,0,0
51,46.7,2659.92,1,3,6.63,1,0,1,1,2,0,0,3.09,45,1,0,1
28,53.97,1636.84,1,2,6.38,1,0,1,1,0,0,2,0.45,34,1,0,0
5,29.5,164.59,2,4,1.48,0,0,1,1,0,1,0,4.19,68,5,1,1
18,15.0,270.56,0,4,6.1,0,0,1,1,0,1,2,0.06,31,1,0,0
10,85.97,813.95,1,0,8.38,0,1,1,1,0,1,2,0.81,40,1,0,1
74,56.88,4008.4,1,0,6.99,0,1,1,1,3,1,1,9.74,46,1,0,0
23,116.04,2696.3,0,3,2.92,1,1,1,1,0,1,0,2.48,39,2,0,1
31,56.78,1611.69,0,1,16.22,1,1,0,0,1,0,3,7.65,18,2,0,0
6,75.24,488.24,2,3,2.61,1,1,1,1,1,1,0,2.88,41,1,0,0
28,62.15,1794.17,0,2,3.16,0,0,0,0,0,0,0,3.0,55,2,0,0
9,26.93,235.73,0,0,9.7,0,1,0,0,1,0,0,5.21,28,4,0,0
4,96.65,379.24,0,1,10.25,1,0,1,0,0,1,0,9.36,34,2,0,1
30,38.52,1198.98,0,2,14.98,1,0,1,0,1,1,1,0.8,56,3,0,0
84,58.04,5047.97,0,1,16.82,2,1,1,1,3,0,3,6.71,41,4,0,0
47,61.51,3323.88,1,1,1.89,1,1,0,1,2,0,1,1.49,27,2,0,0
2,80.46,180.51,1,1,3.25,0,0,1,1,3,1,0,0.14,55,6,0,0
33,74.13,2373.95,2,0,3.23,0,1,0,0,3,1,0,6.17,18,2,0,0
37,89.11,3461.26,0,5,10.82,3,1,0,0,0,1,0,23.1,51,3,0,1
3,16.86,55.96,2,0,7.48,0,1,1,1,1,1,1,11.28,29,1,0,0
23,62.36,1445.85,0,0,1.66,0,1,0,0,0,0,0,6.27,38,4,0,0
29,65.59,1689.81,0,0,6.19,0,1,1,0,1,0,0,5.06,28,2,0,0
7,62.37,461.65,0,0,9.78,0,1,1,0,2,0,1,7.19,23,3,0,0
43,91.83,3543.13,0,1,5.97,1,1,1,0,1,1,1,9.41,49,1,0,0
7,101.63,654.3,1,0,6.04,1,1,1,1,3,0,0,16.16,44,6,0,1
53,68.54,4046.53,0,3,8.72,1,0,1,0,1,1,1,3.45,35,1,0,0
7,34.73,219.61,0,2,3.37,0,0,0,1,1,1,3,1.31,56,2,0,0
18,53.0,887.46,1,2,1.01,1,1,1,0,2,0,1,3.23,56,4,0,0
6,72.86,413.02,0,2,11.46,1,1,0,0,1,0,1,2.29,58,4,0,1
17,81.9,1552.09,0,1,4.13,2,1,1,1,2,0,0,1.9,38,4,0,0
26,42.95,960.82,2,4,14.21,1,1,1,0,0,0,0,2.26,53,4,0,0
18,65.11,1148.53,2,3,5.69,0,1,1,1,3,1,0,2.61,25,3,0,0
74,56.93,3599.05,1,0,4.53,1,1,0,1,0,1,0,5.09,25,5,0,0
34,53.91,1965.0,0,1,6.65,0,0,0,1,1,0,1,6.49,21,3,0,0
1,67.88,65.0,0,1,6.09,1,1,1,1,2,1,0,14.61,42,2,0,0
77,22.4,1646.87,0,1,6.4,0,1,0,1,2,0,1,2.73,48,1,0,0
24,79.11,2174.8,1,1,7.36,3,1,1,0,2,1,1,0.11,46,6,0,0
1,96.59,109.33,0,0,2.18,0,0,0,0,0,1,0,3.69,19,2,0,0
1,47.91,43.09,0,0,1.66,1,1,1,0,1,1,1,0.35,19,1,0,1
66,56.02,3444.3,2,1,9.21,0,1,1,0,3,0,2,3.35,18,5,0,0
7,76.95,546.89,0,1,2.69,0,1,1,1,2,0,0,0.72,63,5,0,0
5,89.86,515.01,1,3,1.08,1,0,1,1,3,0,0,4.56,31,4,0,0
18,45.57,876.0,2,0,12.29,0,1,1,0,3,0,1,5.86,39,1,0,0
7,56.06,443.16,0,2,10.55,1,0,1,0,3,0,2,2.29,55,4,0,1
4,101.26,345.01,0,2,3.75,0,1,1,0,2,1,0,6.91,30,2,0,1
86,43.36,3809.11,0,1,3.7,1,1,0,1,1,1,0,1.76,64,1,0,0
1,69.73,68.69,0,2,7.43,1,1,0,0,1,0,0,0.71,52,3,0,1
28,82.46,2391.46,0,5,5.87,1,1,1,0,2,1,1,7.09,63,4,0,0
47,86.39,4396.16,1,1,3.98,2,1,1,0,2,0,0,4.87,40,3,0,0
18,33.85,577.89,1,2,2.26,0,1,0,0,1,0,2,24.47,50,2,0,0
14,60.45,935.37,0,1,2.13,1,1,0,0,3,1,0,1.34,46,1,0,0
20,50.43,890.41,1,3,16.11,1,1,1,0,3,1,0,3.67,45,1,0,0
5,40.13,195.25,1,0,6.48,4,1,0,1,3,1,1,7.15,45,5,0,1
5,60.98,305.58,0,1,2.78,2,0,1,1,1,1,2,5.4,34,1,0,0
6,84.57,448.57,0,0,5.81,1,0,1,0,3,1,1,1.79,36,3,0,1
48,91.75,4516.08,1,1,2.82,1,1,1,0,3,1,2,13.83,35,1,0,0
64,111.74,8127.04,2,2,1.48,1,0,1,0,0,0,0,15.54,55,3,0,0
8,81.05,590.87,0,3,2.82,1,1,1,1,0,1,0,2.35,43,4,0,1
47,25.88,1096.75,0,2,2.65,1,1,0,0,1,0,2,7.44,46,2,0,1
1,43.15,41.96,2,0,3.79,0,0,1,0,0,1,0,0.02,52,2,0,0
12,85.88,1116.84,2,1,5.01,0,1,1,0,1,1,0,2.03,44,3,0,0
1,40.46,42.02,1,0,2.25,1,1,1,1,2,1,1,7.64,45,1,0,0
1,44.77,38.97,2,0,1.86,0,1,0,1,2,1,0,16.74,21,2,0,0
9,74.71,641.27,0,1,4.52,3,1,1,0,1,0,1,0.51,69,5,1,1
28,49.89,1406.5,0,2,6.95,0,1,1,0,3,1,1,9.14,35,3,0,1
3,61.78,205.28,0,1,2.58,2,1,1,0,3,0,1,1.13,56,2,0,1
73,75.03,6274.21,2,1,8.49,1,1,1,1,3,1,1,12.02,30,2,0,0
12,67.97,916.46,0,0,4.59,2,0,1,0,1,1,2,7.14,38,1,0,0
46,49.0,2081.25,0,1,17.53,3,0,0,1,1,0,1,1.82,70,3,1,0
7,86.38,592.87,0,1,2.23,0,1,0,0,0,1,0,5.63,23,1,0,1
2,89.5,196.94,2,0,3.29,0,1,0,0,2,0,2,1.0,46,3,0,0
42,63.71,2693.88,2,5,3.48,0,1,1,0,0,0,1,5.88,45,3,0,0
53,82.26,4531.61,2,1,6.7,0,0,0,0,3,1,1,0.84,50,3,0,0
14,97.66,1496.59,1,2,0.6,1,0,1,0,2,0,0,1.81,53,2,0,0
28,46.53,1182.1,0,1,4.49,2,1,0,0,3,0,1,2.12,43,1,0,0
6,78.12,434.11,0,2,5.9,1,0,1,1,2,0,1,3.01,32,1,0,0
21,71.58,1288.54,2,3,26.48,0,0,1,0,2,1,1,6.2,35,1,0,0
5,23.88,120.25,1,2,1.99,1,1,1,0,2,1,1,16.7,44,5,0,0
67,45.36,3271.13,0,0,7.63,0,1,0,1,0,1,1,2.14,45,1,0,0
2,83.21,182.72,0,1,11.52,1,1,0,1,0,0,0,0.96,36,3,0,1
16,95.77,1627.28,0,1,7.4,1,0,1,0,1,1,0,0.19,57,1,0,1
28,95.59,2833.41,0,3,43.4,2,1,1,0,0,0,0,0.85,53,4,0,1
9,114.63,930.84,0,2,7.22,0,1,0,1,1,0,1,2.91,20,4,0,0
24,84.63,2140.57,0,2,3.6,0,1,1,0,0,0,0,15.59,33,5,0,1
63,86.79,4973.32,2,2,3.94,0,1,1,0,2,0,1,5.2,41,3,0,0
12,67.69,922.66,0,5,3.93,0,0,1,0,2,1,2,3.59,41,3,0,0
14,27.57,362.78,0,3,13.35,0,1,0,1,0,0,0,3.28,60,1,0,0
17,40.01,759.68,2,3,2.8,1,1,0,0,1,0,1,3.65,18,3,0,0
8,92.52,634.19,2,1,5.71,1,1,0,1,1,0,2,14.52,38,1,0,1
47,56.52,2344.04,0,1,1.79,0,1,0,0,1,1,1,0.01,49,5,0,0
120,74.3,8606.9,0,0,2.99,1,1,1,1,2,1,0,2.84,18,4,0,0
31,38.55,1275.16,0,1,18.23,1,1,1,0,0,1,1,8.32,28,5,0,0
27,34.46,998.9,0,1,12.3,1,0,1,0,3,0,0,3.68,37,4,0,0
16,26.6,376.53,1,1,1.59,0,1,1,0,1,1,0,12.69,47,3,0,0
55,62.99,3504.6,2,4,8.23,2,1,0,0,3,1,1,0.07,56,2,0,0
11,43.51,454.23,0,1,4.61,0,1,1,0,0,1,0,4.09,45,1,0,0
2,91.67,170.66,1,1,4.86,3,1,1,0,1,0,0,1.01,27,5,0,0
47,81.36,3750.58,0,2,14.68,0,1,1,1,0,1,1,1.15,35,1,0,1
2,59.35,125.07,1,2,7.82,0,1,1,0,2,1,1,5.3,27,1,0,0
22,56.95,1366.53,0,2,15.86,2,1,1,1,3,0,2,6.49,35,3,0,0
69,59.18,3509.54,0,3,7.19,0,1,1,0,2,1,1,3.93,69,2,1,0
22,57.5,1376.23,0,2,2.13,2,0,1,1,3,1,0,10.92,22,1,0,0
31,50.94,1487.37,1,1,10.51,1,1,1,0,0,0,1,15.48,49,3,0,0
5,77.25,395.7,0,0,5.41,3,1,1,0,3,0,0,5.33,24,5,0,0
31,57.9,1714.05,0,1,3.07,2,1,1,0,2,0,2,3.38,52,1,0,0
21,54.3,1036.63,0,0,7.31,2,1,1,0,3,1,1,2.36,60,4,0,0
9,79.06,735.95,0,1,10.61,0,1,1,0,3,1,0,2.48,41,3,0,1
1,73.98,68.71,1,3,8.53,3,0,1,0,2,0,0,7.2,47,1,0,1
15,58.98,773.62,2,3,3.92,0,1,0,0,0,0,1,0.11,37,1,0,0
26,64.62,1891.49,2,2,5.16,1,0,1,0,2,1,1,6.49,37,4,0,1
2,99.37,201.07,0,3,9.23,1,1,1,0,3,0,1,10.58,31,4,0,1
19,70.97,1521.59,0,2,1.03,0,0,0,0,2,0,1,4.27,62,3,0,1
36,73.92,2269.43,1,2,2.19,2,1,1,0,0,1,0,2.19,54,1,0,0
5,23.74,113.64,2,1,13.98,0,1,0,0,3,1,0,3.47,29,6,0,0
100,84.46,9573.26,0,0,4.47,2,1,1,0,1,1,0,7.03,41,3,0,0
4,52.41,182.29,2,3,15.93,1,1,1,1,0,0,0,5.86,50,2,0,0
35,58.75,2189.85,2,2,7.61,2,0,0,1,0,0,1,1.08,55,2,0,0
13,26.67,309.78,2,2,3.83,0,0,1,0,3,1,1,2.74,54,3,0,0
15,74.9,1124.66,0,2,2.36,1,1,0,0,2,0,0,18.41,52,4,0,1
16,62.27,1139.08,2,5,8.06,0,1,0,0,2,1,2,0.98,48,5,0,0
19,69.33,1439.08,2,3,9.11,1,1,0,0,2,0,3,6.34,34,2,0,0
49,22.22,1018.79,0,1,3.23,1,1,0,0,3,0,3,2.34,69,1,1,0
14,57.45,691.19,0,2,6.18,1,1,1,0,2,1,0,8.65,18,1,0,0
98,56.37,4915.75,1,1,0.83,0,1,1,1,1,0,0,1.19,31,3,0,0
36,106.71,4316.65,1,2,1.41,2,1,1,1,3,0,2,3.92,31,3,0,1
30,79.28,2138.68,0,1,28.24,1,1,1,1,2,0,3,0.25,50,2,0,0
16,39.09,561.23,0,3,1.38,0,0,0,1,2,1,0,1.43,45,4,0,0
69,73.02,5317.23,0,1,3.22,0,1,1,0,0,0,2,2.12,57,3,0,0
3,77.3,205.06,2,1,2.93,2,1,1,0,3,1,0,2.49,34,2,0,0
10,43.25,474.27,0,4,9.39,0,1,1,0,3,0,2,5.23,54,5,0,0
3,71.78,235.49,2,1,7.65,1,1,1,1,2,0,1,2.27,54,3,0,0
9,63.45,595.45,2,0,3.83,2,1,1,1,2,0,2,0.55,29,2,0,0
3,102.73,311.08,0,1,3.18,0,1,0,1,2,1,0,1.2,38,2,0,1
120,66.83,8806.65,0,1,1.71,0,0,0,0,0,1,1,1.25,25,1,0,0
7,67.64,511.72,1,1,6.27,0,1,1,0,0,0,1,2.79,27,3,0,0
35,34.04,1268.84,0,2,11.9,3,0,1,0,1,0,1,8.54,23,4,0,0
3,95.75,313.96,0,1,3.08,0,1,1,1,0,0,2,0.74,21,5,0,1
33,55.15,1703.92,0,2,7.23,1,1,1,0,2,1,0,3.78,50,6,0,0
10,65.99,659.86,0,0,19.75,0,0,1,0,0,0,0,5.97,52,2,0,0
79,72.99,5559.76,0,2,7.98,2,1,1,1,2,1,1,5.61,24,5,0,0
14,37.86,540.12,2,1,14.06,0,1,0,1,3,1,0,0.03,46,2,0,0
83,89.75,7030.52,2,0,2.48,1,1,1,0,1,1,0,0.41,49,3,0,0
9,39.13,331.01,0,0,7.67,1,0,0,1,1,1,0,8.21,72,2,1,1
5,45.87,244.77,1,3,0.95,0,0,0,0,1,0,2,1.53,57,4,0,0
3,45.72,138.57,1,0,2.7,2,1,0,0,1,1,3,1.64,21,2,0,0
72,98.16,6467.96,1,1,22.59,0,1,1,0,2,0,0,6.26,18,1,0,0
12,96.26,1049.75,1,0,9.2,1,0,0,0,1,1,1,7.23,40,5,0,0
1,64.58,72.93,2,2,1.09,0,1,1,0,2,0,0,0.51,39,4,0,1
76,69.88,4909.01,2,3,5.28,0,0,0,0,3,0,1,8.94,24,1,0,0
26,100.87,2422.37,0,2,3.44,2,0,1,1,3,0,2,6.73,59,2,0,1
7,20.0,159.89,0,1,1.6,1,1,1,0,3,1,1,1.59,63,5,0,1
8,65.69,526.02,2,0,6.08,1,1,0,1,1,0,0,0.94,43,2,0,0
4,66.42,244.35,2,1,5.79,2,1,1,0,1,0,0,10.02,18,5,0,0
7,125.35,850.15,2,1,1.94,0,1,1,0,0,1,1,5.68,63,5,0,1
8,82.87,638.29,0,4,5.64,1,0,0,1,2,0,1,9.88,22,6,0,0
25,108.83,2837.06,0,1,4.03,1,0,0,0,1,1,3,1.6,43,3,0,1
20,70.31,1221.87,0,0,0.94,1,1,1,1,0,0,3,7.07,29,5,0,0
10,65.51,566.47,2,0,10.12,0,1,1,0,1,0,0,6.32,44,4,0,0
43,45.09,2179.33,2,0,20.62,1,1,0,1,2,1,1,0.78,18,1,0,0
15,85.89,1256.99,0,1,1.07,1,1,1,0,2,0,1,7.74,21,3,0,1
66,36.02,2263.0,0,2,11.05,0,1,1,0,0,0,0,5.27,18,1,0,0
69,51.01,3716.08,1,0,5.42,2,1,0,0,3,1,3,0.83,19,5,0,0
81,82.6,6598.42,0,1,1.69,0,1,1,1,2,0,1,6.07,25,2,0,0
48,86.34,3928.25,1,2,2.85,0,1,1,0,1,0,3,4.07,43,3,0,0
32,23.37,741.61,0,2,2.28,1,0,0,1,1,0,2,0.98,26,2,0,0
1,40.09,35.71,1,0,2.9,2,0,0,1,1,1,1,4.26,27,1,0,1
9,85.27,756.4,0,1,5.46,1,1,1,0,2,0,1,3.71,46,2,0,1
11,86.2,842.39,0,4,24.61,1,1,1,0,3,0,0,4.4,43,3,0,0
9,38.06,328.24,0,4,2.13,0,0,1,0,3,0,0,5.39,63,4,0,0
12,75.84,905.4,2,1,4.48,1,0,1,0,2,0,1,1.7,31,1,0,1
2,79.93,143.06,1,1,7.47,0,1,0,0,3,1,0,1.53,18,2,0,1
14,86.39,1057.17,0,0,1.92,2,0,0,0,3,0,0,8.58,18,1,0,1
1,38.46,43.78,0,1,4.72,0,1,1,0,3,1,1,1.07,51,1,0,1
4,41.51,162.25,1,0,2.64,0,1,1,0,1,1,1,0.13,50,2,0,1
49,98.02,5320.78,1,1,2.59,2,1,0,1,0,1,1,2.24,18,4,0,0
13,64.59,800.1,2,4,2.95,2,1,0,0,1,1,3,5.91,37,2,0,0
15,65.28,1021.0,0,1,17.87,0,1,0,1,3,0,1,2.25,54,3,0,1
7,31.16,250.4,0,1,2.52,0,1,1,1,1,0,0,3.93,50,3,0,0
8,45.97,393.55,2,1,2.66,0,1,1,0,0,0,1,3.0,29,1,0,0
19,80.96,1453.91,2,1,6.5,1,0,0,1,0,0,1,1.72,39,3,0,0
28,55.29,1713.16,0,3,13.11,1,1,1,1,0,0,1,9.41,38,4,0,0
4,40.42,162.87,1,0,2.46,0,1,1,0,1,0,2,1.87,39,1,0,0
27,112.39,2643.17,0,1,9.57,0,1,1,0,0,1,2,1.3,54,2,0,1
2,47.39,105.06,2,2,0.92,0,1,1,0,2,0,1,0.42,56,3,0,0
59,51.93,3335.02,0,1,5.21,0,1,1,0,1,1,1,0.86,37,2,0,0
1,77.9,66.52,0,1,10.35,0,1,1,1,2,1,3,3.79,39,1,0,1
15,46.68,697.94,0,1,17.98,2,1,0,0,2,0,0,17.64,27,2,0,0
26,65.05,1540.41,1,3,15.4,0,1,0,1,2,1,1,5.71,29,3,0,0
2,93.6,199.4,1,2,1.96,2,1,1,0,2,1,0,9.91,53,3,0,0
13,92.97,1229.23,2,1,3.71,2,0,1,0,1,1,0,3.65,46,2,0,0
7,15.0,118.98,0,0,11.99,1,1,1,0,1,0,3,2.5,30,2,0,0
5,60.45,295.68,0,1,0.63,4,1,0,0,2,1,1,4.21,43,6,0,1
16,63.52,954.83,1,0,6.39,0,0,0,0,0,0,3,5.69,64,1,0,0
6,37.6,225.33,2,2,23.92,2,1,1,0,1,0,0,8.7,36,3,0,0
10,40.49,448.76,2,2,5.37,1,0,1,0,2,0,0,1.65,42,4,0,0
18,75.22,1169.7,0,1,36.63,1,1,1,1,2,1,0,1.0,32,3,0,0
21,65.39,1319.53,2,1,1.94,4,1,0,1,3,1,1,8.58,46,1,0,0
1,98.05,85.0,1,1,4.5,1,1,1,1,2,1,0,7.09,53,5,0,0
21,51.88,1203.56,1,2,3.5,0,1,1,0,1,1,0,12.93,52,2,0,0
27,94.18,2724.85,2,3,3.77,2,1,1,0,0,0,1,1.5,35,5,0,0
11,39.18,374.83,1,3,1.16,0,1,1,0,0,1,0,0.72,18,4,0,0
37,51.43,2172.99,2,2,5.02,1,1,0,0,3,1,2,3.77,55,2,0,0
31,77.49,2529.27,1,2,9.52,0,1,1,0,1,1,0,16.49,29,1,0,1
11,50.72,572.23,0,1,2.33,1,1,1,0,1,0,1,7.82,55,5,0,0
5,73.23,314.35,0,3,5.66,0,1,0,0,0,0,0,2.71,61,2,0,1
51,71.51,3387.82,0,4,5.05,0,1,0,0,3,1,0,2.09,22,1,0,0
3,49.75,168.79,0,0,0.25,4,1,1,1,3,1,1,10.69,55,4,0,1
14,91.35,1148.28,1,0,0.97,1,1,0,0,3,1,1,3.96,31,2,0,0
14,58.99,829.0,0,0,2.41,1,1,1,1,3,0,0,6.1,20,2,0,0
24,73.92,1593.6,0,1,1.85,2,1,0,1,0,1,1,3.53,53,4,0,0
18,59.58,1048.99,0,2,4.8,2,1,1,0,1,1,0,1.3,60,4,0,1
39,73.71,3297.37,1,3,8.66,2,1,0,1,3,0,0,9.78,41,1,0,0
32,97.95,3442.17,0,1,11.42,0,1,1,1,0,0,2,1.57,18,4,0,0
2,53.85,94.89,0,1,16.14,0,0,1,0,2,0,2,0.37,56,2,0,0
18,21.07,428.44,1,0,3.65,1,0,1,0,0,0,0,9.28,45,2,0,0
12,45.26,544.8,0,1,10.42,0,1,0,0,1,1,0,0.51,18,3,0,0
52,74.55,4333.91,0,0,11.79,1,0,1,0,0,0,1,0.81,45,4,0,0
8,96.31,836.43,0,2,4.03,2,1,1,0,1,1,0,9.26,45,3,0,1
14,67.96,935.12,2,2,0.31,0,1,1,1,1,1,2,7.52,57,2,0,0
19,109.57,2022.55,1,0,5.91,3,1,1,0,1,1,0,9.35,34,1,0,0
25,61.38,1687.83,0,0,13.36,1,0,1,0,2,0,2,2.04,32,4,0,0
9,56.71,559.13,2,0,2.79,0,0,1,1,0,1,2,0.24,52,1,0,0
13,93.71,1150.71,2,1,8.31,1,1,1,1,3,1,0,2.81,37,4,0,0
8,40.76,367.14,0,2,1.86,0,1,0,1,0,0,1,1.2,23,2,0,0
9,22.42,180.22,1,0,9.62,1,1,0,1,1,1,2,5.01,26,6,0,0
22,15.0,357.43,0,2,4.32,1,1,1,0,0,1,1,3.82,45,2,0,0
7,17.4,110.28,2,4,7.06,0,1,1,1,3,1,1,7.87,50,1,0,1
33,79.16,2245.27,0,1,7.71,2,1,1,1,1,1,0,6.25,63,4,0,0
12,62.06,769.46,2,1,13.78,1,1,1,0,0,0,1,2.99,36,5,0,0
27,82.17,2486.29,2,3,3.15,0,1,1,1,2,1,0,4.0,43,3,0,0
58,62.96,3694.66,0,4,3.24,0,1,1,0,0,1,1,7.37,35,1,0,0
18,95.03,1629.06,0,2,3.05,0,1,1,0,0,0,0,13.27,45,3,0,1
8,59.61,523.07,0,0,5.17,0,1,1,1,0,1,1,0.6,43,3,0,0
35,35.96,1216.75,1,3,6.31,0,0,1,1,1,0,1,8.01,21,1,0,0
34,61.31,1947.36,1,2,4.85,1,1,1,1,3,0,0,17.52,79,1,1,0
85,83.54,8131.56,2,2,12.66,0,1,1,1,0,0,0,1.45,18,3,0,0
2,58.21,116.22,1,8,1.25,1,1,1,0,1,1,1,1.66,37,2,0,0
23,58.9,1211.56,2,1,0.65,1,1,0,1,2,1,0,19.14,33,3,0,1
40,90.8,3502.44,1,2,1.74,1,1,1,0,2,1,1,0.33,51,2,0,0
37,68.25,2369.11,0,1,1.46,0,0,1,1,1,1,0,5.42,55,3,0,0
10,75.38,642.59,0,2,7.6,1,1,1,1,2,1,2,7.86,27,3,0,1
15,56.8,837.53,2,1,17.07,0,0,1,1,3,0,0,3.94,30,3,0,0
26,68.7,1646.79,2,2,6.48,1,1,1,1,1,1,3,2.89,50,5,0,0
2,58.78,100.86,0,5,2.72,2,1,0,1,2,1,3,1.42,61,2,0,1
22,65.04,1387.73,0,1,2.01,1,0,1,0,0,0,0,12.64,28,4,0,0
83,74.02,5681.52,0,3,2.32,0,1,0,1,3,1,0,4.68,35,5,0,0
6,75.15,506.72,2,1,3.76,0,0,0,0,3,1,1,4.71,52,6,0,1
2,42.67,75.31,1,2,3.47,2,0,0,0,0,0,0,0.37,34,2,0,0
27,77.26,1945.69,1,1,3.18,0,1,1,1,0,1,1,0.11,24,3,0,0
77,59.12,4933.3,1,1,0.58,1,1,0,1,0,0,1,6.18,24,2,0,0
11,77.22,883.2,0,0,2.89,0,1,1,1,2,0,0,0.69,45,3,0,1
13,73.41,1008.11,0,3,5.25,0,0,0,0,2,1,0,2.09,24,4,0,0
2,110.0,209.81,1,3,9.0,1,1,0,0,1,1,0,2.17,19,3,0,1
1,78.51,88.61,0,1,6.63,0,1,1,0,2,1,1,12.9,47,3,0,0
6,87.29,588.75,1,1,7.07,1,1,0,0,0,0,0,6.69,42,3,0,0
34,54.24,1778.06,1,1,1.79,2,1,1,0,2,0,0,8.5,41,6,0,0
45,72.52,3387.0,2,1,4.44,2,1,1,0,1,1,1,0.26,41,6,0,0
18,83.64,1292.14,0,4,13.31,1,1,1,0,0,1,2,11.29,46,5,0,0
102,62.02,6931.11,2,1,23.12,0,1,1,0,1,1,0,0.26,48,1,0,0
30,39.12,1222.54,2,4,9.0,2,1,1,0,2,1,0,3.75,48,5,0,0
1,150.0,167.55,1,2,3.34,1,1,1,0,3,0,0,0.43,63,1,0,1
17,28.79,470.82,2,1,19.15,0,1,0,0,2,0,1,3.58,30,2,0,0
18,55.87,951.89,2,2,7.04,0,1,0,0,2,0,2,3.89,74,1,1,0
21,36.0,840.88,0,1,11.72,0,0,0,0,2,0,2,5.31,65,5,1,0
5,32.12,138.62,0,1,2.15,0,1,1,0,2,1,1,0.14,47,3,0,0
52,46.85,2797.87,1,0,1.6,3,1,1,0,1,0,1,5.71,48,4,0,0
24,43.96,939.35,0,3,5.72,2,1,1,1,3,0,1,0.21,18,3,0,1
25,114.96,3273.41,0,1,7.59,0,0,0,1,2,1,2,1.09,36,4,0,1
8,43.46,320.06,1,0,7.4,0,1,1,1,2,1,0,2.74,46,2,0,0
18,95.3,1917.18,0,3,1.46,1,1,0,0,1,0,1,3.37,50,1,0,0
26,85.48,2552.36,2,0,3.7,1,1,1,0,2,1,1,3.43,53,1,0,0
24,52.44,1218.58,1,2,6.81,1,1,1,0,1,0,0,2.36,65,4,1,0
8,82.19,705.43,0,3,1.56,2,1,0,1,1,0,1,1.98,44,1,0,0
21,66.4,1469.75,0,3,4.67,0,1,1,0,1,0,0,7.54,44,3,0,0
4,48.32,204.23,2,5,14.96,0,1,1,1,0,0,1,1.96,44,2,0,0
12,64.89,886.53,0,2,5.18,0,1,1,1,2,1,1,11.6,47,4,0,0
3,91.7,247.14,0,3,10.46,1,1,0,0,1,0,2,12.6,60,4,0,1
18,56.52,1090.16,2,0,3.81,1,1,1,1,2,0,1,28.01,45,1,0,0
60,63.17,3656.79,1,2,10.22,0,1,1,1,3,1,0,7.79,62,1,0,0
30,20.3,604.01,0,5,7.4,1,1,0,0,2,1,0,9.27,47,6,0,1
14,68.56,1046.79,2,1,37.41,0,0,1,0,1,0,0,6.18,31,1,0,0
9,92.65,948.3,1,1,7.35,2,0,1,1,0,0,1,1.51,36,3,0,0
33,68.39,2245.59,2,2,10.12,2,1,1,0,3,0,1,0.33,39,4,0,0
1,103.23,89.38,2,2,8.36,0,1,0,0,1,0,0,10.41,25,4,0,0
1,15.0,16.53,0,2,6.43,2,1,1,0,1,1,1,2.1,58,3,0,1
11,72.12,703.3,2,0,1.76,0,0,1,0,2,1,0,4.65,69,3,1,0
61,62.23,4119.29,0,3,15.55,1,0,0,0,0,0,1,14.2,18,2,0,0
20,93.35,2131.76,0,1,12.14,2,0,1,0,2,0,0,0.36,33,1,0,0
14,30.87,492.13,0,2,33.59,2,1,1,1,0,1,2,3.82,48,2,0,1
31,100.86,3314.34,0,0,11.49,0,1,1,0,0,1,1,6.73,29,1,0,0
28,52.53,1338.97,0,1,8.61,1,1,1,0,2,0,0,2.1,51,4,0,0
16,76.59,1292.41,0,1,2.72,0,0,1,0,3,0,1,2.39,36,2,0,0
8,60.16,499.76,2,1,17.65,1,1,1,1,3,0,1,3.91,52,3,0,1
32,74.37,2088.26,0,0,5.24,1,0,1,1,3,1,0,4.22,22,2,0,0
45,45.73,1913.51,0,1,4.25,0,1,0,0,1,0,1,3.58,39,1,0,1
3,19.45,55.7,1,1,3.99,2,1,1,0,1,1,0,1.22,33,5,0,1
10,71.93,624.0,1,3,1.65,1,1,1,1,2,1,1,1.97,18,4,0,0
30,95.82,3299.32,1,3,5.78,1,0,1,0,0,0,2,10.7,73,6,1,1
