word_count,num_named_entities,avg_sentence_length,num_quotes,has_numbers,publish_hour,source_type,author_article_count,article_shares,reading_time_minutes,sentiment_score,num_images,article_text,category
16,5,6.2,0,1,7,0,96,288,5.2,-0.299,0,said system said million health would technology health said plan development major called called athlete concerns,Sports
14,4,12.2,0,0,15,0,69,31,6.8,-0.1,1,development future research country percent security program sector report athlete market group announced system,Sports
15,6,14.9,2,0,17,2,45,26,5.8,-0.038,2,technology recent diagnosis development company public announced could organization concerns reported impact next national program,Health
18,5,14.4,0,0,4,2,4,55,3.0,-0.33,2,country group officials expected year country technology tournament would officials global future could people next recent could program,Sports
18,2,14.3,0,1,19,0,15,176,3.1,0.066,2,sector including major future policy national national industry officials many health also including local percent startup security year,Technology
18,1,24.0,1,0,18,3,48,252,4.8,0.291,3,decision expected sector said industry announced percent system impact streaming expected recent could government decision next impact year,Entertainment
17,1,7.5,0,1,6,4,3,23,6.5,-0.307,3,development health recent percent new research public technology system plan market smartphone development officials security company decision,Technology
16,4,18.8,2,1,17,1,76,33,5.4,-0.329,2,report major economic report year also local local system policy organization organization security leader officials impact,World
16,3,19.0,2,1,19,3,18,26,6.6,-0.252,5,local market global plan industry development plan plan impact genome called economic new last system local,Science
15,3,11.7,0,0,16,0,31,1,6.6,0.334,2,million year officials announced refugees said concerns group decision policy system world would people system,World
12,5,23.4,2,1,12,0,50,72,7.2,0.337,2,according health industry concerns market last market people program called announced percent,Entertainment
17,6,18.0,1,1,17,3,44,2,3.5,0.044,1,summit recent next year plan impact sector reported health leader industry also many would could industry expected,World
15,3,17.2,1,0,7,1,3,107,7.4,0.109,3,program organization global said said NASA technology first development government government state last country international,Science
11,5,21.3,1,0,21,0,7,2528,7.8,0.722,1,national development global major report according including growing company organization concerns,Entertainment
16,3,12.6,0,0,22,1,36,13,6.7,0.248,2,health security new country concerns expected summit also research growing percent economic million said country company,World
15,2,13.8,2,0,7,0,107,35,3.5,0.169,0,international impact leader program also people plan system also international decision diagnosis future called new,Health
13,3,18.5,0,1,6,2,3,54,6.6,0.263,3,million major policy first decision could tournament state decision new leader reported last,Sports
9,2,13.8,2,0,10,0,22,10,6.5,-0.186,1,economic people last growing state state genome officials future,Science
10,0,19.0,0,0,4,0,61,208,7.4,0.048,1,impact year group last said technology diplomat research country research,World
15,4,14.6,1,1,16,1,54,26,3.8,0.159,1,group organization president impact streaming major would industry including plan impact group recent said development,Entertainment
9,3,18.2,1,1,1,3,6,55,5.5,0.093,2,would national state reported many announced bipartisan according million,Politics
18,3,10.2,0,0,23,2,144,19,2.0,-0.388,2,including health system plan major officials would group research percent system research system company government earnings company president,Business
15,3,28.3,0,0,0,4,78,26,4.5,-0.179,1,growing people new president people company according group public sanctions country future said many program,World
16,3,14.0,0,1,12,4,4,47,5.3,0.462,2,global many plan earnings group president people government market percent officials economic state decision economic year,Business
13,4,22.1,1,1,5,2,73,748,7.4,0.04,2,celebrity company concerns national reported global year state local future decision major streaming,Entertainment
14,2,19.4,0,1,6,4,18,18,7.1,0.245,0,world future market announced expected people plan recent million summit market market local major,World
8,3,18.8,1,0,0,3,39,27,6.9,0.005,0,sector last expected according industry last policy people,Politics
11,3,11.7,0,1,19,3,27,8609,5.8,0.226,1,announced leader would recent international sanctions people called first said could,World
18,1,20.6,1,1,14,1,23,39,6.0,0.244,3,world world according recent future technology organization sector merger concerns said sector decision policy could industry security government,Business
8,4,16.4,2,1,10,0,5,270,2.0,-0.277,1,technology local international could people would first industry,Politics
17,1,13.6,0,0,21,2,70,21,4.4,-0.141,1,company country economic announced country people market economic decision according national organization development according security program athlete,Sports
9,4,18.9,0,0,19,3,44,64,3.5,0.08,1,research percent recent percent market technology economic president president,Health
13,1,17.5,1,0,4,2,236,4965,4.0,-0.394,1,global security new economic president president box office national according local national world,Entertainment
10,2,20.6,1,1,17,2,1,2,6.7,-0.083,3,technology health report security also sanctions state national first report,World
11,5,16.4,0,1,20,4,87,76,4.3,-0.069,4,group premiere policy officials new development world new people international industry,Entertainment
8,1,14.1,1,0,21,0,63,9,5.3,0.295,2,last development plan government including including system new,Entertainment
18,4,24.4,0,0,7,2,1,145,1.1,0.327,5,international percent million leader would country technology called group startup million next program million plan reported national next,Technology
15,0,21.5,0,0,0,0,26,9,5.2,-0.161,2,FDA group impact impact system officials next international national expected research including system growing leader,Health
11,4,14.4,2,0,16,3,11,12,3.5,0.605,2,growing development research tournament security called reported security growing year economic,Sports
12,2,20.3,1,0,19,1,65,91,6.4,0.245,3,global economic legislation future global called company market system including government country,Politics
10,0,18.4,1,1,23,0,27,18,5.0,-0.164,2,reported concerns public government recent president could local report decision,Science
18,2,8.4,2,1,9,4,20,221,1.7,0.115,1,leader national new future would company local health year million reported expected million sector health company including streaming,Entertainment
18,5,13.8,3,1,1,3,40,252,2.3,0.424,1,expected world many said world leader health decision international world could growing diplomat million president technology country technology,World
10,5,9.7,0,0,8,2,33,587,6.2,-0.393,1,announced year year last future said app future country growing,Technology
15,3,25.8,4,1,15,0,3,50,7.5,0.24,4,announced state recent impact said plan next industry country new last people also percent bipartisan,Politics
10,2,25.5,0,0,10,1,21,19,7.7,0.254,2,state algorithm public recent national company impact algorithm international development,Technology
11,2,21.4,2,0,8,2,29,175,8.3,0.005,2,industry global percent million recent policy growing vaccine policy organization local,Health
12,1,19.1,0,0,23,1,65,78,6.2,-0.027,2,program local percent new system state group research million next group said,Sports
14,3,18.8,1,0,11,4,1,106,5.5,-0.176,2,security local first according state said called local world concerns development said president million,Health
13,3,18.2,1,1,11,4,9,56,5.1,0.018,1,national reported organization next according million research according growing including country first local,Science
11,3,23.4,1,0,21,3,56,331,4.4,-0.505,6,group government last percent leader technology country many could many future,Science
17,4,10.8,0,1,3,0,41,580,2.7,0.093,0,including sector tournament also expected said organization state people state leader future many people health impact industry,Sports
11,3,15.2,2,0,11,0,46,173,6.4,0.584,4,earnings said plan concerns called year program market program development impact,Business
17,2,17.0,2,1,1,3,34,281,2.4,-0.523,4,policy country year health organization recent plan company called partisan decision would would percent government development concerns,Politics
14,3,20.6,2,0,8,3,143,60,6.5,-0.024,3,including international health people called program state reported program year including organization premiere officials,Entertainment
13,3,24.7,3,1,13,3,23,168,5.2,0.087,2,international development coach according world report state future said market state tournament health,Sports
15,1,23.5,0,1,19,4,40,3,8.8,-0.057,3,program market summit research industry system many announced security market technology technology system announced recent,World
16,1,21.8,1,1,3,1,34,18,3.7,0.043,2,public international research decision global first system growing new officials public partisan country research plan said,Politics
14,2,16.6,3,0,13,3,12,2,3.2,0.439,4,organization industry last year also market research last system market international first many country,Politics
12,5,20.2,0,1,4,3,44,907,4.3,-0.362,2,expected global recent country decision according development algorithm organization local expected expected,Technology
16,3,11.3,1,1,18,4,131,12,5.8,0.302,0,officials organization industry system according reported country world government many impact plan report state merger report,Business
16,4,22.6,2,1,6,1,42,10,4.8,-0.004,3,also company people international international program public decision local many national would clinical trial security economic,Health
10,3,17.4,3,0,9,0,50,128,3.3,-0.158,2,industry organization called would vaccine government research many global many,Health
13,4,21.1,2,1,18,2,116,15,4.9,0.166,3,shareholders million next group could reported group reported would industry organization health growing,Business
9,5,20.8,3,1,14,1,39,572,4.5,-0.265,2,celebrity leader industry government last local announced called million,Entertainment
11,2,23.2,0,1,23,4,135,0,3.3,-0.26,2,future called development local partisan impact decision public local public industry,Politics
14,4,17.5,2,0,18,3,41,1462,5.9,0.105,2,concerns global celebrity according next would million plan development reported concerns impact public according,Entertainment
13,4,11.8,1,1,22,1,74,142,7.8,-0.082,2,decision state plan year would industry leader year percent next organization streaming economic,Entertainment
11,1,16.0,1,1,14,0,83,719,8.8,-0.036,1,officials economic policy country sector plan including country many vaccine national,Health
18,7,13.4,1,0,15,4,56,33,7.6,0.365,3,could concerns international people national would algorithm world system first according impact concerns many million according said people,Technology
14,2,25.5,0,1,19,3,27,48,10.4,0.053,2,could state government world security program decision local announced country announced leader app major,Technology
12,1,23.7,0,1,7,3,6,1360,4.2,-0.495,1,first group smartphone plan would security expected decision sector world program industry,Technology
13,2,17.8,0,0,5,0,73,273,3.2,-0.631,3,system research said plan officials vaccine impact major next country impact system country,Health
11,3,12.0,0,1,5,4,10,83,5.5,0.174,2,report sector would also announced research government called international local senator,Politics
14,2,15.9,2,1,23,0,3,141,2.7,0.186,2,called plan sector state growing premiere decision president announced research report impact system world,Entertainment
12,1,9.8,1,1,4,1,76,16413,4.1,0.065,2,FDA million future last organization international health impact company decision including percent,Health
12,6,18.6,0,1,3,2,154,96,2.6,0.01,3,country plan year percent decision research country including report many called world,World
14,3,16.9,0,1,18,1,5,1,5.9,0.173,1,called expected people industry percent group announced including health health organization sector system sector,Health
12,2,16.9,0,1,5,0,13,8594,5.2,-0.075,2,including leader decision next called security diagnosis million global could recent technology,Health
17,1,11.7,0,1,0,4,23,46,6.0,0.058,1,legislation future decision president security last growing public country announced announced major international would last public report,Politics
18,0,18.2,2,0,7,1,31,2998,4.1,-0.203,3,security international leader recent including national according program next global research group development policy sanctions industry national global,World
11,2,19.6,0,1,13,0,8,2,3.6,0.05,1,expected decision national announced recent smartphone called major called year world,Technology
17,2,11.6,1,1,4,2,50,48,4.5,-0.178,1,country percent first said year major global last program would recent expected world championship many system leader,Sports
14,3,16.8,1,0,15,2,151,103,6.1,-0.402,0,called called million report said organization people local organization security streaming said last national,Entertainment
11,2,17.8,3,1,4,4,5,26,6.1,-0.488,2,president global health quarterly percent million officials world would next million,Business
15,0,27.0,1,1,7,0,154,23,7.6,0.216,1,impact future would sector announced health plan growing government company group global reported tournament first,Sports
12,1,22.0,0,0,19,4,25,6,3.8,-0.808,0,would also expected system country sanctions market growing research plan health according,World
12,0,10.1,1,0,3,0,1,344,1.0,0.337,2,decision technology security officials international sector first officials economic genome also concerns,Science
15,1,14.8,2,1,8,4,13,17,6.3,-0.312,4,state sector million said officials leader technology announced next million research merger people economic national,Business
17,2,15.7,0,0,9,2,92,227,6.7,0.357,0,group program leader technology state decision report technology local quantum development according many report industry industry world,Science
17,6,13.1,1,0,20,3,13,32,6.4,-0.412,1,recent international officials world international bipartisan concerns president new public major system system plan people also people,Politics
18,4,15.5,1,1,15,3,54,31,8.7,-0.476,1,world technology next celebrity last officials public report people according health world million million people health program leader,Entertainment
11,4,14.7,3,1,19,3,1,351,7.4,-0.553,1,concerns government called diagnosis decision major many growing group impact government,Health
11,5,20.9,0,0,6,2,2,915,3.6,0.476,5,local international state could called international local health organization championship national,Sports
18,5,18.6,0,1,9,2,108,89,4.3,-0.016,2,according premiere sector technology impact first expected sector last economic sector local concerns local expected percent recent many,Entertainment
9,0,17.3,1,0,2,2,5,97,4.1,-0.068,1,app company public reported sector percent government called system,Technology
10,4,16.5,1,0,22,2,6,1122,1.0,0.065,0,could million impact state development first concerns leader decision coach,Sports
16,4,22.6,1,1,10,4,17,1,1.0,-0.451,3,including major expected president system recent legislation also organization global decision announced called announced million expected,Politics
15,2,11.5,2,0,16,1,7,272,3.6,0.302,3,reported organization many would government local impact market economic said according called program country people,Technology
12,4,14.3,2,1,10,0,217,27,6.4,-0.024,4,public year public concerns government many leader international major called sanctions security,World
16,5,18.3,1,1,5,0,1,7,8.5,0.219,1,officials reported major health global development first industry national called policy last would company officials expected,World
13,1,22.4,0,1,18,2,17,8,1.6,-0.123,2,market decision decision could global policy world technology FDA also leader organization officials,Health
9,2,10.8,3,1,9,4,1,260,6.4,-0.049,2,quantum recent world growing decision last security policy officials,Science
12,3,9.5,1,1,5,2,107,53,3.2,0.405,1,major merger new market program also decision said global president announced company,Business
12,5,17.7,2,0,19,3,30,127,3.5,0.174,2,recent growing plan report reported national including president recent organization many according,Entertainment
17,1,5.7,0,1,20,0,110,941,5.2,-0.443,1,group development government concerns international officials organization streaming security officials report reported called impact international international president,Entertainment
17,1,9.5,0,1,9,3,13,25,4.8,0.462,4,leader year last industry next policy world local global first economic technology system officials research economic algorithm,Technology
17,2,28.1,0,0,6,2,165,15,3.2,-0.263,1,state local year said decision development system year growing president next program leader many expected international merger,Business
14,4,19.8,3,0,18,2,41,276,4.3,-0.061,1,decision million industry FDA including announced market new economic global impact report would organization,Health
14,3,24.2,2,1,19,4,66,166,3.5,0.104,3,state group could plan report health senator organization security expected local state technology year,Politics
16,3,11.4,0,1,20,1,139,119,2.3,0.031,0,also people public global economic sector government local would would country sector major bipartisan announced many,Politics
18,5,24.9,1,1,11,2,25,9,4.6,-0.07,2,local health reported recent expected leader organization plan security world shareholders national state system recent new plan industry,Business
15,2,21.4,1,0,14,3,27,1670,6.9,0.027,3,quarterly concerns health concerns percent growing plan system next local technology program program economic plan,Business
18,1,24.4,1,1,20,0,62,13,4.7,0.035,0,market local million local million said national people international also local many local many policy could smartphone announced,Technology
12,4,17.2,2,0,15,2,12,6,2.8,0.428,3,company would last many growing market year leader quarterly plan public year,Business
16,2,26.0,1,1,19,0,76,16,5.2,-0.116,4,world would concerns state economic system box office world report report year premiere plan system year,Entertainment
9,1,10.5,2,1,8,0,32,70,4.4,-0.014,5,expected decision including group national industry concerns leader sector,Science
18,3,9.9,0,0,22,0,103,7,6.1,0.188,1,percent health called next could called economic diplomat industry local company government country new state reported leader impact,World
10,6,21.3,1,0,20,4,55,1000,8.4,-0.47,2,earnings people first local announced market plan growing system could,Business
11,1,10.4,0,1,16,0,38,61,1.0,-0.371,1,security concerns legislation called including economic security company recent concerns bipartisan,Politics
17,4,21.8,1,1,0,2,7,6,7.2,-0.252,1,premiere impact including according program impact officials national reported growing major state company including last celebrity international,Entertainment
14,4,26.3,0,0,15,1,145,17,7.7,0.166,3,sector country economic international officials group diplomat country organization research research expected research first,World
14,6,20.2,2,0,13,0,38,70,4.2,0.473,1,plan development growing announced international plan also group major box office said also announced,Entertainment
18,1,19.9,0,1,23,2,75,3,5.3,-0.206,2,reported program last called also legislation last policy impact program world president policy organization also president state would,Politics
14,2,11.5,0,0,14,0,24,400,6.1,-0.195,5,leader president also first next would security group diagnosis group technology people local president,Health
16,2,29.2,3,0,20,1,114,1348,3.7,0.082,4,reported security people state impact market development year year president people also growing said percent refugees,World
13,2,19.9,0,0,1,2,47,379,8.2,-0.047,2,growing organization said senator security international research president said development state report group,Politics
15,1,13.9,0,1,10,1,287,582,4.1,-0.214,3,million state expected major partisan development president market many international first country plan international would,Politics
10,4,22.6,1,0,16,1,14,436,3.3,-0.438,1,public international public decision year sector public people local next,Technology
15,3,20.4,1,0,14,1,57,18,4.8,0.103,1,world million diagnosis officials growing president industry country state year country industry reported recent international,Health
13,2,16.4,1,0,1,0,58,15,7.3,0.063,0,according impact development decision report company sector according year development legislation sector market,Politics
14,3,16.1,0,0,23,2,205,38,2.8,0.576,2,year leader global economic world group reported first market people development expected security streaming,Entertainment
19,3,14.7,1,1,7,4,17,23,3.0,0.344,3,national report local reported security future health smartphone million security technology growing market global algorithm recent decision major would,Technology
10,4,10.8,1,1,14,4,30,273,5.9,-0.119,2,including including according public diplomat announced future company diplomat next,World
10,4,11.0,1,1,12,2,73,30,4.4,-0.438,3,government new report policy people year said concerns people policy,Science
13,1,15.6,2,1,0,0,33,17,8.8,-0.157,3,people international policy international technology celebrity new national also industry development people said,Entertainment
18,7,16.9,0,1,0,0,49,25,1.0,-0.221,2,impact public health leader said announced international new industry people concerns percent partisan expected would world public system,Politics
13,2,18.9,1,0,8,2,9,53,4.1,-0.047,4,leader national world new sector million organization policy world recent telescope expected development,Science
10,1,22.6,1,1,21,4,112,3,2.9,-0.049,0,recent championship including year technology international also future million year,Sports
10,4,13.1,1,0,9,0,12,938,5.0,0.065,1,group could also called market streaming plan people president technology,Entertainment
17,4,24.0,3,1,2,3,9,100,5.2,-0.109,7,industry national many plan economic million major new economic refugees major officials organization president new said organization,World
12,1,15.2,0,1,14,2,75,43,3.4,0.063,3,public would percent major according national program also president percent sanctions industry,World
16,5,11.3,0,1,4,4,46,242,4.9,-0.268,1,would concerns growing group policy national group future earnings world first international country public announced state,Business
12,2,19.6,0,1,15,0,17,12,6.8,0.25,1,clinical trial growing also officials announced decision impact world called called leader,Health
15,5,26.3,0,1,12,1,11,2899,6.9,-0.343,0,app percent recent decision percent reported company year million organization decision country sector government government,Technology
10,1,10.5,4,0,10,0,1,39,8.5,0.042,3,also said recent million smartphone also announced percent health local,Technology
11,4,13.2,0,1,18,3,9,1,7.5,0.1,3,president next system company local partisan many policy many security including,Politics
10,2,19.8,1,0,18,2,36,8,5.5,-0.208,1,announced health expected according organization impact market program million million,Sports
11,3,23.9,1,1,14,2,6,25,2.3,0.108,1,world sector sector technology world industry public president report earnings leader,Business
14,4,21.0,0,1,17,2,1,220,4.0,-0.086,1,percent quantum next world many industry recent public major economic major health expected research,Science
17,2,20.0,0,0,18,3,91,275,3.0,-0.112,0,many national would economic technology major group market program global recent development sector announced health national report,Business
9,2,14.4,1,1,18,1,170,41,6.2,0.307,0,security development last concerns market next organization tournament percent,Sports
16,1,18.8,2,1,17,4,6,27,4.1,-0.408,5,system first group many national impact system country country international future report bipartisan last impact development,Politics
13,1,11.7,0,1,3,2,398,12,4.6,-0.278,1,million national report economic government next research including future national organization report sanctions,World
17,1,13.6,2,0,7,3,31,455,2.8,0.274,4,market sanctions global state system officials economic concerns future leader including announced group called economic government million,World
13,1,12.7,1,1,0,4,6,9,4.3,0.573,2,sector report organization officials decision percent new world major sanctions government plan organization,World
16,2,27.4,1,1,23,0,35,138,7.9,0.496,1,expected world legislation national announced impact expected said policy organization development economic development economic announced said,Politics
9,0,18.6,2,0,9,0,2,635,5.4,-0.483,3,company also called organization state recent industry NASA economic,Science
13,1,15.6,1,1,18,2,25,91,3.2,-0.568,4,security percent many recent next research refugees said company leader people future summit,World
15,2,21.5,0,1,15,0,1,3,5.1,0.704,1,impact recent technology public program FDA report international first technology expected plan program market future,Health
18,1,13.5,0,1,22,2,65,421,3.5,0.034,3,box office impact government global industry first public global country million public said expected decision according year including,Entertainment
11,2,16.3,1,1,22,2,127,6,8.4,-0.312,4,industry group major system country said championship last year called national,Sports
9,2,22.2,1,0,2,2,29,101,4.6,0.771,2,also according technology world bipartisan plan group officials called,Politics
14,3,29.0,2,0,3,4,4,26,3.9,-0.239,1,tournament security group growing decision public market program country future according last report percent,Sports
16,2,11.9,0,1,21,4,16,218,3.7,-0.514,0,company local national technology coach market state future called year percent company leader policy last country,Sports
15,2,18.9,0,0,20,2,76,26,4.4,-0.544,5,also global health organization decision impact million people according athlete system tournament technology new next,Sports
13,2,15.2,3,1,19,1,87,65,8.9,0.375,2,technology public million research world concerns research concerns algorithm said million country local,Technology
11,1,20.0,5,0,23,4,173,5,5.3,0.265,0,called future announced company shareholders health technology shareholders plan technology national,Business
14,5,19.4,3,0,18,4,26,13,3.9,0.298,1,future said said industry vaccine also health president according world national government global impact,Health
11,4,17.0,1,0,10,3,69,310,9.7,0.045,0,people first could report development said championship plan company people impact,Sports
18,3,16.0,0,0,10,2,1,114,5.4,0.692,1,many national plan international new first including local future sector expected startup according international new research percent report,Technology
12,1,24.2,0,0,3,0,54,460,6.5,-0.708,3,officials security major first athlete major market local million would system organization,Sports
10,1,18.2,2,1,22,0,48,6,2.7,-0.205,2,decision impact box office first impact public new country impact,Entertainment
10,2,12.5,1,0,3,4,7,608,7.9,-0.133,3,could health reported major championship also organization first group could,Sports
17,2,17.1,0,1,18,3,5,23,5.6,-0.144,2,decision government international security local also local growing athlete tournament industry world program percent public new sector,Sports
15,6,23.3,1,1,19,2,117,243,4.4,0.563,1,according concerns market including diagnosis global country could impact decision report president state company first,Health
9,1,21.2,0,1,20,0,22,312,1.0,0.06,1,system people company next diplomat percent organization first international,World
10,5,8.3,3,1,23,0,15,32,3.6,-0.497,2,plan company reported decision major organization including vaccine global growing,Health
12,1,21.0,3,0,8,2,14,78,6.7,0.473,1,percent quantum world company new organization program president people also genome market,Science
11,8,24.3,3,0,16,2,29,1,4.8,-0.353,3,also international president impact championship president expected last impact plan tournament,Sports
14,1,14.6,1,0,2,2,37,11,7.3,-0.23,0,company new company summit also national officials health decision including called impact national future,World
18,3,26.4,1,1,16,0,36,19,4.1,-0.119,1,economic concerns research next including major national local report national report health new program partisan technology security group,Politics
13,4,21.0,2,0,22,1,157,219,5.1,0.078,3,report impact president global would national industry next health security recent merger could,Business
12,4,20.8,0,0,22,3,11,12,5.2,-0.777,3,program next industry reported celebrity technology development technology national percent industry government,Entertainment
12,6,13.7,0,0,1,2,79,11,7.3,-0.315,1,merger decision market national year new country national leader sector development called,Business
15,3,9.4,2,0,2,4,54,23,8.7,0.243,0,public first algorithm first country report national called year reported including technology organization including local,Technology
17,3,10.2,2,0,22,2,101,73,3.8,0.352,5,including president could program algorithm would group officials state many plan recent recent reported could security called,Technology
12,2,17.1,0,1,5,2,16,134,3.8,0.449,3,quarterly development company world health merger many government state million reported world,Business
18,4,17.4,2,0,13,3,9,77,2.6,0.191,3,president reported local organization major plan first app country report international international program policy program impact could year,Technology
16,2,27.6,1,0,6,0,15,3,6.8,0.261,1,summit public country next also year public report first including organization global including market last plan,World
13,4,14.9,2,0,7,3,100,40,6.3,0.332,2,world security development startup also called country economic organization million industry industry could,Technology
13,1,20.8,0,1,1,2,13,70,2.8,-0.246,2,percent company health international percent people system report plan president government country genome,Science
9,6,18.4,1,1,7,1,59,38,3.1,-0.273,1,expected concerns new next national state plan leader senator,Politics
12,5,15.8,0,1,9,0,41,253,5.0,-0.486,1,tournament last could year new growing plan impact report plan recent market,Sports
10,1,13.5,5,1,6,4,128,55,4.1,-0.225,3,world genome development future global sector country policy report report,Science
13,3,16.4,1,0,3,3,51,54,4.1,0.048,3,national public global system recent premiere technology future million public decision system last,Entertainment
16,6,21.2,1,1,21,4,2,513,6.1,0.239,4,government technology impact company country technology world sector market next international reported called officials clinical trial,Health
15,6,6.2,1,0,11,0,3,45,4.4,0.725,2,leader president many world concerns public decision called recent new startup could market government system,Technology
13,4,19.3,2,1,15,3,161,3,6.3,0.419,3,government policy recent world country public global international according future called would decision,Politics
15,1,20.6,0,0,14,4,79,814,4.9,0.063,3,including state decision security million year genome market growing would plan program announced program year,Science
9,3,19.3,0,0,10,0,28,516,4.9,-0.211,0,officials health national could concerns vaccine year system leader,Health
10,4,13.7,2,1,11,2,1,19,7.7,0.261,2,industry percent world organization summit concerns said government people percent,World
11,2,27.3,1,1,4,4,26,111,5.0,-0.323,1,global national public industry would NASA new development report first quantum,Science
14,3,25.0,1,1,14,2,8,14,2.3,-0.14,1,system growing national international recent health also public research partisan government reported according also,Politics
12,1,17.9,1,1,15,3,11,232,6.0,-0.03,4,president technology system last program country policy said called policy international percent,Technology
12,5,20.9,1,0,1,3,124,143,3.0,-0.232,2,people economic research country vaccine growing officials international report recent global public,Health
17,4,16.0,2,1,5,4,119,128,3.8,0.495,2,security vaccine officials industry public new new state economic program international decision global could would market global,Health
17,0,18.3,0,1,5,2,34,6,5.5,-0.152,1,local also security said impact last growing many international country diplomat country expected reported announced development research,World
9,2,17.2,0,1,21,2,63,707,4.0,0.158,1,sector decision could global year company also refugees people,World
12,0,20.4,3,1,18,2,22,818,6.4,-0.262,2,leader industry company many concerns president sector officials could reported leader also,Entertainment
14,2,17.8,0,1,5,3,26,3054,5.7,0.212,3,development impact percent reported development would international people said year future sanctions reported officials,World
16,4,21.6,1,1,21,0,10,443,6.2,-0.166,4,president research legislation million impact system security company plan technology would said health decision sector last,Politics
11,5,18.7,1,0,22,0,46,11168,6.5,0.104,3,growing company public leader technology would concerns system research box office,Entertainment
17,2,19.8,1,0,14,3,4,1,4.6,-0.034,3,said decision future year could president economic research global policy could according summit local country organization industry,World
13,7,11.5,0,0,16,4,63,35,6.8,0.144,1,announced president concerns security next system world app technology million security major organization,Technology
14,7,21.8,0,0,15,1,16,19,8.2,-0.832,3,impact decision clinical trial first last health would global state next security system president,Health
15,2,18.4,1,1,16,1,3,23,6.4,-0.046,3,bipartisan officials public policy according said plan said decision decision people security international many international,Politics
10,0,16.5,2,1,0,1,19,10,5.0,-0.093,3,security plan global FDA first percent people international state reported,Health
15,2,25.6,1,1,9,0,55,62,8.6,-0.046,4,local sector growing company would decision expected many reported could would growing expected company startup,Technology
8,4,14.1,0,1,19,4,33,142,10.0,0.105,2,percent global many new public international people public,Science
11,2,21.3,1,1,15,4,63,43,2.9,-0.053,2,system president program expected international leader organization summit called last development,World
9,1,17.7,2,1,23,0,4,102,4.7,-0.479,0,next organization announced president national health called system NASA,Science
10,2,16.4,1,1,5,0,4,254,5.3,-0.107,2,group health development global including merger security would including market,Business
18,2,24.9,0,1,13,3,151,279,5.8,0.429,4,decision health country growing research health system security sector reported future state reported decision senator health including major,Politics
15,3,19.4,1,0,11,0,36,1234,6.1,0.444,1,celebrity reported development recent major development development percent company major first technology decision box office,Entertainment
19,3,15.5,0,1,8,0,29,72,3.5,0.283,4,future public last world reported shareholders reported expected recent called public according sector research research shareholders global leader policy,Business
18,3,15.5,0,0,9,1,14,2,5.8,0.301,5,also announced called international president international future development smartphone policy public percent security program next international also security,Technology
17,8,24.6,2,0,17,3,9,315,1.0,-0.053,2,system concerns plan year organization future new officials including leader expected future technology global box office president,Entertainment
16,2,5.7,2,1,12,2,105,2,6.7,0.5,2,security organization would first sector decision state research international next world sector many million according international,Entertainment
10,1,14.1,2,1,21,3,13,7,5.0,0.174,0,technology state said according expected global year last also legislation,Politics
11,3,16.9,1,1,16,0,52,7,7.5,0.605,0,box office leader security people future recent recent officials according government,Entertainment
16,1,21.1,3,0,8,1,78,10,3.7,0.045,5,global health percent research development announced senator impact public industry could security country major million senator,Politics
16,5,10.2,0,1,22,0,107,194,7.8,-0.505,4,decision economic including bipartisan year health last program decision first global development local first called legislation,Politics
13,3,11.4,1,1,13,0,6,443,5.7,-0.193,4,government organization many called country health group recent including global next world policy,Entertainment
9,1,16.5,3,0,22,1,39,1088,6.6,-0.023,4,last major growing market development system million system expected,Sports
15,3,19.1,2,1,3,0,180,1,6.3,0.189,2,according president group government concerns group leader first called public last year also system government,Sports
16,6,10.7,0,0,15,4,102,21,7.7,-0.251,1,future world year would development group said last celebrity officials impact year global economic percent people,Entertainment
17,1,25.4,1,0,6,2,1,3,1.0,0.33,3,market industry future legislation impact development government impact according concerns concerns according leader health year national percent,Politics
17,5,17.3,1,1,10,1,11,79,5.5,0.012,2,company decision concerns according clinical trial major organization percent leader decision new future public group national future,Health
18,4,11.5,1,0,21,1,29,489,8.2,-0.51,2,local many called impact major national leader impact last impact technology development company called organization world quantum according,Science
13,8,25.5,0,1,10,4,25,14,2.0,-0.024,0,called announced future growing officials public global country next local national first million,Science
16,1,17.4,0,0,3,2,51,10,6.0,0.624,3,security health future group people sector technology impact state last could technology group country plan major,Business
10,4,20.4,1,0,0,1,62,391,5.6,0.193,2,next according concerns called would report company world announced diagnosis,Health
19,4,20.3,0,0,2,2,41,17,2.8,-0.055,2,public organization system global sector research concerns senator percent million sector sector national development group policy economic bipartisan program,Politics
10,1,18.5,1,1,19,2,17,190,6.7,-0.209,2,people FDA report said technology group would national million FDA,Health
16,4,19.2,0,1,7,1,75,192,6.1,-0.383,0,program development organization security concerns local state national policy including development major future major genome leader,Science
15,2,15.1,2,1,19,2,136,104,5.7,0.302,2,group market announced people officials country next app report according economic major including called research,Technology
14,1,20.2,0,0,16,1,266,241,3.7,-0.417,4,development called first market officials health officials streaming concerns industry security growing officials streaming,Entertainment
13,3,19.9,2,1,18,4,25,118,7.3,-0.378,1,leader state research concerns impact development global expected would reported local economic merger,Business
11,3,19.3,0,1,13,4,1,37,2.7,0.093,4,million tournament would state according last next research also health recent,Sports
13,2,26.5,0,0,6,0,74,55,5.2,0.056,2,global box office industry sector future market concerns government leader public called plan,Entertainment
9,0,13.6,1,1,16,1,56,1200,5.0,0.228,3,officials leader global called last state streaming program system,Entertainment
