requested_loan_amount,annual_income,employment_length_months,credit_score,num_open_accounts,total_debt,debt_to_income,num_derogatory_marks,months_since_last_derogatory,home_ownership,purpose,application_hour,time_on_page_seconds,num_page_revisits,device_type,previous_applications,referral_source,verification_status,zip_risk_score,target
4837.13,29879.15,18.0,660.0,5.0,25143.75,0.8415,1.0,32.0,1.0,4.0,22.0,862.2,2.0,0.0,1.0,1.0,2.0,3.63,1
19790.81,18538.99,34.0,691.0,5.0,16257.8,0.877,0.0,0.0,1.0,1.0,19.0,200.3,0.0,0.0,0.0,2.0,1.0,1.24,1
10746.71,76759.43,24.0,550.0,3.0,22311.74,0.2907,2.0,4.0,2.0,1.0,2.0,1013.6,5.0,0.0,0.0,4.0,0.0,4.15,1
11701.32,46704.45,13.0,711.0,3.0,36234.2,0.7758,1.0,9.0,0.0,3.0,17.0,564.0,2.0,0.0,0.0,0.0,1.0,2.62,0
8276.13,126201.17,22.0,655.0,1.0,147987.71,1.1726,0.0,0.0,0.0,2.0,16.0,201.7,1.0,2.0,1.0,1.0,2.0,2.13,0
4608.98,91893.13,6.0,731.0,3.0,123356.66,1.3424,1.0,50.0,2.0,3.0,19.0,248.2,0.0,0.0,2.0,2.0,0.0,4.69,0
5404.88,106182.97,43.0,654.0,3.0,3489.79,0.0329,0.0,0.0,2.0,3.0,0.0,116.5,1.0,1.0,1.0,3.0,1.0,2.26,1
13447.94,38939.38,31.0,714.0,2.0,20725.54,0.5323,2.0,22.0,1.0,5.0,11.0,198.9,1.0,1.0,0.0,2.0,0.0,3.02,0
9966.33,36524.13,71.0,699.0,6.0,9037.35,0.2474,1.0,7.0,1.0,4.0,14.0,1007.8,2.0,1.0,2.0,0.0,1.0,4.53,0
14767.7,77115.63,238.0,761.0,2.0,61785.05,0.8012,0.0,0.0,1.0,4.0,15.0,247.6,1.0,2.0,3.0,0.0,1.0,2.36,0
4082.12,21195.54,96.0,738.0,4.0,1410.64,0.0666,0.0,0.0,1.0,5.0,16.0,53.4,3.0,0.0,1.0,2.0,0.0,1.17,0
6004.76,50534.05,44.0,589.0,6.0,31624.16,0.6258,0.0,0.0,0.0,1.0,16.0,289.2,0.0,0.0,1.0,2.0,1.0,1.84,0
26066.78,69071.88,11.0,665.0,5.0,78511.04,1.1367,0.0,0.0,1.0,1.0,22.0,53.4,1.0,1.0,0.0,2.0,1.0,3.76,0
9680.53,77015.95,158.0,654.0,7.0,69387.94,0.901,0.0,0.0,0.0,0.0,2.0,169.4,1.0,1.0,1.0,3.0,1.0,5.41,0
5010.09,63300.14,10.0,580.0,5.0,10879.0,0.1719,2.0,46.0,2.0,1.0,10.0,135.3,1.0,0.0,2.0,1.0,2.0,2.98,1
2034.17,98023.66,18.0,578.0,3.0,96331.49,0.9827,0.0,0.0,0.0,2.0,5.0,227.1,1.0,0.0,1.0,2.0,0.0,6.91,1
14540.95,43386.25,18.0,747.0,5.0,32154.03,0.7411,0.0,0.0,1.0,3.0,0.0,444.9,3.0,0.0,0.0,3.0,0.0,2.64,0
30512.33,30043.58,34.0,693.0,3.0,9874.37,0.3287,1.0,0.0,1.0,0.0,1.0,1617.8,0.0,0.0,1.0,4.0,2.0,4.67,0
17429.25,133285.43,24.0,676.0,4.0,61511.98,0.4615,0.0,0.0,2.0,1.0,4.0,595.3,0.0,0.0,0.0,0.0,0.0,4.36,0
8589.73,34336.67,21.0,702.0,6.0,11446.84,0.3334,1.0,6.0,0.0,0.0,6.0,384.9,3.0,1.0,0.0,1.0,2.0,4.1,0
5801.75,32040.46,15.0,679.0,4.0,27127.31,0.8467,1.0,41.0,0.0,3.0,4.0,170.8,3.0,1.0,0.0,3.0,2.0,2.07,0
5157.81,17294.04,8.0,711.0,3.0,12316.38,0.7122,0.0,0.0,0.0,1.0,9.0,312.1,0.0,0.0,1.0,3.0,2.0,1.23,1
6505.74,62344.05,80.0,691.0,6.0,25720.7,0.4126,0.0,0.0,2.0,4.0,3.0,147.4,0.0,0.0,1.0,1.0,1.0,1.43,0
5589.62,114471.97,19.0,696.0,6.0,38201.62,0.3337,0.0,0.0,0.0,2.0,20.0,210.7,2.0,0.0,0.0,2.0,0.0,1.66,0
4518.27,71896.83,11.0,694.0,7.0,21749.2,0.3025,2.0,20.0,1.0,0.0,13.0,1569.4,2.0,0.0,0.0,2.0,1.0,3.3,0
3273.34,46201.29,98.0,674.0,5.0,23637.58,0.5116,0.0,0.0,1.0,4.0,9.0,539.4,1.0,0.0,0.0,4.0,0.0,3.11,0
5274.05,104173.1,14.0,712.0,4.0,30143.17,0.2894,0.0,0.0,0.0,3.0,7.0,125.2,0.0,2.0,1.0,1.0,1.0,5.5,0
3301.38,35248.79,0.0,800.0,10.0,9381.11,0.2661,1.0,26.0,1.0,0.0,13.0,154.0,0.0,2.0,2.0,1.0,0.0,4.47,0
15443.45,66546.57,8.0,626.0,3.0,68950.04,1.0361,0.0,0.0,1.0,4.0,7.0,111.4,1.0,1.0,0.0,4.0,1.0,3.67,0
5378.92,58181.89,45.0,745.0,6.0,27609.97,0.4745,0.0,0.0,1.0,0.0,19.0,712.2,1.0,2.0,0.0,4.0,2.0,6.16,0
4532.54,21024.81,51.0,696.0,4.0,10779.72,0.5127,0.0,0.0,1.0,0.0,14.0,604.8,3.0,0.0,2.0,4.0,0.0,4.22,0
10332.26,74934.86,8.0,825.0,2.0,28330.61,0.3781,1.0,21.0,1.0,5.0,18.0,412.3,2.0,1.0,0.0,3.0,0.0,3.95,0
15276.44,45703.22,12.0,668.0,7.0,18671.08,0.4085,1.0,43.0,1.0,1.0,23.0,291.9,3.0,1.0,1.0,3.0,0.0,5.02,0
5234.54,32796.37,63.0,642.0,4.0,14491.04,0.4418,0.0,0.0,1.0,0.0,10.0,279.1,2.0,1.0,2.0,4.0,1.0,4.8,0
7103.28,37946.62,121.0,728.0,5.0,37433.09,0.9865,0.0,0.0,0.0,2.0,11.0,312.5,2.0,0.0,2.0,1.0,2.0,5.47,0
3856.35,49170.76,103.0,697.0,2.0,32754.84,0.6661,0.0,0.0,2.0,1.0,9.0,403.4,1.0,0.0,1.0,4.0,0.0,3.01,0
4903.81,51484.94,123.0,682.0,6.0,7681.98,0.1492,2.0,44.0,0.0,4.0,13.0,342.4,3.0,0.0,1.0,0.0,0.0,3.15,0
9673.96,133222.83,51.0,612.0,7.0,112445.67,0.844,0.0,0.0,2.0,4.0,14.0,285.4,1.0,1.0,1.0,4.0,1.0,3.35,0
23352.18,40396.84,83.0,628.0,3.0,51421.27,1.2729,1.0,6.0,2.0,5.0,21.0,198.7,1.0,1.0,1.0,3.0,1.0,4.76,1
14788.72,50283.65,178.0,692.0,5.0,35088.84,0.6978,0.0,0.0,1.0,0.0,17.0,746.1,1.0,1.0,0.0,0.0,2.0,1.17,0
10601.29,34068.73,68.0,801.0,2.0,30858.34,0.9058,1.0,55.0,0.0,0.0,6.0,131.3,2.0,0.0,0.0,2.0,0.0,1.85,0
3553.17,110049.57,13.0,682.0,5.0,97680.12,0.8876,1.0,17.0,2.0,1.0,16.0,77.3,0.0,1.0,3.0,3.0,0.0,5.01,0
24048.34,34530.81,16.0,745.0,5.0,12869.81,0.3727,1.0,48.0,1.0,0.0,3.0,106.2,1.0,0.0,2.0,3.0,2.0,1.73,0
8557.88,63371.89,68.0,704.0,4.0,45160.37,0.7126,0.0,0.0,2.0,1.0,1.0,655.9,1.0,1.0,0.0,2.0,1.0,3.58,0
4032.85,29053.49,4.0,715.0,3.0,5101.38,0.1756,1.0,5.0,2.0,2.0,14.0,101.8,1.0,0.0,1.0,1.0,0.0,2.41,0
14953.91,47261.05,94.0,606.0,6.0,30550.42,0.6464,0.0,0.0,1.0,2.0,4.0,299.9,1.0,0.0,0.0,4.0,0.0,0.36,0
15338.71,126624.56,41.0,776.0,4.0,76188.47,0.6017,0.0,0.0,1.0,3.0,11.0,216.0,2.0,2.0,1.0,0.0,0.0,1.19,0
11051.25,35029.21,12.0,698.0,7.0,23351.02,0.6666,1.0,4.0,1.0,1.0,7.0,129.6,3.0,0.0,0.0,4.0,1.0,3.57,1
4355.17,34927.48,95.0,720.0,4.0,7370.86,0.211,1.0,8.0,0.0,5.0,2.0,143.9,2.0,0.0,0.0,4.0,0.0,2.76,0
2563.4,80440.57,37.0,639.0,1.0,46619.02,0.5795,0.0,0.0,1.0,2.0,20.0,104.6,1.0,1.0,0.0,2.0,1.0,4.11,0
17567.71,47092.14,43.0,663.0,9.0,13723.47,0.2914,1.0,40.0,1.0,2.0,2.0,624.1,2.0,0.0,5.0,3.0,2.0,1.87,0
8368.68,28262.21,71.0,744.0,5.0,17549.25,0.6209,0.0,0.0,0.0,1.0,18.0,102.1,0.0,1.0,0.0,3.0,1.0,4.24,0
5793.88,117894.03,8.0,581.0,8.0,52695.2,0.447,0.0,0.0,2.0,3.0,16.0,299.8,3.0,0.0,1.0,0.0,2.0,2.32,1
2787.44,36737.88,61.0,688.0,2.0,32841.51,0.8939,0.0,0.0,1.0,0.0,23.0,87.1,0.0,0.0,0.0,2.0,0.0,2.11,0
5588.9,60516.17,130.0,650.0,2.0,4370.1,0.0722,2.0,6.0,1.0,1.0,15.0,225.3,3.0,1.0,1.0,2.0,1.0,1.78,0
12889.38,23044.13,2.0,735.0,4.0,8766.64,0.3804,1.0,18.0,1.0,1.0,1.0,298.8,4.0,1.0,2.0,2.0,0.0,3.78,0
6023.83,83275.77,60.0,639.0,4.0,59087.01,0.7095,0.0,0.0,1.0,5.0,0.0,291.3,0.0,0.0,0.0,2.0,1.0,1.17,0
7105.49,32421.41,137.0,639.0,6.0,9490.7,0.2927,0.0,0.0,0.0,5.0,7.0,99.6,1.0,0.0,0.0,0.0,0.0,2.86,0
16951.23,39005.14,64.0,535.0,6.0,39782.8,1.0199,0.0,0.0,2.0,3.0,5.0,529.8,1.0,0.0,0.0,3.0,1.0,2.1,1
15664.78,56523.25,28.0,658.0,3.0,21635.5,0.3828,0.0,0.0,2.0,2.0,0.0,231.1,1.0,0.0,1.0,1.0,1.0,2.52,0
4379.36,20439.39,75.0,667.0,1.0,10035.51,0.491,0.0,0.0,0.0,2.0,3.0,253.6,3.0,1.0,0.0,4.0,2.0,3.61,0
3663.82,79639.36,5.0,681.0,6.0,38307.7,0.481,0.0,0.0,0.0,2.0,21.0,238.1,0.0,0.0,0.0,3.0,0.0,1.3,0
7107.8,85955.45,18.0,594.0,3.0,26211.34,0.3049,0.0,0.0,0.0,4.0,16.0,387.0,0.0,1.0,1.0,3.0,2.0,5.43,1
8947.73,69361.51,17.0,621.0,4.0,72924.02,1.0514,0.0,0.0,1.0,1.0,22.0,623.5,1.0,0.0,1.0,4.0,0.0,1.53,0
16980.96,32072.69,240.0,683.0,5.0,4712.02,0.1469,0.0,0.0,1.0,0.0,8.0,82.3,0.0,1.0,1.0,3.0,0.0,2.99,0
8895.33,68922.8,66.0,681.0,6.0,5060.69,0.0734,0.0,0.0,0.0,3.0,10.0,587.3,1.0,1.0,0.0,2.0,2.0,3.92,0
7144.31,34215.84,35.0,725.0,7.0,25277.18,0.7388,1.0,28.0,0.0,4.0,15.0,584.5,2.0,0.0,2.0,4.0,0.0,0.7,0
19459.1,21955.12,9.0,752.0,1.0,20292.92,0.9243,0.0,0.0,2.0,0.0,6.0,40.3,2.0,1.0,0.0,2.0,1.0,1.63,1
7222.78,16378.96,35.0,647.0,6.0,2611.31,0.1594,0.0,0.0,0.0,3.0,4.0,183.5,0.0,0.0,0.0,0.0,1.0,1.98,0
9251.29,32810.68,10.0,779.0,3.0,27682.71,0.8437,0.0,0.0,2.0,1.0,0.0,352.0,2.0,1.0,0.0,2.0,0.0,2.22,0
3244.62,43091.65,42.0,656.0,5.0,10649.84,0.2471,0.0,0.0,0.0,2.0,16.0,373.2,2.0,0.0,2.0,4.0,1.0,4.03,0
6803.03,59797.26,172.0,680.0,3.0,8231.97,0.1377,0.0,0.0,1.0,4.0,22.0,223.8,2.0,1.0,2.0,2.0,0.0,2.85,0
17691.37,30624.76,71.0,618.0,7.0,16255.12,0.5308,0.0,0.0,1.0,2.0,21.0,71.7,1.0,1.0,0.0,0.0,0.0,3.04,1
10164.57,58072.21,11.0,717.0,3.0,30277.37,0.5214,0.0,0.0,2.0,2.0,9.0,180.5,2.0,1.0,1.0,0.0,2.0,5.8,0
4670.44,88951.17,176.0,647.0,0.0,50718.62,0.5702,0.0,0.0,0.0,0.0,8.0,284.2,2.0,2.0,0.0,0.0,2.0,4.69,0
7046.1,32435.19,26.0,755.0,6.0,4693.09,0.1447,0.0,0.0,2.0,1.0,5.0,343.8,1.0,1.0,0.0,2.0,2.0,2.96,0
6451.96,64913.38,10.0,730.0,6.0,20571.34,0.3169,2.0,38.0,1.0,3.0,18.0,90.9,1.0,0.0,0.0,3.0,0.0,3.14,0
4402.92,50398.53,42.0,773.0,2.0,49081.67,0.9739,0.0,0.0,1.0,3.0,15.0,494.6,1.0,0.0,0.0,0.0,2.0,1.46,0
7066.92,28218.07,122.0,619.0,7.0,36422.31,1.2907,1.0,75.0,2.0,0.0,5.0,885.7,0.0,0.0,1.0,1.0,0.0,3.2,1
5433.4,89994.69,26.0,620.0,4.0,35059.66,0.3896,1.0,34.0,0.0,5.0,23.0,202.0,0.0,0.0,1.0,3.0,2.0,1.3,0
9721.14,73196.78,32.0,771.0,6.0,76499.04,1.0451,1.0,5.0,1.0,5.0,6.0,1451.8,1.0,1.0,0.0,2.0,1.0,2.5,0
2865.34,73522.98,8.0,646.0,9.0,24514.78,0.3334,0.0,0.0,2.0,1.0,13.0,187.8,2.0,0.0,0.0,1.0,0.0,1.58,0
21305.44,30506.58,19.0,702.0,7.0,23743.73,0.7783,0.0,0.0,0.0,5.0,2.0,907.9,0.0,0.0,1.0,0.0,0.0,2.04,0
9081.43,22617.39,17.0,745.0,8.0,10520.88,0.4652,0.0,0.0,1.0,3.0,16.0,50.6,1.0,2.0,0.0,4.0,1.0,1.9,0
4363.53,95725.11,16.0,715.0,6.0,70643.02,0.738,0.0,0.0,0.0,2.0,3.0,151.2,1.0,0.0,2.0,3.0,2.0,1.72,0
9074.94,36683.82,26.0,715.0,4.0,37408.84,1.0198,0.0,0.0,0.0,5.0,4.0,247.3,2.0,0.0,2.0,0.0,0.0,4.29,0
6590.45,56708.37,59.0,645.0,2.0,45286.33,0.7986,1.0,6.0,2.0,4.0,17.0,90.3,0.0,1.0,1.0,1.0,0.0,2.1,0
8189.84,69441.06,42.0,690.0,3.0,58652.51,0.8446,0.0,0.0,1.0,2.0,14.0,688.0,2.0,1.0,2.0,4.0,2.0,3.14,0
4242.17,60562.11,194.0,684.0,10.0,53497.89,0.8834,0.0,0.0,1.0,2.0,13.0,300.4,2.0,0.0,0.0,0.0,2.0,2.63,0
7156.49,82150.63,126.0,765.0,6.0,59309.6,0.722,1.0,11.0,0.0,2.0,9.0,194.7,3.0,1.0,0.0,4.0,1.0,2.49,0
15678.68,50052.42,68.0,696.0,5.0,32832.5,0.656,0.0,0.0,1.0,4.0,17.0,306.7,5.0,0.0,1.0,1.0,1.0,4.01,1
23591.61,36739.59,66.0,717.0,7.0,26670.93,0.7259,0.0,0.0,2.0,1.0,17.0,457.8,1.0,0.0,3.0,2.0,2.0,3.14,0
15146.54,31205.11,31.0,712.0,9.0,7461.11,0.2391,0.0,0.0,0.0,4.0,9.0,210.9,1.0,0.0,4.0,0.0,1.0,4.65,0
3299.9,39838.15,155.0,715.0,4.0,2913.68,0.0731,1.0,4.0,1.0,3.0,17.0,219.5,2.0,1.0,1.0,3.0,1.0,2.14,0
6912.62,52527.6,19.0,611.0,1.0,5662.85,0.1078,0.0,0.0,0.0,4.0,4.0,342.6,0.0,1.0,0.0,0.0,2.0,1.7,0
7175.29,80367.05,25.0,673.0,5.0,119259.05,1.4839,0.0,0.0,0.0,4.0,9.0,68.9,1.0,0.0,0.0,0.0,2.0,0.55,0
4293.1,141839.33,21.0,598.0,5.0,144934.18,1.0218,0.0,0.0,0.0,0.0,15.0,419.1,5.0,2.0,0.0,4.0,0.0,1.39,0
3559.78,64096.53,10.0,731.0,3.0,19641.23,0.3064,0.0,0.0,1.0,3.0,8.0,508.0,3.0,0.0,6.0,2.0,0.0,0.73,0
46156.03,30640.4,89.0,636.0,3.0,37073.83,1.21,0.0,0.0,1.0,3.0,7.0,200.7,2.0,2.0,1.0,4.0,0.0,0.85,1
2372.82,88677.13,36.0,641.0,3.0,16286.23,0.1837,1.0,32.0,2.0,1.0,23.0,546.5,2.0,0.0,1.0,2.0,1.0,3.27,0
4294.91,36048.01,0.0,632.0,3.0,27069.53,0.7509,1.0,9.0,1.0,4.0,13.0,84.0,0.0,0.0,2.0,0.0,2.0,1.85,1
13507.93,35403.06,75.0,682.0,7.0,1389.66,0.0393,0.0,0.0,1.0,4.0,8.0,95.0,2.0,1.0,0.0,2.0,1.0,3.49,0
7467.39,65580.58,1.0,690.0,3.0,32354.46,0.4934,1.0,55.0,1.0,5.0,16.0,73.3,2.0,1.0,1.0,1.0,1.0,2.4,0
14035.34,26006.23,40.0,666.0,10.0,6454.74,0.2482,1.0,16.0,2.0,3.0,2.0,81.7,1.0,1.0,1.0,3.0,2.0,4.83,0
10358.87,127060.59,11.0,700.0,4.0,51622.37,0.4063,0.0,0.0,0.0,4.0,20.0,203.3,4.0,0.0,0.0,4.0,1.0,2.38,0
11328.61,53782.79,4.0,630.0,2.0,40912.05,0.7607,0.0,0.0,0.0,4.0,12.0,126.5,2.0,1.0,0.0,4.0,2.0,2.76,0
13905.37,95398.1,14.0,656.0,7.0,81190.54,0.8511,0.0,0.0,0.0,2.0,15.0,614.0,1.0,0.0,1.0,1.0,1.0,5.73,1
15105.27,21480.23,25.0,736.0,4.0,11376.07,0.5296,0.0,0.0,0.0,5.0,9.0,1106.2,2.0,0.0,1.0,4.0,1.0,5.87,0
5952.65,60215.06,37.0,725.0,6.0,26695.82,0.4433,0.0,0.0,2.0,2.0,5.0,142.7,0.0,0.0,1.0,0.0,2.0,2.86,0
6406.96,37129.22,19.0,671.0,0.0,2494.55,0.0672,0.0,0.0,1.0,4.0,7.0,41.8,2.0,1.0,1.0,4.0,1.0,4.41,1
12071.53,65325.43,26.0,707.0,5.0,35633.3,0.5455,0.0,0.0,2.0,4.0,5.0,100.9,0.0,0.0,1.0,0.0,1.0,2.17,0
9369.51,34435.08,31.0,592.0,7.0,37969.44,1.1026,1.0,8.0,0.0,0.0,1.0,409.0,2.0,0.0,1.0,0.0,1.0,4.7,1
17860.61,79574.44,90.0,694.0,5.0,25314.72,0.3181,0.0,0.0,1.0,1.0,4.0,661.4,1.0,1.0,1.0,1.0,0.0,3.02,0
11879.31,204852.45,79.0,747.0,5.0,164008.08,0.8006,0.0,0.0,0.0,2.0,21.0,282.1,4.0,0.0,2.0,3.0,2.0,0.23,0
4977.68,71280.04,45.0,705.0,6.0,21912.37,0.3074,0.0,0.0,1.0,4.0,6.0,566.9,1.0,0.0,1.0,3.0,1.0,4.78,0
5182.98,65042.72,136.0,615.0,2.0,22227.65,0.3417,0.0,0.0,1.0,1.0,12.0,274.6,1.0,0.0,0.0,2.0,2.0,1.33,0
3823.22,37170.86,4.0,708.0,7.0,35531.2,0.9559,2.0,18.0,0.0,5.0,6.0,414.6,0.0,1.0,2.0,0.0,1.0,3.78,1
30710.47,42195.48,62.0,632.0,6.0,36254.19,0.8592,0.0,0.0,1.0,2.0,19.0,146.6,5.0,0.0,1.0,1.0,0.0,4.08,1
6384.8,93779.15,13.0,692.0,2.0,37068.09,0.3953,1.0,6.0,0.0,5.0,2.0,722.6,0.0,1.0,1.0,1.0,0.0,0.28,0
5597.38,51300.71,32.0,722.0,1.0,19270.72,0.3756,1.0,11.0,1.0,5.0,10.0,316.0,2.0,2.0,0.0,2.0,0.0,3.06,0
2351.6,68859.8,15.0,714.0,5.0,6484.75,0.0942,0.0,0.0,1.0,2.0,11.0,118.4,2.0,1.0,1.0,3.0,1.0,2.99,0
5048.39,37688.12,22.0,716.0,3.0,24500.67,0.6501,1.0,8.0,1.0,0.0,7.0,316.5,1.0,0.0,2.0,2.0,0.0,3.21,0
12238.79,33458.69,14.0,540.0,4.0,42354.52,1.2659,1.0,5.0,2.0,0.0,9.0,144.7,1.0,1.0,2.0,4.0,0.0,1.91,1
6454.86,34781.05,12.0,594.0,2.0,17533.08,0.5041,0.0,0.0,1.0,4.0,20.0,100.2,3.0,0.0,0.0,1.0,2.0,4.92,1
3976.9,36376.31,46.0,690.0,8.0,9433.16,0.2593,0.0,0.0,1.0,1.0,14.0,1121.6,0.0,0.0,1.0,1.0,2.0,4.53,0
4580.97,52278.58,122.0,692.0,4.0,15469.41,0.2959,0.0,0.0,1.0,5.0,15.0,484.7,5.0,0.0,1.0,4.0,0.0,3.93,0
9170.45,58348.85,104.0,652.0,7.0,15390.19,0.2638,0.0,0.0,0.0,1.0,1.0,476.7,1.0,0.0,0.0,4.0,1.0,2.22,0
3511.73,49713.18,172.0,646.0,7.0,14130.24,0.2842,1.0,26.0,1.0,3.0,23.0,184.3,0.0,0.0,1.0,3.0,0.0,1.71,0
11288.02,15000.0,175.0,749.0,4.0,10957.51,0.7305,2.0,75.0,1.0,0.0,1.0,399.9,0.0,0.0,2.0,0.0,2.0,2.54,0
4192.31,21570.56,13.0,658.0,5.0,5427.55,0.2516,2.0,6.0,1.0,2.0,23.0,178.8,2.0,0.0,1.0,2.0,2.0,3.49,0
5954.94,28144.81,33.0,727.0,7.0,21678.55,0.7703,0.0,0.0,1.0,5.0,0.0,176.8,0.0,0.0,0.0,0.0,1.0,7.53,0
18021.82,76554.65,106.0,744.0,2.0,66164.88,0.8643,0.0,0.0,1.0,1.0,17.0,983.1,3.0,0.0,1.0,1.0,2.0,2.69,0
6698.66,33038.28,94.0,696.0,6.0,10937.28,0.331,1.0,53.0,0.0,1.0,3.0,249.8,8.0,0.0,0.0,4.0,0.0,2.7,0
20071.7,150216.97,7.0,728.0,5.0,37410.67,0.249,0.0,0.0,0.0,3.0,5.0,431.3,1.0,0.0,0.0,4.0,2.0,1.77,0
3497.54,141578.62,38.0,624.0,4.0,42108.68,0.2974,0.0,0.0,0.0,5.0,9.0,983.1,1.0,0.0,1.0,1.0,2.0,2.45,0
6005.9,54708.47,55.0,658.0,6.0,20832.84,0.3808,0.0,0.0,1.0,0.0,3.0,140.7,0.0,2.0,1.0,2.0,0.0,4.09,0
8319.08,53663.81,108.0,711.0,7.0,25929.86,0.4832,2.0,2.0,2.0,1.0,13.0,127.6,4.0,0.0,1.0,0.0,2.0,1.22,0
9053.14,116015.47,45.0,626.0,6.0,162462.81,1.4004,0.0,0.0,1.0,5.0,1.0,59.0,1.0,0.0,0.0,2.0,0.0,2.47,0
7323.44,90153.49,6.0,631.0,8.0,43933.1,0.4873,1.0,18.0,0.0,4.0,0.0,89.8,2.0,0.0,1.0,3.0,0.0,0.48,0
3960.0,70802.13,32.0,756.0,6.0,33622.96,0.4749,1.0,29.0,0.0,0.0,5.0,308.1,2.0,0.0,1.0,4.0,0.0,0.83,0
8034.57,35202.43,130.0,669.0,6.0,20970.29,0.5957,0.0,0.0,0.0,4.0,17.0,340.4,2.0,2.0,0.0,2.0,0.0,3.98,0
32880.26,80481.9,143.0,637.0,2.0,30025.29,0.3731,0.0,0.0,1.0,2.0,12.0,767.3,2.0,1.0,1.0,4.0,0.0,4.2,0
9230.06,33549.63,137.0,608.0,7.0,24596.81,0.7331,0.0,0.0,0.0,5.0,5.0,199.6,1.0,0.0,2.0,1.0,0.0,0.71,0
5435.83,44717.04,7.0,592.0,6.0,16208.37,0.3625,0.0,0.0,1.0,0.0,9.0,533.9,1.0,0.0,0.0,3.0,0.0,2.66,0
11549.83,15000.0,18.0,654.0,2.0,9268.89,0.6179,1.0,36.0,0.0,3.0,18.0,579.7,1.0,1.0,1.0,0.0,2.0,2.24,0
6524.32,115374.06,85.0,670.0,3.0,55755.81,0.4833,0.0,0.0,2.0,2.0,4.0,463.2,1.0,0.0,1.0,3.0,1.0,2.56,0
10078.91,20970.92,25.0,675.0,6.0,11274.31,0.5376,1.0,3.0,1.0,0.0,7.0,54.6,2.0,0.0,0.0,1.0,0.0,2.74,1
4778.42,36481.04,106.0,599.0,4.0,13829.22,0.3791,0.0,0.0,2.0,4.0,15.0,243.3,1.0,1.0,1.0,1.0,2.0,0.63,0
4988.2,86638.21,20.0,717.0,5.0,101152.91,1.1675,0.0,0.0,2.0,3.0,20.0,37.5,2.0,2.0,0.0,2.0,2.0,4.92,0
14282.41,65937.76,6.0,685.0,5.0,9112.07,0.1382,0.0,0.0,1.0,5.0,11.0,331.5,0.0,0.0,2.0,2.0,2.0,7.06,0
5424.27,48599.24,94.0,685.0,6.0,33529.33,0.6899,0.0,0.0,1.0,1.0,4.0,126.0,1.0,0.0,1.0,4.0,1.0,2.92,0
4092.74,23159.92,10.0,661.0,10.0,19235.17,0.8305,0.0,0.0,2.0,2.0,11.0,102.0,5.0,1.0,3.0,4.0,1.0,3.83,0
4822.99,64509.33,7.0,763.0,4.0,81609.47,1.2651,0.0,0.0,0.0,3.0,12.0,128.5,1.0,0.0,0.0,3.0,1.0,5.8,0
11043.42,53361.15,87.0,679.0,4.0,30616.4,0.5738,0.0,0.0,0.0,1.0,9.0,34.7,2.0,0.0,1.0,1.0,0.0,2.23,0
21453.8,49791.73,33.0,629.0,4.0,69771.27,1.4013,0.0,0.0,1.0,5.0,22.0,325.4,3.0,0.0,1.0,1.0,1.0,1.77,0
15460.98,30018.14,25.0,761.0,4.0,12444.89,0.4146,2.0,12.0,2.0,3.0,17.0,226.8,4.0,0.0,2.0,3.0,0.0,0.42,0
2904.76,70947.71,57.0,824.0,4.0,70891.26,0.9992,0.0,0.0,0.0,5.0,20.0,207.8,0.0,0.0,2.0,0.0,2.0,3.63,0
10967.97,77176.64,145.0,704.0,3.0,78273.22,1.0142,0.0,0.0,1.0,4.0,5.0,134.1,3.0,1.0,2.0,0.0,1.0,1.27,0
11712.15,121737.33,52.0,646.0,4.0,105516.04,0.8668,2.0,47.0,1.0,5.0,11.0,399.4,0.0,0.0,1.0,0.0,0.0,3.44,0
8219.51,65906.83,20.0,714.0,4.0,14597.47,0.2215,2.0,49.0,0.0,5.0,4.0,227.0,1.0,0.0,1.0,3.0,0.0,5.89,0
5406.1,164973.17,111.0,588.0,3.0,155741.14,0.944,0.0,0.0,0.0,2.0,23.0,672.7,2.0,0.0,2.0,4.0,0.0,3.63,0
10220.84,55940.79,30.0,740.0,2.0,43642.27,0.7802,0.0,0.0,2.0,2.0,23.0,174.1,2.0,1.0,0.0,4.0,1.0,0.66,0
3233.51,173180.82,37.0,616.0,8.0,48366.47,0.2793,2.0,18.0,1.0,3.0,14.0,414.9,1.0,0.0,0.0,3.0,1.0,0.84,0
6077.24,67434.9,4.0,633.0,5.0,21426.17,0.3177,1.0,11.0,2.0,1.0,22.0,940.6,1.0,0.0,1.0,0.0,2.0,3.09,0
4708.19,36730.6,9.0,674.0,1.0,24600.72,0.6698,2.0,5.0,1.0,1.0,22.0,765.2,2.0,0.0,1.0,0.0,1.0,1.23,0
9022.87,22724.72,58.0,580.0,4.0,17822.88,0.7843,1.0,6.0,1.0,0.0,6.0,111.0,2.0,1.0,1.0,3.0,1.0,4.85,1
17465.05,16508.07,25.0,697.0,6.0,7767.69,0.4705,0.0,0.0,0.0,3.0,8.0,479.6,0.0,0.0,1.0,3.0,2.0,4.42,0
5990.96,48493.98,74.0,696.0,2.0,25501.09,0.5259,0.0,0.0,1.0,5.0,0.0,271.4,1.0,0.0,0.0,4.0,0.0,3.48,0
7414.3,89186.04,79.0,673.0,9.0,62444.66,0.7002,0.0,0.0,1.0,0.0,6.0,277.1,1.0,0.0,0.0,1.0,1.0,1.18,0
